,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-9185684.647303,45120000.0,-271395693.430657
Tax Rate For Calcs,0.4,0.238589,0.3,0.366058
Normalized EBITDA,246200000.0,533100000.0,-279900000.0,1764800000.0
Total Unusual Items,0.0,-38500000.0,150400000.0,-741400000.0
Total Unusual Items Excluding Goodwill,0.0,-38500000.0,150400000.0,-741400000.0
Net Income From Continuing Operation Net Minority Interest,51900000.0,146800000.0,-563100000.0,347400000.0
Reconciled Depreciation,23800000.0,27500000.0,30000000.0,31800000.0
Reconciled Cost Of Revenue,13661900000.0,33640200000.0,30877300000.0,40805900000.0
EBIT,222300000.0,467000000.0,-159500000.0,991600000.0
Net Interest Income,-129000000.0,-228700000.0,-318400000.0,-351300000.0
Interest Expense,129000000.0,274200000.0,380500000.0,443600000.0
Interest Income,,89900000.0,115500000.0,150300000.0
Normalized Income,51900000.0,176114315.352697,-668380000.0,817404306.569343
Net Income From Continuing And Discontinued Operation,51900000.0,146800000.0,-563100000.0,347400000.0
Total Expenses,14099100000.0,33883900000.0,31160900000.0,40688400000.0
Rent Expense Supplemental,,11700000.0,13400000.0,18800000.0
Diluted Average Shares,29827586.0,29837398.0,29843865.0,29843865.0
Basic Average Shares,29827586.0,29837398.0,29843865.0,29843865.0
Diluted EPS,1.74,4.92,-18.86,11.64
Basic EPS,1.74,4.92,-18.86,11.64
Diluted NI Availto Com Stockholders,51900000.0,146800000.0,-563100000.0,347400000.0
Net Income Common Stockholders,51900000.0,146800000.0,-563100000.0,347400000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,51900000.0,146800000.0,-563100000.0,347400000.0
Minority Interests,0.0,,,
Net Income Including Noncontrolling Interests,51900000.0,146800000.0,-563100000.0,347400000.0
Net Income Discontinuous Operations,,,,0.0
Net Income Continuous Operations,51900000.0,146800000.0,-563100000.0,347400000.0
Tax Provision,41400000.0,46000000.0,23100000.0,200600000.0
Pretax Income,93300000.0,192800000.0,-540000000.0,548000000.0
Other Non Operating Income Expenses,432500000.0,97300000.0,213900000.0,73500000.0
Special Income Charges,0.0,-2100000.0,-274900000.0,-725400000.0
Other Special Charges,,2100000.0,-2600000.0,20500000.0
Write Off,,0.0,277500000.0,704900000.0
