,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,495074.092453,-127900.446131,128616.066759,Income Statement
1,Tax Rate For Calcs,0.253269,0.262778,0.254622,0.214919,Income Statement
2,Normalized EBITDA,285347000.0,235882000.0,89186040.0,108300236.0,Income Statement
3,Total Unusual Items,,1884000.0,-502315.0,598440.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,1884000.0,-502315.0,598440.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,202760000.0,154504000.0,56457074.0,81280985.0,Income Statement
6,Reconciled Depreciation,13687000.0,26696000.0,26022929.0,25926480.0,Income Statement
7,Reconciled Cost Of Revenue,263155000.0,332670000.0,280245684.0,225659656.0,Income Statement
8,EBIT,271660000.0,211070000.0,62660796.0,82972196.0,Income Statement
9,Net Interest Income,-130000.0,1108000.0,7160648.0,9472124.0,Income Statement
10,Interest Expense,130000.0,1494000.0,,,Income Statement
11,Interest Income,,3370000.0,7808262.0,10118770.0,Income Statement
12,Normalized Income,202760000.0,153115074.092453,56831488.553869,80811161.066759,Income Statement
13,Net Income From Continuing And Discontinued Operation,202760000.0,154504000.0,56457074.0,81280985.0,Income Statement
14,Total Expenses,502694000.0,532893000.0,439934224.0,399313356.0,Income Statement
15,Diluted Average Shares,5309243.0,5309416.0,5309000.0,5308634.0,Income Statement
16,Basic Average Shares,5309243.0,5309416.0,5309000.0,5308634.0,Income Statement
17,Diluted EPS,38.19,29.1,10.64,15.31,Income Statement
18,Basic EPS,38.19,29.1,10.64,15.31,Income Statement
19,Diluted NI Availto Com Stockholders,202760000.0,154504000.0,56457074.0,81280985.0,Income Statement
20,Net Income Common Stockholders,202760000.0,154504000.0,56457074.0,81280985.0,Income Statement
21,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
22,Net Income,202760000.0,154504000.0,56457074.0,81280985.0,Income Statement
23,Net Income Including Noncontrolling Interests,202760000.0,154504000.0,56457074.0,81280985.0,Income Statement
24,Net Income Continuous Operations,202760000.0,154504000.0,56457074.0,81280985.0,Income Statement
25,Tax Provision,68770000.0,55072000.0,19285802.0,22250975.0,Income Statement
26,Pretax Income,271530000.0,209576000.0,75742876.0,103531960.0,Income Statement
27,Other Non Operating Income Expenses,38552000.0,3228000.0,3549100.0,4312042.0,Income Statement
28,Special Income Charges,,2000.0,-497014.0,-335491.0,Income Statement
29,Other Special Charges,,-2000.0,497014.0,335491.0,Income Statement
30,Net Non Operating Interest Income Expense,-130000.0,1108000.0,7160648.0,9472124.0,Income Statement
31,Total Other Finance Cost,,768000.0,647614.0,646646.0,Income Statement
32,Interest Expense Non Operating,130000.0,1494000.0,,,Income Statement
33,Interest Income Non Operating,,3370000.0,7808262.0,10118770.0,Income Statement
34,Operating Income,233108000.0,202828000.0,62660796.0,82972196.0,Income Statement
35,Operating Expense,239539000.0,200223000.0,159688540.0,173653700.0,Income Statement
36,Other Operating Expenses,163579000.0,54060000.0,33156692.0,35608504.0,Income Statement
37,Depreciation And Amortization In Income Statement,13687000.0,26696000.0,26022929.0,25926480.0,Income Statement
38,Amortization,,17950000.0,17904933.0,17914242.0,Income Statement
39,Depreciation Income Statement,13687000.0,8746000.0,8117996.0,8012238.0,Income Statement
40,Selling General And Administration,,50452000.0,35217638.0,41772692.0,Income Statement
41,Selling And Marketing Expense,,4808000.0,820081.0,2750576.0,Income Statement
42,General And Administrative Expense,,45644000.0,34397557.0,39022116.0,Income Statement
43,Gross Profit,472647000.0,403051000.0,222349336.0,256625896.0,Income Statement
44,Cost Of Revenue,263155000.0,332670000.0,280245684.0,225659656.0,Income Statement
45,Total Revenue,735802000.0,735721000.0,502595020.0,482285552.0,Income Statement
46,Operating Revenue,735802000.0,735721000.0,502595020.0,482285552.0,Income Statement
0,Ordinary Shares Number,5308634.0,5308634.0,5308634.0,5308634.0,Balance Sheet
1,Share Issued,5308634.0,5308634.0,5308634.0,5308634.0,Balance Sheet
