,2020-03-31,2021-03-31,2022-03-31,2023-03-31
Tax Effect Of Unusual Items,129984000.0,-2511021.004298,0.0,0.0
Tax Rate For Calcs,0.3,0.006076,0.017808,0.042999
Normalized EBITDA,-76620000.0,1256400000.0,-3190540000.0,-1330860000.0
Total Unusual Items,433280000.0,-413300000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,433280000.0,-413300000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-2689260000.0,-5961380000.0,-10110000000.0,-10077790000.0
Reconciled Depreciation,2555870000.0,3546200000.0,6107470000.0,8311440000.0
Reconciled Cost Of Revenue,25986660000.0,40886810000.0,64655920000.0,70710900000.0
EBIT,-2199250000.0,-4742270000.0,-9298010000.0,-9642300000.0
Net Interest Income,967270000.0,-1347500000.0,-3992680000.0,-888300000.0
Interest Expense,488770000.0,1255550000.0,995290000.0,888300000.0
Interest Income,1459450000.0,,,
Normalized Income,-2992556000.0,-5550591021.004298,-10110000000.0,-10077790000.0
Net Income From Continuing And Discontinued Operation,-2689260000.0,-5961380000.0,-10110000000.0,-10077790000.0
Total Expenses,31934820000.0,50680860000.0,76652620000.0,85080530000.0
Rent Expense Supplemental,5274060000.0,,,
Diluted Average Shares,724518330.0,724518330.0,724518330.0,715244145.0
Basic Average Shares,724518330.0,724518330.0,724518330.0,715244145.0
Diluted EPS,-3.71179,-8.22806,-13.954098,-14.09
Basic EPS,-3.71179,-8.22806,-13.954098,-14.09
Diluted NI Availto Com Stockholders,-2689260000.0,-5961380000.0,-10110000000.0,-10077790000.0
Net Income Common Stockholders,-2689260000.0,-5961380000.0,-10110000000.0,-10077790000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-2689260000.0,-5961380000.0,-10110000000.0,-10077790000.0
Net Income Including Noncontrolling Interests,-2689260000.0,-5961380000.0,-10110000000.0,-10077790000.0
Net Income Continuous Operations,-2689260000.0,-5961380000.0,-10110000000.0,-10077790000.0
Tax Provision,1240000.0,-36440000.0,-183300000.0,-452810000.0
