,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,7338216.361046,-3683821.005137,-4728915.109027,Income Statement
1,Tax Rate For Calcs,0.114917,0.103548,0.196449,0.339941,Income Statement
2,Normalized EBITDA,567500000.0,484860000.0,701004000.0,613174000.0,Income Statement
3,Total Unusual Items,0.0,70868000.0,-18752000.0,-13911000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,70868000.0,-18752000.0,-13911000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,276500000.0,300117000.0,329115000.0,266260000.0,Income Statement
6,Reconciled Depreciation,137300000.0,124512000.0,119332000.0,90415000.0,Income Statement
7,Reconciled Cost Of Revenue,1047000000.0,930064000.0,1039911000.0,1119393000.0,Income Statement
8,EBIT,430200000.0,431216000.0,562920000.0,508848000.0,Income Statement
9,Net Interest Income,-117800000.0,-86923000.0,-157192000.0,-104819000.0,Income Statement
10,Interest Expense,117800000.0,96433000.0,153344000.0,105460000.0,Income Statement
11,Interest Income,,12971000.0,1130000.0,791000.0,Income Statement
12,Normalized Income,276500000.0,236587216.361046,344183178.994863,275442084.890973,Income Statement
13,Net Income From Continuing And Discontinued Operation,276500000.0,300117000.0,329115000.0,185481000.0,Income Statement
14,Total Expenses,3096300000.0,2601171000.0,2578251000.0,2548449000.0,Income Statement
15,Rent Expense Supplemental,,8658000.0,13455000.0,30980000.0,Income Statement
16,Diluted Average Shares,37466125.0,36687042.0,36696000.0,36696000.0,Income Statement
17,Basic Average Shares,36965241.0,36687042.0,36696000.0,36696000.0,Income Statement
18,Diluted EPS,7.38,8.18,8.97,5.06,Income Statement
19,Basic EPS,7.48,8.18,8.97,5.06,Income Statement
20,Diluted NI Availto Com Stockholders,276500000.0,300117000.0,329115000.0,185481000.0,Income Statement
21,Net Income Common Stockholders,276500000.0,300117000.0,329115000.0,185481000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,276500000.0,300117000.0,329115000.0,185481000.0,Income Statement
24,Minority Interests,0.0,0.0,,,Income Statement
25,Net Income Including Noncontrolling Interests,276500000.0,300117000.0,329115000.0,185481000.0,Income Statement
26,Net Income Discontinuous Operations,,,,-80779000.0,Income Statement
27,Net Income Continuous Operations,276500000.0,300117000.0,329115000.0,266260000.0,Income Statement
28,Tax Provision,35900000.0,34666000.0,80461000.0,137128000.0,Income Statement
29,Pretax Income,312400000.0,334783000.0,409576000.0,403388000.0,Income Statement
30,Other Non Operating Income Expenses,39700000.0,42600000.0,20000000.0,,Income Statement
31,Special Income Charges,0.0,69328000.0,-18752000.0,-13911000.0,Income Statement
32,Other Special Charges,,-69328000.0,18752000.0,5352000.0,Income Statement
33,Write Off,,,,8559000.0,Income Statement
34,Net Non Operating Interest Income Expense,-117800000.0,-86923000.0,-157192000.0,-104819000.0,Income Statement
35,Total Other Finance Cost,,3461000.0,4978000.0,150000.0,Income Statement
36,Interest Expense Non Operating,117800000.0,96433000.0,153344000.0,105460000.0,Income Statement
37,Interest Income Non Operating,,12971000.0,1130000.0,791000.0,Income Statement
38,Operating Income,390500000.0,326220000.0,574034000.0,492070000.0,Income Statement
39,Operating Expense,2049300000.0,1671107000.0,1538340000.0,1429056000.0,Income Statement
40,Other Operating Expenses,572000000.0,212819000.0,184090000.0,164635000.0,Income Statement
41,Depreciation And Amortization In Income Statement,137300000.0,124512000.0,119332000.0,86213000.0,Income Statement
42,Amortization,,13701000.0,10639000.0,5415000.0,Income Statement
43,Depreciation Income Statement,137300000.0,110811000.0,108693000.0,80798000.0,Income Statement
44,Research And Development,,9530000.0,,,Income Statement
45,Selling General And Administration,,130193000.0,134701000.0,115995000.0,Income Statement
46,Selling And Marketing Expense,,68844000.0,98037000.0,88583000.0,Income Statement
47,General And Administrative Expense,,61349000.0,36664000.0,27412000.0,Income Statement
48,Rent And Landing Fees,,8658000.0,13455000.0,30980000.0,Income Statement
49,Gross Profit,2439800000.0,1997327000.0,2112374000.0,1921126000.0,Income Statement
50,Cost Of Revenue,1047000000.0,930064000.0,1039911000.0,1119393000.0,Income Statement
51,Total Revenue,3486800000.0,2927391000.0,3152285000.0,3040519000.0,Income Statement
52,Operating Revenue,3486800000.0,2927391000.0,3152285000.0,3040519000.0,Income Statement
0,Ordinary Shares Number,37696475.0,36696475.0,36696475.0,36696475.0,Balance Sheet
1,Share Issued,37696475.0,36696475.0,36696475.0,36696475.0,Balance Sheet
2,Net Debt,1604800000.0,1515364000.0,1761812000.0,1923167000.0,Balance Sheet
3,Total Debt,1616100000.0,1534534000.0,1774405000.0,1948189000.0,Balance Sheet
4,Tangible Book Value,2774200000.0,2398933000.0,2132913000.0,1842210000.0,Balance Sheet
5,Invested Capital,4486700000.0,3998171000.0,3933884000.0,3807649000.0,Balance Sheet
6,Working Capital,271000000.0,59557000.0,-228578000.0,-496049000.0,Balance Sheet
7,Net Tangible Assets,2774200000.0,2398933000.0,2132913000.0,1842210000.0,Balance Sheet
8,Common Stock Equity,2870600000.0,2463637000.0,2159479000.0,1859460000.0,Balance Sheet
9,Total Capitalization,3020500000.0,2713547000.0,2509353000.0,2326441000.0,Balance Sheet
10,Total Equity Gross Minority Interest,2870600000.0,2463637000.0,2159479000.0,1859460000.0,Balance Sheet
11,Minority Interest,0.0,0.0,,,Balance Sheet
12,Stockholders Equity,2870600000.0,2463637000.0,2159479000.0,1859460000.0,Balance Sheet
13,Other Equity Interest,2795200000.0,2390200000.0,,,Balance Sheet
14,Retained Earnings,,160206000.0,121098000.0,43739000.0,Balance Sheet
15,Additional Paid In Capital,,260955000.0,260955000.0,260955000.0,Balance Sheet
16,Capital Stock,75400000.0,73393000.0,73393000.0,73393000.0,Balance Sheet
17,Common Stock,75400000.0,73393000.0,73393000.0,73393000.0,Balance Sheet
18,Total Liabilities Net Minority Interest,2266600000.0,2015869000.0,2201957000.0,2468005000.0,Balance Sheet
19,Total Non Current Liabilities Net Minority Interest,183400000.0,277320000.0,370978000.0,486421000.0,Balance Sheet
20,Other Non Current Liabilities,22300000.0,1151000.0,20600000.0,18145000.0,Balance Sheet
21,Non Current Pension And Other Postretirement Benefit Plans,,,,1295000.0,Balance Sheet
22,Tradeand Other Payables Non Current,,,607000.0,,Balance Sheet
23,Non Current Deferred Revenue,,19841000.0,20026000.0,,Balance Sheet
24,Non Current Deferred Taxes Liabilities,11200000.0,6418000.0,471000.0,0.0,Balance Sheet
25,Long Term Debt And Capital Lease Obligation,149900000.0,249910000.0,349874000.0,466981000.0,Balance Sheet
26,Long Term Debt,149900000.0,249910000.0,349874000.0,466981000.0,Balance Sheet
27,Current Liabilities,2083200000.0,1738549000.0,1830979000.0,1981584000.0,Balance Sheet
28,Other Current Liabilities,313900000.0,148315000.0,206915000.0,139382000.0,Balance Sheet
29,Current Deferred Taxes Liabilities,,4559000.0,14256000.0,23346000.0,Balance Sheet
30,Current Debt And Capital Lease Obligation,1466200000.0,1284624000.0,1424531000.0,1481208000.0,Balance Sheet
31,Current Debt,1466200000.0,1284624000.0,1424531000.0,1481208000.0,Balance Sheet
32,Pensionand Other Post Retirement Benefit Plans Current,,21091000.0,23644000.0,15682000.0,Balance Sheet
33,Payables,281900000.0,258762000.0,142675000.0,292472000.0,Balance Sheet
34,Other Payable,,23138000.0,25034000.0,30488000.0,Balance Sheet
35,Dividends Payable,,715000.0,801000.0,906000.0,Balance Sheet
36,Total Tax Payable,4600000.0,4600000.0,14256000.0,23346000.0,Balance Sheet
37,Accounts Payable,277300000.0,234909000.0,102584000.0,237732000.0,Balance Sheet
38,Total Assets,5137200000.0,4479506000.0,4361436000.0,4327465000.0,Balance Sheet
39,Total Non Current Assets,2783000000.0,2681400000.0,2759035000.0,2841930000.0,Balance Sheet
40,Other Non Current Assets,7000000.0,8800000.0,7300000.0,,Balance Sheet
41,Non Current Prepaid Assets,,64699000.0,26185000.0,36130000.0,Balance Sheet
42,Non Current Deferred Taxes Assets,,,0.0,41122000.0,Balance Sheet
43,Investmentin Financial Assets,222800000.0,184799000.0,189758000.0,189758000.0,Balance Sheet
44,Available For Sale Securities,222800000.0,184799000.0,184297000.0,184297000.0,Balance Sheet
45,Financial Assets Designatedas Fair Value Through Profitor Loss Total,,0.0,5461000.0,5461000.0,Balance Sheet
46,Goodwill And Other Intangible Assets,96400000.0,64704000.0,26566000.0,17250000.0,Balance Sheet
47,Other Intangible Assets,96400000.0,64704000.0,26566000.0,17250000.0,Balance Sheet
48,Net PPE,2456200000.0,2367114000.0,2515810000.0,2557255000.0,Balance Sheet
49,Accumulated Depreciation,,-781550000.0,-713520000.0,-636172000.0,Balance Sheet
50,Gross PPE,2456200000.0,3148664000.0,3229330000.0,3193427000.0,Balance Sheet
51,Construction In Progress,41300000.0,57233000.0,119857000.0,916183000.0,Balance Sheet
52,Other Properties,2414900000.0,244377000.0,188068000.0,171146000.0,Balance Sheet
53,Machinery Furniture Equipment,,1028848000.0,1003274000.0,879941000.0,Balance Sheet
54,Buildings And Improvements,,1068552000.0,1089713000.0,397739000.0,Balance Sheet
55,Land And Improvements,,749654000.0,828418000.0,828418000.0,Balance Sheet
56,Properties,,0.0,0.0,0.0,Balance Sheet
57,Current Assets,2354200000.0,1798106000.0,1602401000.0,1485535000.0,Balance Sheet
58,Other Current Assets,183800000.0,214000000.0,177900000.0,,Balance Sheet
59,Restricted Cash,,878000.0,1126000.0,1231000.0,Balance Sheet
60,Prepaid Assets,,91912000.0,25734000.0,37327000.0,Balance Sheet
61,Inventory,1524100000.0,1228418000.0,1116594000.0,1028682000.0,Balance Sheet
62,Other Inventories,,11045000.0,7264000.0,,Balance Sheet
63,Finished Goods,,142164000.0,172054000.0,115048000.0,Balance Sheet
64,Work In Process,,54196000.0,81742000.0,133547000.0,Balance Sheet
65,Raw Materials,,1021013000.0,855534000.0,780087000.0,Balance Sheet
66,Other Receivables,600000.0,65314000.0,73801000.0,48467000.0,Balance Sheet
67,Taxes Receivable,3200000.0,60975000.0,79738000.0,83998000.0,Balance Sheet
68,Accounts Receivable,477800000.0,331439000.0,292815000.0,260808000.0,Balance Sheet
69,Cash Cash Equivalents And Short Term Investments,164700000.0,19170000.0,12593000.0,25022000.0,Balance Sheet
