,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,1975223.530072,1320562.138948,-2657911.662111
Tax Rate For Calcs,0.4,0.301515,0.146575,0.344137
Normalized EBITDA,230100000.0,168527000.0,246026741.0,297325757.0
Total Unusual Items,0.0,6551000.0,9009433.0,-7723420.0
Total Unusual Items Excluding Goodwill,0.0,6551000.0,9009433.0,-7723420.0
Net Income From Continuing Operation Net Minority Interest,31600000.0,62249000.0,159249570.0,146518453.0
Reconciled Depreciation,76100000.0,61025000.0,61968822.0,58076551.0
Reconciled Cost Of Revenue,700600000.0,873139000.0,492873628.0,418400289.0
EBIT,154000000.0,114053000.0,193067352.0,231525786.0
Net Interest Income,-97600000.0,-29968000.0,-29835759.0,-22301566.0
Interest Expense,97600000.0,24933000.0,6466698.0,8127960.0
Interest Income,,15705000.0,4414748.0,5958450.0
Normalized Income,31600000.0,57673223.530072,151560699.138948,151583961.337889
Net Income From Continuing And Discontinued Operation,31600000.0,62249000.0,159249570.0,146518453.0
Total Expenses,1297300000.0,1214652000.0,829864048.0,786572764.0
Rent Expense Supplemental,,1176000.0,1627988.0,4023043.0
Diluted Average Shares,197500000.0,237569444.0,239088824.0,239088824.0
Basic Average Shares,197500000.0,237569444.0,239088824.0,239088824.0
Diluted EPS,0.16,0.261818,0.662727,0.613636
Basic EPS,0.16,0.261818,0.662727,0.613636
Diluted NI Availto Com Stockholders,31600000.0,62249000.0,159249570.0,146518453.0
Net Income Common Stockholders,31600000.0,62249000.0,159249570.0,146518453.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,31600000.0,62249000.0,159249570.0,146518453.0
Net Income Including Noncontrolling Interests,31700000.0,62249000.0,159249570.0,146518453.0
Net Income Continuous Operations,31700000.0,62249000.0,159249570.0,146518453.0
Tax Provision,24700000.0,26871000.0,27351084.0,76879373.0
Pretax Income,56400000.0,89120000.0,186600654.0,223397826.0
Other Non Operating Income Expenses,17900000.0,24957000.0,32970991.0,1003866.0
Special Income Charges,0.0,-351000.0,1630915.0,-1847759.0
Other Special Charges,,,-3993771.0,
Write Off,,31000.0,1937456.0,1847759.0
Restructuring And Mergern Acquisition,,320000.0,425400.0,
Net Non Operating Interest Income Expense,-97600000.0,-29968000.0,-29835759.0,-22301566.0
Total Other Finance Cost,,20740000.0,27783809.0,20132056.0
Interest Expense Non Operating,97600000.0,24933000.0,6466698.0,8127960.0
Interest Income Non Operating,,15705000.0,4414748.0,5958450.0
Operating Income,136000000.0,85524000.0,183885660.0,241673882.0
Operating Expense,596700000.0,341513000.0,336990420.0,368172475.0
Other Operating Expenses,348600000.0,55405000.0,55885620.0,108634140.0
Depreciation And Amortization In Income Statement,76100000.0,61025000.0,61968822.0,58076551.0
Amortization,,2200000.0,,
Depreciation Income Statement,76100000.0,58825000.0,61968822.0,58076551.0
Research And Development,,907000.0,90500.0,127500.0
Selling General And Administration,,78208000.0,78724025.0,74434650.0
Selling And Marketing Expense,,59798000.0,51164888.0,51799936.0
General And Administrative Expense,,18410000.0,27559137.0,22634714.0
Rent And Landing Fees,,1176000.0,1627988.0,4023043.0
Gross Profit,732700000.0,427037000.0,520876080.0,609846357.0
Cost Of Revenue,700600000.0,873139000.0,492873628.0,418400289.0
Total Revenue,1433300000.0,1300176000.0,1013749708.0,1028246646.0
Operating Revenue,1433300000.0,1300176000.0,1013749708.0,1028246646.0
Ordinary Shares Number,202138735.0,195618129.0,195618129.0,195618129.0
Share Issued,202138735.0,195618129.0,195618129.0,195618129.0
Net Debt,1305200000.0,992422000.0,722634442.0,457332078.0
Total Debt,1387500000.0,1163282000.0,872705071.0,508974909.0
Tangible Book Value,2220800000.0,1257648000.0,1234506507.0,1100102205.0
Invested Capital,3579300000.0,2407596000.0,2130263463.0,1626895712.0
Working Capital,963500000.0,405071000.0,454124653.0,263014826.0
Net Tangible Assets,2220800000.0,1257648000.0,1234506507.0,1100102205.0
Capital Lease Obligations,69000000.0,107524000.0,40571385.0,45804672.0
Common Stock Equity,2260800000.0,1351838000.0,1298129777.0,1163725475.0
Total Capitalization,2858500000.0,1697828000.0,1578244601.0,1184124346.0
Total Equity Gross Minority Interest,2260800000.0,1351838000.0,1298129777.0,1163725475.0
Stockholders Equity,2260800000.0,1351838000.0,1298129777.0,1163725475.0
Other Equity Interest,2058700000.0,1406100000.0,1158400000.0,
Retained Earnings,,930782000.0,877072839.0,742668437.0
Additional Paid In Capital,,3410000.0,59300982.0,105876727.0
Capital Stock,202100000.0,195618000.0,139727235.0,93151490.0
Common Stock,202100000.0,195618000.0,139727235.0,93151490.0
Total Liabilities Net Minority Interest,2402700000.0,2510252000.0,1425276166.0,992877092.0
Total Non Current Liabilities Net Minority Interest,726500000.0,726854000.0,373162248.0,137801732.0
Other Non Current Liabilities,,249902000.0,-99903.0,
Non Current Pension And Other Postretirement Benefit Plans,,26515000.0,24365910.0,44053014.0
Non Current Deferred Taxes Liabilities,52800000.0,36194000.0,28210032.0,27545175.0
Long Term Debt And Capital Lease Obligation,630300000.0,414243000.0,320686209.0,66203543.0
Long Term Capital Lease Obligation,32600000.0,68253000.0,40571385.0,45804672.0
Long Term Debt,597700000.0,345990000.0,280114824.0,20398871.0
Long Term Provisions,43400000.0,26500000.0,24400000.0,
Current Liabilities,1676200000.0,1783398000.0,1052113918.0,855075360.0
Other Current Liabilities,52000000.0,1000.0,379690.0,6644916.0
Current Deferred Taxes Liabilities,,,,6995.0
Current Debt And Capital Lease Obligation,757200000.0,749039000.0,552018862.0,442771366.0
Current Capital Lease Obligation,36400000.0,39271000.0,,
Current Debt,720800000.0,709768000.0,552018862.0,442771366.0
Pensionand Other Post Retirement Benefit Plans Current,,37492000.0,,24566368.0
Current Provisions,11500000.0,,38738421.0,
Payables,737300000.0,985497000.0,430062892.0,353439625.0
Other Payable,,148132000.0,115666589.0,101514359.0
Dividends Payable,,1142000.0,482864.0,467421.0
Total Tax Payable,402500000.0,393843000.0,55120543.0,32212270.0
Accounts Payable,334800000.0,442380000.0,258792896.0,219245575.0
Total Assets,4663500000.0,3862090000.0,2723405943.0,2156602567.0
Total Non Current Assets,2023800000.0,1673621000.0,1217167372.0,1038512381.0
Other Non Current Assets,273100000.0,-1000.0,100.0,-2.0
Non Current Prepaid Assets,,240114000.0,204922934.0,42293713.0
Non Current Deferred Taxes Assets,0.0,,,
Investmentin Financial Assets,28400000.0,28200000.0,,0.0
Available For Sale Securities,28400000.0,28200000.0,,
Goodwill And Other Intangible Assets,40000000.0,94190000.0,63623270.0,63623270.0
Other Intangible Assets,40000000.0,30567000.0,,
Goodwill,0.0,63623000.0,63623270.0,63623270.0
Net PPE,1682300000.0,1339318000.0,946895256.0,930059295.0
Accumulated Depreciation,,-205612000.0,-144586567.0,-143843924.0
Gross PPE,1682300000.0,1544930000.0,1091481823.0,1073903219.0
Construction In Progress,245000000.0,654431000.0,226826397.0,150264545.0
Other Properties,1437300000.0,72351000.0,55373167.0,52956897.0
Machinery Furniture Equipment,,568883000.0,560440785.0,629552484.0
Buildings And Improvements,,84121000.0,83697474.0,75985293.0
Land And Improvements,,165144000.0,165144000.0,165144000.0
Properties,,0.0,0.0,0.0
Current Assets,2639700000.0,2188469000.0,1506238571.0,1118090186.0
Other Current Assets,147300000.0,2000.0,126600000.0,
Restricted Cash,,18640000.0,1842034.0,2176255.0
Prepaid Assets,,189105000.0,126631253.0,153308025.0
Inventory,1158600000.0,1006383000.0,663231980.0,517202386.0
Other Inventories,,1359000.0,800819.0,2776051.0
Finished Goods,,564933000.0,447118246.0,311921444.0
Work In Process,,207379000.0,142469336.0,120011730.0
Raw Materials,,232712000.0,72843579.0,82493161.0
Other Receivables,33100000.0,35508000.0,12149125.0,8372190.0
Taxes Receivable,449400000.0,399454000.0,,
Accounts Receivable,655600000.0,408546000.0,488988217.0,290438949.0
Allowance For Doubtful Accounts Receivable,,-820000.0,-819959.0,-819959.0
Gross Accounts Receivable,,409366000.0,489808176.0,291258908.0
Cash Cash Equivalents And Short Term Investments,195700000.0,130831000.0,213395962.0,146592381.0
Other Short Term Investments,182400000.0,67495000.0,103896718.0,140754222.0
Cash And Cash Equivalents,13300000.0,63336000.0,109499244.0,5838159.0
Cash Equivalents,,,,171179.0
Cash Financial,,63336000.0,109499244.0,5666980.0
Free Cash Flow,-861100000.0,-457730000.0,-235562434.0,-388207085.0
Repayment Of Debt,,,,-10030256.0
Issuance Of Debt,,,338488810.0,390673052.0
Issuance Of Capital Stock,750000000.0,250000000.0,,
Capital Expenditure,-483000000.0,-410711000.0,-242171507.0,-220855137.0
End Cash Position,-133700000.0,55910000.0,35807684.0,-37379072.0
Other Cash Adjustment Outside Changein Cash,,-100000.0,,
Beginning Cash Position,55900000.0,35808000.0,-37849477.0,48019369.0
Changes In Cash,-189600000.0,20102000.0,73657161.0,-85398441.0
Financing Cash Flow,716300000.0,455270000.0,300627374.0,299601079.0
Net Other Financing Charges,-35000000.0,-1000.0,,
Interest Paid Cff,-58400000.0,-32999000.0,-29210150.0,-23023616.0
Cash Dividends Paid,-29400000.0,,,-45126316.0
Common Stock Dividend Paid,-29400000.0,,,-45126316.0
Net Common Stock Issuance,750000000.0,250000000.0,,
Common Stock Issuance,750000000.0,250000000.0,,
Net Issuance Payments Of Debt,138500000.0,279193000.0,338488810.0,380642796.0
Net Short Term Debt Issuance,-113200000.0,213318000.0,,
Net Long Term Debt Issuance,251700000.0,65875000.0,338488810.0,380642796.0
Long Term Debt Payments,,,,-10030256.0
Long Term Debt Issuance,,,338488810.0,390673052.0
Investing Cash Flow,-527800000.0,-388149000.0,-233579286.0,-217647572.0
Interest Received Cfi,900000.0,24296000.0,272662.0,1988518.0
Dividends Received Cfi,,,0.0,489881.0
