,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,-1172984100.0,-1037160.0,4821480.0,Income Statement
1,Tax Rate For Calcs,0.237,0.2412,0.2724,Income Statement
2,Total Unusual Items,-4949300000.0,-4300000.0,17700000.0,Income Statement
3,Total Unusual Items Excluding Goodwill,-4949300000.0,-4300000.0,17700000.0,Income Statement
4,Net Income From Continuing Operation Net Minority Interest,27211000000.0,24988300000.0,25122700000.0,Income Statement
5,Reconciled Depreciation,1353700000.0,1373600000.0,1410500000.0,Income Statement
6,Net Interest Income,89121000000.0,80756200000.0,80030000000.0,Income Statement
7,Interest Expense,97343100000.0,90542600000.0,82702600000.0,Income Statement
8,Interest Income,186464100000.0,171298800000.0,162732600000.0,Income Statement
9,Normalized Income,30987315900.0,24991562840.0,25109821480.0,Income Statement
10,Net Income From Continuing And Discontinued Operation,27211000000.0,24988300000.0,25122700000.0,Income Statement
11,Diluted Average Shares,266200000.0,246300000.0,232900000.0,Income Statement
12,Basic Average Shares,266200000.0,246300000.0,232900000.0,Income Statement
13,Diluted EPS,102.23,101.44,107.89,Income Statement
14,Basic EPS,102.23,101.44,107.89,Income Statement
15,Diluted NI Availto Com Stockholders,27211000000.0,24988300000.0,25122700000.0,Income Statement
16,Net Income Common Stockholders,27211000000.0,24988300000.0,25122700000.0,Income Statement
17,Net Income,27211000000.0,24988300000.0,25122700000.0,Income Statement
18,Minority Interests,0.0,0.0,,Income Statement
19,Net Income Including Noncontrolling Interests,27211000000.0,24988300000.0,25122700000.0,Income Statement
20,Net Income Continuous Operations,27211000000.0,24988300000.0,25122700000.0,Income Statement
21,Tax Provision,8413200000.0,7907500000.0,9368300000.0,Income Statement
22,Pretax Income,35492500000.0,32780100000.0,34386700000.0,Income Statement
23,Special Income Charges,-4949300000.0,-4300000.0,17700000.0,Income Statement
24,Other Special Charges,7900000.0,6500000.0,-11700000.0,Income Statement
25,Write Off,4941400000.0,-2200000.0,-6000000.0,Income Statement
26,Gain On Sale Of Security,4394400000.0,806500000.0,178000000.0,Income Statement
27,Operating Expense,19484200000.0,18717900000.0,19718900000.0,Income Statement
28,Other Operating Expenses,5962400000.0,6424200000.0,6868500000.0,Income Statement
29,Depreciation And Amortization In Income Statement,1353700000.0,1373600000.0,1410500000.0,Income Statement
30,Depreciation Income Statement,1353700000.0,1373600000.0,1410500000.0,Income Statement
31,Selling General And Administration,2132000000.0,1737000000.0,1212500000.0,Income Statement
32,Selling And Marketing Expense,1004700000.0,613100000.0,619800000.0,Income Statement
33,General And Administrative Expense,1127300000.0,1123900000.0,592700000.0,Income Statement
34,Insurance And Claims,20300000.0,20700000.0,13800000.0,Income Statement
35,Rent And Landing Fees,32400000.0,92400000.0,98800000.0,Income Statement
36,Total Revenue,92921000000.0,81774800000.0,80813200000.0,Income Statement
37,Operating Revenue,92921000000.0,81774800000.0,80813200000.0,Income Statement
0,Ordinary Shares Number,270519713.0,253061513.0,232854743.0,Balance Sheet
1,Share Issued,270519713.0,253061513.0,232854743.0,Balance Sheet
2,Net Debt,812818500000.0,785666600000.0,790104700000.0,Balance Sheet
3,Total Debt,929193300000.0,903655400000.0,828715800000.0,Balance Sheet
4,Tangible Book Value,260912200000.0,217149000000.0,181396400000.0,Balance Sheet
5,Invested Capital,1186641600000.0,1117333400000.0,1006510800000.0,Balance Sheet
6,Net Tangible Assets,260912200000.0,217149000000.0,181396400000.0,Balance Sheet
7,Common Stock Equity,260942600000.0,217172900000.0,181423100000.0,Balance Sheet
8,Total Capitalization,1186641600000.0,1117333400000.0,1006510800000.0,Balance Sheet
9,Total Equity Gross Minority Interest,260942600000.0,217172900000.0,181423100000.0,Balance Sheet
10,Stockholders Equity,260942600000.0,217172900000.0,181423100000.0,Balance Sheet
11,Retained Earnings,123554700000.0,105325100000.0,93945400000.0,Balance Sheet
12,Additional Paid In Capital,57162600000.0,32551500000.0,18086900000.0,Balance Sheet
13,Capital Stock,2705200000.0,2530600000.0,2268800000.0,Balance Sheet
14,Common Stock,2705200000.0,2530600000.0,2268800000.0,Balance Sheet
15,Total Liabilities Net Minority Interest,1161739000000.0,1081104900000.0,961234800000.0,Balance Sheet
16,Derivative Product Liabilities,,,0.0,Balance Sheet
17,Long Term Debt And Capital Lease Obligation,929193300000.0,903655400000.0,828715800000.0,Balance Sheet
18,Payables,5818500000.0,9207500000.0,5577000000.0,Balance Sheet
19,Other Payable,3692800000.0,4015700000.0,3016800000.0,Balance Sheet
20,Dividends Payable,97200000.0,1616500000.0,105700000.0,Balance Sheet
21,Total Tax Payable,368200000.0,1020200000.0,1020200000.0,Balance Sheet
22,Accounts Payable,1660300000.0,2555100000.0,1434300000.0,Balance Sheet
23,Total Assets,1422681600000.0,1298277800000.0,1142657900000.0,Balance Sheet
24,Investments And Advances,71726300000.0,35180900000.0,36943600000.0,Balance Sheet
25,Investmentin Financial Assets,69971900000.0,33558000000.0,35438400000.0,Balance Sheet
26,Available For Sale Securities,44250600000.0,31782700000.0,27807100000.0,Balance Sheet
