,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-901885.5,-927349.5,-22576022.971547
Tax Rate For Calcs,0.256087,0.0145,0.2695,0.33254
Normalized EBITDA,190881000.0,235226000.0,216351000.0,245597066.0
Total Unusual Items,0.0,-62199000.0,-3441000.0,-67889732.0
Total Unusual Items Excluding Goodwill,0.0,-62199000.0,-3441000.0,-67889732.0
Net Income From Continuing Operation Net Minority Interest,120223000.0,148955000.0,138753000.0,118444735.0
Reconciled Depreciation,15385000.0,13977000.0,20804000.0,4801058.0
Reconciled Cost Of Revenue,390341000.0,310313000.0,279579000.0,-19162894.0
EBIT,175496000.0,159050000.0,192106000.0,172906276.0
Net Interest Income,-13887000.0,976000.0,-326000.0,-479931.0
Interest Expense,13887000.0,5175000.0,3490000.0,847347.0
Interest Income,,10206000.0,7911000.0,3861813.0
Normalized Income,120223000.0,210252114.5,141266650.5,163758444.028453
Net Income From Continuing And Discontinued Operation,120223000.0,148955000.0,138753000.0,118444735.0
Total Expenses,747847000.0,551732000.0,542068000.0,585914607.0
Rent Expense Supplemental,,21472000.0,5602000.0,12952207.0
Diluted Average Shares,,17343008.0,17342500.0,17342500.0
Basic Average Shares,,17343008.0,17342500.0,17342500.0
Diluted EPS,,8.51,7.73,3.79
Basic EPS,,8.51,7.73,3.79
Diluted NI Availto Com Stockholders,120223000.0,147589000.0,133974000.0,119428679.0
Net Income Common Stockholders,120223000.0,147589000.0,133974000.0,119428679.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,120223000.0,147589000.0,133974000.0,119428679.0
Minority Interests,0.0,0.0,976000.0,3602210.0
Net Income Including Noncontrolling Interests,120223000.0,147589000.0,132998000.0,115826469.0
Net Income Extraordinary,,-1366000.0,-4779000.0,983944.0
Net Income Continuous Operations,120223000.0,148955000.0,137777000.0,114842525.0
Tax Provision,41386000.0,4920000.0,50839000.0,57216404.0
Pretax Income,161609000.0,153875000.0,188616000.0,172058929.0
Other Non Operating Income Expenses,33801000.0,37355000.0,7990000.0,39678727.0
Special Income Charges,0.0,-62208000.0,-3445000.0,-67889732.0
Other Special Charges,,-6476000.0,-72000.0,46958872.0
Write Off,,68684000.0,3517000.0,20930860.0
Net Non Operating Interest Income Expense,-13887000.0,976000.0,-326000.0,-479931.0
Total Other Finance Cost,,4055000.0,4747000.0,3494397.0
Interest Expense Non Operating,13887000.0,5175000.0,3490000.0,847347.0
Interest Income Non Operating,,10206000.0,7911000.0,3861813.0
Operating Income,141695000.0,215098000.0,192383000.0,202463281.0
Operating Expense,357506000.0,241419000.0,262489000.0,605077501.0
Other Operating Expenses,142869000.0,20478000.0,57590000.0,53238049.0
Depreciation And Amortization In Income Statement,15385000.0,13977000.0,20804000.0,4801058.0
Amortization,,632000.0,657000.0,
Depreciation Income Statement,15385000.0,13345000.0,20147000.0,4801058.0
Selling General And Administration,,17222000.0,16673000.0,334119283.0
Selling And Marketing Expense,,5376000.0,5471000.0,7185010.0
General And Administrative Expense,,11846000.0,11202000.0,326934273.0
Rent And Landing Fees,,21472000.0,5602000.0,12952207.0
Gross Profit,499201000.0,456517000.0,454872000.0,807540782.0
