,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-78024000.0,-80956000.0,941919.245096,92103000.0
Tax Rate For Calcs,0.4,0.4,0.010608,0.3
Normalized EBITDA,6876630000.0,4873500000.0,2859700000.0,3358120000.0
Total Unusual Items,-195060000.0,-202390000.0,88790000.0,318970000.0
Total Unusual Items Excluding Goodwill,-195060000.0,-202390000.0,88790000.0,307010000.0
Net Income From Continuing Operation Net Minority Interest,2649970000.0,1563360000.0,-996070000.0,-638590000.0
Reconciled Depreciation,2787590000.0,2213330000.0,2356940000.0,2467040000.0
Reconciled Cost Of Revenue,12438020000.0,7475690000.0,5209620000.0,8389470000.0
EBIT,3893980000.0,2457780000.0,549790000.0,1112770000.0
Net Interest Income,-1474730000.0,-1185930000.0,-1556540000.0,-1732950000.0
Interest Expense,1474730000.0,1226370000.0,1556540000.0,1732950000.0
Interest Income,120410000.0,90120000.0,,
Normalized Income,2767006000.0,1684794000.0,-1083918080.754904,-841537000.0
Net Income From Continuing And Discontinued Operation,2649970000.0,1563360000.0,-812700000.0,-1065250000.0
Total Expenses,26214040000.0,18136970000.0,11816770000.0,17597540000.0
Rent Expense Supplemental,1318900000.0,606310000.0,,
Diluted Average Shares,1210031963.0,1187511573.0,1202523878.0,1202523878.0
Basic Average Shares,1204531818.0,1184962588.0,1202523878.0,1202523878.0
Diluted EPS,2.19,1.32,-0.459101,-0.885845
Basic EPS,2.2,1.32,-0.459101,-0.885845
Diluted NI Availto Com Stockholders,2649970000.0,1563360000.0,-812700000.0,-1065250000.0
Net Income Common Stockholders,2649970000.0,1563360000.0,-812700000.0,-1065250000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2649970000.0,1563360000.0,-812700000.0,-1065250000.0
Minority Interests,24830000.0,12210000.0,,
Net Income Including Noncontrolling Interests,2625140000.0,1551150000.0,-812700000.0,-1065250000.0
Net Income Discontinuous Operations,,0.0,183370000.0,-426660000.0
Net Income Continuous Operations,2625140000.0,1551150000.0,-996070000.0,-638590000.0
Tax Provision,-205890000.0,-319740000.0,-10680000.0,18410000.0
Pretax Income,2419250000.0,1231410000.0,-1006750000.0,-620180000.0
Other Non Operating Income Expenses,325850000.0,120590000.0,642350000.0,192570000.0
Special Income Charges,-195060000.0,-203110000.0,88790000.0,307010000.0
Other Special Charges,200460000.0,167830000.0,-568840000.0,-345780000.0
Write Off,-5400000.0,35280000.0,,
Impairment Of Capital Assets,-5400000.0,35280000.0,480050000.0,26810000.0
Net Non Operating Interest Income Expense,-1474730000.0,-1185930000.0,-1556540000.0,-1732950000.0
Total Other Finance Cost,18530000.0,49680000.0,,
Interest Expense Non Operating,1474730000.0,1226370000.0,1556540000.0,1732950000.0
Interest Income Non Operating,120410000.0,90120000.0,,
Operating Income,3763190000.0,2504160000.0,-181350000.0,613190000.0
Operating Expense,13776020000.0,10661280000.0,6607150000.0,9208070000.0
Other Operating Expenses,10988430000.0,4254180000.0,4208450000.0,6643750000.0
Depreciation And Amortization In Income Statement,2787590000.0,2213330000.0,2398700000.0,2564320000.0
Amortization,236130000.0,203110000.0,,
Depreciation Income Statement,2787590000.0,2010220000.0,2398700000.0,2564320000.0
Selling General And Administration,1666780000.0,1256900000.0,,
Selling And Marketing Expense,1454610000.0,1095670000.0,,
General And Administrative Expense,212170000.0,161230000.0,,
Rent And Landing Fees,1318900000.0,606310000.0,,
Gross Profit,17539210000.0,13165440000.0,6425800000.0,9821260000.0
Cost Of Revenue,12438020000.0,7475690000.0,5209620000.0,8389470000.0
Total Revenue,29977230000.0,20641130000.0,11635420000.0,18210730000.0
Operating Revenue,29977230000.0,20641130000.0,11635420000.0,18210730000.0
Ordinary Shares Number,1205448878.0,1204736378.0,1202523878.0,1202523878.0
Share Issued,1205448878.0,1204736378.0,1202523878.0,1202523878.0
Net Debt,147680000.0,750340000.0,4156420000.0,4126560000.0
Total Debt,15648140000.0,12542260000.0,13280380000.0,18222660000.0
Tangible Book Value,7516850000.0,4683870000.0,-1361910000.0,-4196420000.0
Invested Capital,10477000000.0,8187830000.0,5693770000.0,2454590000.0
Working Capital,-2256170000.0,-840690000.0,-2561380000.0,-6321570000.0
Net Tangible Assets,7516850000.0,4683870000.0,-1361910000.0,-4196420000.0
Capital Lease Obligations,14874600000.0,11217460000.0,8724340000.0,13963840000.0
Common Stock Equity,9703460000.0,6863030000.0,1137730000.0,-1804230000.0
Total Capitalization,10470060000.0,7936790000.0,4654150000.0,1550030000.0
Total Equity Gross Minority Interest,9641890000.0,6815610000.0,718580000.0,-2195370000.0
Minority Interest,-61570000.0,-47420000.0,-419150000.0,-391140000.0
Stockholders Equity,9703460000.0,6863030000.0,1137730000.0,-1804230000.0
Other Equity Interest,8498500000.0,44270000.0,14400000.0,-2865900000.0
Retained Earnings,-5010250000.0,-7656480000.0,-8874670000.0,
Additional Paid In Capital,12459930000.0,12450280000.0,8126540000.0,
Capital Stock,1204960000.0,1204740000.0,1153630000.0,1061670000.0
Common Stock,1204960000.0,1204740000.0,1153630000.0,1061670000.0
Total Liabilities Net Minority Interest,20243380000.0,15809680000.0,15965490000.0,24191860000.0
Total Non Current Liabilities Net Minority Interest,14888530000.0,11607670000.0,11758800000.0,16411340000.0
Other Non Current Liabilities,23420000.0,10690000.0,,
Preferred Securities Outside Stock Equity,,0.0,77230000.0,47910000.0
Derivative Product Liabilities,,0.0,7230000.0,13980000.0
Non Current Pension And Other Postretirement Benefit Plans,178940000.0,176580000.0,169150000.0,147050000.0
Tradeand Other Payables Non Current,45930000.0,41310000.0,42070000.0,38840000.0
Non Current Deferred Revenue,23420000.0,10690000.0,9740000.0,10490000.0
Long Term Debt And Capital Lease Obligation,14640240000.0,11379090000.0,11453380000.0,16153070000.0
Long Term Capital Lease Obligation,13873640000.0,10305330000.0,7936960000.0,12798810000.0
Long Term Debt,766600000.0,1073760000.0,3516420000.0,3354260000.0
Long Term Provisions,178940000.0,176580000.0,,
Current Liabilities,5354850000.0,4202010000.0,4206690000.0,7780520000.0
Other Current Liabilities,522970000.0,309660000.0,,
Current Debt And Capital Lease Obligation,1007900000.0,1163170000.0,1827000000.0,2069590000.0
Current Capital Lease Obligation,1000960000.0,912130000.0,787380000.0,1165030000.0
Current Debt,6940000.0,251040000.0,1039620000.0,904560000.0
Pensionand Other Post Retirement Benefit Plans Current,97870000.0,84110000.0,82940000.0,44150000.0
Current Provisions,97870000.0,84110000.0,,
Payables,2495640000.0,2947050000.0,2259980000.0,1773190000.0
Other Payable,1319970000.0,683470000.0,511450000.0,42470000.0
Total Tax Payable,76690000.0,299860000.0,129530000.0,98830000.0
Accounts Payable,2418950000.0,1963720000.0,1619000000.0,1631890000.0
Total Assets,29885270000.0,22625290000.0,16684070000.0,21996490000.0
Total Non Current Assets,26786590000.0,19263970000.0,15038760000.0,20537540000.0
Other Non Current Assets,223120000.0,328290000.0,,
Non Current Prepaid Assets,732190000.0,568340000.0,482500000.0,46020000.0
Non Current Deferred Taxes Assets,963290000.0,482250000.0,95780000.0,75490000.0
Investmentin Financial Assets,790920000.0,663000000.0,,2210000.0
Available For Sale Securities,790920000.0,663000000.0,,2210000.0
Investment Properties,352740000.0,351000000.0,455890000.0,413990000.0
Goodwill And Other Intangible Assets,2186610000.0,2179160000.0,2499640000.0,2392190000.0
Other Intangible Assets,1542160000.0,1534710000.0,1855190000.0,1747740000.0
Goodwill,644450000.0,644450000.0,644450000.0,644450000.0
Net PPE,21880310000.0,15383480000.0,11257110000.0,16773760000.0
Accumulated Depreciation,-7971550000.0,-5724500000.0,-3514160000.0,
Gross PPE,21880310000.0,21107980000.0,14771270000.0,16773760000.0
Construction In Progress,152960000.0,358220000.0,290170000.0,160470000.0
Other Properties,21727350000.0,530930000.0,354540000.0,16613290000.0
Machinery Furniture Equipment,7806410000.0,5604560000.0,4050290000.0,
Buildings And Improvements,20374230000.0,14510360000.0,9972360000.0,
Land And Improvements,739940000.0,103910000.0,103910000.0,
Properties,0.0,0.0,0.0,
Current Assets,3098680000.0,3361320000.0,1645310000.0,1458950000.0
Other Current Assets,408830000.0,294480000.0,5890000.0,
Restricted Cash,218700000.0,83870000.0,5710000.0,28060000.0
Prepaid Assets,520570000.0,438820000.0,337270000.0,341280000.0
Inventory,1290480000.0,854860000.0,621970000.0,747980000.0
Raw Materials,1290480000.0,854860000.0,621970000.0,
Other Receivables,124100000.0,325370000.0,84230000.0,23790000.0
Accounts Receivable,289070000.0,210540000.0,168800000.0,172990000.0
Allowance For Doubtful Accounts Receivable,-16710000.0,-26830000.0,-34000000.0,-28660000.0
Gross Accounts Receivable,305780000.0,237370000.0,202800000.0,201650000.0
Cash Cash Equivalents And Short Term Investments,1110300000.0,1415950000.0,399690000.0,132620000.0
Other Short Term Investments,484440000.0,841490000.0,70000.0,360000.0
Cash And Cash Equivalents,625860000.0,574460000.0,399620000.0,132260000.0
Cash Equivalents,126280000.0,180350000.0,,
Cash Financial,499580000.0,394110000.0,399620000.0,132260000.0
Free Cash Flow,1996900000.0,1443390000.0,1022200000.0,2008070000.0
Repayment Of Debt,-609170000.0,-3935810000.0,-2401080000.0,-651190000.0
Issuance Of Debt,0.0,609170000.0,2355860000.0,800000000.0
Issuance Of Capital Stock,21340000.0,4486140000.0,3476430000.0,0.0
Capital Expenditure,-4373070000.0,-3062500000.0,-1373370000.0,-999090000.0
End Cash Position,625860000.0,574460000.0,399620000.0,132260000.0
Beginning Cash Position,574460000.0,399620000.0,132260000.0,265720000.0
Effect Of Exchange Rate Changes,5800000.0,5190000.0,37930000.0,59820000.0
Changes In Cash,45600000.0,169650000.0,229430000.0,-193280000.0
Financing Cash Flow,-2827010000.0,-583510000.0,1419820000.0,-2226150000.0
Interest Paid Cff,-1426670000.0,-1230370000.0,-1317930000.0,-1559070000.0
Net Common Stock Issuance,21340000.0,4486140000.0,3476430000.0,0.0
Common Stock Issuance,21340000.0,4486140000.0,3476430000.0,0.0
Net Issuance Payments Of Debt,-606800000.0,-3326640000.0,-738680000.0,376440000.0
Net Short Term Debt Issuance,2370000.0,-206530000.0,-693460000.0,227630000.0
Short Term Debt Payments,,-206530000.0,,
Short Term Debt Issuance,2370000.0,,,
Net Long Term Debt Issuance,-609170000.0,-3120110000.0,-45220000.0,148810000.0
Long Term Debt Payments,-609170000.0,-3729280000.0,-2401080000.0,-651190000.0
Long Term Debt Issuance,0.0,609170000.0,2355860000.0,800000000.0
Investing Cash Flow,-3497360000.0,-3752730000.0,-3585960000.0,-974290000.0
Interest Received Cfi,49920000.0,90120000.0,7520000.0,15710000.0
Net Investment Purchase And Sale,692890000.0,-912350000.0,22350000.0,-1860000.0
Sale Of Investment,928670000.0,2970000.0,22350000.0,21100000.0
Purchase Of Investment,-235780000.0,-915320000.0,0.0,-22960000.0
Net Business Purchase And Sale,0.0,-740000.0,-2286400000.0,0.0
Sale Of Business,,0.0,13600000.0,0.0
Purchase Of Business,0.0,-740000.0,-2300000000.0,0.0
Net PPE Purchase And Sale,-4240170000.0,-2929760000.0,-1329430000.0,-988140000.0
Sale Of PPE,132900000.0,132740000.0,43940000.0,10950000.0
Purchase Of PPE,-4373070000.0,-3062500000.0,-1373370000.0,-999090000.0
Operating Cash Flow,6369970000.0,4505890000.0,2395570000.0,3007160000.0
Taxes Refund Paid,-478040000.0,-103140000.0,4850000.0,-7810000.0
Change In Working Capital,245790000.0,161850000.0,396740000.0,223350000.0
Change In Payable,848300000.0,963070000.0,102600000.0,433130000.0
Change In Inventory,-435620000.0,-232890000.0,126010000.0,-171450000.0
Change In Receivables,-166890000.0,-568330000.0,168130000.0,-38330000.0
Other Non Cash Items,1347210000.0,738250000.0,-348280000.0,1162210000.0
Stock Based Compensation,109350000.0,64870000.0,22620000.0,-12180000.0
Provisionand Write Offof Assets,240000.0,5630000.0,12360000.0,27040000.0
Depreciation And Amortization,2787590000.0,2213330000.0,2356940000.0,2467040000.0
Depreciation,2787590000.0,2213330000.0,2356940000.0,2467040000.0
Gain Loss On Investment Securities,-410000.0,-720000.0,-6750000.0,8620000.0
Net Foreign Currency Exchange Gain Loss,95560000.0,140770000.0,-19630000.0,108090000.0
Gain Loss On Sale Of PPE,2250000.0,18360000.0,87380000.0,187670000.0
Net Income From Continuing Operations,2419250000.0,1231410000.0,-640550000.0,-1195770000.0
