,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,8729205.618552,2626668.0,522037.5,1908508.4
Tax Rate For Calcs,0.110219,0.2376,0.0375,0.1207
Normalized EBITDA,-50839000.0,31624000.0,39229000.0,57680000.0
Total Unusual Items,79199000.0,11055000.0,13921000.0,15812000.0
Total Unusual Items Excluding Goodwill,79199000.0,11055000.0,13921000.0,15812000.0
Net Income From Continuing Operation Net Minority Interest,175690000.0,83520000.0,96494000.0,97084000.0
Reconciled Depreciation,58869000.0,101436000.0,130161000.0,140394000.0
EBIT,-30509000.0,-58757000.0,-77011000.0,-66902000.0
Net Interest Income,103612000.0,139640000.0,140875000.0,140875000.0
Interest Income,103612000.0,139640000.0,140875000.0,140875000.0
Normalized Income,105220205.618552,75091668.0,83095037.5,83180508.4
Net Income From Continuing And Discontinued Operation,175690000.0,83520000.0,96494000.0,97084000.0
Total Expenses,710989000.0,710637000.0,620151000.0,864866000.0
Rent Expense Supplemental,66645000.0,125204000.0,122087000.0,113901000.0
Diluted Average Shares,15100000.0,15100000.0,15100000.0,15100000.0
Basic Average Shares,15100000.0,15100000.0,15100000.0,15100000.0
Diluted EPS,11.64,5.53,6.39,6.43
Basic EPS,11.64,5.53,6.39,6.43
Diluted NI Availto Com Stockholders,175690000.0,83520000.0,96494000.0,97084000.0
Net Income Common Stockholders,175690000.0,83520000.0,96494000.0,97084000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,175690000.0,83520000.0,96494000.0,97084000.0
Net Income Including Noncontrolling Interests,175690000.0,83520000.0,96494000.0,97084000.0
Net Income Continuous Operations,175690000.0,83520000.0,96494000.0,97084000.0
Tax Provision,21763000.0,23553000.0,3760000.0,13331000.0
Pretax Income,197453000.0,107073000.0,100254000.0,110415000.0
Other Non Operating Income Expenses,128877000.0,4877000.0,695000.0,560000.0
Special Income Charges,79199000.0,,,
Net Non Operating Interest Income Expense,103612000.0,139640000.0,140875000.0,140875000.0
Interest Income Non Operating,103612000.0,139640000.0,140875000.0,140875000.0
Operating Income,-30509000.0,-58757000.0,-77011000.0,-66902000.0
Operating Expense,710989000.0,710637000.0,620151000.0,864866000.0
Other Operating Expenses,408584000.0,240210000.0,167173000.0,312648000.0
Depreciation And Amortization In Income Statement,58869000.0,101436000.0,130161000.0,140394000.0
Depreciation Income Statement,58869000.0,101436000.0,130161000.0,140394000.0
Selling General And Administration,132700000.0,101958000.0,87434000.0,76155000.0
General And Administrative Expense,132700000.0,101958000.0,87434000.0,76155000.0
Rent And Landing Fees,66645000.0,125204000.0,122087000.0,113901000.0
Total Revenue,680480000.0,651880000.0,543140000.0,797964000.0
Operating Revenue,680480000.0,651880000.0,543140000.0,797964000.0
Ordinary Shares Number,15100000.0,15100000.0,15100000.0,15100000.0
Share Issued,15100000.0,15100000.0,15100000.0,15100000.0
Tangible Book Value,4311699000.0,4333568000.0,4037666000.0,3528642000.0
Invested Capital,4311704000.0,4349214000.0,4119562000.0,3702815000.0
Working Capital,1787796000.0,1270566000.0,627306000.0,477191000.0
Net Tangible Assets,4311699000.0,4333568000.0,4037666000.0,3528642000.0
Common Stock Equity,4311704000.0,4349214000.0,4119562000.0,3702815000.0
Total Capitalization,4311704000.0,4349214000.0,4119562000.0,3702815000.0
Total Equity Gross Minority Interest,4311704000.0,4349214000.0,4119562000.0,3702815000.0
Stockholders Equity,4311704000.0,4349214000.0,4119562000.0,3702815000.0
Other Equity Interest,4160704000.0,4198214000.0,,
Retained Earnings,909108000.0,808718000.0,800498000.0,779304000.0
Additional Paid In Capital,96000000.0,96000000.0,96000000.0,96000000.0
Capital Stock,151000000.0,151000000.0,151000000.0,151000000.0
Common Stock,151000000.0,151000000.0,151000000.0,151000000.0
Total Liabilities Net Minority Interest,453238000.0,354924000.0,366513000.0,440883000.0
Total Non Current Liabilities Net Minority Interest,122778000.0,168328000.0,166843000.0,141894000.0
Other Non Current Liabilities,-386118000.0,,,
Non Current Deferred Taxes Liabilities,122778000.0,168328000.0,166843000.0,141894000.0
Current Liabilities,330460000.0,186596000.0,199670000.0,298989000.0
Other Current Liabilities,52181000.0,24276000.0,28223000.0,48642000.0
Pensionand Other Post Retirement Benefit Plans Current,11866000.0,11397000.0,9967000.0,15244000.0
Current Provisions,11866000.0,11397000.0,9967000.0,
Payables,259537000.0,175052000.0,189556000.0,235103000.0
Other Payable,52181000.0,24276000.0,28223000.0,48642000.0
Dividends Payable,6762000.0,7598000.0,8352000.0,9203000.0
Accounts Payable,259537000.0,143178000.0,152981000.0,225900000.0
Total Assets,4764942000.0,4704138000.0,4486075000.0,4143698000.0
Total Non Current Assets,2646686000.0,3246976000.0,3659099000.0,3367518000.0
Other Non Current Assets,45677000.0,29935000.0,22100000.0,
Non Current Prepaid Assets,23577000.0,7835000.0,,
Investmentin Financial Assets,2232817000.0,2368491000.0,2694491000.0,2292234000.0
Held To Maturity Securities,,,,1583341000.0
Available For Sale Securities,1807361000.0,2368491000.0,2694491000.0,382853000.0
Trading Securities,,,,326040000.0
Long Term Equity Investment,425456000.0,405570000.0,397623000.0,378138000.0
Investmentsin Associatesat Cost,425456000.0,405570000.0,397623000.0,378138000.0
Goodwill And Other Intangible Assets,5000.0,15646000.0,81896000.0,174173000.0
Other Intangible Assets,,15646000.0,81896000.0,174173000.0
Net PPE,368187000.0,427334000.0,462989000.0,500873000.0
Accumulated Depreciation,-2195613000.0,-2596956000.0,-2572123000.0,-2534239000.0
Gross PPE,368187000.0,3024290000.0,3035112000.0,3035112000.0
Construction In Progress,0.0,16767000.0,16767000.0,33316000.0
Other Properties,368187000.0,19514000.0,19514000.0,19114000.0
Machinery Furniture Equipment,2485146000.0,2928869000.0,2939691000.0,2923542000.0
Buildings And Improvements,23227000.0,23227000.0,23227000.0,23227000.0
Land And Improvements,35913000.0,35913000.0,35913000.0,35913000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,2118256000.0,1457162000.0,826976000.0,776180000.0
Other Current Assets,57461000.0,17559000.0,46521000.0,26075000.0
Restricted Cash,,7745000.0,8499000.0,9203000.0
Inventory,3107000.0,22364000.0,21353000.0,22065000.0
Other Inventories,-3000.0,,,
Raw Materials,3110000.0,22364000.0,21353000.0,22065000.0
Other Receivables,1564045000.0,76224000.0,77459000.0,77459000.0
Taxes Receivable,34757000.0,18501000.0,57883000.0,47668000.0
Accounts Receivable,36424000.0,162594000.0,196793000.0,244849000.0
Cash Cash Equivalents And Short Term Investments,2021264000.0,1152175000.0,418468000.0,348861000.0
Other Short Term Investments,2009896000.0,1144434000.0,415252000.0,331331000.0
Cash And Cash Equivalents,11368000.0,7741000.0,3216000.0,17530000.0
Cash Financial,11368000.0,7741000.0,3216000.0,17530000.0
Free Cash Flow,228167000.0,58063000.0,-34956000.0,12828000.0
End Cash Position,11368000.0,15486000.0,11715000.0,26733000.0
Beginning Cash Position,15486000.0,11715000.0,26733000.0,15378000.0
Changes In Cash,-4118000.0,3771000.0,-15018000.0,11355000.0
Financing Cash Flow,-46169000.0,-46054000.0,-46004000.0,-55689000.0
Cash Dividends Paid,-46169000.0,-46054000.0,-46004000.0,-55689000.0
Common Stock Dividend Paid,,,-46004000.0,-55689000.0
Investing Cash Flow,-186116000.0,-8238000.0,65942000.0,54216000.0
Interest Received Cfi,115791000.0,140875000.0,140875000.0,140875000.0
Dividends Received Cfi,2935000.0,2488000.0,2273000.0,2236000.0
Net Investment Purchase And Sale,-304842000.0,-151601000.0,-77206000.0,-89238000.0
Sale Of Investment,2890048000.0,350000000.0,0.0,423762000.0
Purchase Of Investment,-3194890000.0,-501601000.0,-77206000.0,-513000000.0
Net PPE Purchase And Sale,,,0.0,343000.0
Sale Of PPE,,,0.0,343000.0
Capital Expenditure Reported,,,,0.0
Operating Cash Flow,228167000.0,58063000.0,-34956000.0,12828000.0
Taxes Refund Paid,-49720000.0,-22707000.0,-25084000.0,-36384000.0
Change In Working Capital,249527000.0,32921000.0,-63733000.0,-24860000.0
Change In Payable,144770000.0,-12317000.0,-98615000.0,81273000.0
Change In Inventory,-721000.0,-1011000.0,712000.0,3103000.0
Change In Receivables,105478000.0,46249000.0,34170000.0,-109236000.0
Other Non Cash Items,-182811000.0,-139640000.0,-140875000.0,-140875000.0
Depreciation And Amortization,58869000.0,101436000.0,130161000.0,140394000.0
Amortization Cash Flow,24281000.0,66250000.0,,
Depreciation,58869000.0,35186000.0,130161000.0,140394000.0
Gain Loss On Investment Securities,-25265000.0,-13543000.0,-16194000.0,-18048000.0
Gain Loss On Sale Of PPE,0.0,470000.0,,
Net Income From Continuing Operations,197453000.0,107073000.0,100254000.0,110415000.0
