,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,416400.0,220807.2,0.0
Tax Rate For Calcs,0.4,0.4,0.3,0.0
Normalized EBITDA,7884000.0,12506000.0,-36534438.0,-2397907.0
Total Unusual Items,0.0,1041000.0,736024.0,-879192.0
Total Unusual Items Excluding Goodwill,0.0,1041000.0,736024.0,-879192.0
Net Income From Continuing Operation Net Minority Interest,623000.0,12740000.0,-40787798.0,-3440643.0
Reconciled Depreciation,1954000.0,522000.0,710.0,
Reconciled Cost Of Revenue,,4806000.0,300263.0,477104.0
EBIT,5930000.0,13025000.0,-35799124.0,-3277099.0
Net Interest Income,-2493000.0,-2998000.0,-4886946.0,-163620.0
Interest Expense,2493000.0,3247000.0,4882038.0,163544.0
Interest Income,,263000.0,,
Normalized Income,623000.0,12115400.0,-41303014.8,-2561451.0
Net Income From Continuing And Discontinued Operation,623000.0,12740000.0,-40787798.0,-3440643.0
Total Expenses,51560000.0,36477000.0,39314871.0,6515370.0
Diluted Average Shares,62300000.0,79625000.0,79081500.0,79081500.0
Basic Average Shares,62300000.0,79625000.0,79081500.0,79081500.0
Diluted EPS,0.01,0.16,-0.52,-0.04
Basic EPS,0.01,0.16,-0.52,-0.04
Diluted NI Availto Com Stockholders,623000.0,12740000.0,-40787798.0,-3440643.0
Net Income Common Stockholders,623000.0,12740000.0,-40787798.0,-3440643.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,623000.0,12740000.0,-40787798.0,-3440643.0
Net Income Including Noncontrolling Interests,623000.0,12740000.0,-40787798.0,-3440643.0
Net Income Continuous Operations,623000.0,12740000.0,-40787798.0,-3440643.0
Tax Provision,2813000.0,-2962000.0,106636.0,0.0
Pretax Income,3437000.0,9778000.0,-40681162.0,-3440643.0
Other Non Operating Income Expenses,17000.0,-4000.0,1024460.0,2865000.0
Special Income Charges,0.0,0.0,0.0,-688954.0
Write Off,,,0.0,688954.0
Net Non Operating Interest Income Expense,-2493000.0,-2998000.0,-4886946.0,-163620.0
Total Other Finance Cost,,14000.0,4908.0,76.0
Interest Expense Non Operating,2493000.0,3247000.0,4882038.0,163544.0
Interest Income Non Operating,,263000.0,,
Operating Income,5913000.0,11729000.0,-37557472.0,-5267370.0
Operating Expense,51560000.0,31671000.0,39014608.0,6038266.0
Other Operating Expenses,23812000.0,2787000.0,35884171.0,4939872.0
Depreciation And Amortization In Income Statement,1954000.0,522000.0,710.0,
Depreciation Income Statement,1954000.0,522000.0,710.0,
Research And Development,,,124268.0,
Selling General And Administration,,10454000.0,1011737.0,360244.0
