,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-1344979.299192,61755300.0,-10352121.524055
Tax Rate For Calcs,0.305942,0.389398,0.3,0.262424
Total Unusual Items,0.0,-3454000.0,205851000.0,-39448000.0
Total Unusual Items Excluding Goodwill,0.0,-3454000.0,205851000.0,-39448000.0
Net Income From Continuing Operation Net Minority Interest,85116700000.0,52653240000.0,28633987000.0,-31208886000.0
Reconciled Depreciation,7445700000.0,7380900000.0,9081500000.0,4172000000.0
Net Interest Income,331303400000.0,280511922000.0,251990574000.0,116424076000.0
Interest Expense,480328400000.0,401784651000.0,441123988000.0,258368112000.0
Interest Income,811631800000.0,682296573000.0,693114562000.0,374792188000.0
Normalized Income,85116700000.0,52655349020.700806,28489891300.0,-31179790121.524055
Net Income From Continuing And Discontinued Operation,85116700000.0,52653240000.0,28633987000.0,-31208886000.0
Diluted Average Shares,6836682731.0,6776473616.0,6406844355.0,2320818806.0
Basic Average Shares,6836682731.0,6776473616.0,6406844355.0,2320818806.0
Diluted EPS,12.45,7.77,4.47,-13.45
Basic EPS,12.45,7.77,4.47,-13.45
Diluted NI Availto Com Stockholders,85116700000.0,52653240000.0,28633987000.0,-31208886000.0
Net Income Common Stockholders,85116700000.0,52653240000.0,28633987000.0,-31208886000.0
Net Income,85116700000.0,52653240000.0,28633987000.0,-31208886000.0
Minority Interests,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,85116700000.0,52653257000.0,28634090000.0,-31208842000.0
Net Income Extraordinary,0.0,0.0,0.0,
Net Income Continuous Operations,85116700000.0,52653257000.0,28634090000.0,-31208842000.0
Tax Provision,37161200000.0,33578400000.0,-5008400000.0,-11103900000.0
Pretax Income,121464700000.0,86231657000.0,23625690000.0,-42312742000.0
Special Income Charges,0.0,-3454000.0,205851000.0,-39448000.0
Other Special Charges,,3454000.0,-205851000.0,39448000.0
Restructuring And Mergern Acquisition,,,,25099800000.0
Gain On Sale Of Security,,33900743000.0,43296427000.0,14200368000.0
Operating Expense,243924500000.0,194259917000.0,213587813000.0,112526452000.0
Other Operating Expenses,118684500000.0,58746758000.0,83051643000.0,59989538000.0
Depreciation And Amortization In Income Statement,,7448149000.0,9081502000.0,4171977000.0
Amortization,,0.0,,
Depreciation Income Statement,,7448149000.0,9081502000.0,4171977000.0
Selling General And Administration,,2891561000.0,3179709000.0,1769553000.0
Selling And Marketing Expense,,694846000.0,718677000.0,668012000.0
General And Administrative Expense,,2196715000.0,2461032000.0,1101541000.0
