,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-1446783.96308,-32253.941202,-185138.764548
Tax Rate For Calcs,0.248879,0.21921,0.322539,0.231423
Normalized EBITDA,647000000.0,567700000.0,716200000.0,710700000.0
Total Unusual Items,0.0,-6600000.0,-100000.0,-800000.0
Total Unusual Items Excluding Goodwill,0.0,-6600000.0,-100000.0,-800000.0
Net Income From Continuing Operation Net Minority Interest,335000000.0,270700000.0,318000000.0,343400000.0
Reconciled Depreciation,200000000.0,214200000.0,244200000.0,262900000.0
Reconciled Cost Of Revenue,3297000000.0,2824900000.0,2136500000.0,2375300000.0
EBIT,447000000.0,346900000.0,471900000.0,447000000.0
Net Interest Income,-1000000.0,5800000.0,15000000.0,27900000.0
Interest Expense,1000000.0,200000.0,2500000.0,200000.0
Interest Income,6800000.0,8300000.0,17500000.0,28100000.0
Normalized Income,335000000.0,275853216.03692,318067746.058798,344014861.235452
Net Income From Continuing And Discontinued Operation,335000000.0,270700000.0,318000000.0,343400000.0
Total Expenses,5624000000.0,4809800000.0,3863100000.0,4357400000.0
Rent Expense Supplemental,900000.0,1800000.0,200000.0,1100000.0
Diluted Average Shares,7729871.0,7729871.0,7900000.0,7900000.0
Basic Average Shares,7729871.0,7729871.0,7900000.0,7900000.0
Diluted EPS,43.338369,35.03,40.45,43.39
Basic EPS,43.338369,35.03,40.45,43.39
Diluted NI Availto Com Stockholders,335000000.0,270700000.0,318000000.0,343400000.0
Net Income Common Stockholders,335000000.0,270700000.0,318000000.0,343400000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,335000000.0,270700000.0,318000000.0,343400000.0
Net Income Including Noncontrolling Interests,335000000.0,270700000.0,318000000.0,343400000.0
Net Income Continuous Operations,335000000.0,270700000.0,318000000.0,343400000.0
Tax Provision,111000000.0,76000000.0,151400000.0,103400000.0
Pretax Income,446000000.0,346700000.0,469400000.0,446800000.0
Other Non Operating Income Expenses,83000000.0,118100000.0,96700000.0,75200000.0
Special Income Charges,0.0,-6600000.0,-100000.0,-800000.0
