,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-1345275612.42944,-1123015762.552647,-1777240726.383796,-820716000.0
Tax Rate For Calcs,0.323889,0.279183,0.274315,0.3
Normalized EBITDA,7940220000.0,5172660000.0,8740200000.0,9023840000.0
Total Unusual Items,-4153510000.0,-4022510000.0,-6478840000.0,-2735720000.0
Total Unusual Items Excluding Goodwill,-4153510000.0,-4022510000.0,-6478840000.0,-2735720000.0
Net Income From Continuing Operation Net Minority Interest,123370000.0,694680000.0,1450430000.0,3514590000.0
Reconciled Depreciation,108660000.0,91770000.0,76230000.0,88330000.0
Reconciled Cost Of Revenue,7404910000.0,7292310000.0,5511070000.0,5103630000.0
EBIT,3678050000.0,1058380000.0,2185130000.0,6199790000.0
Net Interest Income,,27810000.0,90710000.0,229670000.0
Interest Expense,,89660000.0,180680000.0,15250000.0
Interest Income,,160910000.0,330140000.0,290340000.0
Normalized Income,2931604387.57056,3594174237.447353,6152029273.616204,5429594000.0
Net Income From Continuing And Discontinued Operation,123370000.0,694680000.0,1450430000.0,3514590000.0
Total Expenses,8764420000.0,8476180000.0,5990980000.0,4179650000.0
Rent Expense Supplemental,,106780000.0,73190000.0,19490000.0
Diluted Average Shares,70775862.0,64802239.0,64566333.0,63053283.0
Basic Average Shares,70775862.0,64621395.0,64315483.0,62520000.0
Diluted EPS,1.74,10.72,22.47,55.74
Basic EPS,1.74,10.75,22.55,56.21
Diluted NI Availto Com Stockholders,123370000.0,694680000.0,1450430000.0,3514590000.0
Net Income Common Stockholders,123370000.0,694680000.0,1450430000.0,3514590000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,123370000.0,694680000.0,1450430000.0,3514590000.0
Minority Interests,-790000.0,-3590000.0,-4170000.0,-3700000.0
Net Income Including Noncontrolling Interests,123370000.0,698270000.0,1454600000.0,3518290000.0
Net Income Continuous Operations,123370000.0,698270000.0,1454600000.0,3518290000.0
Tax Provision,59100000.0,270450000.0,549850000.0,2666250000.0
Pretax Income,182470000.0,968720000.0,2004450000.0,6184540000.0
Other Non Operating Income Expenses,657930000.0,170470000.0,229880000.0,342080000.0
Special Income Charges,-4997640000.0,-4803740000.0,-6451400000.0,-2735720000.0
Other Special Charges,,-1960000.0,,
Write Off,4997640000.0,4805700000.0,6451400000.0,2735720000.0
Net Non Operating Interest Income Expense,,27810000.0,90710000.0,229670000.0
Total Other Finance Cost,,43440000.0,58750000.0,45420000.0
Interest Expense Non Operating,,89660000.0,180680000.0,15250000.0
Interest Income Non Operating,,160910000.0,330140000.0,290340000.0
Operating Income,3678050000.0,4792950000.0,8162700000.0,8348510000.0
Operating Expense,1359510000.0,1183870000.0,479910000.0,-923980000.0
Other Operating Expenses,1252730000.0,951070000.0,411180000.0,320840000.0
Depreciation And Amortization In Income Statement,106780000.0,91770000.0,76230000.0,88330000.0
Amortization,,7580000.0,,
Depreciation Income Statement,106780000.0,84190000.0,76230000.0,88330000.0
Selling General And Administration,,165630000.0,31040000.0,28430000.0
General And Administrative Expense,,165630000.0,31040000.0,28430000.0
Rent And Landing Fees,,106780000.0,73190000.0,19490000.0
Gross Profit,5037560000.0,5976820000.0,8642610000.0,7424530000.0
Cost Of Revenue,7404910000.0,7292310000.0,5511070000.0,5103630000.0
Total Revenue,12442470000.0,13269130000.0,14153680000.0,12528160000.0
Operating Revenue,12442470000.0,13269130000.0,14153680000.0,12528160000.0
Ordinary Shares Number,70985269.0,69094530.0,64315483.0,64315483.0
Share Issued,70985269.0,69094530.0,64315483.0,64315483.0
Net Debt,52608940000.0,30449380000.0,42380710000.0,29656590000.0
Total Debt,60742690000.0,37722560000.0,53732660000.0,30252900000.0
Tangible Book Value,30769440000.0,30630830000.0,27309270000.0,26072490000.0
Invested Capital,91732850000.0,68596760000.0,81223450000.0,56512440000.0
Working Capital,88010370000.0,25349500000.0,18061420000.0,10534780000.0
Net Tangible Assets,30769440000.0,30630830000.0,27309270000.0,26072490000.0
Capital Lease Obligations,,1480000.0,,
Common Stock Equity,30990160000.0,30875680000.0,27490790000.0,26259540000.0
Total Capitalization,91732850000.0,46447770000.0,49015240000.0,33174920000.0
Total Equity Gross Minority Interest,30992480000.0,30899450000.0,27510970000.0,26272460000.0
Minority Interest,2320000.0,23770000.0,20180000.0,12920000.0
Stockholders Equity,30990160000.0,30875680000.0,27490790000.0,26259540000.0
Other Equity Interest,30280330000.0,950880000.0,151550000.0,64180000.0
Retained Earnings,,2816650000.0,2305870000.0,1105430000.0
Additional Paid In Capital,,22866220000.0,20726840000.0,20726780000.0
Capital Stock,709830000.0,690950000.0,643150000.0,643150000.0
Common Stock,709830000.0,690950000.0,643150000.0,643150000.0
Total Liabilities Net Minority Interest,62833530000.0,39863920000.0,58258320000.0,33501320000.0
Total Non Current Liabilities Net Minority Interest,62793300000.0,15572760000.0,21665390000.0,7026080000.0
Other Non Current Liabilities,434790000.0,-10000.0,414250000.0,
Non Current Pension And Other Postretirement Benefit Plans,,680000.0,11350000.0,
Non Current Deferred Taxes Liabilities,,0.0,,
Long Term Debt And Capital Lease Obligation,60742690000.0,15572090000.0,21524450000.0,6915380000.0
Long Term Debt,60742690000.0,15572090000.0,21524450000.0,6915380000.0
Long Term Provisions,62760000.0,40150000.0,,
Current Liabilities,40230000.0,24291160000.0,36592930000.0,26475240000.0
Current Deferred Taxes Liabilities,,281620000.0,1398160000.0,647070000.0
Current Debt And Capital Lease Obligation,,22150470000.0,32208210000.0,23337520000.0
Current Capital Lease Obligation,,1480000.0,,
Current Debt,,22148990000.0,32208210000.0,23337520000.0
Pensionand Other Post Retirement Benefit Plans Current,,39470000.0,5150000.0,28000000.0
Current Provisions,,454810000.0,,
Payables,40230000.0,1361500000.0,414250000.0,301450000.0
Other Payable,,1194560000.0,255830000.0,151560000.0
Total Tax Payable,40230000.0,166940000.0,158420000.0,149890000.0
Total Assets,93826010000.0,70763370000.0,85769290000.0,59773780000.0
Total Non Current Assets,5775400000.0,21122710000.0,31114990000.0,22763770000.0
Other Non Current Assets,222210000.0,140000.0,10000.0,892390000.0
Non Current Prepaid Assets,,38750000.0,3750000.0,
Non Current Deferred Taxes Assets,1969110000.0,1842050000.0,1047490000.0,70320000.0
Financial Assets,0.0,0.0,450000.0,
Investmentin Financial Assets,3114570000.0,1461940000.0,1489480000.0,1009380000.0
Available For Sale Securities,3114570000.0,1437500000.0,1466230000.0,1008380000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,24440000.0,23250000.0,1000000.0
Goodwill And Other Intangible Assets,220720000.0,244850000.0,181520000.0,187050000.0
Other Intangible Assets,46830000.0,70960000.0,7780000.0,13310000.0
Goodwill,173890000.0,173890000.0,173740000.0,173740000.0
Net PPE,248790000.0,67870000.0,198990000.0,152280000.0
Accumulated Depreciation,,-412190000.0,-440960000.0,-371360000.0
Gross PPE,,480060000.0,639950000.0,523640000.0
Other Properties,,2370000.0,179250000.0,114310000.0
Machinery Furniture Equipment,,380280000.0,363290000.0,311920000.0
Buildings And Improvements,,95400000.0,95400000.0,95400000.0
Land And Improvements,,2010000.0,2010000.0,2010000.0
Properties,,0.0,0.0,0.0
Current Assets,88050600000.0,49640660000.0,54654350000.0,37010020000.0
Other Current Assets,,243110000.0,146520000.0,1700000.0
Hedging Assets Current,,460000.0,450000.0,
Prepaid Assets,,149380000.0,149380000.0,263860000.0
Inventory,12660000.0,,,
Other Receivables,77598060000.0,37716720000.0,41136680000.0,27179210000.0
Taxes Receivable,394510000.0,188130000.0,153130000.0,
Accounts Receivable,,200920000.0,120610000.0,223680000.0
Allowance For Doubtful Accounts Receivable,,0.0,,
Gross Accounts Receivable,,200920000.0,,
Cash Cash Equivalents And Short Term Investments,10045370000.0,11330070000.0,13100710000.0,9341570000.0
Other Short Term Investments,1911620000.0,4058370000.0,1748760000.0,8745260000.0
