,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,27815807.125255,445053.025175,92700.0,0.0
Tax Rate For Calcs,0.304934,0.275745,0.3,0.0
Normalized EBITDA,148707000.0,259183000.0,282051000.0,204103000.0
Total Unusual Items,91219000.0,1614000.0,309000.0,20003000.0
Total Unusual Items Excluding Goodwill,91219000.0,1614000.0,309000.0,20003000.0
Net Income From Continuing Operation Net Minority Interest,84951000.0,110448000.0,192583000.0,84475000.0
Reconciled Depreciation,84611000.0,80809000.0,81630000.0,87121000.0
Reconciled Cost Of Revenue,1813777000.0,1686393000.0,1186388000.0,1379966000.0
EBIT,155315000.0,179988000.0,200730000.0,136985000.0
Net Interest Income,-36414000.0,-25413000.0,-42832000.0,-59559000.0
Interest Expense,36414000.0,27815000.0,41620000.0,54092000.0
Interest Income,,5181000.0,1875000.0,1757000.0
Normalized Income,21547807.125255,109279053.025175,192366700.0,64472000.0
Net Income From Continuing And Discontinued Operation,84951000.0,110448000.0,192583000.0,82114000.0
Total Expenses,2915814000.0,2740821000.0,2074602000.0,2278577000.0
Rent Expense Supplemental,,2394000.0,1659000.0,3313000.0
Diluted Average Shares,,26938537.0,27278045.0,24947942.0
Basic Average Shares,,26678261.0,25989609.0,24947942.0
Diluted EPS,,4.1,7.06,3.291414
Basic EPS,,4.14,7.41,3.291414
Diluted NI Availto Com Stockholders,84951000.0,110448000.0,192583000.0,82114000.0
Net Income Common Stockholders,84951000.0,110448000.0,192583000.0,82114000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,84951000.0,110448000.0,192583000.0,82114000.0
Minority Interests,2307000.0,236000.0,4913000.0,1582000.0
Net Income Including Noncontrolling Interests,82644000.0,110212000.0,187670000.0,80532000.0
Net Income Discontinuous Operations,,0.0,0.0,-2361000.0
Net Income Continuous Operations,82644000.0,110212000.0,187670000.0,82893000.0
Tax Provision,36257000.0,41961000.0,-28560000.0,0.0
Pretax Income,118901000.0,152173000.0,159110000.0,82893000.0
Other Non Operating Income Expenses,31187000.0,4244000.0,10797000.0,11170000.0
Special Income Charges,91219000.0,1530000.0,309000.0,20003000.0
Other Special Charges,-91219000.0,-1530000.0,-309000.0,-20003000.0
Net Non Operating Interest Income Expense,-36414000.0,-25413000.0,-42832000.0,-59559000.0
Total Other Finance Cost,,2779000.0,3087000.0,7224000.0
Interest Expense Non Operating,36414000.0,27815000.0,41620000.0,54092000.0
Interest Income Non Operating,,5181000.0,1875000.0,1757000.0
Operating Income,33045000.0,166745000.0,185094000.0,105139000.0
Operating Expense,1102037000.0,1054428000.0,888214000.0,898611000.0
Other Operating Expenses,691101000.0,497127000.0,402769000.0,394846000.0
Depreciation And Amortization In Income Statement,84611000.0,80809000.0,81630000.0,87121000.0
Amortization,,562000.0,670000.0,671000.0
Depreciation Income Statement,84611000.0,80247000.0,80960000.0,86450000.0
Selling General And Administration,,137095000.0,108178000.0,92973000.0
Selling And Marketing Expense,,119799000.0,94207000.0,78651000.0
General And Administrative Expense,,17296000.0,13971000.0,14322000.0
Rent And Landing Fees,,2394000.0,1659000.0,3313000.0
Gross Profit,1135082000.0,1221173000.0,1073308000.0,1003750000.0
Cost Of Revenue,1813777000.0,1686393000.0,1186388000.0,1379966000.0
Total Revenue,2948859000.0,2907566000.0,2259696000.0,2383716000.0
Operating Revenue,2948859000.0,2907566000.0,2259696000.0,2383716000.0
Ordinary Shares Number,26590942.0,26590942.0,26590942.0,24947942.0
Share Issued,26590942.0,26590942.0,26590942.0,24947942.0
Net Debt,863680000.0,266746000.0,253462000.0,340577000.0
Total Debt,968767000.0,314932000.0,324467000.0,366068000.0
Tangible Book Value,1285634000.0,1206827000.0,1093319000.0,856835000.0
Invested Capital,2219442000.0,1489738000.0,1411778000.0,1215152000.0
Working Capital,381311000.0,454120000.0,349997000.0,163345000.0
Net Tangible Assets,1285634000.0,1206827000.0,1093319000.0,856835000.0
Capital Lease Obligations,36929000.0,34466000.0,8585000.0,11003000.0
Common Stock Equity,1287604000.0,1209272000.0,1095896000.0,860087000.0
Total Capitalization,1876452000.0,1279316000.0,1211133000.0,986557000.0
Total Equity Gross Minority Interest,1293652000.0,1217627000.0,1104487000.0,873591000.0
Minority Interest,6048000.0,8355000.0,8591000.0,13504000.0
Stockholders Equity,1287604000.0,1209272000.0,1095896000.0,860087000.0
Other Equity Interest,1021695000.0,6739000.0,,
Fixed Assets Revaluation Reserve,,36361000.0,36361000.0,36361000.0
Retained Earnings,,500346000.0,393709000.0,197506000.0
Additional Paid In Capital,,399917000.0,399917000.0,376741000.0
Capital Stock,265909000.0,265909000.0,265909000.0,249479000.0
Common Stock,265909000.0,265909000.0,265909000.0,249479000.0
Total Liabilities Net Minority Interest,1641273000.0,772924000.0,779662000.0,853096000.0
Total Non Current Liabilities Net Minority Interest,827325000.0,166875000.0,165451000.0,179388000.0
Other Non Current Liabilities,104244000.0,,,
Non Current Pension And Other Postretirement Benefit Plans,,49861000.0,46660000.0,46130000.0
Non Current Deferred Taxes Liabilities,50552000.0,15890000.0,,
Long Term Debt And Capital Lease Obligation,621357000.0,101124000.0,118791000.0,133258000.0
Long Term Capital Lease Obligation,32509000.0,31080000.0,3554000.0,6788000.0
Long Term Debt,588848000.0,70044000.0,115237000.0,126470000.0
Long Term Provisions,51172000.0,49861000.0,46660000.0,
Current Liabilities,813948000.0,606049000.0,614211000.0,673708000.0
Other Current Liabilities,116389000.0,105000000.0,105000000.0,105000000.0
Current Debt And Capital Lease Obligation,347410000.0,213808000.0,205676000.0,232810000.0
Current Capital Lease Obligation,4420000.0,3386000.0,5031000.0,4215000.0
Current Debt,342990000.0,210422000.0,200645000.0,228595000.0
Pensionand Other Post Retirement Benefit Plans Current,,47919000.0,56648000.0,57603000.0
Current Provisions,1646000.0,2252000.0,1442000.0,
Payables,271460000.0,217511000.0,229219000.0,247954000.0
Other Payable,,15324000.0,10002000.0,13646000.0
Dividends Payable,,155000.0,,
Accounts Payable,271460000.0,202032000.0,219217000.0,234308000.0
Total Assets,2934925000.0,1990551000.0,1884149000.0,1726687000.0
Total Non Current Assets,1739666000.0,930382000.0,919936000.0,889634000.0
Other Non Current Assets,133646000.0,32011000.0,72200000.0,
Non Current Prepaid Assets,,15549000.0,15562000.0,15235000.0
Non Current Deferred Taxes Assets,,0.0,27165000.0,
Investmentin Financial Assets,138607000.0,22023000.0,4666000.0,5749000.0
Available For Sale Securities,138607000.0,22023000.0,4666000.0,5749000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,0.0,0.0,0.0
Long Term Equity Investment,,,,2000.0
Investments In Other Ventures Under Equity Method,,,,2000.0
Goodwill And Other Intangible Assets,1970000.0,2445000.0,2577000.0,3252000.0
Other Intangible Assets,1970000.0,2445000.0,2577000.0,3252000.0
Net PPE,1465443000.0,890365000.0,869966000.0,865398000.0
Accumulated Depreciation,,-462843000.0,-395395000.0,-315944000.0
Gross PPE,1465443000.0,1353208000.0,1265361000.0,1181342000.0
Construction In Progress,716434000.0,110152000.0,72200000.0,17306000.0
Other Properties,749009000.0,52732000.0,49897000.0,49306000.0
Machinery Furniture Equipment,,817666000.0,794158000.0,767503000.0
Buildings And Improvements,,337608000.0,314056000.0,312177000.0
Land And Improvements,,35050000.0,35050000.0,35050000.0
Properties,,0.0,0.0,0.0
Current Assets,1195259000.0,1060169000.0,964208000.0,837053000.0
Other Current Assets,158801000.0,93370000.0,67229000.0,
Assets Held For Sale Current,80386000.0,80386000.0,80386000.0,80386000.0
Prepaid Assets,,76176000.0,52369000.0,73166000.0
Inventory,535110000.0,473053000.0,432431000.0,376064000.0
Other Inventories,,6603000.0,6285000.0,5160000.0
Finished Goods,,266929000.0,179199000.0,216619000.0
