,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,217791650.4,265037045.0,186519045.1,Income Statement
1,Tax Rate For Calcs,0.230871,0.2308,0.2275,0.2507,Income Statement
2,Normalized EBITDA,9716100000.0,6527415000.0,5426829000.0,6242924000.0,Income Statement
3,Total Unusual Items,,943638000.0,1164998000.0,743993000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,943638000.0,1164998000.0,743993000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,6904700000.0,4380692000.0,3765137000.0,3848712000.0,Income Statement
6,Reconciled Depreciation,1536300000.0,1452055000.0,1413016000.0,1552159000.0,Income Statement
7,Reconciled Cost Of Revenue,17814900000.0,12409744000.0,12363748000.0,12781809000.0,Income Statement
8,EBIT,8179800000.0,6018998000.0,5178811000.0,5434758000.0,Income Statement
9,Net Interest Income,-290100000.0,-259361000.0,-262530000.0,-261038000.0,Income Statement
10,Interest Expense,290100000.0,336667000.0,305838000.0,299631000.0,Income Statement
11,Interest Income,,80061000.0,45939000.0,41258000.0,Income Statement
12,Normalized Income,6904700000.0,3654845650.4,2865176045.0,3291238045.1,Income Statement
13,Net Income From Continuing And Discontinued Operation,6904700000.0,4380692000.0,3765137000.0,3848712000.0,Income Statement
14,Total Expenses,28805100000.0,21694799000.0,21010936000.0,24055295000.0,Income Statement
15,Rent Expense Supplemental,,36280000.0,41496000.0,40979000.0,Income Statement
16,Diluted Average Shares,51993920.0,51993920.0,51993920.0,51993920.0,Income Statement
17,Basic Average Shares,51993920.0,51993920.0,51993920.0,51993920.0,Income Statement
18,Diluted EPS,13280.0,8425.0,72.41,74.02,Income Statement
19,Basic EPS,13280.0,8425.0,72.41,74.02,Income Statement
20,Diluted NI Availto Com Stockholders,6904700000.0,4380692000.0,3765137000.0,3848712000.0,Income Statement
21,Net Income Common Stockholders,6904700000.0,4380692000.0,3765137000.0,3848712000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,6904700000.0,4380692000.0,3765137000.0,3848712000.0,Income Statement
24,Minority Interests,400000.0,519000.0,563000.0,959000.0,Income Statement
25,Net Income Including Noncontrolling Interests,6904300000.0,4380173000.0,3764574000.0,3847753000.0,Income Statement
26,Net Income Continuous Operations,6904300000.0,4380173000.0,3764574000.0,3847753000.0,Income Statement
27,Tax Provision,1821500000.0,1302158000.0,1108399000.0,1287374000.0,Income Statement
