,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,2054970.0,-1750530.0,-2268810.0
Tax Rate For Calcs,0.255469,0.2537,0.2537,0.2801
Normalized EBITDA,21124800000.0,21835400000.0,15901300000.0,9000200000.0
Total Unusual Items,,8100000.0,-6900000.0,-8100000.0
Total Unusual Items Excluding Goodwill,,8100000.0,-6900000.0,-8100000.0
Net Income From Continuing Operation Net Minority Interest,11176300000.0,13826000000.0,10677200000.0,5420000000.0
Reconciled Depreciation,750700000.0,625300000.0,541800000.0,614000000.0
Reconciled Cost Of Revenue,8541400000.0,8752300000.0,7048600000.0,5688800000.0
EBIT,20374100000.0,21218200000.0,15352600000.0,8378100000.0
Net Interest Income,-5362900000.0,-757800000.0,411400000.0,388800000.0
Interest Expense,5362900000.0,2690600000.0,1044800000.0,848800000.0
Interest Income,,1979000000.0,1484200000.0,1252700000.0
Normalized Income,11176300000.0,13819954970.0,10682349470.0,5425831190.0
Net Income From Continuing And Discontinued Operation,11176300000.0,13826000000.0,10677200000.0,5420000000.0
Total Expenses,12991700000.0,12918700000.0,10457100000.0,8967000000.0
Rent Expense Supplemental,,165600000.0,163800000.0,137700000.0
Diluted Average Shares,323575565.0,323869759.0,322800000.0,322400000.0
Basic Average Shares,322827845.0,322585161.0,322200000.0,322100000.0
Diluted EPS,34.54,42.69,33.08,16.81
Basic EPS,34.62,42.86,33.14,16.83
Diluted NI Availto Com Stockholders,11176300000.0,13826000000.0,10677200000.0,5420000000.0
Net Income Common Stockholders,11176300000.0,13826000000.0,10677200000.0,5420000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,11176300000.0,13826000000.0,10677200000.0,5420000000.0
Net Income Including Noncontrolling Interests,11176300000.0,13826000000.0,10677200000.0,5420000000.0
Net Income Continuous Operations,11176300000.0,13826000000.0,10677200000.0,5420000000.0
Tax Provision,3834900000.0,4701600000.0,3630600000.0,2109300000.0
Pretax Income,15011200000.0,18527600000.0,14307800000.0,7529300000.0
Other Non Operating Income Expenses,97300000.0,35000000.0,,
Special Income Charges,,8100000.0,-6900000.0,-8100000.0
Other Special Charges,,-8100000.0,6900000.0,8100000.0
Net Non Operating Interest Income Expense,-5362900000.0,-757800000.0,411400000.0,388800000.0
Total Other Finance Cost,,46200000.0,28000000.0,15100000.0
Interest Expense Non Operating,5362900000.0,2690600000.0,1044800000.0,848800000.0
Interest Income Non Operating,,1979000000.0,1484200000.0,1252700000.0
Operating Income,20276800000.0,19250400000.0,13913200000.0,7126900000.0
Operating Expense,4450300000.0,4166400000.0,3408500000.0,3278200000.0
Other Operating Expenses,4588600000.0,1344800000.0,1172300000.0,1324200000.0
Depreciation And Amortization In Income Statement,750700000.0,625300000.0,541800000.0,614000000.0
Amortization,,110500000.0,,61800000.0
Depreciation Income Statement,750700000.0,514800000.0,541800000.0,552200000.0
Selling General And Administration,,1659900000.0,907500000.0,502400000.0
Selling And Marketing Expense,,1178600000.0,541200000.0,188200000.0
General And Administrative Expense,,481300000.0,366300000.0,314200000.0
Rent And Landing Fees,,165600000.0,163800000.0,137700000.0
Gross Profit,24727100000.0,23416800000.0,17321700000.0,10405100000.0
Cost Of Revenue,8541400000.0,8752300000.0,7048600000.0,5688800000.0
Total Revenue,33268500000.0,32169100000.0,24370300000.0,16093900000.0
Operating Revenue,33268500000.0,32169100000.0,24370300000.0,16093900000.0
Ordinary Shares Number,322867726.0,322678721.0,322222370.0,322141400.0
Share Issued,322867726.0,322678721.0,322222370.0,322141400.0
Net Debt,90519400000.0,69656400000.0,32116100000.0,9555300000.0
Total Debt,94008500000.0,78411700000.0,36270400000.0,16549700000.0
Tangible Book Value,28038700000.0,23963200000.0,17954400000.0,11891600000.0
Invested Capital,121450800000.0,101697600000.0,53430700000.0,27070700000.0
Working Capital,132057500000.0,22522100000.0,17192200000.0,10043700000.0
Net Tangible Assets,28038700000.0,23963200000.0,17954400000.0,11891600000.0
Capital Lease Obligations,1082700000.0,1019400000.0,1060800000.0,1574400000.0
Common Stock Equity,28525000000.0,24305300000.0,18221100000.0,12095400000.0
Total Capitalization,121450800000.0,24305300000.0,18221100000.0,12095400000.0
Total Equity Gross Minority Interest,28525000000.0,24305300000.0,18221100000.0,12095400000.0
Stockholders Equity,28525000000.0,24305300000.0,18221100000.0,12095400000.0
Other Equity Interest,26910700000.0,658200000.0,547500000.0,396600000.0
Retained Earnings,,20899100000.0,15059700000.0,9109500000.0
Additional Paid In Capital,,418500000.0,268200000.0,244000000.0
Capital Stock,1614300000.0,1613400000.0,1611100000.0,1610700000.0
Common Stock,1614300000.0,1613400000.0,1611100000.0,1610700000.0
Total Liabilities Net Minority Interest,127163000000.0,112156900000.0,63588000000.0,32332800000.0
Total Non Current Liabilities Net Minority Interest,118014600000.0,2194500000.0,2647200000.0,3308900000.0
Other Non Current Liabilities,5514500000.0,1026900000.0,999900000.0,1039300000.0
Derivative Product Liabilities,400000.0,0.0,4500000.0,
Non Current Pension And Other Postretirement Benefit Plans,,125000000.0,564800000.0,728000000.0
Long Term Debt And Capital Lease Obligation,94008500000.0,999000000.0,1053800000.0,1519300000.0
Long Term Capital Lease Obligation,1082700000.0,999000000.0,1053800000.0,1519300000.0
Long Term Debt,92925800000.0,77392300000.0,35209600000.0,
Long Term Provisions,177400000.0,151000000.0,606100000.0,
Current Liabilities,9148400000.0,109962400000.0,60940800000.0,29023900000.0
