,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-8774712.00278,6604035.298976,23401.198631,Income Statement
1,Tax Rate For Calcs,0.348856,0.342936,0.195536,0.241249,Income Statement
2,Normalized EBITDA,3435752000.0,2233691000.0,2158338000.0,2354773000.0,Income Statement
3,Total Unusual Items,0.0,-25587000.0,33774000.0,97000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,-25587000.0,33774000.0,97000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,1433914000.0,799839000.0,921400000.0,956358000.0,Income Statement
6,Reconciled Depreciation,740375000.0,678567000.0,657213000.0,649404000.0,Income Statement
7,Reconciled Cost Of Revenue,17560698000.0,15426092000.0,11553140000.0,11633824000.0,Income Statement
8,EBIT,2695377000.0,1529537000.0,1534899000.0,1705466000.0,Income Statement
9,Net Interest Income,-493232000.0,-291472000.0,-378218000.0,-435279000.0,Income Statement
10,Interest Expense,493232000.0,312244000.0,389540000.0,445028000.0,Income Statement
11,Interest Income,,22717000.0,15208000.0,8089000.0,Income Statement
12,Normalized Income,1433914000.0,816651287.99722,894230035.298976,956284401.198631,Income Statement
13,Net Income From Continuing And Discontinued Operation,1433914000.0,799839000.0,921400000.0,956358000.0,Income Statement
14,Total Expenses,22953974000.0,18165109000.0,13599159000.0,13867537000.0,Income Statement
15,Rent Expense Supplemental,,6317000.0,8384000.0,8150000.0,Income Statement
16,Diluted Average Shares,12539694.0,12540593.0,12539700.0,12539700.0,Income Statement
17,Basic Average Shares,12539694.0,12540593.0,12539700.0,12539700.0,Income Statement
18,Diluted EPS,114.35,63.78,73.48,76.27,Income Statement
19,Basic EPS,114.35,63.78,73.48,76.27,Income Statement
20,Diluted NI Availto Com Stockholders,1433914000.0,799839000.0,921400000.0,956358000.0,Income Statement
21,Net Income Common Stockholders,1433914000.0,799839000.0,921400000.0,956358000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,1433914000.0,799839000.0,921400000.0,956358000.0,Income Statement
24,Net Income Including Noncontrolling Interests,1433914000.0,799839000.0,921400000.0,956358000.0,Income Statement
25,Net Income Continuous Operations,1433914000.0,799839000.0,921400000.0,956358000.0,Income Statement
26,Tax Provision,768231000.0,417454000.0,223959000.0,304080000.0,Income Statement
27,Pretax Income,2202145000.0,1217293000.0,1145359000.0,1260438000.0,Income Statement
28,Other Non Operating Income Expenses,393592000.0,32738000.0,41186000.0,30241000.0,Income Statement
29,Special Income Charges,0.0,-25587000.0,33774000.0,97000.0,Income Statement
30,Other Special Charges,,25587000.0,-33774000.0,-97000.0,Income Statement
31,Net Non Operating Interest Income Expense,-493232000.0,-291472000.0,-378218000.0,-435279000.0,Income Statement
32,Total Other Finance Cost,,1945000.0,3886000.0,-1660000.0,Income Statement
33,Interest Expense Non Operating,493232000.0,312244000.0,389540000.0,445028000.0,Income Statement
34,Interest Income Non Operating,,22717000.0,15208000.0,8089000.0,Income Statement
35,Operating Income,2301785000.0,1501563000.0,1448566000.0,1665177000.0,Income Statement
36,Operating Expense,5393276000.0,2739017000.0,2046019000.0,2233713000.0,Income Statement
37,Other Operating Expenses,3214153000.0,835438000.0,629460000.0,749187000.0,Income Statement
38,Depreciation And Amortization In Income Statement,740375000.0,678567000.0,657213000.0,649404000.0,Income Statement
39,Depreciation Income Statement,740375000.0,678567000.0,657213000.0,649404000.0,Income Statement
40,Research And Development,,111682000.0,31354000.0,58594000.0,Income Statement
41,Selling General And Administration,,255233000.0,159693000.0,209644000.0,Income Statement
42,Selling And Marketing Expense,,180354000.0,103462000.0,158999000.0,Income Statement
43,General And Administrative Expense,,74879000.0,56231000.0,50645000.0,Income Statement
44,Rent And Landing Fees,,6317000.0,8384000.0,8150000.0,Income Statement
45,Gross Profit,7695061000.0,4240580000.0,3494585000.0,3898890000.0,Income Statement
46,Cost Of Revenue,17560698000.0,15426092000.0,11553140000.0,11633824000.0,Income Statement
47,Total Revenue,25255759000.0,19666672000.0,15047725000.0,15532714000.0,Income Statement
48,Operating Revenue,25255759000.0,19666672000.0,15047725000.0,15532714000.0,Income Statement
0,Ordinary Shares Number,12539700.0,12539700.0,12539700.0,12539700.0,Balance Sheet
1,Share Issued,12539700.0,12539700.0,12539700.0,12539700.0,Balance Sheet
2,Net Debt,5748866000.0,9571198000.0,8678055000.0,9879984000.0,Balance Sheet
3,Total Debt,5812372000.0,9606332000.0,8716628000.0,9966332000.0,Balance Sheet
4,Tangible Book Value,15518938000.0,14233986000.0,13560846000.0,12749349000.0,Balance Sheet
5,Invested Capital,21324601000.0,23833617000.0,22270917000.0,22706550000.0,Balance Sheet
6,Working Capital,5937909000.0,4489258000.0,4166924000.0,4129479000.0,Balance Sheet
7,Net Tangible Assets,15518938000.0,14233986000.0,13560846000.0,12749349000.0,Balance Sheet
8,Capital Lease Obligations,6709000.0,6701000.0,6557000.0,9131000.0,Balance Sheet
9,Common Stock Equity,15518938000.0,14233986000.0,13560846000.0,12749349000.0,Balance Sheet
10,Total Capitalization,17089580000.0,15470826000.0,15252338000.0,15235203000.0,Balance Sheet
11,Total Equity Gross Minority Interest,15518938000.0,14233986000.0,13560846000.0,12749349000.0,Balance Sheet
12,Stockholders Equity,15518938000.0,14233986000.0,13560846000.0,12749349000.0,Balance Sheet
13,Other Equity Interest,15393541000.0,14108589000.0,,,Balance Sheet
14,Retained Earnings,,274348000.0,349906000.0,303903000.0,Balance Sheet
15,Additional Paid In Capital,,1034935000.0,1034935000.0,1034935000.0,Balance Sheet
16,Capital Stock,125397000.0,125397000.0,125397000.0,125397000.0,Balance Sheet
17,Common Stock,125397000.0,125397000.0,125397000.0,125397000.0,Balance Sheet
18,Total Liabilities Net Minority Interest,8067845000.0,11451252000.0,10342888000.0,11594559000.0,Balance Sheet
19,Total Non Current Liabilities Net Minority Interest,2335183000.0,1655365000.0,1909304000.0,2706447000.0,Balance Sheet
20,Other Non Current Liabilities,,,,42577000.0,Balance Sheet
21,Non Current Pension And Other Postretirement Benefit Plans,,44758000.0,44394000.0,79831000.0,Balance Sheet
22,Non Current Accrued Expenses,,61749000.0,56255000.0,,Balance Sheet
23,Non Current Deferred Taxes Liabilities,620958000.0,308102000.0,113401000.0,91627000.0,Balance Sheet
24,Long Term Debt And Capital Lease Obligation,1574841000.0,1240756000.0,1695254000.0,2492412000.0,Balance Sheet
25,Long Term Capital Lease Obligation,4199000.0,3916000.0,3762000.0,6558000.0,Balance Sheet
26,Long Term Debt,1570642000.0,1236840000.0,1691492000.0,2485854000.0,Balance Sheet
27,Long Term Provisions,89249000.0,44758000.0,44394000.0,79831000.0,Balance Sheet
28,Current Liabilities,5732662000.0,9795887000.0,8433584000.0,8888112000.0,Balance Sheet
29,Other Current Liabilities,422677000.0,89328000.0,268310000.0,289382000.0,Balance Sheet
30,Current Deferred Taxes Liabilities,,24129000.0,34871000.0,13300000.0,Balance Sheet
31,Current Debt And Capital Lease Obligation,4237531000.0,8365576000.0,7021374000.0,7473920000.0,Balance Sheet
32,Current Capital Lease Obligation,2510000.0,2785000.0,2795000.0,2573000.0,Balance Sheet
33,Current Debt,4235021000.0,8362791000.0,7018579000.0,7471347000.0,Balance Sheet
34,Pensionand Other Post Retirement Benefit Plans Current,,65561000.0,63167000.0,53589000.0,Balance Sheet
35,Current Provisions,95648000.0,65561000.0,63167000.0,53589000.0,Balance Sheet
36,Payables,834949000.0,1155719000.0,862481000.0,883912000.0,Balance Sheet
37,Other Payable,,282901000.0,259118000.0,260863000.0,Balance Sheet
38,Dividends Payable,,6082000.0,6407000.0,6730000.0,Balance Sheet
39,Total Tax Payable,25488000.0,24129000.0,34871000.0,,Balance Sheet
40,Accounts Payable,809461000.0,866736000.0,596956000.0,616319000.0,Balance Sheet
41,Total Assets,23586783000.0,25685238000.0,23903734000.0,24343908000.0,Balance Sheet
42,Total Non Current Assets,11916212000.0,11400093000.0,11303226000.0,11326317000.0,Balance Sheet
43,Other Non Current Assets,207730000.0,291008000.0,306161000.0,,Balance Sheet
44,Non Current Prepaid Assets,,291008000.0,306161000.0,376612000.0,Balance Sheet
45,Other Investments,,,,275000.0,Balance Sheet
46,Investmentin Financial Assets,173360000.0,12141000.0,9513000.0,6327000.0,Balance Sheet
47,Available For Sale Securities,,12141000.0,9513000.0,6327000.0,Balance Sheet
48,Net PPE,10997118000.0,11092537000.0,10982934000.0,10939234000.0,Balance Sheet
49,Accumulated Depreciation,,-5549908000.0,-4895451000.0,-4241192000.0,Balance Sheet
50,Gross PPE,10997118000.0,16642445000.0,15878385000.0,15180426000.0,Balance Sheet
51,Construction In Progress,217430000.0,608079000.0,1451373000.0,896822000.0,Balance Sheet
52,Other Properties,10779688000.0,10484458000.0,9531561000.0,,Balance Sheet
53,Machinery Furniture Equipment,,9962505000.0,8751824000.0,8661045000.0,Balance Sheet
54,Buildings And Improvements,,5478597000.0,5091920000.0,5068753000.0,Balance Sheet
55,Land And Improvements,,593264000.0,583268000.0,553806000.0,Balance Sheet
56,Properties,,0.0,0.0,0.0,Balance Sheet
57,Current Assets,11670571000.0,14285145000.0,12600508000.0,13017591000.0,Balance Sheet
58,Other Current Assets,364523000.0,658283000.0,495522000.0,,Balance Sheet
59,Restricted Cash,,6082000.0,6407000.0,6730000.0,Balance Sheet
60,Prepaid Assets,,482842000.0,284759000.0,227653000.0,Balance Sheet
61,Inventory,9721764000.0,10057038000.0,9955036000.0,9601422000.0,Balance Sheet
62,Finished Goods,,9290329000.0,9326292000.0,9116850000.0,Balance Sheet
63,Work In Process,,210122000.0,136369000.0,28645000.0,Balance Sheet
64,Raw Materials,,556587000.0,492375000.0,455927000.0,Balance Sheet
65,Other Receivables,12006000.0,255195000.0,714681000.0,1210555000.0,Balance Sheet
66,Accounts Receivable,1409461000.0,3455555000.0,1607609000.0,1894014000.0,Balance Sheet
67,Allowance For Doubtful Accounts Receivable,,-77788000.0,-21228000.0,,Balance Sheet
68,Gross Accounts Receivable,,3533343000.0,1628837000.0,,Balance Sheet
69,Cash Cash Equivalents And Short Term Investments,162817000.0,28433000.0,32016000.0,77217000.0,Balance Sheet
70,Other Short Term Investments,106020000.0,76278000.0,497601000.0,,Balance Sheet
71,Cash And Cash Equivalents,56797000.0,28433000.0,32016000.0,77217000.0,Balance Sheet
72,Cash Financial,,28433000.0,32016000.0,77217000.0,Balance Sheet
0,Free Cash Flow,4371523000.0,-457228000.0,1668283000.0,-1642347000.0,Cash Flow
1,Repayment Of Debt,,,-1247130000.0,,Cash Flow
2,Issuance Of Debt,,,,2267311000.0,Cash Flow
3,Capital Expenditure,-651111000.0,-779323000.0,-689295000.0,-1069987000.0,Cash Flow
4,End Cash Position,56797000.0,28433000.0,32016000.0,77217000.0,Cash Flow
5,Beginning Cash Position,28433000.0,32016000.0,77217000.0,34791000.0,Cash Flow
6,Changes In Cash,28364000.0,-3583000.0,-45201000.0,42426000.0,Cash Flow
7,Financing Cash Flow,-4428203000.0,426654000.0,-1792413000.0,1674765000.0,Cash Flow
8,Interest Paid Cff,-506077000.0,-334189000.0,-416566000.0,-438053000.0,Cash Flow
9,Cash Dividends Paid,-125397000.0,-125397000.0,-125397000.0,-151173000.0,Cash Flow
10,Common Stock Dividend Paid,,,,-151173000.0,Cash Flow
11,Net Issuance Payments Of Debt,-3793968000.0,889560000.0,-1247130000.0,2267311000.0,Cash Flow
12,Net Short Term Debt Issuance,-4629166000.0,1198772000.0,,,Cash Flow
13,Net Long Term Debt Issuance,835198000.0,-309212000.0,-1247130000.0,2267311000.0,Cash Flow
14,Long Term Debt Payments,,,-1247130000.0,,Cash Flow
15,Long Term Debt Issuance,,,,2267311000.0,Cash Flow
16,Investing Cash Flow,-566067000.0,-752332000.0,-610366000.0,-1059979000.0,Cash Flow
17,Interest Received Cfi,77842000.0,22717000.0,15208000.0,8089000.0,Cash Flow
18,Dividends Received Cfi,377000.0,51000.0,51000.0,202000.0,Cash Flow
19,Net PPE Purchase And Sale,-642048000.0,-775100000.0,-625625000.0,-1068270000.0,Cash Flow
20,Sale Of PPE,6825000.0,4223000.0,63670000.0,1717000.0,Cash Flow
21,Purchase Of PPE,-648873000.0,-779323000.0,-689295000.0,-1069987000.0,Cash Flow
22,Capital Expenditure Reported,-2238000.0,,,,Cash Flow
23,Operating Cash Flow,5022634000.0,322095000.0,2357578000.0,-572360000.0,Cash Flow
24,Taxes Refund Paid,-442764000.0,-233560000.0,-167574000.0,-190636000.0,Cash Flow
25,Change In Working Capital,2028264000.0,-1713771000.0,356959000.0,-2726546000.0,Cash Flow
26,Change In Other Current Liabilities,91880000.0,-256318000.0,,,Cash Flow
