,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,1357600.0,-1189514100.0,947520.0
Tax Rate For Calcs,0.268214,0.4,0.3,0.224
Normalized EBITDA,17414353000.0,8350104000.0,1431068000.0,3534208000.0
Total Unusual Items,,3394000.0,-3965047000.0,4230000.0
Total Unusual Items Excluding Goodwill,,3394000.0,-3965047000.0,4230000.0
Net Income From Continuing Operation Net Minority Interest,12157346000.0,4049744000.0,-393444000.0,2040641000.0
Reconciled Depreciation,811645000.0,979834000.0,942115000.0,915793000.0
Reconciled Cost Of Revenue,-102878000.0,18049335000.0,11095798000.0,10927723000.0
EBIT,16602708000.0,7373664000.0,-3476094000.0,2622645000.0
Net Interest Income,-22806000.0,1250834000.0,1285566000.0,1508262000.0
Interest Expense,22806000.0,21332000.0,19566000.0,18731000.0
Interest Income,,1272166000.0,1305138000.0,1527076000.0
Normalized Income,12157346000.0,4047707600.0,2382088900.0,2037358520.0
Net Income From Continuing And Discontinued Operation,12157346000.0,4049744000.0,-393444000.0,2040641000.0
Total Expenses,22347420000.0,21470546000.0,14408526000.0,14271477000.0
Rent Expense Supplemental,,101222000.0,93113000.0,80902000.0
Diluted Average Shares,318005388.0,318046862.0,318000000.0,318000000.0
Basic Average Shares,318005388.0,318046862.0,318000000.0,318000000.0
Diluted EPS,38.23,14.02,-1.12,4.61
Basic EPS,38.23,14.02,-1.12,4.61
Diluted NI Availto Com Stockholders,12157346000.0,4049744000.0,-393444000.0,2040641000.0
Net Income Common Stockholders,12157346000.0,4049744000.0,-393444000.0,2040641000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,12157346000.0,4049744000.0,-393444000.0,2040641000.0
Net Income Including Noncontrolling Interests,12157346000.0,4049744000.0,-393444000.0,2040641000.0
Net Income Continuous Operations,12157346000.0,4049744000.0,-393444000.0,2040641000.0
Tax Provision,4446965000.0,3317408000.0,-3075752000.0,583206000.0
Pretax Income,16579902000.0,7352332000.0,-3495660000.0,2603914000.0
Other Non Operating Income Expenses,3935653000.0,148668000.0,114980000.0,70602000.0
Special Income Charges,,3394000.0,-3965047000.0,4230000.0
Other Special Charges,,-3394000.0,-902000.0,-4230000.0
Impairment Of Capital Assets,,0.0,3965949000.0,
Net Non Operating Interest Income Expense,-22806000.0,1250834000.0,1285566000.0,1508262000.0
Total Other Finance Cost,,,6000.0,83000.0
Interest Expense Non Operating,22806000.0,21332000.0,19566000.0,18731000.0
Interest Income Non Operating,,1272166000.0,1305138000.0,1527076000.0
Operating Income,12667055000.0,5850248000.0,-1016142000.0,938008000.0
Operating Expense,22450298000.0,3421211000.0,3312728000.0,3343754000.0
Other Operating Expenses,20054106000.0,211307000.0,146646000.0,8178000.0
Depreciation And Amortization In Income Statement,811645000.0,979834000.0,942115000.0,915793000.0
Amortization,,307754000.0,103903000.0,71514000.0
Depreciation Income Statement,811645000.0,672080000.0,838212000.0,844279000.0
Selling General And Administration,,826661000.0,823273000.0,896649000.0
Selling And Marketing Expense,,16174000.0,1528000.0,6809000.0
General And Administrative Expense,,810487000.0,821745000.0,889840000.0
Rent And Landing Fees,,100817000.0,92263000.0,79976000.0
Gross Profit,35117353000.0,9271459000.0,2296586000.0,4281762000.0
Cost Of Revenue,-102878000.0,18049335000.0,11095798000.0,10927723000.0
Total Revenue,35014475000.0,27320794000.0,13392384000.0,15209485000.0
Operating Revenue,35014475000.0,27320794000.0,13392384000.0,15209485000.0
Ordinary Shares Number,318000000.0,318000000.0,318000000.0,318000000.0
Share Issued,318000000.0,318000000.0,318000000.0,318000000.0
Total Debt,4948000.0,5519000.0,2921000.0,3019000.0
Tangible Book Value,54713838000.0,44271759000.0,36922366000.0,38963444000.0
Invested Capital,57982811000.0,47667452000.0,40348439000.0,42481156000.0
Working Capital,15247135000.0,12495195000.0,13187662000.0,13220436000.0
Net Tangible Assets,54713838000.0,44271759000.0,36922366000.0,38963444000.0
Capital Lease Obligations,4948000.0,5519000.0,2921000.0,3019000.0
Common Stock Equity,57982811000.0,47667452000.0,40348439000.0,42481156000.0
