,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,27430108.063989,2326081.063962,24709126.016701,Income Statement
1,Tax Rate For Calcs,0.4,0.349686,0.349314,0.381933,Income Statement
2,Normalized EBITDA,261254000.0,1130024000.0,1117555000.0,582720000.0,Income Statement
3,Total Unusual Items,0.0,78442000.0,6659000.0,64695000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,78442000.0,6659000.0,64695000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,-143308000.0,483631000.0,412956000.0,56992000.0,Income Statement
6,Reconciled Depreciation,291405000.0,258058000.0,247988000.0,258971000.0,Income Statement
7,Reconciled Cost Of Revenue,6379803000.0,7463248000.0,5018445000.0,5553154000.0,Income Statement
8,EBIT,-30151000.0,950408000.0,876226000.0,388444000.0,Income Statement
9,Net Interest Income,-227165000.0,-235099000.0,-267108000.0,-322307000.0,Income Statement
10,Interest Expense,227165000.0,206719000.0,241579000.0,296234000.0,Income Statement
11,Interest Income,,8561000.0,3996000.0,7676000.0,Income Statement
12,Normalized Income,-143308000.0,432619108.063989,408623081.063962,17006126.016701,Income Statement
13,Net Income From Continuing And Discontinued Operation,-143308000.0,483631000.0,412956000.0,56992000.0,Income Statement
14,Total Expenses,9598351000.0,9810088000.0,6862921000.0,7476516000.0,Income Statement
15,Rent Expense Supplemental,,34091000.0,21892000.0,16986000.0,Income Statement
16,Diluted Average Shares,,83098110.0,71242189.0,70952805.0,Income Statement
17,Basic Average Shares,,83098110.0,70952805.0,70952805.0,Income Statement
18,Diluted EPS,,5.82,5.8,0.81,Income Statement
19,Basic EPS,,5.82,5.82,0.81,Income Statement
20,Diluted NI Availto Com Stockholders,-143308000.0,483631000.0,412956000.0,56992000.0,Income Statement
21,Net Income Common Stockholders,-143308000.0,483631000.0,412956000.0,56992000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,-143308000.0,483631000.0,412956000.0,56992000.0,Income Statement
24,Net Income Including Noncontrolling Interests,-143308000.0,483631000.0,412956000.0,56992000.0,Income Statement
25,Net Income Continuous Operations,-143308000.0,483631000.0,412956000.0,56992000.0,Income Statement
26,Tax Provision,-114008000.0,260058000.0,221691000.0,35218000.0,Income Statement
27,Pretax Income,-257316000.0,743689000.0,634647000.0,92210000.0,Income Statement
28,Other Non Operating Income Expenses,36479000.0,10409000.0,15006000.0,8637000.0,Income Statement
29,Special Income Charges,0.0,78442000.0,6659000.0,64695000.0,Income Statement
30,Other Special Charges,,-88734000.0,-27885000.0,-70112000.0,Income Statement
31,Write Off,,10292000.0,21226000.0,5417000.0,Income Statement
32,Net Non Operating Interest Income Expense,-227165000.0,-235099000.0,-267108000.0,-322307000.0,Income Statement
33,Total Other Finance Cost,,36941000.0,29525000.0,33749000.0,Income Statement
34,Interest Expense Non Operating,227165000.0,206719000.0,241579000.0,296234000.0,Income Statement
35,Interest Income Non Operating,,8561000.0,3996000.0,7676000.0,Income Statement
36,Operating Income,-66630000.0,889937000.0,880090000.0,341111000.0,Income Statement
37,Operating Expense,3218548000.0,2346840000.0,1844476000.0,1923362000.0,Income Statement
38,Other Operating Expenses,2191536000.0,916917000.0,628343000.0,741567000.0,Income Statement
39,Depreciation And Amortization In Income Statement,291405000.0,258058000.0,247988000.0,258971000.0,Income Statement
40,Amortization,,201000.0,214000.0,849000.0,Income Statement
41,Depreciation Income Statement,291405000.0,257857000.0,247774000.0,258122000.0,Income Statement
42,Selling General And Administration,,553130000.0,372120000.0,358127000.0,Income Statement
43,Selling And Marketing Expense,,498463000.0,316226000.0,314385000.0,Income Statement
44,General And Administrative Expense,,54667000.0,55894000.0,43742000.0,Income Statement
45,Rent And Landing Fees,,34091000.0,21892000.0,16986000.0,Income Statement
