,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,-146449356.038696,9978066.0,-637812.0,34961832.0,Income Statement
1,Tax Rate For Calcs,0.259381,0.2514,0.2531,0.2216,Income Statement
2,Normalized EBITDA,12652260000.0,17282810000.0,14367530000.0,10779270000.0,Income Statement
3,Total Unusual Items,-564610000.0,39690000.0,-2520000.0,157770000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,-564610000.0,39690000.0,-2520000.0,157770000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,7810430000.0,12116640000.0,9969630000.0,7728580000.0,Income Statement
6,Reconciled Depreciation,1467360000.0,1102960000.0,987800000.0,945870000.0,Income Statement
7,Reconciled Cost Of Revenue,16854270000.0,21092170000.0,14918740000.0,11020230000.0,Income Statement
8,EBIT,10620290000.0,16219540000.0,13377210000.0,9991170000.0,Income Statement
9,Net Interest Income,-74470000.0,1334050000.0,825380000.0,443040000.0,Income Statement
10,Interest Expense,74470000.0,34020000.0,29110000.0,62510000.0,Income Statement
11,Interest Income,,1386450000.0,859490000.0,514860000.0,Income Statement
12,Normalized Income,8228590643.961304,12086928066.0,9971512188.0,7605771832.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,7810430000.0,12116640000.0,9969630000.0,7728580000.0,Income Statement
14,Total Expenses,27465740000.0,29837690000.0,22199160000.0,17092840000.0,Income Statement
15,Rent Expense Supplemental,,11180000.0,8240000.0,7600000.0,Income Statement
16,Diluted Average Shares,164672781.0,164538838.0,158278174.0,163282823.0,Income Statement
17,Basic Average Shares,164638069.0,164159870.0,158076908.0,163282823.0,Income Statement
18,Diluted EPS,47.43,73.64,62.99,47.332474,Income Statement
19,Basic EPS,47.44,73.81,63.07,47.332474,Income Statement
20,Diluted NI Availto Com Stockholders,7810430000.0,12116640000.0,9969630000.0,7728580000.0,Income Statement
21,Net Income Common Stockholders,7810430000.0,12116640000.0,9969630000.0,7728580000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,7810430000.0,12116640000.0,9969630000.0,7728580000.0,Income Statement
24,Minority Interests,0.0,0.0,0.0,,Income Statement
25,Net Income Including Noncontrolling Interests,7810430000.0,12116640000.0,9969630000.0,7728580000.0,Income Statement
26,Net Income Continuous Operations,7810430000.0,12116640000.0,9969630000.0,7728580000.0,Income Statement
27,Tax Provision,2735390000.0,4068880000.0,3378470000.0,2200080000.0,Income Statement
28,Pretax Income,10545820000.0,16185520000.0,13348100000.0,9928660000.0,Income Statement
29,Other Non Operating Income Expenses,2404630000.0,15990000.0,82770000.0,9780000.0,Income Statement
30,Special Income Charges,-564610000.0,-5200000.0,-2520000.0,157770000.0,Income Statement
31,Other Special Charges,,1780000.0,-240000.0,-173930000.0,Income Statement
32,Write Off,,3420000.0,2760000.0,16160000.0,Income Statement
33,Net Non Operating Interest Income Expense,-74470000.0,1334050000.0,825380000.0,443040000.0,Income Statement
34,Total Other Finance Cost,,18380000.0,5000000.0,9310000.0,Income Statement
35,Interest Expense Non Operating,74470000.0,34020000.0,29110000.0,62510000.0,Income Statement
36,Interest Income Non Operating,,1386450000.0,859490000.0,514860000.0,Income Statement
37,Operating Income,8780270000.0,14003760000.0,12037210000.0,8624960000.0,Income Statement
38,Operating Expense,10611470000.0,8745520000.0,7280420000.0,6072610000.0,Income Statement
39,Other Operating Expenses,5111500000.0,3261360000.0,2711540000.0,2418100000.0,Income Statement
40,Depreciation And Amortization In Income Statement,1467360000.0,1102960000.0,987800000.0,945870000.0,Income Statement
41,Amortization,,4470000.0,,,Income Statement
42,Depreciation Income Statement,1467360000.0,1098490000.0,987800000.0,945870000.0,Income Statement
43,Research And Development,,426560000.0,321990000.0,228750000.0,Income Statement
44,Selling General And Administration,,723430000.0,529640000.0,310270000.0,Income Statement
45,Selling And Marketing Expense,,409810000.0,366940000.0,170760000.0,Income Statement
46,General And Administrative Expense,,313620000.0,162700000.0,139510000.0,Income Statement
47,Rent And Landing Fees,,11180000.0,8240000.0,7600000.0,Income Statement
48,Gross Profit,19391740000.0,22749280000.0,19317630000.0,14697570000.0,Income Statement
49,Cost Of Revenue,16854270000.0,21092170000.0,14918740000.0,11020230000.0,Income Statement
50,Total Revenue,36246010000.0,43841450000.0,34236370000.0,25717800000.0,Income Statement
51,Operating Revenue,36246010000.0,43841450000.0,34236370000.0,25717800000.0,Income Statement
0,Ordinary Shares Number,164700823.0,164302723.0,163592923.0,163282823.0,Balance Sheet
1,Share Issued,164700823.0,164302723.0,163592923.0,163282823.0,Balance Sheet
2,Total Debt,44530000.0,47430000.0,49950000.0,60110000.0,Balance Sheet
3,Tangible Book Value,79470610000.0,71450860000.0,59032420000.0,36462350000.0,Balance Sheet
4,Invested Capital,79625430000.0,71615540000.0,59073110000.0,36511950000.0,Balance Sheet
5,Working Capital,61716750000.0,52700540000.0,46111140000.0,24872670000.0,Balance Sheet
6,Net Tangible Assets,79470610000.0,71450860000.0,59032420000.0,36462350000.0,Balance Sheet
7,Capital Lease Obligations,6320000.0,8100000.0,9260000.0,10510000.0,Balance Sheet
8,Common Stock Equity,79587220000.0,71576210000.0,59032420000.0,36462350000.0,Balance Sheet
9,Total Capitalization,79619830000.0,71614420000.0,59071760000.0,36503040000.0,Balance Sheet
10,Total Equity Gross Minority Interest,79587220000.0,71576210000.0,59032420000.0,36462350000.0,Balance Sheet
11,Minority Interest,0.0,0.0,,,Balance Sheet
12,Stockholders Equity,79587220000.0,71576210000.0,59032420000.0,36462350000.0,Balance Sheet
13,Other Equity Interest,79422520000.0,132400000.0,254210000.0,164840000.0,Balance Sheet
14,Retained Earnings,,52343450000.0,40226810000.0,30257180000.0,Balance Sheet
15,Additional Paid In Capital,,18987360000.0,18434530000.0,5923380000.0,Balance Sheet
16,Capital Stock,164700000.0,164300000.0,163590000.0,154950000.0,Balance Sheet
17,Common Stock,164700000.0,164300000.0,163590000.0,154950000.0,Balance Sheet
18,Total Liabilities Net Minority Interest,8188130000.0,6760000000.0,5928400000.0,4398040000.0,Balance Sheet
19,Total Non Current Liabilities Net Minority Interest,896800000.0,939750000.0,803120000.0,807810000.0,Balance Sheet
20,Non Current Deferred Taxes Liabilities,842030000.0,877600000.0,738810000.0,740540000.0,Balance Sheet
21,Long Term Debt And Capital Lease Obligation,37440000.0,44820000.0,46980000.0,49940000.0,Balance Sheet
22,Long Term Capital Lease Obligation,4830000.0,6610000.0,7640000.0,9250000.0,Balance Sheet
23,Long Term Debt,32610000.0,38210000.0,39340000.0,40690000.0,Balance Sheet
24,Current Liabilities,7291330000.0,5820250000.0,5125280000.0,3590230000.0,Balance Sheet
25,Other Current Liabilities,924660000.0,552570000.0,63250000.0,171170000.0,Balance Sheet
26,Current Debt And Capital Lease Obligation,7090000.0,2610000.0,2970000.0,10170000.0,Balance Sheet
27,Current Capital Lease Obligation,1490000.0,1490000.0,1620000.0,1260000.0,Balance Sheet
28,Current Debt,5600000.0,1120000.0,1350000.0,8910000.0,Balance Sheet
29,Pensionand Other Post Retirement Benefit Plans Current,,288310000.0,251320000.0,274790000.0,Balance Sheet
30,Current Provisions,313180000.0,247730000.0,251320000.0,,Balance Sheet
31,Payables,5883350000.0,5190170000.0,4528520000.0,2962960000.0,Balance Sheet
32,Other Payable,,381880000.0,234370000.0,364790000.0,Balance Sheet
33,Total Tax Payable,9850000.0,179790000.0,286900000.0,107230000.0,Balance Sheet
34,Accounts Payable,5873500000.0,4628500000.0,4007250000.0,2490940000.0,Balance Sheet
35,Total Assets,87775350000.0,78336210000.0,64960820000.0,40860390000.0,Balance Sheet
36,Total Non Current Assets,18767270000.0,19815420000.0,13724400000.0,12397490000.0,Balance Sheet
37,Other Non Current Assets,1064410000.0,836150000.0,713790000.0,,Balance Sheet
