,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-500540004.805161,294154580.0,150856930.0,-91615040.0
Tax Rate For Calcs,0.259886,0.2641,0.2947,0.3062
Normalized EBITDA,435529900000.0,283903800000.0,221134300000.0,279863700000.0
Total Unusual Items,-1926000000.0,1113800000.0,511900000.0,-299200000.0
Total Unusual Items Excluding Goodwill,-1926000000.0,1113800000.0,511900000.0,-299200000.0
Net Income From Continuing Operation Net Minority Interest,281651900000.0,173581000000.0,126998900000.0,167141900000.0
Reconciled Depreciation,46752700000.0,44286700000.0,37089200000.0,34508400000.0
Reconciled Cost Of Revenue,207837800000.0,189213600000.0,117635400000.0,120218000000.0
EBIT,386851200000.0,240730900000.0,184557000000.0,245056100000.0
Net Interest Income,-6843100000.0,11455000000.0,8827200000.0,28067500000.0
Interest Expense,6843100000.0,4568100000.0,4464600000.0,4342900000.0
Interest Income,,16334900000.0,15274100000.0,33096700000.0
Normalized Income,283077359995.1948,172761354580.0,126637856930.0,167349484960.0
Net Income From Continuing And Discontinued Operation,281651900000.0,173581000000.0,126998900000.0,167141900000.0
Total Expenses,855914200000.0,801680100000.0,665925400000.0,654890600000.0
Rent Expense Supplemental,,141186800000.0,109074800000.0,92711400000.0
Diluted Average Shares,6163061269.0,6161909833.0,6162728327.0,6162728327.0
Basic Average Shares,6163061269.0,6161909833.0,6162728327.0,6162728327.0
Diluted EPS,45.7,28.17,20.61,27.12
Basic EPS,45.7,28.17,20.61,27.12
Diluted NI Availto Com Stockholders,281651900000.0,173581000000.0,126998900000.0,167141900000.0
Net Income Common Stockholders,281651900000.0,173581000000.0,126998900000.0,167141900000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,281651900000.0,173581000000.0,126998900000.0,167141900000.0
Minority Interests,402500000.0,-203200000.0,-22800000.0,138500000.0
Net Income Including Noncontrolling Interests,281249400000.0,173784200000.0,127021700000.0,167003400000.0
Net Income Discontinuous Operations,,,0.0,0.0
Net Income Continuous Operations,281249400000.0,173784200000.0,127021700000.0,167003400000.0
Tax Provision,98758700000.0,62378600000.0,53070700000.0,73709800000.0
Pretax Income,380008100000.0,236162800000.0,180092400000.0,240713200000.0
Other Non Operating Income Expenses,-31501900000.0,20681000000.0,7450300000.0,-29035800000.0
Special Income Charges,-1926000000.0,-270400000.0,-68300000.0,-299200000.0
Other Special Charges,,154800000.0,10200000.0,5500000.0
Write Off,1926000000.0,115600000.0,58100000.0,293700000.0
Net Non Operating Interest Income Expense,-6843100000.0,11455000000.0,8827200000.0,28067500000.0
Total Other Finance Cost,,311800000.0,1982300000.0,686300000.0
Interest Expense Non Operating,6843100000.0,4568100000.0,4464600000.0,4342900000.0
Interest Income Non Operating,,16334900000.0,15274100000.0,33096700000.0
Operating Income,420360500000.0,202960500000.0,163217200000.0,240543600000.0
Operating Expense,648076400000.0,612466500000.0,548290000000.0,534672600000.0
Other Operating Expenses,260229200000.0,154238300000.0,121291900000.0,110829400000.0
Research And Development,,318200000.0,275200000.0,89400000.0
Selling General And Administration,,2209400000.0,1788400000.0,2570800000.0
Selling And Marketing Expense,,267000000.0,226300000.0,557400000.0
General And Administrative Expense,,1942400000.0,1562100000.0,2013400000.0
Rent And Landing Fees,,141186800000.0,109074800000.0,92711400000.0
Gross Profit,1068436900000.0,815427000000.0,711507200000.0,775216200000.0
Cost Of Revenue,207837800000.0,189213600000.0,117635400000.0,120218000000.0
Total Revenue,1276274700000.0,1004640600000.0,829142600000.0,895434200000.0
Operating Revenue,1276274700000.0,1004640600000.0,829142600000.0,895434200000.0
Ordinary Shares Number,6162728327.0,6162728327.0,6162728327.0,6162728327.0
Share Issued,6162728327.0,6162728327.0,6162728327.0,6162728327.0
Net Debt,,,6487400000.0,46569300000.0
Total Debt,43314200000.0,35136400000.0,58828900000.0,64337700000.0
Tangible Book Value,522974300000.0,429418100000.0,364177500000.0,320883700000.0
Invested Capital,613596200000.0,464528000000.0,424002500000.0,385906900000.0
Working Capital,393480600000.0,354402800000.0,330819900000.0,350485000000.0
Net Tangible Assets,522974300000.0,429418100000.0,364177500000.0,320883700000.0
Capital Lease Obligations,2166900000.0,2038800000.0,,
Common Stock Equity,572448900000.0,431430400000.0,365173600000.0,321569200000.0
Total Capitalization,613511400000.0,464448200000.0,392054600000.0,341503000000.0
Total Equity Gross Minority Interest,580155700000.0,438168300000.0,369584400000.0,325510000000.0
Minority Interest,7706800000.0,6737900000.0,4410800000.0,3940800000.0
Stockholders Equity,572448900000.0,431430400000.0,365173600000.0,321569200000.0
Other Equity Interest,510821600000.0,369803100000.0,303546300000.0,
Retained Earnings,,174518000000.0,117409600000.0,75479500000.0
Additional Paid In Capital,,12029600000.0,12029600000.0,12029600000.0
Capital Stock,61627300000.0,61627300000.0,61627300000.0,61627300000.0
Common Stock,61627300000.0,61627300000.0,61627300000.0,61627300000.0
Total Liabilities Net Minority Interest,1531910800000.0,1364265000000.0,1248212500000.0,1174705100000.0
Total Non Current Liabilities Net Minority Interest,844564400000.0,790238300000.0,731783800000.0,690068500000.0
Other Non Current Liabilities,68269900000.0,53292100000.0,49355700000.0,46150500000.0
Non Current Pension And Other Postretirement Benefit Plans,688279500000.0,659440000000.0,631786100000.0,602266000000.0
Non Current Deferred Revenue,,6539700000.0,7117300000.0,7816900000.0
Non Current Deferred Taxes Liabilities,13306800000.0,8110200000.0,7220700000.0,
Long Term Debt And Capital Lease Obligation,42632500000.0,34614400000.0,26881000000.0,19933800000.0
Long Term Capital Lease Obligation,1570000000.0,1596600000.0,,
Long Term Debt,41062500000.0,33017800000.0,26881000000.0,19933800000.0
Long Term Provisions,,659440000000.0,631786100000.0,602266000000.0
Current Liabilities,687346400000.0,574026700000.0,516428700000.0,484636600000.0
Other Current Liabilities,323139400000.0,5925800000.0,17042100000.0,17974600000.0
Current Debt And Capital Lease Obligation,681700000.0,522000000.0,31947900000.0,44403900000.0
Current Capital Lease Obligation,596900000.0,442200000.0,,
Current Debt,84800000.0,79800000.0,31947900000.0,44403900000.0
Pensionand Other Post Retirement Benefit Plans Current,149633800000.0,37866800000.0,,
Current Provisions,,60946800000.0,64659000000.0,67902700000.0
Payables,85739600000.0,228984400000.0,198507000000.0,206118000000.0
Other Payable,,116461000000.0,101261000000.0,81211700000.0
Dividends Payable,,151800000.0,137600000.0,166800000.0
Total Tax Payable,247800000.0,26453800000.0,20732100000.0,23664000000.0
Accounts Payable,85491800000.0,85917800000.0,76376300000.0,101075500000.0
Total Assets,2112066500000.0,1802433300000.0,1617796900000.0,1500215100000.0
Total Non Current Assets,1031239500000.0,874003800000.0,770548300000.0,665093500000.0
Other Non Current Assets,96061500000.0,29991400000.0,24653100000.0,17924000000.0
Non Current Prepaid Assets,,37818400000.0,24362100000.0,25592100000.0
Non Current Deferred Assets,,2577500000.0,,
Non Current Deferred Taxes Assets,41770000000.0,41380900000.0,40594300000.0,33109700000.0
Investmentin Financial Assets,193856900000.0,141269300000.0,133949500000.0,129797900000.0
Held To Maturity Securities,,0.0,6499500000.0,9587000000.0
Available For Sale Securities,193856900000.0,141269300000.0,127450000000.0,120210900000.0
Long Term Equity Investment,,24268900000.0,16676100000.0,9143900000.0
Investmentsin Joint Venturesat Cost,,24268900000.0,16676100000.0,9143900000.0
