,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-512417.33,4627983.25,165928.72012
Tax Rate For Calcs,0.187158,0.37321,0.34915,0.262962
Normalized EBITDA,1075978000.0,1206445000.0,1096601000.0,1028630000.0
Total Unusual Items,539000.0,-1373000.0,13255000.0,631000.0
Total Unusual Items Excluding Goodwill,539000.0,-1373000.0,13255000.0,631000.0
Net Income From Continuing Operation Net Minority Interest,577130000.0,552763000.0,539599000.0,564371000.0
Reconciled Depreciation,352596000.0,314028000.0,268329000.0,248021000.0
Reconciled Cost Of Revenue,4027280000.0,3358607000.0,2456825000.0,2286980000.0
EBIT,723382000.0,891044000.0,841527000.0,781240000.0
Net Interest Income,-13367000.0,15477000.0,15310000.0,-1294000.0
Interest Expense,13367000.0,9144000.0,12456000.0,15512000.0
Interest Income,35534000.0,30039000.0,31249000.0,16531000.0
Normalized Income,577130000.0,553623582.67,530971983.25,563905928.72012
Net Income From Continuing And Discontinued Operation,577130000.0,552763000.0,539599000.0,564371000.0
Total Expenses,6595800000.0,5399782000.0,4224199000.0,3925488000.0
Rent Expense Supplemental,57399000.0,41760000.0,37748000.0,37204000.0
Diluted Average Shares,146259367.0,146239892.0,147459000.0,142442000.0
Basic Average Shares,144387573.0,143256468.0,142292000.0,141374000.0
Diluted EPS,3.97,3.78,3.66,3.96
Basic EPS,4.02,3.86,3.79,3.99
Diluted NI Availto Com Stockholders,577130000.0,552763000.0,539599000.0,564371000.0
Net Income Common Stockholders,577130000.0,552763000.0,539599000.0,564371000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,577130000.0,552763000.0,539599000.0,564371000.0
Net Income Including Noncontrolling Interests,577130000.0,552763000.0,539599000.0,564371000.0
Net Income Continuous Operations,577130000.0,552763000.0,539599000.0,564371000.0
Tax Provision,132885000.0,329137000.0,289472000.0,201357000.0
Pretax Income,710015000.0,881900000.0,829071000.0,765728000.0
Other Non Operating Income Expenses,70439000.0,4167000.0,8767000.0,4820000.0
Special Income Charges,539000.0,-1373000.0,13255000.0,631000.0
Other Special Charges,-539000.0,1373000.0,-13255000.0,-631000.0
Net Non Operating Interest Income Expense,-13367000.0,15477000.0,15310000.0,-1294000.0
Total Other Finance Cost,4290000.0,5418000.0,3483000.0,2313000.0
Interest Expense Non Operating,13367000.0,9144000.0,12456000.0,15512000.0
Interest Income Non Operating,35534000.0,30039000.0,31249000.0,16531000.0
Operating Income,652943000.0,858010000.0,787525000.0,761083000.0
Operating Expense,2568520000.0,2041175000.0,1767374000.0,1638508000.0
Other Operating Expenses,736706000.0,219788000.0,198590000.0,181152000.0
Depreciation And Amortization In Income Statement,352596000.0,314028000.0,268329000.0,248021000.0
Amortization,13377000.0,16467000.0,5645000.0,6296000.0
Depreciation Income Statement,352596000.0,297561000.0,262684000.0,241725000.0
Selling General And Administration,1089761000.0,1107930000.0,908661000.0,836065000.0
Selling And Marketing Expense,1089761000.0,1041132000.0,838306000.0,769323000.0
General And Administrative Expense,71950000.0,66798000.0,70355000.0,66742000.0
Rent And Landing Fees,57399000.0,41760000.0,37748000.0,37204000.0
Gross Profit,3221463000.0,2899185000.0,2554899000.0,2399591000.0
Cost Of Revenue,4027280000.0,3358607000.0,2456825000.0,2286980000.0
Total Revenue,7248743000.0,6257792000.0,5011724000.0,4686571000.0
Operating Revenue,7248743000.0,6257792000.0,5011724000.0,4686571000.0
Ordinary Shares Number,145202778.0,144027778.0,142292276.0,141374278.0
Share Issued,145202778.0,144027778.0,142292276.0,141374278.0
Total Debt,296000.0,2132000.0,2753000.0,3493000.0
Tangible Book Value,3093484000.0,3097291000.0,3067292000.0,2672229000.0
Invested Capital,3250112000.0,3121872000.0,3110255000.0,2764002000.0
Working Capital,1328720000.0,1108167000.0,1119903000.0,635530000.0
Net Tangible Assets,3093484000.0,3097291000.0,3067292000.0,2672229000.0
Capital Lease Obligations,296000.0,2132000.0,2753000.0,3493000.0
Common Stock Equity,3250112000.0,3121872000.0,3110255000.0,2764002000.0
Total Capitalization,3250112000.0,3121872000.0,3110255000.0,2764002000.0
Total Equity Gross Minority Interest,3250112000.0,3121872000.0,3110255000.0,2764002000.0
Stockholders Equity,3250112000.0,3121872000.0,3110255000.0,2764002000.0
Other Equity Interest,1798077000.0,10042000.0,12070000.0,7168000.0
Retained Earnings,679763000.0,575423000.0,682607000.0,458854000.0
Additional Paid In Capital,40461000.0,29801000.0,13961000.0,5543000.0
Capital Stock,1452035000.0,1440285000.0,1422930000.0,1413750000.0
Common Stock,1452035000.0,1440285000.0,1422930000.0,1413750000.0
Total Liabilities Net Minority Interest,1433304000.0,1501973000.0,1206528000.0,1033947000.0
Total Non Current Liabilities Net Minority Interest,185671000.0,289358000.0,128957000.0,120710000.0
Non Current Pension And Other Postretirement Benefit Plans,118173000.0,151843000.0,86104000.0,81273000.0
Non Current Deferred Taxes Liabilities,67498000.0,135809000.0,,
Long Term Debt And Capital Lease Obligation,0.0,1706000.0,169000.0,955000.0
Long Term Capital Lease Obligation,0.0,1706000.0,169000.0,955000.0
Long Term Provisions,118173000.0,151843000.0,42684000.0,38482000.0
Current Liabilities,1247633000.0,1212615000.0,1077571000.0,913237000.0
Other Current Liabilities,203012000.0,50000.0,38000.0,38000.0
Current Deferred Taxes Liabilities,,,35641000.0,
Current Debt And Capital Lease Obligation,296000.0,426000.0,2584000.0,2538000.0
