,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,4123847.093171,1815016.253883,9304.15237,Income Statement
1,Tax Rate For Calcs,0.277661,0.293826,0.10486,0.211458,Income Statement
2,Normalized EBITDA,2848900000.0,2229455000.0,1490152000.0,1507467000.0,Income Statement
3,Total Unusual Items,,14035000.0,17309000.0,44000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,14035000.0,17309000.0,44000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,1275000000.0,909954000.0,467069000.0,417119000.0,Income Statement
6,Reconciled Depreciation,788100000.0,677658000.0,633605000.0,595557000.0,Income Statement
7,Reconciled Cost Of Revenue,6840800000.0,6661447000.0,4951002000.0,4686560000.0,Income Statement
8,EBIT,2060800000.0,1565831000.0,873856000.0,911954000.0,Income Statement
9,Net Interest Income,-295700000.0,-270806000.0,-307586000.0,-326735000.0,Income Statement
10,Interest Expense,295700000.0,277262000.0,352073000.0,382979000.0,Income Statement
11,Interest Income,,6456000.0,44487000.0,56244000.0,Income Statement
12,Normalized Income,1275000000.0,900042847.093171,451575016.253883,417084304.15237,Income Statement
13,Net Income From Continuing And Discontinued Operation,1275000000.0,909954000.0,467069000.0,417119000.0,Income Statement
14,Total Expenses,10169200000.0,9986853000.0,7186098000.0,6965473000.0,Income Statement
15,Diluted Average Shares,24056604.0,23751658.0,24140042.0,24134773.0,Income Statement
16,Basic Average Shares,24056604.0,23751658.0,24140042.0,24134773.0,Income Statement
17,Diluted EPS,53.0,37.69,19.08,17.37,Income Statement
18,Basic EPS,53.0,37.69,19.08,17.37,Income Statement
19,Diluted NI Availto Com Stockholders,1275000000.0,909954000.0,467069000.0,417119000.0,Income Statement
20,Net Income Common Stockholders,1275000000.0,909954000.0,467069000.0,417119000.0,Income Statement
21,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
22,Net Income,1275000000.0,909954000.0,467069000.0,417119000.0,Income Statement
23,Net Income Including Noncontrolling Interests,1275000000.0,909954000.0,467069000.0,417119000.0,Income Statement
24,Net Income Discontinuous Operations,,0.0,,,Income Statement
25,Net Income Continuous Operations,1275000000.0,909954000.0,467069000.0,417119000.0,Income Statement
26,Tax Provision,490100000.0,378615000.0,54714000.0,111856000.0,Income Statement
27,Pretax Income,1765100000.0,1288569000.0,521783000.0,528975000.0,Income Statement
28,Other Non Operating Income Expenses,-2247200000.0,52683000.0,36550000.0,23448000.0,Income Statement
29,Special Income Charges,,14035000.0,17309000.0,44000.0,Income Statement
30,Other Special Charges,,-14035000.0,-17309000.0,-44000.0,Income Statement
31,Net Non Operating Interest Income Expense,-295700000.0,-270806000.0,-307586000.0,-326735000.0,Income Statement
32,Interest Expense Non Operating,295700000.0,277262000.0,352073000.0,382979000.0,Income Statement
33,Interest Income Non Operating,,6456000.0,44487000.0,56244000.0,Income Statement
34,Operating Income,4307900000.0,1409459000.0,639755000.0,726236000.0,Income Statement
35,Operating Expense,3328400000.0,3325406000.0,2235096000.0,2278913000.0,Income Statement
36,Other Operating Expenses,1283500000.0,541207000.0,320085000.0,473450000.0,Income Statement
37,Depreciation And Amortization In Income Statement,788100000.0,677659000.0,633605000.0,595557000.0,Income Statement
38,Amortization,,0.0,,,Income Statement
39,Depreciation Income Statement,788100000.0,677659000.0,633605000.0,595557000.0,Income Statement
40,Selling General And Administration,,765605000.0,381868000.0,233840000.0,Income Statement
41,Selling And Marketing Expense,,763441000.0,379962000.0,231681000.0,Income Statement
42,General And Administrative Expense,,2164000.0,1906000.0,2159000.0,Income Statement
43,Gross Profit,7636300000.0,4734865000.0,2874851000.0,3005149000.0,Income Statement
44,Cost Of Revenue,6840800000.0,6661447000.0,4951002000.0,4686560000.0,Income Statement
45,Total Revenue,14477100000.0,11396312000.0,7825853000.0,7691709000.0,Income Statement
46,Operating Revenue,14477100000.0,11396312000.0,7825853000.0,7691709000.0,Income Statement
0,Ordinary Shares Number,24140800.0,24140800.0,24140800.0,24140800.0,Balance Sheet
1,Share Issued,24140800.0,24140800.0,24140800.0,24140800.0,Balance Sheet
2,Net Debt,4363300000.0,3703728000.0,4282756000.0,3910374000.0,Balance Sheet
3,Total Debt,6544800000.0,5963878000.0,6151092000.0,5658412000.0,Balance Sheet
4,Tangible Book Value,6730200000.0,5595491000.0,4845038000.0,4523482000.0,Balance Sheet
5,Invested Capital,13275000000.0,11559369000.0,11022698000.0,10208462000.0,Balance Sheet
6,Working Capital,1243200000.0,1465981000.0,775422000.0,445827000.0,Balance Sheet
7,Net Tangible Assets,6730200000.0,5595491000.0,4845038000.0,4523482000.0,Balance Sheet
8,Common Stock Equity,6730200000.0,5595491000.0,4871606000.0,4550050000.0,Balance Sheet
9,Total Capitalization,10058300000.0,9101017000.0,7844815000.0,7897050000.0,Balance Sheet
10,Total Equity Gross Minority Interest,6733800000.0,5595491000.0,4871606000.0,4550050000.0,Balance Sheet
11,Minority Interest,3600000.0,,,,Balance Sheet
12,Stockholders Equity,6730200000.0,5595491000.0,4871606000.0,4550050000.0,Balance Sheet
13,Retained Earnings,,-292785000.0,-171907000.0,-173463000.0,Balance Sheet
14,Additional Paid In Capital,,32440000.0,32440000.0,32440000.0,Balance Sheet
15,Capital Stock,241400000.0,241408000.0,241408000.0,241408000.0,Balance Sheet
16,Common Stock,241400000.0,241408000.0,241408000.0,241408000.0,Balance Sheet
17,Total Liabilities Net Minority Interest,9901900000.0,8547017000.0,7800988000.0,6786330000.0,Balance Sheet
18,Total Non Current Liabilities Net Minority Interest,3675500000.0,3824930000.0,3284515000.0,3674761000.0,Balance Sheet
19,Other Non Current Liabilities,36100000.0,19071000.0,22935000.0,22935000.0,Balance Sheet
20,Non Current Pension And Other Postretirement Benefit Plans,,1455000.0,,,Balance Sheet
21,Tradeand Other Payables Non Current,,2603000.0,,,Balance Sheet
22,Non Current Deferred Revenue,,12644000.0,8066000.0,6735000.0,Balance Sheet
23,Non Current Deferred Taxes Liabilities,311300000.0,283631000.0,280305000.0,298091000.0,Balance Sheet
24,Long Term Debt And Capital Lease Obligation,3328100000.0,3505526000.0,2973209000.0,3347000000.0,Balance Sheet
25,Long Term Debt,3328100000.0,3505526000.0,2973209000.0,3347000000.0,Balance Sheet
26,Current Liabilities,6226400000.0,4722087000.0,4516473000.0,3111569000.0,Balance Sheet
27,Other Current Liabilities,1014200000.0,892728000.0,837999000.0,,Balance Sheet
