,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,1282006.920415,103123500.0,47935083.85073
Tax Rate For Calcs,0.248401,0.134948,0.3,0.33071
Normalized EBITDA,49500000.0,1660600000.0,2089555000.0,1746244000.0
Total Unusual Items,,9500000.0,343745000.0,144946000.0
Total Unusual Items Excluding Goodwill,,9500000.0,343745000.0,144946000.0
Net Income From Continuing Operation Net Minority Interest,-386300000.0,150400000.0,6136000.0,-1144479000.0
Reconciled Depreciation,12100000.0,10800000.0,16022000.0,22551000.0
Reconciled Cost Of Revenue,963800000.0,1148100000.0,57657000.0,8067451000.0
EBIT,37400000.0,1659300000.0,2417278000.0,1868639000.0
Net Interest Income,-584500000.0,-236500000.0,-1748548000.0,-1982305000.0
Interest Expense,584500000.0,1485900000.0,2353295000.0,3578642000.0
Interest Income,,442900000.0,778068000.0,1728719000.0
Normalized Income,-386300000.0,142182006.920415,-234485500.0,-1241489916.14927
Net Income From Continuing And Discontinued Operation,-386300000.0,150400000.0,6136000.0,-1144479000.0
Total Expenses,1275500000.0,1515900000.0,362963000.0,8799962000.0
Rent Expense Supplemental,,700000.0,113000.0,265000.0
Diluted Average Shares,,37884131.0,37843889.0,37843889.0
Basic Average Shares,,37884131.0,37843889.0,37843889.0
Diluted EPS,,3.97,0.16,-13.69
Basic EPS,,3.97,0.16,-13.69
Diluted NI Availto Com Stockholders,-386300000.0,150400000.0,6136000.0,-1144479000.0
Net Income Common Stockholders,-386300000.0,150400000.0,6136000.0,-1144479000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-386300000.0,150400000.0,6136000.0,-1144479000.0
Minority Interests,,0.0,8000.0,9000.0
Net Income Including Noncontrolling Interests,-386300000.0,150400000.0,6128000.0,-1144488000.0
Net Income Continuous Operations,-386300000.0,150400000.0,6128000.0,-1144488000.0
Tax Provision,-135900000.0,23400000.0,58366000.0,-565515000.0
Pretax Income,-547100000.0,173400000.0,63983000.0,-1710003000.0
Other Non Operating Income Expenses,351400000.0,7800000.0,8972000.0,3845000.0
Special Income Charges,,700000.0,-322288000.0,0.0
Other Special Charges,,-700000.0,-212000.0,
Restructuring And Mergern Acquisition,,0.0,322500000.0,
Net Non Operating Interest Income Expense,-584500000.0,-236500000.0,-1748548000.0,-1982305000.0
Total Other Finance Cost,,-806500000.0,173321000.0,132382000.0
Interest Expense Non Operating,584500000.0,1485900000.0,2353295000.0,3578642000.0
Interest Income Non Operating,,442900000.0,778068000.0,1728719000.0
Operating Income,-314000000.0,400000000.0,1459453000.0,113931000.0
Operating Expense,311700000.0,367800000.0,305306000.0,732511000.0
Other Operating Expenses,118400000.0,60800000.0,98159000.0,368168000.0
Depreciation And Amortization In Income Statement,12100000.0,10800000.0,16022000.0,22551000.0
Depreciation Income Statement,12100000.0,10800000.0,16022000.0,22551000.0
Selling General And Administration,,187400000.0,110406000.0,179562000.0
Selling And Marketing Expense,,145900000.0,88160000.0,129563000.0
General And Administrative Expense,,41500000.0,22246000.0,49999000.0
Rent And Landing Fees,,700000.0,113000.0,265000.0
Gross Profit,-2300000.0,767800000.0,1764759000.0,846442000.0
Cost Of Revenue,963800000.0,1148100000.0,57657000.0,8067451000.0
Total Revenue,961500000.0,1915900000.0,1822416000.0,8913893000.0
Operating Revenue,961500000.0,1915900000.0,1822416000.0,8913893000.0
Ordinary Shares Number,37843889.0,37843889.0,27938889.0,27938889.0
Share Issued,37843889.0,37843889.0,27938889.0,27938889.0
Net Debt,15716800000.0,15182300000.0,16637461000.0,24448464000.0
Total Debt,15872800000.0,15275900000.0,16731407000.0,24546555000.0
Tangible Book Value,619300000.0,1021100000.0,931329000.0,203639000.0
Invested Capital,16739500000.0,16539000000.0,17839056000.0,24866775000.0
Working Capital,8029800000.0,2157200000.0,2765588000.0,1810887000.0
Net Tangible Assets,619300000.0,1021100000.0,931329000.0,203639000.0
Capital Lease Obligations,5100000.0,11500000.0,17316000.0,4862000.0
Common Stock Equity,871800000.0,1274600000.0,1124965000.0,325082000.0
Total Capitalization,9539700000.0,3456800000.0,3380928000.0,8252212000.0
Total Equity Gross Minority Interest,871800000.0,1274600000.0,1125303000.0,325860000.0
Minority Interest,0.0,0.0,338000.0,778000.0
Stockholders Equity,871800000.0,1274600000.0,1124965000.0,325082000.0
Other Equity Interest,796100000.0,1198900000.0,359737000.0,
Fixed Assets Revaluation Reserve,,,16564000.0,16564000.0
Retained Earnings,,937500000.0,770672000.0,-1215897000.0
Capital Stock,75700000.0,75700000.0,75688000.0,55878000.0
Common Stock,75700000.0,75700000.0,75688000.0,55878000.0
Total Liabilities Net Minority Interest,18865900000.0,17396200000.0,18554191000.0,28970678000.0
Total Non Current Liabilities Net Minority Interest,9056700000.0,2577400000.0,2650227000.0,8310067000.0
Other Non Current Liabilities,371000000.0,371000000.0,371044000.0,371044000.0
Non Current Pension And Other Postretirement Benefit Plans,,14200000.0,11729000.0,11893000.0
Long Term Debt And Capital Lease Obligation,8667900000.0,2192200000.0,2267454000.0,7927130000.0
Long Term Capital Lease Obligation,0.0,10000000.0,11491000.0,
Long Term Debt,8667900000.0,2182200000.0,2255963000.0,7927130000.0
Long Term Provisions,17800000.0,14200000.0,11730000.0,
Current Liabilities,9809200000.0,14818800000.0,15903964000.0,20660611000.0
Other Current Liabilities,2221400000.0,311500000.0,241435000.0,504006000.0
Current Debt And Capital Lease Obligation,7204900000.0,13083700000.0,14463953000.0,16619425000.0
Current Capital Lease Obligation,5100000.0,1500000.0,5825000.0,4862000.0
Current Debt,7199800000.0,13082200000.0,14458128000.0,16614563000.0
Pensionand Other Post Retirement Benefit Plans Current,,154000000.0,153221000.0,
Current Provisions,9300000.0,154000000.0,150339000.0,344697000.0
Payables,39400000.0,120400000.0,223034000.0,421580000.0
Other Payable,,16300000.0,17448000.0,127341000.0
Total Tax Payable,,59000000.0,38532000.0,95723000.0
Accounts Payable,39400000.0,45100000.0,167054000.0,198516000.0
Total Assets,19737700000.0,18670800000.0,19679494000.0,29296538000.0
Total Non Current Assets,1898700000.0,1694800000.0,1009942000.0,6825040000.0
Other Non Current Assets,12300000.0,16000000.0,17047000.0,
Non Current Prepaid Assets,,79600000.0,84808000.0,3081703000.0
Non Current Deferred Taxes Assets,335500000.0,199700000.0,215388000.0,607801000.0
Investmentin Financial Assets,1060200000.0,903700000.0,176801000.0,2605191000.0
Held To Maturity Securities,,903600000.0,176700000.0,1309200000.0
Available For Sale Securities,1060200000.0,100000.0,101000.0,102958000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,0.0,1193033000.0
Long Term Equity Investment,,8700000.0,8308000.0,7797000.0
Investmentsin Associatesat Cost,,8700000.0,8308000.0,7797000.0
Investment Properties,224900000.0,230300000.0,309523000.0,376555000.0
Goodwill And Other Intangible Assets,252500000.0,253500000.0,193636000.0,121443000.0
Other Intangible Assets,800000.0,1800000.0,2235000.0,4924000.0
Goodwill,251700000.0,251700000.0,191401000.0,116519000.0
Net PPE,13300000.0,14600000.0,21478000.0,10650000.0
Accumulated Depreciation,,-33100000.0,-27019000.0,-30917000.0
