,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-24148214.292846,108000.0,31469.180299
Tax Rate For Calcs,0.299048,0.268099,0.3,0.119201
Normalized EBITDA,3613761000.0,2112072000.0,1474731000.0,2581300000.0
Total Unusual Items,,-90072000.0,360000.0,264000.0
Total Unusual Items Excluding Goodwill,,-90072000.0,360000.0,264000.0
Net Income From Continuing Operation Net Minority Interest,952912000.0,439852000.0,15322000.0,910315000.0
Reconciled Depreciation,1359963000.0,988131000.0,901623000.0,1141796000.0
Reconciled Cost Of Revenue,12133766000.0,9306969000.0,6021532000.0,10640145000.0
EBIT,2253798000.0,1033869000.0,573468000.0,1439768000.0
Net Interest Income,-894264000.0,-566571000.0,-530941000.0,-419460000.0
Interest Expense,894264000.0,432897000.0,527691000.0,406257000.0
Interest Income,,103211000.0,172024000.0,225870000.0
Normalized Income,952912000.0,505775785.707154,15070000.0,910082469.180299
Net Income From Continuing And Discontinued Operation,952912000.0,439852000.0,15322000.0,910315000.0
Total Expenses,15832218000.0,11979491000.0,8274874000.0,13793078000.0
Rent Expense Supplemental,,346333000.0,278366000.0,719221000.0
Diluted Average Shares,68211310.0,67933570.0,67891497.0,67891497.0
Basic Average Shares,67871225.0,67933570.0,67891497.0,67891497.0
Diluted EPS,13.97,7.03,0.23,13.41
Basic EPS,14.04,7.03,0.23,13.41
Diluted NI Availto Com Stockholders,952912000.0,439852000.0,15322000.0,910315000.0
Net Income Common Stockholders,952912000.0,439852000.0,15322000.0,910315000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,952912000.0,439852000.0,15322000.0,910315000.0
Minority Interests,-56000.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,952968000.0,439852000.0,15322000.0,910315000.0
Net Income Continuous Operations,952968000.0,439852000.0,15322000.0,910315000.0
Tax Provision,406566000.0,161120000.0,30455000.0,123196000.0
Pretax Income,1359534000.0,600972000.0,45777000.0,1033511000.0
Other Non Operating Income Expenses,95186000.0,27679000.0,110665000.0,10923000.0
Special Income Charges,,-90091000.0,,
Impairment Of Capital Assets,,90091000.0,,
Net Non Operating Interest Income Expense,-894264000.0,-566571000.0,-530941000.0,-419460000.0
Total Other Finance Cost,,236885000.0,175274000.0,239073000.0
