,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,7154.833397,-34233900.0,0.0
Tax Rate For Calcs,0.273466,0.25553,0.3,0.3
Normalized EBITDA,403629000.0,788311000.0,147985000.0,23839000.0
Total Unusual Items,0.0,28000.0,-114113000.0,
Total Unusual Items Excluding Goodwill,0.0,28000.0,-114113000.0,
Net Income From Continuing Operation Net Minority Interest,266377000.0,568642000.0,28020000.0,17194000.0
Reconciled Depreciation,33530000.0,20912000.0,18630000.0,22908000.0
Reconciled Cost Of Revenue,1181290000.0,572968000.0,500595000.0,355480000.0
EBIT,370099000.0,767427000.0,15242000.0,931000.0
Net Interest Income,-3458000.0,45056000.0,8810000.0,14831000.0
Interest Expense,3458000.0,3606000.0,1553000.0,2139000.0
Interest Income,,51375000.0,16722000.0,16456000.0
Normalized Income,266377000.0,568621154.833397,107899100.0,17194000.0
Net Income From Continuing And Discontinued Operation,266377000.0,568642000.0,28020000.0,17194000.0
Total Expenses,1511824000.0,1354906000.0,1157164000.0,888587000.0
Rent Expense Supplemental,,0.0,949000.0,1267000.0
Diluted Average Shares,211410317.0,222125781.0,222172990.0,222172990.0
Basic Average Shares,211410317.0,222125781.0,222172990.0,222172990.0
Diluted EPS,1.26,2.56,0.13,-0.001539
Basic EPS,1.26,2.56,0.13,-0.001539
Diluted NI Availto Com Stockholders,266377000.0,568642000.0,28020000.0,17194000.0
Net Income Common Stockholders,266377000.0,568642000.0,28020000.0,17194000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,266377000.0,568642000.0,28020000.0,17194000.0
Net Income Including Noncontrolling Interests,266377000.0,568642000.0,28020000.0,17194000.0
Net Income Continuous Operations,266377000.0,568642000.0,28020000.0,17194000.0
Tax Provision,100264000.0,195179000.0,-14331000.0,-866000.0
Pretax Income,366641000.0,763821000.0,13689000.0,-1208000.0
Other Non Operating Income Expenses,72040000.0,51403000.0,80650000.0,
Special Income Charges,0.0,0.0,-177995000.0,
Other Special Charges,,,171963000.0,
Write Off,,0.0,6032000.0,
Net Non Operating Interest Income Expense,-3458000.0,45056000.0,8810000.0,14831000.0
Total Other Finance Cost,,2713000.0,6359000.0,-514000.0
Interest Expense Non Operating,3458000.0,3606000.0,1553000.0,2139000.0
Interest Income Non Operating,,51375000.0,16722000.0,16456000.0
Operating Income,298059000.0,718737000.0,118992000.0,-16039000.0
Operating Expense,330534000.0,781938000.0,656569000.0,533107000.0
Other Operating Expenses,244892000.0,653896000.0,554923000.0,433280000.0
Depreciation And Amortization In Income Statement,33530000.0,20912000.0,18630000.0,22908000.0
Amortization,,38000.0,46000.0,53000.0
Depreciation Income Statement,33530000.0,20874000.0,18584000.0,22855000.0
Selling General And Administration,,44224000.0,39561000.0,27800000.0
Selling And Marketing Expense,,41273000.0,37239000.0,24890000.0
General And Administrative Expense,,2951000.0,2322000.0,2910000.0
Rent And Landing Fees,,0.0,949000.0,1267000.0
Gross Profit,628593000.0,1500675000.0,775561000.0,517068000.0
Cost Of Revenue,1181290000.0,572968000.0,500595000.0,355480000.0
Total Revenue,1809883000.0,2073643000.0,1276156000.0,872548000.0
Operating Revenue,1809883000.0,2073643000.0,1276156000.0,872548000.0
Ordinary Shares Number,212172990.0,222172990.0,222172990.0,222172990.0
Share Issued,212172990.0,222172990.0,222172990.0,222172990.0
Net Debt,20195000.0,2785000.0,,
Total Debt,29236000.0,8622000.0,51135000.0,24133000.0
Tangible Book Value,1605502000.0,1748927000.0,1180079000.0,1515522000.0
Invested Capital,1626813000.0,1749486000.0,1214897000.0,1523446000.0
Working Capital,1386126000.0,1547529000.0,1006979000.0,557939000.0
