,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,-46522140.0,84828600.0,10470000.0,Income Statement
1,Tax Rate For Calcs,0.2586,0.2732,0.3,Income Statement
2,Normalized EBITDA,26093900000.0,12079900000.0,6889200000.0,Income Statement
3,Total Unusual Items,-179900000.0,310500000.0,34900000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,-179900000.0,310500000.0,34900000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,17104100000.0,6969500000.0,5080100000.0,Income Statement
6,Reconciled Depreciation,2916900000.0,2723000000.0,2643300000.0,Income Statement
7,Reconciled Cost Of Revenue,39831900000.0,23281200000.0,27377600000.0,Income Statement
8,EBIT,22997100000.0,9667400000.0,4280800000.0,Income Statement
9,Net Interest Income,1157100000.0,659900000.0,397800000.0,Income Statement
10,Interest Expense,16600000.0,184300000.0,32500000.0,Income Statement
11,Interest Income,1191700000.0,859400000.0,450500000.0,Income Statement
12,Normalized Income,17237477860.0,6743828600.0,5055670000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,17104100000.0,6969500000.0,5080100000.0,Income Statement
14,Total Expenses,64459200000.0,42983100000.0,47924600000.0,Income Statement
15,Rent Expense Supplemental,40100000.0,44700000.0,43600000.0,Income Statement
16,Diluted Average Shares,155418783.0,155418783.0,155418783.0,Income Statement
17,Basic Average Shares,155418783.0,155418783.0,155418783.0,Income Statement
18,Diluted EPS,110.05,44.84,32.69,Income Statement
19,Basic EPS,110.05,44.84,32.69,Income Statement
20,Diluted NI Availto Com Stockholders,17104100000.0,6969500000.0,5080100000.0,Income Statement
21,Net Income Common Stockholders,17104100000.0,6969500000.0,5080100000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,17104100000.0,6969500000.0,5080100000.0,Income Statement
24,Net Income Including Noncontrolling Interests,17104100000.0,6969500000.0,5080100000.0,Income Statement
25,Net Income Continuous Operations,17104100000.0,6969500000.0,5080100000.0,Income Statement
26,Tax Provision,5943000000.0,2591000000.0,-740700000.0,Income Statement
27,Pretax Income,22980500000.0,9483100000.0,4248300000.0,Income Statement
28,Other Non Operating Income Expenses,211500000.0,284300000.0,211400000.0,Income Statement
29,Special Income Charges,-130400000.0,-74600000.0,39100000.0,Income Statement
30,Other Special Charges,-23200000.0,-45300000.0,-113700000.0,Income Statement
31,Write Off,153600000.0,119900000.0,27800000.0,Income Statement
32,Impairment Of Capital Assets,,,46800000.0,Income Statement
33,Net Non Operating Interest Income Expense,1157100000.0,659900000.0,397800000.0,Income Statement
34,Total Other Finance Cost,18000000.0,15200000.0,20200000.0,Income Statement
35,Interest Expense Non Operating,16600000.0,184300000.0,32500000.0,Income Statement
36,Interest Income Non Operating,1191700000.0,859400000.0,450500000.0,Income Statement
37,Operating Income,21775400000.0,8138600000.0,3510100000.0,Income Statement
38,Operating Expense,24627300000.0,19701900000.0,20547000000.0,Income Statement
39,Other Operating Expenses,17386800000.0,12788600000.0,13251000000.0,Income Statement
40,Depreciation And Amortization In Income Statement,2916900000.0,2723000000.0,2643300000.0,Income Statement
41,Amortization,39600000.0,29500000.0,27400000.0,Income Statement
42,Depreciation Income Statement,2877300000.0,2693500000.0,2615900000.0,Income Statement
43,Selling General And Administration,403700000.0,421600000.0,320300000.0,Income Statement
44,Selling And Marketing Expense,20200000.0,22300000.0,14800000.0,Income Statement
45,General And Administrative Expense,383500000.0,399300000.0,305500000.0,Income Statement
46,Rent And Landing Fees,40100000.0,44700000.0,43600000.0,Income Statement
47,Gross Profit,46402700000.0,27840500000.0,24057100000.0,Income Statement
48,Cost Of Revenue,39831900000.0,23281200000.0,27377600000.0,Income Statement
49,Total Revenue,86234600000.0,51121700000.0,51434700000.0,Income Statement
50,Operating Revenue,86234600000.0,51121700000.0,51434700000.0,Income Statement
0,Ordinary Shares Number,155418783.0,155418783.0,155418783.0,Balance Sheet
1,Share Issued,155418783.0,155418783.0,155418783.0,Balance Sheet
2,Net Debt,,,7929000000.0,Balance Sheet
3,Total Debt,17700000.0,40600000.0,8604900000.0,Balance Sheet
4,Tangible Book Value,79699700000.0,60471000000.0,52768100000.0,Balance Sheet
5,Invested Capital,79900000000.0,60703600000.0,61579300000.0,Balance Sheet
6,Working Capital,35263800000.0,24713500000.0,18478900000.0,Balance Sheet
7,Net Tangible Assets,79699700000.0,60471000000.0,52768100000.0,Balance Sheet
8,Capital Lease Obligations,17000000.0,19000000.0,18500000.0,Balance Sheet
9,Common Stock Equity,79899300000.0,60682000000.0,52992900000.0,Balance Sheet
10,Total Capitalization,79899300000.0,60682000000.0,52992900000.0,Balance Sheet
11,Total Equity Gross Minority Interest,79899300000.0,60682000000.0,52992900000.0,Balance Sheet
12,Stockholders Equity,79899300000.0,60682000000.0,52992900000.0,Balance Sheet
13,Other Equity Interest,78346100000.0,,,Balance Sheet
14,Retained Earnings,41665800000.0,25657200000.0,19967300000.0,Balance Sheet
15,Additional Paid In Capital,3132100000.0,3133100000.0,3133100000.0,Balance Sheet
16,Capital Stock,1554200000.0,1554200000.0,1554200000.0,Balance Sheet
17,Common Stock,1554200000.0,1554200000.0,1554200000.0,Balance Sheet
18,Total Liabilities Net Minority Interest,27278800000.0,23166100000.0,31193700000.0,Balance Sheet
19,Total Non Current Liabilities Net Minority Interest,13764700000.0,13558200000.0,13191000000.0,Balance Sheet
20,Other Non Current Liabilities,1000000.0,,,Balance Sheet
21,Non Current Pension And Other Postretirement Benefit Plans,2545400000.0,2602300000.0,,Balance Sheet
22,Tradeand Other Payables Non Current,51200000.0,51200000.0,,Balance Sheet
23,Non Current Deferred Revenue,6377900000.0,6985100000.0,7591600000.0,Balance Sheet
24,Non Current Deferred Taxes Liabilities,4222500000.0,3909100000.0,3160800000.0,Balance Sheet
25,Long Term Debt And Capital Lease Obligation,9700000.0,10500000.0,6700000.0,Balance Sheet
26,Long Term Capital Lease Obligation,9700000.0,10500000.0,6700000.0,Balance Sheet
27,Long Term Provisions,557000000.0,2602300000.0,2431900000.0,Balance Sheet
28,Current Liabilities,13514100000.0,9607900000.0,18002700000.0,Balance Sheet
29,Other Current Liabilities,1367600000.0,846600000.0,479700000.0,Balance Sheet
30,Current Debt And Capital Lease Obligation,8000000.0,30100000.0,8598200000.0,Balance Sheet
31,Current Capital Lease Obligation,7300000.0,8500000.0,11800000.0,Balance Sheet
32,Current Debt,700000.0,21600000.0,8586400000.0,Balance Sheet
33,Pensionand Other Post Retirement Benefit Plans Current,805700000.0,333200000.0,,Balance Sheet
34,Current Provisions,15900000.0,16000000.0,622800000.0,Balance Sheet
35,Payables,7890800000.0,6328500000.0,6623100000.0,Balance Sheet
36,Other Payable,731200000.0,687800000.0,473200000.0,Balance Sheet
37,Dividends Payable,120200000.0,107100000.0,105700000.0,Balance Sheet
38,Total Tax Payable,361000000.0,411600000.0,241400000.0,Balance Sheet
39,Accounts Payable,6678400000.0,5122000000.0,5802800000.0,Balance Sheet
40,Total Assets,107178100000.0,83848100000.0,84186600000.0,Balance Sheet
41,Total Non Current Assets,58400200000.0,49526700000.0,47705000000.0,Balance Sheet
42,Other Non Current Assets,911000000.0,732800000.0,,Balance Sheet
43,Non Current Prepaid Assets,640100000.0,547600000.0,568700000.0,Balance Sheet
44,Investmentin Financial Assets,12557000000.0,7798900000.0,5946800000.0,Balance Sheet
45,Available For Sale Securities,12557000000.0,7798900000.0,5946800000.0,Balance Sheet
46,Long Term Equity Investment,924400000.0,857800000.0,780400000.0,Balance Sheet
47,Investmentsin Associatesat Cost,924400000.0,857800000.0,780400000.0,Balance Sheet
48,Investment Properties,172800000.0,177000000.0,181300000.0,Balance Sheet
49,Goodwill And Other Intangible Assets,199600000.0,211000000.0,224800000.0,Balance Sheet
