,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,1413136.935416,347249.004953,1474759.104816
Tax Rate For Calcs,0.4,0.171414,0.025716,0.061819
Normalized EBITDA,1937000000.0,-38445000.0,-57277000.0,-70439000.0
Total Unusual Items,-7000.0,8244000.0,13503000.0,23856000.0
Total Unusual Items Excluding Goodwill,-7000.0,8244000.0,13503000.0,23856000.0
Net Income From Continuing Operation Net Minority Interest,1952900000.0,1427135000.0,88122000.0,1799427000.0
Reconciled Depreciation,20200000.0,19661000.0,19340000.0,18155000.0
Reconciled Cost Of Revenue,95800000.0,83055000.0,87695000.0,82897000.0
EBIT,1916800000.0,-49862000.0,-63114000.0,-64738000.0
Net Interest Income,10035000.0,177338000.0,142239000.0,164553000.0
Interest Income,10035000.0,177338000.0,142239000.0,164553000.0
Normalized Income,1952900000.0,1420304136.935416,74966249.004953,1777045759.104816
Net Income From Continuing And Discontinued Operation,1952900000.0,1427135000.0,88122000.0,1799427000.0
Total Expenses,246700000.0,219065000.0,215908000.0,218493000.0
Rent Expense Supplemental,45000.0,,,
Diluted Average Shares,11428568.0,11428568.0,11428568.0,11428568.0
Basic Average Shares,11428568.0,11428568.0,11428568.0,11428568.0
Diluted EPS,170.88,124.87,7.71,157.45
Basic EPS,170.88,124.87,7.71,157.45
Diluted NI Availto Com Stockholders,1952900000.0,1427135000.0,88122000.0,1799427000.0
Net Income Common Stockholders,1952900000.0,1427135000.0,88122000.0,1799427000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1952900000.0,1427135000.0,88122000.0,1799427000.0
Net Income Including Noncontrolling Interests,1952900000.0,1427135000.0,88122000.0,1799427000.0
Net Income Continuous Operations,1952900000.0,1427135000.0,88122000.0,1799427000.0
Tax Provision,-22100000.0,295239000.0,2326000.0,118569000.0
Pretax Income,1930800000.0,1722374000.0,90448000.0,1917996000.0
Other Non Operating Income Expenses,14000000.0,-2955000.0,-2180000.0,-2106000.0
Special Income Charges,-7000.0,100000.0,741000.0,-139000.0
Other Special Charges,1000.0,-106000.0,-747000.0,133000.0
Impairment Of Capital Assets,6000.0,6000.0,6000.0,6000.0
Net Non Operating Interest Income Expense,10035000.0,177338000.0,142239000.0,164553000.0
Interest Income Non Operating,10035000.0,177338000.0,142239000.0,164553000.0
Operating Income,1916800000.0,-49862000.0,-63114000.0,-64738000.0
Operating Expense,150900000.0,136010000.0,128213000.0,135596000.0
Other Operating Expenses,52900000.0,26694000.0,22096000.0,23523000.0
Depreciation And Amortization In Income Statement,20200000.0,19661000.0,19334000.0,18149000.0
Depreciation Income Statement,20200000.0,19661000.0,19334000.0,18149000.0
Selling General And Administration,4342000.0,5000000.0,4332000.0,5183000.0
General And Administrative Expense,4342000.0,5000000.0,4332000.0,5183000.0
Rent And Landing Fees,45000.0,,,
Gross Profit,2067700000.0,86148000.0,65099000.0,70858000.0
Cost Of Revenue,95800000.0,83055000.0,87695000.0,82897000.0
Total Revenue,2163500000.0,169203000.0,152794000.0,153755000.0
Operating Revenue,2163500000.0,169203000.0,152794000.0,153755000.0
Ordinary Shares Number,11428568.0,11428568.0,11428568.0,11428568.0
Share Issued,11428568.0,11428568.0,11428568.0,11428568.0
Tangible Book Value,190428100000.0,228529506000.0,162435669000.0,82107745000.0
Invested Capital,190428100000.0,228529506000.0,162435669000.0,82107745000.0
Working Capital,203755000000.0,1294956000.0,928980000.0,1844698000.0
Net Tangible Assets,190428100000.0,228529506000.0,162435669000.0,82107745000.0
Common Stock Equity,190428100000.0,228529506000.0,162435669000.0,82107745000.0
Total Capitalization,190428100000.0,228529506000.0,162435669000.0,82107745000.0
Total Equity Gross Minority Interest,190428100000.0,228529506000.0,162435669000.0,82107745000.0
Stockholders Equity,190428100000.0,228529506000.0,162435669000.0,82107745000.0
Other Equity Interest,190313800000.0,228415200000.0,,
Retained Earnings,2442948000.0,2546241000.0,1689887000.0,1600566000.0
Capital Stock,114300000.0,114286000.0,114286000.0,114286000.0
Common Stock,114300000.0,114286000.0,114286000.0,114286000.0
Total Liabilities Net Minority Interest,13554800000.0,18455858000.0,10363304000.0,150064000.0
Total Non Current Liabilities Net Minority Interest,13494200000.0,18376076000.0,10251534000.0,28937000.0
Other Non Current Liabilities,,1900000.0,3100000.0,
Non Current Pension And Other Postretirement Benefit Plans,7409000.0,,,
Tradeand Other Payables Non Current,38300000.0,3088000.0,4228000.0,15439000.0
Non Current Deferred Revenue,1010000.0,,,
Non Current Deferred Taxes Liabilities,13441500000.0,18372988000.0,10247306000.0,0.0
Long Term Provisions,7400000.0,29000000.0,4500000.0,13498000.0
Current Liabilities,60600000.0,79782000.0,111770000.0,121127000.0
Other Current Liabilities,,13500000.0,19000000.0,
Pensionand Other Post Retirement Benefit Plans Current,,9300000.0,8167000.0,8830000.0
Current Provisions,,9285000.0,8200000.0,8830000.0
Payables,1900000.0,60781000.0,100911000.0,109714000.0
Other Payable,10639000.0,12322000.0,31811000.0,40526000.0
Dividends Payable,48036000.0,42382000.0,46480000.0,58066000.0
Total Tax Payable,,999000.0,809000.0,484000.0
Accounts Payable,1900000.0,5078000.0,21811000.0,10638000.0
Total Assets,203982900000.0,246985364000.0,172798973000.0,82257809000.0
Total Non Current Assets,167300000.0,245610626000.0,171758223000.0,80291984000.0
Other Non Current Assets,42500000.0,3000000.0,3000000.0,
Non Current Prepaid Assets,,1086000.0,1086000.0,1100000.0
Non Current Deferred Taxes Assets,,,0.0,331701000.0
Investmentin Financial Assets,,245481392000.0,171611279000.0,79797056000.0
Held To Maturity Securities,,1750397000.0,1853348000.0,856088000.0
Available For Sale Securities,,243730995000.0,169757931000.0,78940968000.0
Net PPE,119800000.0,125117000.0,142827000.0,153304000.0
Accumulated Depreciation,-238653000.0,-218783000.0,-199356000.0,-184136000.0
Gross PPE,358415000.0,343900000.0,342183000.0,337440000.0
Construction In Progress,0.0,0.0,0.0,0.0
Other Properties,,125100000.0,142800000.0,
Machinery Furniture Equipment,301111000.0,286590000.0,284867000.0,280118000.0
Buildings And Improvements,57002000.0,57002000.0,57002000.0,57002000.0
Land And Improvements,302000.0,308000.0,314000.0,320000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,203815600000.0,1374738000.0,1040750000.0,1965825000.0
Other Current Assets,,700000.0,2000000.0,
Restricted Cash,48036000.0,42382000.0,46480000.0,58066000.0
Prepaid Assets,4669000.0,2692000.0,2514000.0,1782000.0
Inventory,,64623000.0,36042000.0,33564000.0
Other Inventories,,160000.0,164000.0,52000.0
Finished Goods,,,,0.0
Work In Process,,49847000.0,30261000.0,27438000.0
Raw Materials,,14616000.0,5617000.0,6074000.0
Other Receivables,54640000.0,105531000.0,91095000.0,55413000.0
Taxes Receivable,,0.0,,7134000.0
Accounts Receivable,65500000.0,100238000.0,68329000.0,46995000.0
Allowance For Doubtful Accounts Receivable,0.0,0.0,0.0,0.0
Gross Accounts Receivable,65427000.0,100238000.0,68329000.0,46995000.0
Cash Cash Equivalents And Short Term Investments,203750100000.0,1059272000.0,796290000.0,1762871000.0
Other Short Term Investments,203746500000.0,1057025000.0,790293000.0,1011275000.0
Cash And Cash Equivalents,3600000.0,2247000.0,5997000.0,751596000.0
Cash Equivalents,,,,730000000.0
Cash Financial,3640000.0,2247000.0,5997000.0,21596000.0
Free Cash Flow,2071900000.0,-383714000.0,-66396000.0,-95232000.0
Capital Expenditure,-15800000.0,-1969000.0,-9630000.0,-25096000.0
End Cash Position,3600000.0,2247000.0,5997000.0,751596000.0
Beginning Cash Position,2200000.0,5997000.0,751596000.0,3969000.0
Changes In Cash,1400000.0,-3750000.0,-745599000.0,747627000.0
Financing Cash Flow,-2051500000.0,-575526000.0,-11586000.0,-1129167000.0
Net Other Financing Charges,,,,-194982000.0
Cash Dividends Paid,-2051500000.0,-575526000.0,-11586000.0,-934185000.0
Common Stock Dividend Paid,,,-11600000.0,-934185000.0
Investing Cash Flow,-34800000.0,953521000.0,-677247000.0,1946930000.0
Interest Received Cfi,,146622000.0,78580000.0,94233000.0
Dividends Received Cfi,,1589609000.0,0.0,1796431000.0
Net Investment Purchase And Sale,-19900000.0,-780859000.0,-747711000.0,80930000.0
Sale Of Investment,3683300000.0,1253173000.0,1491885000.0,1539853000.0
Purchase Of Investment,-3703200000.0,-2034032000.0,-2239596000.0,-1458923000.0
Net PPE Purchase And Sale,-14900000.0,-1851000.0,-8116000.0,-24664000.0
