,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,77975359.392995,100333076.205838,67456523.056034,87787350.0
Tax Rate For Calcs,0.226706,0.177631,0.252911,0.261
Normalized EBITDA,2308830000.0,1781840000.0,1158100000.0,818280000.0
Total Unusual Items,343950000.0,564840000.0,266720000.0,336350000.0
Total Unusual Items Excluding Goodwill,343950000.0,564840000.0,266720000.0,336350000.0
Net Income From Continuing Operation Net Minority Interest,2282920000.0,1860980000.0,1001420000.0,792490000.0
Reconciled Depreciation,90660000.0,75210000.0,76240000.0,72390000.0
Reconciled Cost Of Revenue,4113020000.0,2853610000.0,2748980000.0,2429360000.0
EBIT,2562120000.0,2271470000.0,1348580000.0,1082240000.0
Net Interest Income,349190000.0,304550000.0,175250000.0,-26050000.0
Interest Expense,10330000.0,8520000.0,8150000.0,9410000.0
Interest Income,397270000.0,346510000.0,210970000.0,
Normalized Income,2016945359.392995,1396473076.205838,802156523.056034,543927350.0
Net Income From Continuing And Discontinued Operation,2282920000.0,1860980000.0,1001420000.0,792490000.0
Total Expenses,4764200000.0,3390370000.0,3162490000.0,2911330000.0
Rent Expense Supplemental,11130000.0,8130000.0,3570000.0,230000.0
Diluted Average Shares,90583834.0,90591688.0,82239449.0,75253001.0
Basic Average Shares,87759811.0,87524788.0,80981744.0,73583973.0
Diluted EPS,25.2,20.54,12.18,10.571273
Basic EPS,26.01,21.26,12.37,10.81105
Diluted NI Availto Com Stockholders,2282920000.0,1860980000.0,1001420000.0,792490000.0
Net Income Common Stockholders,2282920000.0,1860980000.0,1001420000.0,792490000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2282920000.0,1860980000.0,1001420000.0,792490000.0
Net Income Including Noncontrolling Interests,2282920000.0,1860980000.0,1001420000.0,792490000.0
Net Income Continuous Operations,2282920000.0,1860980000.0,1001420000.0,792490000.0
Tax Provision,669280000.0,401970000.0,339010000.0,280340000.0
Pretax Income,2952200000.0,2262950000.0,1340430000.0,1072830000.0
Other Non Operating Income Expenses,46130000.0,310000.0,430000.0,88480000.0
Special Income Charges,165140000.0,428120000.0,117820000.0,206200000.0
Write Off,-165140000.0,-428120000.0,-117820000.0,-206200000.0
Net Non Operating Interest Income Expense,349190000.0,304550000.0,175250000.0,-26050000.0
Total Other Finance Cost,37750000.0,33440000.0,27570000.0,16640000.0
Interest Expense Non Operating,10330000.0,8520000.0,8150000.0,9410000.0
Interest Income Non Operating,397270000.0,346510000.0,210970000.0,
Operating Income,2562120000.0,1393250000.0,898820000.0,674400000.0
Operating Expense,651180000.0,536760000.0,413510000.0,481970000.0
Other Operating Expenses,584870000.0,244220000.0,170490000.0,219480000.0
Depreciation And Amortization In Income Statement,90660000.0,75210000.0,76240000.0,72390000.0
Amortization,2040000.0,2070000.0,3570000.0,
Depreciation Income Statement,90660000.0,73140000.0,72670000.0,72390000.0
Selling General And Administration,127280000.0,110520000.0,115740000.0,116900000.0
