,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,1103521.725044,-21736.82882,-119217.119887
Tax Rate For Calcs,0.254786,0.252349,0.313731,0.343098
Normalized EBITDA,242516000.0,212153000.0,90516948.0,39023833.0
Total Unusual Items,0.0,4373000.0,-69285.0,-347473.0
Total Unusual Items Excluding Goodwill,0.0,4373000.0,-69285.0,-347473.0
Net Income From Continuing Operation Net Minority Interest,170353000.0,145383000.0,37336259.0,3532302.0
Reconciled Depreciation,10563000.0,4960000.0,4422606.0,5286725.0
Reconciled Cost Of Revenue,5085830000.0,7677146000.0,5450978250.0,4647218465.0
EBIT,231953000.0,211566000.0,86025057.0,33389635.0
Net Interest Income,-3357000.0,-1905000.0,-20975973.0,-24416549.0
Interest Expense,3357000.0,17113000.0,31620384.0,28012426.0
Interest Income,,15771000.0,12514184.0,5283069.0
Normalized Income,170353000.0,142113521.725044,37383807.17118,3760557.880113
Net Income From Continuing And Discontinued Operation,170353000.0,145383000.0,37336259.0,3532302.0
Total Expenses,5344225000.0,7883845000.0,6072679709.0,4778440284.0
Rent Expense Supplemental,,693000.0,3702748.0,498490.0
Diluted Average Shares,195808046.0,197591026.0,196559999.0,196560000.0
Basic Average Shares,195808046.0,197591026.0,196559999.0,196560000.0
Diluted EPS,0.87,0.78,0.126667,0.018
Basic EPS,0.87,0.78,0.126667,0.018
Diluted NI Availto Com Stockholders,170353000.0,145383000.0,37336259.0,3532302.0
Net Income Common Stockholders,170353000.0,145383000.0,37336259.0,3532302.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,170353000.0,145383000.0,37336259.0,3532302.0
Net Income Including Noncontrolling Interests,170353000.0,145383000.0,37336259.0,3532302.0
Net Income Discontinuous Operations,,0.0,,
Net Income Continuous Operations,170353000.0,145383000.0,37336259.0,3532302.0
Tax Provision,58243000.0,49070000.0,17068414.0,1844907.0
Pretax Income,228596000.0,194453000.0,54404673.0,5377209.0
Other Non Operating Income Expenses,50150000.0,54252000.0,45000.0,
Special Income Charges,0.0,0.0,-117093.0,-142531.0
Other Special Charges,,,,-364818.0
Write Off,,0.0,117093.0,507349.0
Net Non Operating Interest Income Expense,-3357000.0,-1905000.0,-20975973.0,-24416549.0
Total Other Finance Cost,,563000.0,1869773.0,1687192.0
Interest Expense Non Operating,3357000.0,17113000.0,31620384.0,28012426.0
Interest Income Non Operating,,15771000.0,12514184.0,5283069.0
Operating Income,181803000.0,88683000.0,36136037.0,7976096.0
Operating Expense,258395000.0,206699000.0,621701459.0,131221819.0
Other Operating Expenses,215932000.0,361141000.0,595653690.0,127159213.0
Depreciation And Amortization In Income Statement,10563000.0,4960000.0,4422606.0,5286725.0
Depreciation Income Statement,10563000.0,4960000.0,4422606.0,5286725.0
Selling General And Administration,,17829000.0,27077845.0,7417768.0
Selling And Marketing Expense,,2180000.0,11825250.0,2636305.0
General And Administrative Expense,,15649000.0,15252595.0,4781463.0
Rent And Landing Fees,,693000.0,3702748.0,498490.0
Gross Profit,440198000.0,295382000.0,657837496.0,139197915.0
Cost Of Revenue,5085830000.0,7677146000.0,5450978250.0,4647218465.0
Total Revenue,5526028000.0,7972528000.0,6108815746.0,4786416380.0
Operating Revenue,5526028000.0,7972528000.0,6108815746.0,4786416380.0
Ordinary Shares Number,196560000.0,196560000.0,196560000.0,196560000.0
Share Issued,196560000.0,196560000.0,196560000.0,196560000.0
Net Debt,,,40792545.0,114669167.0
Total Debt,60238000.0,0.0,139540496.0,145308163.0
Tangible Book Value,523593000.0,364667000.0,218198161.0,180861901.38
Invested Capital,523695000.0,364769000.0,357738657.0,326170064.38
Working Capital,482729000.0,332663000.0,197119065.0,145919237.0
Net Tangible Assets,523593000.0,364667000.0,218198161.0,180861901.38
Capital Lease Obligations,60238000.0,,,
Common Stock Equity,523695000.0,364769000.0,218198161.0,180861901.38
Total Capitalization,523695000.0,364769000.0,227099186.0,180861901.38
Total Equity Gross Minority Interest,523695000.0,364769000.0,218198161.0,180861901.38
Stockholders Equity,523695000.0,364769000.0,218198161.0,180861901.38
Other Equity Interest,327135000.0,,,
Retained Earnings,,,55514415.64,18178156.02
Additional Paid In Capital,,,31643745.36,31643745.36
Capital Stock,196560000.0,196560000.0,131040000.0,131040000.0
Common Stock,196560000.0,196560000.0,131040000.0,131040000.0
Total Liabilities Net Minority Interest,284344000.0,726263000.0,854062362.0,462269393.62
Total Non Current Liabilities Net Minority Interest,60772000.0,0.0,11004298.0,0.62
Other Non Current Liabilities,,1000.0,-1.0,0.62
Non Current Deferred Taxes Liabilities,0.0,0.0,2103274.0,0.0
Long Term Debt And Capital Lease Obligation,56030000.0,0.0,8901025.0,0.0
Long Term Capital Lease Obligation,56030000.0,,,
Long Term Debt,0.0,0.0,8901025.0,0.0
Long Term Provisions,4742000.0,,,
Current Liabilities,223572000.0,726263000.0,843058064.0,462269393.0
Other Current Liabilities,58805000.0,655968000.0,8418000.0,6.0
Current Debt And Capital Lease Obligation,4208000.0,0.0,130639471.0,145308163.0
Current Capital Lease Obligation,4208000.0,,,
Current Debt,0.0,0.0,130639471.0,145308163.0
Pensionand Other Post Retirement Benefit Plans Current,,,18141.0,14466.0
Current Provisions,84000.0,54206000.0,224867000.0,
Payables,144889000.0,16089000.0,703332061.0,254304510.0
Other Payable,,,210866539.0,43294111.0
Total Tax Payable,3777000.0,,16202797.0,1471456.0
Accounts Payable,141112000.0,16089000.0,476262725.0,209538943.0
Total Assets,808039000.0,1091032000.0,1072260523.0,643131295.0
Total Non Current Assets,101738000.0,32106000.0,32083395.0,34942665.0
Other Non Current Assets,,31856000.0,,1.0
Non Current Deferred Assets,,,,0.0
Non Current Deferred Taxes Assets,2372000.0,148000.0,0.0,913122.0
Investmentin Financial Assets,1156000.0,,,
Available For Sale Securities,1156000.0,,,
Goodwill And Other Intangible Assets,102000.0,102000.0,0.0,0.0
Other Intangible Assets,,102000.0,,
Net PPE,98108000.0,0.0,32083395.0,34029542.0
Accumulated Depreciation,,,-24791355.0,-20368749.0
Gross PPE,98108000.0,0.0,56874750.0,54398291.0
Construction In Progress,0.0,0.0,0.0,0.0
Other Properties,98108000.0,31856000.0,2076589.0,1951589.0
Machinery Furniture Equipment,,,34860260.0,32508801.0
Buildings And Improvements,,,11316427.0,11316427.0
Land And Improvements,,,8621474.0,8621474.0
Properties,,,0.0,0.0
Current Assets,706301000.0,1058926000.0,1040177129.0,608188630.0
Other Current Assets,104859000.0,123592000.0,1.0,2.0
Prepaid Assets,,,56829091.0,31668974.0
Inventory,69617000.0,133000.0,80084397.0,54068093.0
Finished Goods,,133000.0,80084397.0,54068093.0
Other Receivables,,165590000.0,5423248.0,13521441.0
Taxes Receivable,,,88361942.0,70690119.0
Accounts Receivable,441501000.0,734227000.0,710730499.0,407601005.0
Cash Cash Equivalents And Short Term Investments,90324000.0,35384000.0,98747951.0,30638996.0
Other Short Term Investments,8988000.0,,,
Cash And Cash Equivalents,81336000.0,35384000.0,98747951.0,30638996.0
Cash Equivalents,,,33588746.0,29065885.0
Cash Financial,,,65159205.0,1573111.0
Free Cash Flow,64948000.0,-48168000.0,92117379.0,57639599.0
Repayment Of Debt,0.0,-8901000.0,,-3500000.0
Issuance Of Debt,,,8901025.0,
Issuance Of Capital Stock,,0.0,0.0,
Capital Expenditure,-7607000.0,-4835000.0,-2476459.0,-1258950.0
End Cash Position,81336000.0,35384000.0,98747951.0,30638996.0
Other Cash Adjustment Outside Changein Cash,1000.0,1000.0,1.0,1.0
Beginning Cash Position,35482000.0,98748000.0,30638996.0,5877647.0
Changes In Cash,45853000.0,-63364000.0,68108954.0,24761348.0
Financing Cash Flow,-16151000.0,-25711000.0,-24008425.0,-33028732.0
Interest Paid Cff,-6323000.0,-16810000.0,-32909450.0,-29528732.0
Cash Dividends Paid,-9828000.0,,,
Common Stock Dividend Paid,-9828000.0,,,
Net Common Stock Issuance,,0.0,0.0,
Common Stock Issuance,,0.0,0.0,
Net Issuance Payments Of Debt,0.0,-8901000.0,8901025.0,-3500000.0
Net Long Term Debt Issuance,0.0,-8901000.0,8901025.0,-3500000.0
Long Term Debt Payments,0.0,-8901000.0,,-3500000.0
Long Term Debt Issuance,,,8901025.0,
Investing Cash Flow,-10551000.0,5680000.0,-2476459.0,-1108469.0
Interest Received Cfi,4490000.0,10515000.0,0.0,150481.0
Net Investment Purchase And Sale,-7434000.0,,,
Net PPE Purchase And Sale,-7607000.0,-4835000.0,-2476459.0,-1258950.0
Purchase Of PPE,-7607000.0,-4835000.0,-2476459.0,-1258950.0
Operating Cash Flow,72555000.0,-43333000.0,94593838.0,58898549.0
Taxes Refund Paid,-74064000.0,-51321000.0,-1656466.0,-2126126.0
Change In Working Capital,-93398000.0,-198908000.0,-206352964.0,-20921739.0
Change In Other Current Liabilities,36798000.0,-126561000.0,-20230540.0,-10787395.0
Change In Other Current Assets,128067000.0,16435000.0,7730166.0,-57979426.0
Change In Payable,-523474000.0,180426000.0,219446786.0,233113155.0
Change In Inventory,-21980000.0,32447000.0,-26016304.0,45071703.0
Change In Receivables,287191000.0,-130996000.0,-345593409.0,-221039960.0
Other Non Cash Items,-1194000.0,6295000.0,32909450.0,29378251.0
Provisionand Write Offof Assets,1597000.0,1188000.0,210866540.0,41197096.0
Deferred Tax,,49070000.0,17068414.0,1844907.0
Depreciation And Amortization,10563000.0,4960000.0,4422606.0,5286725.0
Depreciation,10563000.0,4960000.0,4422606.0,5286725.0
Gain Loss On Investment Securities,910000.0,,,
Net Income From Continuing Operations,228596000.0,145383000.0,37336259.0,3532302.0
