,item,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,2019-12-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-8141391.069485,1237160.028522,809100.0,Income Statement
1,Tax Rate For Calcs,0.254038,0.263475,0.257742,0.279,Income Statement
2,Normalized EBITDA,11781500000.0,11174800000.0,8756600000.0,12175500000.0,Income Statement
3,Total Unusual Items,33800000.0,-30900000.0,4800000.0,2900000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,33800000.0,-30900000.0,4800000.0,2900000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,8151500000.0,7580900000.0,5829400000.0,8273700000.0,Income Statement
6,Reconciled Depreciation,813900000.0,827000000.0,866200000.0,697400000.0,Income Statement
7,Reconciled Cost Of Revenue,25813100000.0,22540500000.0,14391500000.0,19377600000.0,Income Statement
8,EBIT,10967600000.0,10316900000.0,7895200000.0,11481000000.0,Income Statement
9,Net Interest Income,-40100000.0,339200000.0,428200000.0,487500000.0,Income Statement
10,Interest Expense,40100000.0,24100000.0,41600000.0,11900000.0,Income Statement
11,Interest Income,453000000.0,363300000.0,469800000.0,499400000.0,Income Statement
12,Normalized Income,8151500000.0,7603658608.930515,5825837160.028522,8271609100.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,8151500000.0,7580900000.0,5829400000.0,8273700000.0,Income Statement
14,Total Expenses,37447800000.0,31935700000.0,22603300000.0,27801200000.0,Income Statement
15,Rent Expense Supplemental,16500000.0,33800000.0,5600000.0,198700000.0,Income Statement
16,Diluted Average Shares,989122384.0,989122384.0,989122384.0,989122384.0,Income Statement
17,Basic Average Shares,989122384.0,989122384.0,989122384.0,989122384.0,Income Statement
18,Diluted EPS,8.24,7.66,5.89,8.36,Income Statement
19,Basic EPS,8.24,7.66,5.89,8.36,Income Statement
20,Diluted NI Availto Com Stockholders,8151500000.0,7580900000.0,5829400000.0,8273700000.0,Income Statement
21,Net Income Common Stockholders,8151500000.0,7580900000.0,5829400000.0,8273700000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,8151500000.0,7580900000.0,5829400000.0,8273700000.0,Income Statement
24,Net Income Including Noncontrolling Interests,8151500000.0,7580900000.0,5829400000.0,8273700000.0,Income Statement
25,Net Income Continuous Operations,8151500000.0,7580900000.0,5829400000.0,8273700000.0,Income Statement
26,Tax Provision,2776000000.0,2711900000.0,2024200000.0,3195400000.0,Income Statement
27,Pretax Income,10927500000.0,10292800000.0,7853600000.0,11469100000.0,Income Statement
28,Other Non Operating Income Expenses,670500000.0,92800000.0,83400000.0,112100000.0,Income Statement
29,Special Income Charges,-63900000.0,-9300000.0,-2800000.0,-6300000.0,Income Statement
30,Other Special Charges,3200000.0,9300000.0,500000.0,6300000.0,Income Statement
31,Impairment Of Capital Assets,60700000.0,0.0,2300000.0,,Income Statement
32,Net Non Operating Interest Income Expense,-40100000.0,339200000.0,428200000.0,487500000.0,Income Statement
33,Interest Expense Non Operating,40100000.0,24100000.0,41600000.0,11900000.0,Income Statement
34,Interest Income Non Operating,453000000.0,363300000.0,469800000.0,499400000.0,Income Statement
35,Operating Income,10297100000.0,9939100000.0,7313200000.0,10909000000.0,Income Statement
36,Operating Expense,11634700000.0,9395200000.0,8211800000.0,8423600000.0,Income Statement
37,Other Operating Expenses,8908900000.0,1300000000.0,1288200000.0,1517300000.0,Income Statement
38,Depreciation And Amortization In Income Statement,,827000000.0,866200000.0,697400000.0,Income Statement
39,Amortization,,,10400000.0,9000000.0,Income Statement
40,Depreciation Income Statement,,827000000.0,855800000.0,688400000.0,Income Statement
41,Selling General And Administration,6150400000.0,5783900000.0,4769100000.0,4632100000.0,Income Statement
42,Selling And Marketing Expense,4729700000.0,4629900000.0,4144100000.0,4058200000.0,Income Statement
43,General And Administrative Expense,1420700000.0,1154000000.0,625000000.0,573900000.0,Income Statement
44,Rent And Landing Fees,16500000.0,33800000.0,5600000.0,198700000.0,Income Statement
45,Gross Profit,21931800000.0,19334300000.0,15525000000.0,19332600000.0,Income Statement
46,Cost Of Revenue,25813100000.0,22540500000.0,14391500000.0,19377600000.0,Income Statement
47,Total Revenue,47744900000.0,41874800000.0,29916500000.0,38710200000.0,Income Statement
48,Operating Revenue,47744900000.0,41874800000.0,29916500000.0,38710200000.0,Income Statement
0,Ordinary Shares Number,989122384.0,989122384.0,989122384.0,989122384.0,Balance Sheet
1,Share Issued,989122384.0,989122384.0,989122384.0,989122384.0,Balance Sheet
2,Total Debt,86000000.0,67200000.0,174400000.0,,Balance Sheet
3,Tangible Book Value,18215000000.0,16401000000.0,14124800000.0,13372900000.0,Balance Sheet
4,Invested Capital,18860300000.0,16455100000.0,14142300000.0,13669500000.0,Balance Sheet
5,Working Capital,11147000000.0,12096000000.0,9970000000.0,9950200000.0,Balance Sheet
6,Net Tangible Assets,18215000000.0,16401000000.0,14124800000.0,13372900000.0,Balance Sheet
7,Capital Lease Obligations,86000000.0,67200000.0,174400000.0,,Balance Sheet
8,Common Stock Equity,18860300000.0,16455100000.0,14142300000.0,13669500000.0,Balance Sheet
9,Total Capitalization,18860300000.0,16455100000.0,14142300000.0,13669500000.0,Balance Sheet
10,Total Equity Gross Minority Interest,18860300000.0,16455100000.0,14142300000.0,13669500000.0,Balance Sheet
11,Stockholders Equity,18860300000.0,16455100000.0,14142300000.0,13669500000.0,Balance Sheet
12,Other Equity Interest,13914700000.0,417500000.0,237500000.0,190700000.0,Balance Sheet
13,Retained Earnings,13163200000.0,10955800000.0,8823000000.0,8397000000.0,Balance Sheet
14,Capital Stock,4945600000.0,4945600000.0,4945600000.0,4945600000.0,Balance Sheet
15,Common Stock,4945600000.0,4945600000.0,4945600000.0,4945600000.0,Balance Sheet
16,Total Liabilities Net Minority Interest,11829800000.0,10585100000.0,9792700000.0,8618300000.0,Balance Sheet
17,Total Non Current Liabilities Net Minority Interest,638700000.0,241800000.0,326400000.0,213900000.0,Balance Sheet
18,Other Non Current Liabilities,37900000.0,56800000.0,75800000.0,,Balance Sheet
19,Non Current Pension And Other Postretirement Benefit Plans,187300000.0,185000000.0,188400000.0,213900000.0,Balance Sheet
20,Long Term Debt And Capital Lease Obligation,413500000.0,0.0,62200000.0,,Balance Sheet
21,Long Term Capital Lease Obligation,413500000.0,0.0,62200000.0,,Balance Sheet
22,Long Term Provisions,,185000000.0,188000000.0,,Balance Sheet
23,Current Liabilities,11191100000.0,10343300000.0,9466300000.0,8404400000.0,Balance Sheet
24,Other Current Liabilities,743500000.0,620000000.0,442000000.0,729900000.0,Balance Sheet
25,Current Deferred Taxes Liabilities,128500000.0,158500000.0,159000000.0,,Balance Sheet
26,Current Debt And Capital Lease Obligation,86000000.0,67200000.0,112200000.0,,Balance Sheet
27,Current Capital Lease Obligation,86000000.0,67200000.0,112200000.0,,Balance Sheet
28,Current Provisions,339900000.0,330500000.0,355200000.0,283200000.0,Balance Sheet
29,Payables,6917100000.0,9332500000.0,8371500000.0,7809000000.0,Balance Sheet
30,Other Payable,3154500000.0,2956900000.0,2762600000.0,2758800000.0,Balance Sheet
31,Dividends Payable,160700000.0,169100000.0,153600000.0,158100000.0,Balance Sheet
32,Total Tax Payable,128500000.0,159000000.0,159000000.0,174200000.0,Balance Sheet
33,Accounts Payable,6788600000.0,6206500000.0,5455300000.0,4717900000.0,Balance Sheet
34,Total Assets,30690100000.0,27040200000.0,23935000000.0,22287800000.0,Balance Sheet
35,Total Non Current Assets,8352000000.0,4600900000.0,4498700000.0,3933200000.0,Balance Sheet
36,Other Non Current Assets,566700000.0,709000000.0,684000000.0,,Balance Sheet
37,Defined Pension Benefit,,0.0,18300000.0,10400000.0,Balance Sheet
38,Non Current Prepaid Assets,1193700000.0,1366100000.0,1325300000.0,760400000.0,Balance Sheet
39,Non Current Deferred Taxes Assets,685500000.0,713500000.0,622400000.0,585000000.0,Balance Sheet
40,Other Investments,3250000000.0,,,,Balance Sheet
41,Investmentin Financial Assets,65200000.0,,,,Balance Sheet
42,Available For Sale Securities,65200000.0,,,,Balance Sheet
43,Goodwill And Other Intangible Assets,645300000.0,54100000.0,17500000.0,296600000.0,Balance Sheet
44,Other Intangible Assets,645300000.0,54100000.0,17500000.0,296600000.0,Balance Sheet
45,Net PPE,2570200000.0,2458100000.0,2510000000.0,1973700000.0,Balance Sheet
46,Accumulated Depreciation,-2295400000.0,-2057600000.0,-2073700000.0,-1587900000.0,Balance Sheet
47,Gross PPE,2570200000.0,4515700000.0,4583700000.0,3561600000.0,Balance Sheet
48,Construction In Progress,607600000.0,500400000.0,435400000.0,,Balance Sheet
49,Other Properties,2570200000.0,229600000.0,206700000.0,203700000.0,Balance Sheet
50,Machinery Furniture Equipment,3300400000.0,2900000000.0,2851900000.0,2730800000.0,Balance Sheet
51,Buildings And Improvements,1101800000.0,665800000.0,849600000.0,585000000.0,Balance Sheet
52,Land And Improvements,210700000.0,219900000.0,240100000.0,42100000.0,Balance Sheet
53,Properties,0.0,0.0,0.0,0.0,Balance Sheet
54,Current Assets,22338100000.0,22439300000.0,19436300000.0,18354600000.0,Balance Sheet
55,Other Current Assets,1088700000.0,1077000000.0,898000000.0,,Balance Sheet
56,Hedging Assets Current,9100000.0,0.0,3200000.0,,Balance Sheet
57,Restricted Cash,182100000.0,189900000.0,205400000.0,188500000.0,Balance Sheet
58,Prepaid Assets,1045600000.0,1049500000.0,872000000.0,743300000.0,Balance Sheet
59,Inventory,5344400000.0,4916500000.0,3668700000.0,3047200000.0,Balance Sheet
60,Finished Goods,2147500000.0,1864000000.0,1742900000.0,1501600000.0,Balance Sheet
61,Raw Materials,3196900000.0,3052500000.0,1925800000.0,1545600000.0,Balance Sheet
62,Other Receivables,3600000.0,354700000.0,345600000.0,283800000.0,Balance Sheet
63,Accounts Receivable,3503600000.0,3116500000.0,1804900000.0,4820300000.0,Balance Sheet
64,Allowance For Doubtful Accounts Receivable,-80900000.0,-78500000.0,-118400000.0,-137000000.0,Balance Sheet
65,Gross Accounts Receivable,3584500000.0,3195000000.0,1923300000.0,4957300000.0,Balance Sheet
66,Cash Cash Equivalents And Short Term Investments,12397800000.0,12812200000.0,12536500000.0,9271500000.0,Balance Sheet
67,Other Short Term Investments,6852800000.0,10969900000.0,10589700000.0,8599900000.0,Balance Sheet
68,Cash And Cash Equivalents,5545000000.0,1842300000.0,1946800000.0,671600000.0,Balance Sheet
69,Cash Equivalents,5490800000.0,1725300000.0,1756700000.0,601500000.0,Balance Sheet
70,Cash Financial,54200000.0,117000000.0,190100000.0,70100000.0,Balance Sheet
0,Free Cash Flow,8062000000.0,5470000000.0,8511200000.0,7787900000.0,Cash Flow
1,Capital Expenditure,-1097100000.0,-832100000.0,-416700000.0,-1007000000.0,Cash Flow
2,End Cash Position,5545000000.0,1842300000.0,1946800000.0,671600000.0,Cash Flow
3,Other Cash Adjustment Outside Changein Cash,1700000.0,-1000000.0,,,Cash Flow
4,Beginning Cash Position,1842300000.0,1946800000.0,671600000.0,2636500000.0,Cash Flow
5,Changes In Cash,3702700000.0,-104500000.0,1275200000.0,-1964900000.0,Cash Flow
6,Other Cash Adjustment Inside Changein Cash,1700000.0,,,,Cash Flow
7,Financing Cash Flow,-6075000000.0,-5575800000.0,-5643300000.0,-6277200000.0,Cash Flow
8,Net Other Financing Charges,,,,-1067400000.0,Cash Flow
9,Interest Paid Cff,-11600000.0,-25000000.0,-36000000.0,-10800000.0,Cash Flow
10,Cash Dividends Paid,-5934700000.0,-5424700000.0,-5440100000.0,-5199000000.0,Cash Flow
11,Common Stock Dividend Paid,,,-5440000000.0,-5199000000.0,Cash Flow
12,Investing Cash Flow,616900000.0,-830800000.0,-2009400000.0,-4482600000.0,Cash Flow
13,Interest Received Cfi,444700000.0,381500000.0,418400000.0,490700000.0,Cash Flow
14,Net Investment Purchase And Sale,1269300000.0,-380200000.0,-2011200000.0,-3980300000.0,Cash Flow
15,Sale Of Investment,12553700000.0,15589700000.0,11433400000.0,9030000000.0,Cash Flow
16,Purchase Of Investment,-11284400000.0,-15969900000.0,-13444600000.0,-13010300000.0,Cash Flow
17,Net PPE Purchase And Sale,-1097100000.0,-832100000.0,-416600000.0,-993000000.0,Cash Flow
18,Sale Of PPE,,0.0,100000.0,14000000.0,Cash Flow
19,Purchase Of PPE,-1097100000.0,-832100000.0,-416700000.0,-1007000000.0,Cash Flow
20,Capital Expenditure Reported,,,-238000000.0,-1007000000.0,Cash Flow
21,Operating Cash Flow,9159100000.0,6302100000.0,8927900000.0,8794900000.0,Cash Flow
22,Taxes Refund Paid,-2739800000.0,-2797600000.0,-2395800000.0,-3087300000.0,Cash Flow
23,Change In Working Capital,307000000.0,-1826600000.0,3038600000.0,125900000.0,Cash Flow
24,Change In Payable,870700000.0,926600000.0,867600000.0,-801300000.0,Cash Flow
25,Change In Inventory,-427900000.0,-1247800000.0,-621500000.0,1520700000.0,Cash Flow
26,Change In Receivables,-135800000.0,-1505400000.0,2792500000.0,-593500000.0,Cash Flow
27,Other Non Cash Items,-412900000.0,-339100000.0,-429200000.0,-487500000.0,Cash Flow
28,Stock Based Compensation,197800000.0,180000000.0,46800000.0,42400000.0,Cash Flow
29,Provisionand Write Offof Assets,-8800000.0,-73600000.0,-34500000.0,34700000.0,Cash Flow
30,Depreciation And Amortization,813900000.0,827000000.0,866200000.0,697400000.0,Cash Flow
31,Depreciation,813900000.0,827000000.0,866200000.0,697400000.0,Cash Flow
32,Gain Loss On Investment Securities,-30300000.0,21600000.0,-7600000.0,-9200000.0,Cash Flow
33,Net Foreign Currency Exchange Gain Loss,40800000.0,8200000.0,-14000000.0,30100000.0,Cash Flow
34,Gain Loss On Sale Of PPE,3200000.0,9400000.0,1500000.0,6300000.0,Cash Flow
35,Net Income From Continuing Operations,10927500000.0,10292800000.0,7853600000.0,11469100000.0,Cash Flow
