,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-3277932407.966204,-214948000.0,0.0,362100.0
Tax Rate For Calcs,0.274442,0.4,0.0,0.3
Normalized EBITDA,8847700000.0,1755120000.0,282463000.0,443616000.0
Total Unusual Items,-11944000000.0,-537370000.0,-1070000.0,1207000.0
Total Unusual Items Excluding Goodwill,-11944000000.0,-537370000.0,-1070000.0,1207000.0
Net Income From Continuing Operation Net Minority Interest,-2885400000.0,973769000.0,1268000.0,318264000.0
Reconciled Depreciation,230100000.0,179849000.0,138253000.0,175540000.0
Reconciled Cost Of Revenue,5401300000.0,4427000000.0,2136227000.0,3048172000.0
EBIT,-3326400000.0,1037901000.0,143140000.0,269283000.0
Net Interest Income,-650400000.0,-175294000.0,-163270000.0,-156531000.0
Interest Expense,650400000.0,159933000.0,141872000.0,138351000.0
Interest Income,56700000.0,6115000.0,4952000.0,4507000.0
Normalized Income,5780667592.033796,1296191000.0,2338000.0,317419100.0
Net Income From Continuing And Discontinued Operation,-2885400000.0,973769000.0,1268000.0,318264000.0
Total Expenses,26050100000.0,5232609000.0,2419416000.0,3575927000.0
Rent Expense Supplemental,114100000.0,6717000.0,4947000.0,7921000.0
Diluted Average Shares,,355600000.0,268209000.0,224620824.0
Basic Average Shares,,340800000.0,242043000.0,224298942.0
Diluted EPS,,2.78,0.01,1.42
Basic EPS,,2.85,0.01,1.42
Diluted NI Availto Com Stockholders,-2885400000.0,989817000.0,15691000.0,318264000.0
Average Dilution Earnings,567800000.0,16048000.0,14423000.0,
Net Income Common Stockholders,-2885400000.0,973769000.0,1268000.0,318264000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-2885400000.0,973769000.0,1268000.0,318264000.0
Minority Interests,,0.0,,
Net Income Including Noncontrolling Interests,-2885400000.0,973769000.0,1268000.0,318264000.0
Net Income Discontinuous Operations,0.0,0.0,,
Net Income Continuous Operations,-2885400000.0,973769000.0,1268000.0,318264000.0
Tax Provision,-1091400000.0,-95068000.0,0.0,-187332000.0
Pretax Income,-3976800000.0,877968000.0,1268000.0,130932000.0
Other Non Operating Income Expenses,744600000.0,8065000.0,193635000.0,249637000.0
Special Income Charges,-11944000000.0,-537370000.0,-1070000.0,1207000.0
Other Special Charges,11944000000.0,514535000.0,7000.0,
Write Off,-137500000.0,22835000.0,1063000.0,-1207000.0
Net Non Operating Interest Income Expense,-650400000.0,-175294000.0,-163270000.0,-156531000.0
Total Other Finance Cost,11100000.0,21476000.0,26350000.0,22687000.0
Interest Expense Non Operating,650400000.0,159933000.0,141872000.0,138351000.0
Interest Income Non Operating,56700000.0,6115000.0,4952000.0,4507000.0
Operating Income,7873000000.0,1582567000.0,-28027000.0,36619000.0
Operating Expense,20648800000.0,805609000.0,283189000.0,527755000.0
