,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-99889920.0,76932700.0,79080840.0,Income Statement
1,Tax Rate For Calcs,0.247586,0.2496,0.2573,0.1332,Income Statement
2,Normalized EBITDA,55150500000.0,56793800000.0,50397600000.0,42279100000.0,Income Statement
3,Total Unusual Items,0.0,-400200000.0,299000000.0,593700000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,-400200000.0,299000000.0,593700000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,33258200000.0,34381100000.0,29392300000.0,27033500000.0,Income Statement
6,Reconciled Depreciation,7643400000.0,7684600000.0,7840900000.0,7761300000.0,Income Statement
7,Reconciled Cost Of Revenue,547166900000.0,380916400000.0,216754400000.0,315296200000.0,Income Statement
8,EBIT,47507100000.0,48709000000.0,42855700000.0,35111500000.0,Income Statement
9,Net Interest Income,-3305100000.0,-1007300000.0,-1332000000.0,-1270600000.0,Income Statement
10,Interest Expense,3305100000.0,3116200000.0,3280600000.0,3947500000.0,Income Statement
11,Interest Income,,2166000000.0,2027500000.0,2761400000.0,Income Statement
12,Normalized Income,33258200000.0,34681410080.0,29170232700.0,26518880840.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,33258200000.0,34381100000.0,29392300000.0,27033500000.0,Income Statement
14,Total Expenses,558097300000.0,385252400000.0,220511900000.0,319593700000.0,Income Statement
15,Rent Expense Supplemental,,62900000.0,64900000.0,776400000.0,Income Statement
16,Diluted Average Shares,1500144339.0,1500052356.0,1500000000.0,1500000000.0,Income Statement
17,Basic Average Shares,1500144339.0,1500052356.0,1500000000.0,1500000000.0,Income Statement
18,Diluted EPS,22.17,22.92,19.59,18.02,Income Statement
19,Basic EPS,22.17,22.92,19.59,18.02,Income Statement
20,Diluted NI Availto Com Stockholders,33258200000.0,34381100000.0,29392300000.0,27033500000.0,Income Statement
