,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-24842811.660863,-7627193.579041,-1716718.790772
Tax Rate For Calcs,0.252048,0.309317,0.309031,0.306995
Normalized EBITDA,1450730000.0,1165655000.0,976483000.0,765759000.0
Total Unusual Items,0.0,-80315000.0,-24681000.0,-5592000.0
Total Unusual Items Excluding Goodwill,0.0,-80315000.0,-24681000.0,-5592000.0
Net Income From Continuing Operation Net Minority Interest,698137000.0,581685000.0,523202000.0,382361000.0
Reconciled Depreciation,226988000.0,112258000.0,86099000.0,74443000.0
Reconciled Cost Of Revenue,4326244000.0,3434659000.0,2565309000.0,2297993000.0
EBIT,1223742000.0,973082000.0,865703000.0,685724000.0
Net Interest Income,-230461000.0,-135619000.0,-98943000.0,-124778000.0
Interest Expense,230461000.0,129954000.0,93295000.0,120074000.0
Interest Income,,3868000.0,5674000.0,6389000.0
Normalized Income,698137000.0,637157188.339137,540255806.420959,386236281.209228
Net Income From Continuing And Discontinued Operation,698137000.0,581685000.0,523202000.0,382361000.0
Total Expenses,8171995000.0,5455311000.0,3934678000.0,3566832000.0
Rent Expense Supplemental,,10794000.0,2660000.0,1964000.0
Diluted Average Shares,,68192849.0,64874955.0,64655380.0
Basic Average Shares,,68192849.0,64874955.0,64655380.0
Diluted EPS,,8.53,8.226,5.913831
Basic EPS,,8.53,8.226,5.913831
Diluted NI Availto Com Stockholders,698137000.0,581685000.0,523202000.0,382361000.0
Net Income Common Stockholders,698137000.0,581685000.0,523202000.0,382361000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,698137000.0,581685000.0,523202000.0,382361000.0
Minority Interests,72000.0,-649000.0,-10508000.0,-9637000.0
Net Income Including Noncontrolling Interests,698065000.0,582334000.0,533710000.0,391998000.0
Net Income Continuous Operations,742927000.0,582334000.0,533710000.0,391998000.0
Tax Provision,250354000.0,260794000.0,238698000.0,173652000.0
Pretax Income,993281000.0,843128000.0,772408000.0,565650000.0
Other Non Operating Income Expenses,80516000.0,38935000.0,21556000.0,25558000.0
Special Income Charges,0.0,-91397000.0,-24940000.0,-5846000.0
Other Special Charges,,87771000.0,-3151000.0,2337000.0
Write Off,,32000.0,7092000.0,3509000.0
Impairment Of Capital Assets,,3594000.0,20999000.0,
Restructuring And Mergern Acquisition,,91142000.0,,
Net Non Operating Interest Income Expense,-230461000.0,-135619000.0,-98943000.0,-124778000.0
Total Other Finance Cost,,9533000.0,11322000.0,11093000.0
Interest Expense Non Operating,230461000.0,129954000.0,93295000.0,120074000.0
Interest Income Non Operating,,3868000.0,5674000.0,6389000.0
Operating Income,1143226000.0,1007591000.0,879457000.0,672066000.0
Operating Expense,3845751000.0,2020652000.0,1369369000.0,1268839000.0
Other Operating Expenses,1521289000.0,1158025000.0,859319000.0,795479000.0
Depreciation And Amortization In Income Statement,226988000.0,112258000.0,86099000.0,74443000.0
Amortization,,8118000.0,,7068000.0
Depreciation Income Statement,226988000.0,104140000.0,86099000.0,67375000.0
Selling General And Administration,,132367000.0,96197000.0,94596000.0
Selling And Marketing Expense,,53193000.0,43715000.0,52905000.0
General And Administrative Expense,,79174000.0,52482000.0,41691000.0
Rent And Landing Fees,,10794000.0,2660000.0,1964000.0
Gross Profit,4988977000.0,3028243000.0,2248826000.0,1940905000.0
Cost Of Revenue,4326244000.0,3434659000.0,2565309000.0,2297993000.0
Total Revenue,9315221000.0,6462902000.0,4814135000.0,4238898000.0
Operating Revenue,9315221000.0,6462902000.0,4814135000.0,4238898000.0
Ordinary Shares Number,68265480.0,68265480.0,65377400.0,64655380.0
Share Issued,68265480.0,68265480.0,65377400.0,64655380.0
Net Debt,2444100000.0,1696966000.0,648205000.0,986859000.0
Total Debt,2567657000.0,2044355000.0,753127000.0,1000147000.0
Tangible Book Value,3229181000.0,2481649000.0,1293948000.0,696645000.0
Invested Capital,5737887000.0,4470296000.0,2085030000.0,1741486000.0
Working Capital,1617074000.0,1379257000.0,657038000.0,290213000.0
Net Tangible Assets,3229181000.0,2492901000.0,1308950000.0,715397000.0
Capital Lease Obligations,96733000.0,98091000.0,,
Common Stock Equity,3266963000.0,2524032000.0,1331903000.0,741339000.0
Preferred Stock Equity,,11252000.0,15002000.0,18752000.0
Total Capitalization,4250687000.0,3708865000.0,1719527000.0,1302771000.0
Total Equity Gross Minority Interest,3268289000.0,2536124000.0,1348089000.0,773744000.0
Minority Interest,1326000.0,840000.0,1184000.0,13653000.0
Stockholders Equity,3266963000.0,2535284000.0,1346905000.0,760091000.0
Other Equity Interest,3130432000.0,117153000.0,313403000.0,
Retained Earnings,,722978000.0,336275000.0,345756000.0
Additional Paid In Capital,,996775000.0,198804000.0,0.0
Capital Stock,136531000.0,147783000.0,145757000.0,148063000.0
Common Stock,136531000.0,136531000.0,130755000.0,129311000.0
Preferred Stock,,11252000.0,15002000.0,18752000.0
Total Liabilities Net Minority Interest,5644188000.0,5068393000.0,2423055000.0,2579983000.0
Total Non Current Liabilities Net Minority Interest,1674367000.0,1655364000.0,589860000.0,582542000.0
Other Non Current Liabilities,1249000.0,1341000.0,-1000.0,1000.0
Preferred Securities Outside Stock Equity,,124642000.0,179237000.0,
Non Current Pension And Other Postretirement Benefit Plans,,198174000.0,4498000.0,
Non Current Accrued Expenses,,0.0,,
Tradeand Other Payables Non Current,,43747000.0,,
Non Current Deferred Revenue,,1341000.0,,1447000.0
Non Current Deferred Taxes Liabilities,160295000.0,37232000.0,33314000.0,34221000.0
Long Term Debt And Capital Lease Obligation,1057400000.0,1250138000.0,372622000.0,542680000.0
Long Term Capital Lease Obligation,73676000.0,76557000.0,,
Long Term Debt,983724000.0,1173581000.0,372622000.0,542680000.0
Long Term Provisions,184881000.0,198174000.0,4498000.0,4036000.0
Current Liabilities,3969821000.0,3413029000.0,1833195000.0,1997441000.0
Other Current Liabilities,1081941000.0,59291000.0,15288000.0,19569000.0
Current Debt And Capital Lease Obligation,1510257000.0,794217000.0,380505000.0,457467000.0
Current Capital Lease Obligation,23057000.0,21534000.0,,
Current Debt,1487200000.0,772683000.0,380505000.0,457467000.0
Current Provisions,86818000.0,85268000.0,26504000.0,15163000.0
Payables,1147814000.0,1506966000.0,887572000.0,849998000.0
Other Payable,,88430000.0,70134000.0,44530000.0
Dividends Payable,,11006000.0,9507000.0,7721000.0
Total Tax Payable,,77926000.0,86536000.0,43487000.0
Accounts Payable,1147814000.0,1329604000.0,721395000.0,754260000.0
Total Assets,8912477000.0,7604517000.0,3771144000.0,3353727000.0
Total Non Current Assets,3325582000.0,2812233000.0,1280914000.0,1066072000.0
Other Non Current Assets,7835000.0,18835000.0,42384000.0,
Non Current Prepaid Assets,,25547000.0,49113000.0,22549000.0
Non Current Deferred Taxes Assets,0.0,3871000.0,,
Investmentin Financial Assets,13355000.0,1202000.0,620000.0,620000.0
Available For Sale Securities,13355000.0,1202000.0,620000.0,620000.0
Investment Properties,13717000.0,14202000.0,14687000.0,
Goodwill And Other Intangible Assets,37782000.0,42383000.0,37955000.0,44694000.0
Other Intangible Assets,32652000.0,37536000.0,37955000.0,44694000.0
Goodwill,5130000.0,4847000.0,,
Net PPE,3159877000.0,2705693000.0,1178539000.0,998209000.0
Accumulated Depreciation,,-614257000.0,-221958000.0,-197923000.0
Gross PPE,3159877000.0,3319950000.0,1400497000.0,1196132000.0
Construction In Progress,29053000.0,311541000.0,31241000.0,100058000.0
Other Properties,3130824000.0,211071000.0,137597000.0,103069000.0
Machinery Furniture Equipment,,1281431000.0,635043000.0,681024000.0
Buildings And Improvements,,1215285000.0,362820000.0,282936000.0
Land And Improvements,,300622000.0,233796000.0,29045000.0
Properties,,0.0,0.0,0.0
Current Assets,5586895000.0,4792286000.0,2490233000.0,2287654000.0
Other Current Assets,197033000.0,3410000.0,75181000.0,
Assets Held For Sale Current,,,0.0,
Restricted Cash,,144523000.0,100269000.0,84621000.0
Prepaid Assets,,208635000.0,75515000.0,130186000.0
Inventory,2684733000.0,2680313000.0,1476418000.0,1534529000.0
Finished Goods,,141052000.0,116318000.0,148826000.0
Work In Process,,1101073000.0,725023000.0,756401000.0
Raw Materials,,1438188000.0,635077000.0,629302000.0
Other Receivables,2358000.0,11888000.0,9856000.0,52219000.0
Taxes Receivable,,14271000.0,31451000.0,30935000.0
Accounts Receivable,2427985000.0,1479948000.0,691802000.0,441090000.0
Allowance For Doubtful Accounts Receivable,,-4038000.0,-5464000.0,-3050000.0
Gross Accounts Receivable,,1483986000.0,697266000.0,444140000.0
Cash Cash Equivalents And Short Term Investments,274786000.0,249298000.0,104922000.0,14074000.0
Other Short Term Investments,247962000.0,169276000.0,121279000.0,786000.0
Cash And Cash Equivalents,26824000.0,249298000.0,104922000.0,13288000.0
Cash Financial,,,104922000.0,13288000.0
Free Cash Flow,-435870000.0,-590784000.0,160230000.0,219531000.0
Repurchase Of Capital Stock,-74774000.0,-101064000.0,-354858000.0,
Repayment Of Debt,-234453000.0,-118022000.0,,-82133000.0
Issuance Of Debt,51426000.0,980198000.0,59763000.0,76433000.0
Issuance Of Capital Stock,72923000.0,608318000.0,399999000.0,
Capital Expenditure,-484629000.0,-693784000.0,-322137000.0,-228984000.0
End Cash Position,26824000.0,249298000.0,104922000.0,13288000.0
Other Cash Adjustment Outside Changein Cash,,265563000.0,,
Beginning Cash Position,249298000.0,104922000.0,13288000.0,64470000.0
Changes In Cash,-222474000.0,-121187000.0,91634000.0,-51182000.0
Financing Cash Flow,132945000.0,1505575000.0,-99042000.0,-303973000.0
Net Other Financing Charges,558000.0,993000.0,-22977000.0,-183047000.0
Interest Paid Cff,-184052000.0,-108048000.0,-70457000.0,-83937000.0
Cash Dividends Paid,-68186000.0,-53843000.0,-32328000.0,-31289000.0
Common Stock Dividend Paid,,,,-31289000.0
Net Preferred Stock Issuance,-74774000.0,-74774000.0,-74773000.0,
Preferred Stock Payments,-74774000.0,-74774000.0,-74773000.0,
Net Common Stock Issuance,72923000.0,582028000.0,119914000.0,
Common Stock Payments,,-26290000.0,-280085000.0,
Common Stock Issuance,72923000.0,608318000.0,399999000.0,
Net Issuance Payments Of Debt,386476000.0,1159219000.0,-18421000.0,-5700000.0
Net Short Term Debt Issuance,569503000.0,297043000.0,-78184000.0,
Net Long Term Debt Issuance,-183027000.0,862176000.0,59763000.0,-5700000.0
Long Term Debt Payments,-234453000.0,-118022000.0,,-82133000.0
Long Term Debt Issuance,51426000.0,980198000.0,59763000.0,76433000.0
Investing Cash Flow,-404178000.0,-1729762000.0,-291691000.0,-195724000.0
Interest Received Cfi,4122000.0,6071000.0,9270000.0,6389000.0
Dividends Received Cfi,,1000.0,1000.0,1000.0
Net Investment Purchase And Sale,4575000.0,72255000.0,-13602000.0,28839000.0
Sale Of Investment,4575000.0,672255000.0,237859000.0,115839000.0
Purchase Of Investment,0.0,-600000000.0,-251461000.0,-87000000.0
Net Business Purchase And Sale,0.0,-1126167000.0,,
Purchase Of Business,0.0,-1126167000.0,,
Net PPE Purchase And Sale,-412875000.0,-681922000.0,-287360000.0,-228984000.0
Sale Of PPE,71754000.0,11862000.0,34777000.0,
Purchase Of PPE,-484629000.0,-693784000.0,-322137000.0,-228984000.0
Operating Cash Flow,48759000.0,103000000.0,482367000.0,448515000.0
Taxes Refund Paid,-328783000.0,-334278000.0,-212068000.0,-126277000.0
Change In Working Capital,-1063283000.0,-722557000.0,-266461000.0,-170675000.0
Change In Other Current Liabilities,81347000.0,-105988000.0,212099000.0,52490000.0
Change In Other Current Assets,5417000.0,-126744000.0,-262169000.0,-10753000.0
Change In Payable,-226450000.0,543143000.0,-40906000.0,111201000.0
Change In Inventory,-2922000.0,-593785000.0,55641000.0,-220950000.0
Change In Receivables,-888900000.0,-441141000.0,-242086000.0,-113343000.0
Other Non Cash Items,221852000.0,118564000.0,88125000.0,101082000.0
Provisionand Write Offof Assets,3635000.0,1000000.0,719000.0,3892000.0
Depreciation And Amortization,226988000.0,112258000.0,86099000.0,74443000.0
Amortization Cash Flow,,8118000.0,,
Depreciation,226988000.0,104140000.0,86099000.0,74443000.0
Pension And Employee Benefit Expense,23413000.0,18770000.0,-5579000.0,-4649000.0
Gain Loss On Investment Securities,,-11083000.0,-260000.0,-255000.0
Net Foreign Currency Exchange Gain Loss,-16846000.0,-11854000.0,0.0,-542000.0
Gain Loss On Sale Of PPE,-8414000.0,961000.0,17848000.0,2337000.0
Net Income From Continuing Operations,993281000.0,934270000.0,772408000.0,565650000.0
