,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-46964800.200426,-26711977.836928,4200000.0,1272320.0
Tax Rate For Calcs,0.182388,0.235972,0.3,0.3976
Normalized EBITDA,3187200000.0,3086700000.0,1262500000.0,1625200000.0
Total Unusual Items,-257500000.0,-113200000.0,14000000.0,3200000.0
Total Unusual Items Excluding Goodwill,-257500000.0,-113200000.0,14000000.0,3200000.0
Net Income From Continuing Operation Net Minority Interest,1305400000.0,1406500000.0,42100000.0,132800000.0
Reconciled Depreciation,794000000.0,703400000.0,805800000.0,810500000.0
Reconciled Cost Of Revenue,15333500000.0,14755300000.0,8344300000.0,11216700000.0
EBIT,2135700000.0,2270100000.0,470700000.0,817900000.0
Net Interest Income,-539100000.0,-436300000.0,-441700000.0,-581600000.0
Interest Expense,539100000.0,429200000.0,450900000.0,616500000.0
Interest Income,,41700000.0,44200000.0,77200000.0
Normalized Income,1515935199.799574,1492988022.163072,32300000.0,130872320.0
Net Income From Continuing And Discontinued Operation,1305400000.0,1406500000.0,42100000.0,132800000.0
Total Expenses,24901200000.0,19391200000.0,11492000000.0,14687800000.0
Rent Expense Supplemental,,18400000.0,22900000.0,21900000.0
Diluted Average Shares,47887014.0,43870867.0,40429778.0,39421559.0
Basic Average Shares,44386263.0,43639466.0,40429778.0,39421559.0
Diluted EPS,27.26,32.06,1.04,3.37
Basic EPS,29.41,32.23,1.04,3.37
Diluted NI Availto Com Stockholders,1305400000.0,1406500000.0,42100000.0,132800000.0
Net Income Common Stockholders,1305400000.0,1406500000.0,42100000.0,132800000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1305400000.0,1406500000.0,42100000.0,132800000.0
Net Income Including Noncontrolling Interests,1305400000.0,1406500000.0,42100000.0,132800000.0
Net Income Continuous Operations,1305400000.0,1406500000.0,42100000.0,132800000.0
Tax Provision,291200000.0,434400000.0,-22300000.0,68600000.0
Pretax Income,1596600000.0,1840900000.0,19800000.0,201400000.0
Other Non Operating Income Expenses,171400000.0,-2443500000.0,-1570700000.0,-2283800000.0
Special Income Charges,-257500000.0,-113200000.0,14000000.0,3200000.0
Other Special Charges,,110800000.0,-14000000.0,-3200000.0
Write Off,,2400000.0,,
Net Non Operating Interest Income Expense,-539100000.0,-436300000.0,-441700000.0,-581600000.0
Total Other Finance Cost,,48800000.0,35000000.0,42300000.0
Interest Expense Non Operating,539100000.0,429200000.0,450900000.0,616500000.0
Interest Income Non Operating,,41700000.0,44200000.0,77200000.0
Operating Income,2221800000.0,4826700000.0,1990300000.0,3102000000.0
Operating Expense,9567700000.0,4635900000.0,3147700000.0,3471100000.0
Other Operating Expenses,6461500000.0,301200000.0,161200000.0,80800000.0
Depreciation And Amortization In Income Statement,793900000.0,703400000.0,805800000.0,810500000.0
Amortization,,10900000.0,5000000.0,2200000.0
Depreciation Income Statement,793900000.0,692500000.0,800800000.0,808300000.0
