,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,5923136.586693,734976.794696,9390418.517346,Income Statement
1,Tax Rate For Calcs,0.25,0.253245,0.255342,0.253346,Income Statement
2,Normalized EBITDA,489700000.0,443878000.0,149668907.0,62911329.0,Income Statement
3,Total Unusual Items,,23389000.0,2878402.0,37065599.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,23389000.0,2878402.0,37065599.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,356400000.0,348631000.0,113513594.0,74589336.0,Income Statement
6,Reconciled Depreciation,1000000.0,57000.0,64369.0,68249.0,Income Statement
7,Reconciled Cost Of Revenue,9450300000.0,8070127000.0,3812293943.0,3524332695.0,Income Statement
8,EBIT,488700000.0,467210000.0,152482940.0,99908679.0,Income Statement
9,Net Interest Income,-13500000.0,-525000.0,-344174.0,-391597.0,Income Statement
10,Interest Expense,13500000.0,349000.0,45731.0,10562.0,Income Statement
11,Interest Income,,1125000.0,120000.0,120000.0,Income Statement
12,Normalized Income,356400000.0,331165136.586693,111370168.794696,46914155.517346,Income Statement
13,Net Income From Continuing And Discontinued Operation,356400000.0,348631000.0,113513594.0,74589336.0,Income Statement
14,Total Expenses,9544600000.0,7730870000.0,3863909055.0,3570923250.0,Income Statement
15,Rent Expense Supplemental,,53000.0,56800.0,48800.0,Income Statement
16,Diluted Average Shares,,18342977.0,18337111.0,18337111.0,Income Statement
17,Basic Average Shares,,18342977.0,18337111.0,18337111.0,Income Statement
18,Diluted EPS,,19.01,6.19,4.07,Income Statement
19,Basic EPS,,19.01,6.19,4.07,Income Statement
20,Diluted NI Availto Com Stockholders,356400000.0,348631000.0,113513594.0,74589336.0,Income Statement
21,Net Income Common Stockholders,356400000.0,348631000.0,113513594.0,74589336.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,356400000.0,348631000.0,113513594.0,74589336.0,Income Statement
24,Net Income Including Noncontrolling Interests,356400000.0,348631000.0,113513594.0,74589336.0,Income Statement
25,Net Income Continuous Operations,356400000.0,348631000.0,113513594.0,74589336.0,Income Statement
26,Tax Provision,118800000.0,118230000.0,38923615.0,25308781.0,Income Statement
27,Pretax Income,475200000.0,466861000.0,152437209.0,99898117.0,Income Statement
28,Other Non Operating Income Expenses,22600000.0,124000.0,460868.0,80823.0,Income Statement
29,Special Income Charges,,0.0,0.0,,Income Statement
30,Net Non Operating Interest Income Expense,-13500000.0,-525000.0,-344174.0,-391597.0,Income Statement
31,Total Other Finance Cost,,1301000.0,418443.0,501035.0,Income Statement
32,Interest Expense Non Operating,13500000.0,349000.0,45731.0,10562.0,Income Statement
33,Interest Income Non Operating,,1125000.0,120000.0,120000.0,Income Statement
34,Operating Income,580500000.0,506854000.0,177613810.0,152352478.0,Income Statement
35,Operating Expense,94300000.0,-339257000.0,51615112.0,46590555.0,Income Statement
36,Other Operating Expenses,30800000.0,9182000.0,7602396.0,9304464.0,Income Statement
37,Depreciation And Amortization In Income Statement,1000000.0,57000.0,64369.0,68249.0,Income Statement
38,Depreciation Income Statement,1000000.0,57000.0,64369.0,68249.0,Income Statement
39,Selling General And Administration,,3985000.0,2810987.0,3225420.0,Income Statement
40,General And Administrative Expense,,3985000.0,2810987.0,3225420.0,Income Statement
41,Rent And Landing Fees,,53000.0,56800.0,48800.0,Income Statement
42,Gross Profit,674800000.0,167597000.0,229228922.0,198943033.0,Income Statement
43,Cost Of Revenue,9450300000.0,8070127000.0,3812293943.0,3524332695.0,Income Statement
44,Total Revenue,10125100000.0,8237724000.0,4041522865.0,3723275728.0,Income Statement
45,Operating Revenue,10125100000.0,8237724000.0,4041522865.0,3723275728.0,Income Statement
0,Ordinary Shares Number,18337111.0,18337111.0,18337111.0,18337111.0,Balance Sheet
1,Share Issued,18337111.0,18337111.0,18337111.0,18337111.0,Balance Sheet
2,Net Debt,,7512000.0,,,Balance Sheet
3,Total Debt,4900000.0,7952000.0,4947308.0,4947308.0,Balance Sheet
4,Tangible Book Value,1131000000.0,960279000.0,680855119.0,611490837.0,Balance Sheet
5,Invested Capital,1138000000.0,968231000.0,685802427.0,616438145.0,Balance Sheet
6,Working Capital,1126900000.0,956085000.0,684144142.0,608995675.0,Balance Sheet
7,Net Tangible Assets,1131000000.0,960279000.0,680855119.0,611490837.0,Balance Sheet
8,Common Stock Equity,1133100000.0,960279000.0,680855119.0,611490837.0,Balance Sheet
9,Total Capitalization,1138000000.0,965226000.0,685802427.0,616438145.0,Balance Sheet
10,Total Equity Gross Minority Interest,1133100000.0,960279000.0,680855119.0,611490837.0,Balance Sheet
11,Stockholders Equity,1133100000.0,960279000.0,680855119.0,611490837.0,Balance Sheet
12,Other Equity Interest,1114800000.0,941900000.0,,,Balance Sheet
13,Retained Earnings,,819148000.0,539724179.0,470359897.0,Balance Sheet
14,Capital Stock,18300000.0,18344000.0,18343984.0,18343984.0,Balance Sheet
15,Common Stock,18300000.0,18344000.0,18343984.0,18343984.0,Balance Sheet
16,Total Liabilities Net Minority Interest,623000000.0,656737000.0,2008645443.0,944388823.0,Balance Sheet
17,Total Non Current Liabilities Net Minority Interest,7500000.0,7067000.0,10229932.0,6261806.0,Balance Sheet
18,Non Current Pension And Other Postretirement Benefit Plans,,,,1314498.0,Balance Sheet
19,Non Current Deferred Taxes Liabilities,0.0,150000.0,68112.0,0.0,Balance Sheet
20,Long Term Debt And Capital Lease Obligation,4900000.0,4947000.0,4947308.0,4947308.0,Balance Sheet
21,Long Term Debt,4900000.0,4947000.0,4947308.0,4947308.0,Balance Sheet
22,Long Term Provisions,2600000.0,1970000.0,5214512.0,,Balance Sheet
23,Current Liabilities,615500000.0,649670000.0,1998415511.0,938127017.0,Balance Sheet
24,Other Current Liabilities,1400000.0,839000.0,2546737.0,479233.0,Balance Sheet
25,Current Deferred Taxes Liabilities,,23846000.0,,0.0,Balance Sheet
26,Current Debt And Capital Lease Obligation,0.0,3005000.0,,,Balance Sheet
27,Current Debt,0.0,3005000.0,,,Balance Sheet
28,Pensionand Other Post Retirement Benefit Plans Current,,860000.0,1076288.0,933479.0,Balance Sheet
29,Current Provisions,800000.0,700000.0,900000.0,,Balance Sheet
30,Payables,565800000.0,583054000.0,1967263519.0,926700950.0,Balance Sheet
31,Dividends Payable,,11515000.0,7922711.0,8699978.0,Balance Sheet
32,Total Tax Payable,2600000.0,23900000.0,0.0,,Balance Sheet
33,Accounts Payable,563200000.0,571539000.0,1959340808.0,918000972.0,Balance Sheet
34,Total Assets,1756100000.0,1617016000.0,2689500562.0,1555879660.0,Balance Sheet
35,Total Non Current Assets,13700000.0,11261000.0,6940909.0,8756968.0,Balance Sheet
36,Other Non Current Assets,4900000.0,9300000.0,4900000.0,,Balance Sheet
37,Non Current Prepaid Assets,,4394000.0,0.0,1443360.0,Balance Sheet
38,Non Current Deferred Taxes Assets,300000.0,0.0,0.0,308330.0,Balance Sheet
39,Goodwill And Other Intangible Assets,2100000.0,,,,Balance Sheet
40,Net PPE,6400000.0,1966000.0,2039902.0,2104271.0,Balance Sheet
41,Accumulated Depreciation,,-373000.0,-363565.0,-299196.0,Balance Sheet
42,Gross PPE,,2339000.0,2403467.0,2403467.0,Balance Sheet
43,Machinery Furniture Equipment,,482000.0,546157.0,546157.0,Balance Sheet
44,Land And Improvements,,1857000.0,1857310.0,1857310.0,Balance Sheet
45,Properties,,0.0,0.0,0.0,Balance Sheet
46,Current Assets,1742400000.0,1605755000.0,2682559653.0,1547122692.0,Balance Sheet
47,Other Current Assets,166700000.0,172868000.0,176598003.0,13327466.0,Balance Sheet
48,Hedging Assets Current,,,0.0,1330087.0,Balance Sheet
49,Restricted Cash,,11515000.0,7922710.0,8699977.0,Balance Sheet
50,Prepaid Assets,,15000.0,2795197.0,9144355.0,Balance Sheet
51,Inventory,846200000.0,529697000.0,732247584.0,478226926.0,Balance Sheet
52,Finished Goods,,529697000.0,732247584.0,478226926.0,Balance Sheet
53,Other Receivables,300000.0,34000.0,57258.0,38000.0,Balance Sheet
54,Accounts Receivable,312400000.0,112063000.0,1107306865.0,455854227.0,Balance Sheet
55,Allowance For Doubtful Accounts Receivable,,0.0,-25777.0,0.0,Balance Sheet
56,Gross Accounts Receivable,,112063000.0,1107332642.0,455854227.0,Balance Sheet
57,Cash Cash Equivalents And Short Term Investments,416800000.0,779563000.0,655632036.0,580501654.0,Balance Sheet
58,Other Short Term Investments,410000000.0,779123000.0,545922974.0,474176137.0,Balance Sheet
59,Cash And Cash Equivalents,6800000.0,440000.0,109709062.0,106325517.0,Balance Sheet
60,Cash Financial,,440000.0,109709062.0,106325517.0,Balance Sheet
0,Free Cash Flow,-212400000.0,168172000.0,105925836.0,511931066.0,Cash Flow
1,End Cash Position,6800000.0,431000.0,109709062.0,106325517.0,Cash Flow
2,Beginning Cash Position,400000.0,109709000.0,106325517.0,85808119.0,Cash Flow
3,Changes In Cash,6400000.0,-109278000.0,3383545.0,20517398.0,Cash Flow
4,Financing Cash Flow,-186400000.0,-68764000.0,-44009067.0,-53055262.0,Cash Flow
5,Cash Dividends Paid,-183400000.0,-68764000.0,-44009067.0,-53055262.0,Cash Flow
6,Common Stock Dividend Paid,,,,-53055262.0,Cash Flow
7,Net Issuance Payments Of Debt,-3000000.0,0.0,,,Cash Flow
8,Net Long Term Debt Issuance,-3000000.0,0.0,,,Cash Flow
9,Investing Cash Flow,405200000.0,-208686000.0,-58533224.0,-438358406.0,Cash Flow
10,Interest Received Cfi,1100000.0,1125000.0,120000.0,120000.0,Cash Flow
11,Net Investment Purchase And Sale,404100000.0,-209811000.0,-58653224.0,-438478406.0,Cash Flow
12,Operating Cash Flow,-212400000.0,168172000.0,105925836.0,511931066.0,Cash Flow
13,Taxes Refund Paid,-109500000.0,-85500000.0,-31800000.0,-46359355.0,Cash Flow
14,Interest Paid Cfo,-13500000.0,-1650000.0,-464174.0,-511597.0,Cash Flow
15,Change In Working Capital,-556200000.0,-188141000.0,-11589922.0,496067517.0,Cash Flow
16,Change In Other Current Liabilities,-32600000.0,6670000.0,1895575.0,4992276.0,Cash Flow
17,Change In Other Current Assets,900000.0,-1446000.0,-153389923.0,-13249399.0,Cash Flow
18,Change In Payable,-8300000.0,-1387802000.0,1041339836.0,136119680.0,Cash Flow
19,Change In Inventory,-316600000.0,202551000.0,-254020658.0,184727370.0,Cash Flow
