,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,5027100000.0,4800600000.0,-2792400000.0,-20459200000.0
Total Unusual Items,12800000.0,20100000.0,67400000.0,570600000.0
Total Unusual Items Excluding Goodwill,12800000.0,20100000.0,67400000.0,570600000.0
Net Income From Continuing Operation Net Minority Interest,-11447200000.0,-12150000000.0,-19966900000.0,-37141100000.0
Reconciled Depreciation,1471600000.0,1602100000.0,1687300000.0,1949800000.0
Reconciled Cost Of Revenue,2682900000.0,2959600000.0,2408400000.0,2331400000.0
EBIT,3568300000.0,3218600000.0,-4412300000.0,-21838400000.0
Net Interest Income,-14985100000.0,-15365000000.0,-15502400000.0,-15402000000.0
Interest Expense,15015500000.0,15368600000.0,15554600000.0,15302700000.0
Interest Income,30400000.0,28400000.0,109000000.0,57600000.0
Normalized Income,-11460000000.0,-12170100000.0,-20034300000.0,-37711700000.0
Net Income From Continuing And Discontinued Operation,-11447200000.0,-12150000000.0,-19966900000.0,-37141100000.0
Total Expenses,7608300000.0,7651600000.0,15015700000.0,32864200000.0
Rent Expense Supplemental,592800000.0,593700000.0,438500000.0,390800000.0
Diluted Average Shares,1954927727.0,1954927727.0,1954927727.0,1954927727.0
Basic Average Shares,1954927727.0,1954927727.0,1954927727.0,1954927727.0
Diluted EPS,-5.86,-6.22,-10.21,-19.0
Basic EPS,-5.86,-6.22,-10.21,-19.0
Diluted NI Availto Com Stockholders,-11447200000.0,-12150000000.0,-19966900000.0,-37141100000.0
Net Income Common Stockholders,-11447200000.0,-12150000000.0,-19966900000.0,-37141100000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-11447200000.0,-12150000000.0,-19966900000.0,-37141100000.0
Net Income Including Noncontrolling Interests,-11447200000.0,-12150000000.0,-19966900000.0,-37141100000.0
Net Income Continuous Operations,-11447200000.0,-12150000000.0,-19966900000.0,-37141100000.0
Tax Provision,0.0,0.0,0.0,0.0
Pretax Income,-11447200000.0,-12150000000.0,-19966900000.0,-37141100000.0
Other Non Operating Income Expenses,71700000.0,59500000.0,41300000.0,32800000.0
Special Income Charges,-52700000.0,-6100000.0,50400000.0,456000000.0
Other Special Charges,-21700000.0,-43500000.0,-50400000.0,930000000.0
Write Off,14000000.0,49600000.0,0.0,-1853900000.0
Restructuring And Mergern Acquisition,,,0.0,467900000.0
Net Non Operating Interest Income Expense,-14985100000.0,-15365000000.0,-15502400000.0,-15402000000.0
Total Other Finance Cost,30200000.0,24800000.0,56800000.0,156900000.0
Interest Expense Non Operating,15015500000.0,15368600000.0,15554600000.0,15302700000.0
Interest Income Non Operating,30400000.0,28400000.0,109000000.0,57600000.0
Operating Income,3453400000.0,3136600000.0,-4583800000.0,-22338000000.0
Operating Expense,7608300000.0,4692000000.0,12607300000.0,30532800000.0
Other Operating Expenses,5517700000.0,1668900000.0,9668500000.0,27346000000.0
Depreciation And Amortization In Income Statement,1471600000.0,1602100000.0,1687300000.0,1949800000.0
Amortization,2000000.0,2800000.0,3200000.0,
Depreciation Income Statement,1471600000.0,1599300000.0,1684100000.0,1949800000.0
Selling General And Administration,418700000.0,419800000.0,314900000.0,506200000.0
Selling And Marketing Expense,175400000.0,158600000.0,84300000.0,187100000.0
General And Administrative Expense,243300000.0,261200000.0,230600000.0,319100000.0
Rent And Landing Fees,592800000.0,593700000.0,438500000.0,390800000.0
Gross Profit,8255100000.0,7828600000.0,8023500000.0,8194800000.0
Cost Of Revenue,2682900000.0,2959600000.0,2408400000.0,2331400000.0
Total Revenue,11061700000.0,10788200000.0,10431900000.0,10526200000.0
Operating Revenue,11061700000.0,10788200000.0,10431900000.0,10526200000.0
Ordinary Shares Number,1954927727.0,1954927727.0,1954927727.0,1954927727.0
Share Issued,1954927727.0,1954927727.0,1954927727.0,1954927727.0
Net Debt,198109400000.0,196496100000.0,175946300000.0,166168400000.0
Total Debt,198685400000.0,197563000000.0,177744700000.0,168950100000.0
Tangible Book Value,-190615300000.0,-188348100000.0,-184934900000.0,-174819100000.0
Invested Capital,7706200000.0,8338300000.0,-8532400000.0,-7777900000.0
Working Capital,-99499200000.0,-90451300000.0,-95213500000.0,-122843800000.0
Net Tangible Assets,-190615300000.0,-188348100000.0,-184934900000.0,-174819100000.0
Capital Lease Obligations,433900000.0,899900000.0,1368300000.0,1936400000.0
Common Stock Equity,-190545300000.0,-188324800000.0,-184908800000.0,-174791600000.0
Total Capitalization,-90274100000.0,-81216700000.0,-103863700000.0,-113407200000.0
Total Equity Gross Minority Interest,-190545300000.0,-188324800000.0,-184908800000.0,-174791600000.0
Stockholders Equity,-190545300000.0,-188324800000.0,-184908800000.0,-174791600000.0
Other Equity Interest,-210094600000.0,50080200000.0,41344400000.0,31509200000.0
Retained Earnings,-274660400000.0,-263208600000.0,-251056800000.0,-231097400000.0
Additional Paid In Capital,5254300000.0,5254300000.0,5254300000.0,5254300000.0
Capital Stock,19549300000.0,19549300000.0,19549300000.0,19549300000.0
Common Stock,19549300000.0,19549300000.0,19549300000.0,19549300000.0
Total Liabilities Net Minority Interest,202652700000.0,201970100000.0,199998600000.0,191933700000.0
Total Non Current Liabilities Net Minority Interest,100438800000.0,107736100000.0,99908400000.0,63133700000.0
Other Non Current Liabilities,155400000.0,158600000.0,170000000.0,192000000.0
Preferred Securities Outside Stock Equity,17823000000.0,0.0,17643500000.0,0.0
Non Current Deferred Revenue,,,170000000.0,192000000.0
Long Term Debt And Capital Lease Obligation,100271200000.0,107572900000.0,82067400000.0,62922100000.0
Long Term Capital Lease Obligation,0.0,464800000.0,1022300000.0,1537700000.0
Long Term Debt,100271200000.0,107108100000.0,81045100000.0,61384400000.0
Long Term Provisions,12200000.0,4600000.0,27500000.0,19600000.0
Current Liabilities,102213900000.0,94234000000.0,100090200000.0,128800000000.0
Other Current Liabilities,816800000.0,150400000.0,120400000.0,129600000.0
Current Debt And Capital Lease Obligation,98414200000.0,89990100000.0,95677300000.0,106028000000.0
Current Capital Lease Obligation,433900000.0,435100000.0,346000000.0,398700000.0
Current Debt,97980300000.0,89555000000.0,95331300000.0,105629300000.0
Current Provisions,556200000.0,566900000.0,556300000.0,18635200000.0
Payables,2094000000.0,2842800000.0,3012600000.0,3268600000.0
Other Payable,236200000.0,600700000.0,368900000.0,297600000.0
Accounts Payable,2094000000.0,2242100000.0,2643700000.0,2971000000.0
Total Assets,12107400000.0,13645300000.0,15089800000.0,17142100000.0
Total Non Current Assets,9392700000.0,9862600000.0,10213100000.0,11185900000.0
Other Non Current Assets,1481600000.0,1295300000.0,1295100000.0,1384100000.0
Non Current Prepaid Assets,186300000.0,154900000.0,191900000.0,361200000.0
Investmentin Financial Assets,46000000.0,57200000.0,131900000.0,111200000.0
Available For Sale Securities,46000000.0,57200000.0,131900000.0,111200000.0
Goodwill And Other Intangible Assets,70000000.0,23300000.0,26100000.0,27500000.0
Other Intangible Assets,70000000.0,23300000.0,26100000.0,27500000.0
Net PPE,7678400000.0,8049300000.0,8568100000.0,9301900000.0
Accumulated Depreciation,-30894700000.0,-31468600000.0,-31249100000.0,-29882300000.0
Gross PPE,7678400000.0,39517900000.0,39817200000.0,39184200000.0
Construction In Progress,294800000.0,281600000.0,293000000.0,391800000.0
Other Properties,7383600000.0,2687600000.0,3526200000.0,3730500000.0
Machinery Furniture Equipment,35259100000.0,36154600000.0,35717200000.0,34797800000.0
Buildings And Improvements,405800000.0,392400000.0,279100000.0,262400000.0
Land And Improvements,1700000.0,1700000.0,1700000.0,1700000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,2714700000.0,3782700000.0,4876700000.0,5956200000.0
Other Current Assets,660300000.0,1326600000.0,1923800000.0,2114300000.0
Hedging Assets Current,,,0.0,
Assets Held For Sale Current,,,,0.0
Restricted Cash,,,2800000.0,
Prepaid Assets,732900000.0,1395100000.0,1943300000.0,2284500000.0
Other Receivables,78200000.0,688400000.0,612000000.0,
Taxes Receivable,,0.0,404000000.0,787700000.0
Accounts Receivable,1096900000.0,524000000.0,782200000.0,1217200000.0
Allowance For Doubtful Accounts Receivable,-389000000.0,-382000000.0,-338700000.0,-338400000.0
Gross Accounts Receivable,1485900000.0,906000000.0,1120900000.0,1555600000.0
Cash Cash Equivalents And Short Term Investments,957500000.0,1175200000.0,1135200000.0,1666800000.0
Other Short Term Investments,815400000.0,1008200000.0,705100000.0,821500000.0
Cash And Cash Equivalents,142100000.0,167000000.0,430100000.0,845300000.0
Cash Equivalents,39200000.0,78800000.0,265000000.0,756000000.0
Cash Financial,102900000.0,88200000.0,165100000.0,89300000.0
Free Cash Flow,4470500000.0,4247800000.0,4534500000.0,-4696300000.0
Repayment Of Debt,-44382700000.0,-40654600000.0,-153474300000.0,-284622100000.0
Issuance Of Debt,44015300000.0,39741100000.0,153184700000.0,288820800000.0
Capital Expenditure,-1110300000.0,-1076200000.0,-1137700000.0,-1099100000.0
End Cash Position,142100000.0,167000000.0,430100000.0,845300000.0
Beginning Cash Position,167000000.0,430100000.0,845300000.0,1711300000.0
Changes In Cash,-24900000.0,-263100000.0,-415200000.0,-866000000.0
Financing Cash Flow,-4943700000.0,-4268700000.0,-4322200000.0,-2370000000.0
Interest Paid Cff,-4155000000.0,-2964900000.0,-3645400000.0,-6191600000.0
Net Issuance Payments Of Debt,-367400000.0,-913500000.0,-289600000.0,4198700000.0
Net Long Term Debt Issuance,-367400000.0,-913500000.0,-289600000.0,4198700000.0
Long Term Debt Payments,-44382700000.0,-40654600000.0,-153474300000.0,-284622100000.0
Long Term Debt Issuance,44015300000.0,39741100000.0,153184700000.0,288820800000.0
Investing Cash Flow,-662000000.0,-1318400000.0,-1765200000.0,5101200000.0
Interest Received Cfi,26200000.0,400000.0,16300000.0,200000.0
Net Investment Purchase And Sale,406400000.0,-276500000.0,-681700000.0,6194900000.0
Sale Of Investment,15901900000.0,5987900000.0,7229300000.0,38278900000.0
Purchase Of Investment,-15495500000.0,-6264400000.0,-7911000000.0,-32084000000.0
Net Business Purchase And Sale,,,,0.0
Sale Of Business,,,,0.0
Net PPE Purchase And Sale,-1094600000.0,-1042300000.0,-1099800000.0,-1093900000.0
Sale Of PPE,15700000.0,33900000.0,37900000.0,5200000.0
Purchase Of PPE,-1110300000.0,-1076200000.0,-1137700000.0,-1099100000.0
Operating Cash Flow,5580800000.0,5324000000.0,5672200000.0,-3597200000.0
Taxes Refund Paid,165900000.0,121400000.0,383700000.0,-243700000.0
Change In Working Capital,498000000.0,394000000.0,277500000.0,-986800000.0
Change In Other Current Liabilities,76900000.0,-22100000.0,-39900000.0,-92300000.0
Change In Other Current Assets,555700000.0,585700000.0,791100000.0,278900000.0
Change In Payable,-273100000.0,-363200000.0,-895300000.0,-953200000.0
Change In Inventory,,,,0.0
Change In Receivables,101500000.0,208600000.0,435000000.0,-242000000.0
Other Non Cash Items,14985100000.0,15388200000.0,23375800000.0,33009800000.0
Provisionand Write Offof Assets,-2400000.0,-11600000.0,-13800000.0,300000.0
Depreciation And Amortization,1471600000.0,1602100000.0,1687300000.0,1949800000.0
Depreciation,1471600000.0,1602100000.0,1687300000.0,1949800000.0
Gain Loss On Investment Securities,-65500000.0,-26200000.0,-17000000.0,-114600000.0
Net Foreign Currency Exchange Gain Loss,-800000.0,0.0,-4000000.0,5800000.0
Gain Loss On Sale Of PPE,-20200000.0,-26900000.0,-6400000.0,-20900000.0
Net Income From Continuing Operations,-11447200000.0,-12150000000.0,-19966900000.0,-37141100000.0
