,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,4391700.0,0.0
Tax Rate For Calcs,0.4,0.4,0.3,0.3
Normalized EBITDA,-11554000.0,-17299000.0,-23844000.0,-13736000.0
Total Unusual Items,0.0,0.0,14639000.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,14639000.0,
Net Income From Continuing Operation Net Minority Interest,-22934000.0,-27435000.0,-20720000.0,-24590000.0
Reconciled Depreciation,5504000.0,4456000.0,4161000.0,4558000.0
Reconciled Cost Of Revenue,17163000.0,46894000.0,52979000.0,125414000.0
EBIT,-17058000.0,-21755000.0,-13366000.0,-18294000.0
Net Interest Income,-5885000.0,-5496000.0,-1756000.0,1109000.0
Interest Expense,5885000.0,5522000.0,5601000.0,5762000.0
Interest Income,,29000.0,3865000.0,6879000.0
Normalized Income,-22934000.0,-27435000.0,-30967300.0,-24590000.0
Net Income From Continuing And Discontinued Operation,-22934000.0,-27435000.0,-20720000.0,-24590000.0
Total Expenses,33770000.0,63836000.0,70451000.0,150575000.0
Rent Expense Supplemental,,535000.0,644000.0,1372000.0
Diluted Average Shares,327628571.0,304833333.0,317000000.0,317000000.0
Basic Average Shares,327628571.0,304833333.0,317000000.0,317000000.0
Diluted EPS,-0.07,-0.09,-0.07,-0.08
Basic EPS,-0.07,-0.09,-0.07,-0.08
Diluted NI Availto Com Stockholders,-22934000.0,-27435000.0,-20720000.0,-24590000.0
Net Income Common Stockholders,-22934000.0,-27435000.0,-20720000.0,-24590000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-22934000.0,-27435000.0,-20720000.0,-24590000.0
Minority Interests,10000.0,5000.0,1000.0,8000.0
Net Income Including Noncontrolling Interests,-22943000.0,-27440000.0,-20721000.0,-24598000.0
Net Income Continuous Operations,-22943000.0,-27440000.0,-20721000.0,-24598000.0
Tax Provision,19000.0,163000.0,1754000.0,542000.0
Pretax Income,-22943000.0,-27277000.0,-18967000.0,-24056000.0
Other Non Operating Income Expenses,443000.0,120000.0,120000.0,926000.0
Special Income Charges,0.0,0.0,19539000.0,
Other Special Charges,,,-75347000.0,
Write Off,,0.0,55808000.0,
Net Non Operating Interest Income Expense,-5885000.0,-5496000.0,-1756000.0,1109000.0
Total Other Finance Cost,,3000.0,20000.0,8000.0
Interest Expense Non Operating,5885000.0,5522000.0,5601000.0,5762000.0
Interest Income Non Operating,,29000.0,3865000.0,6879000.0
Operating Income,-17520000.0,-21270000.0,-35429000.0,-22622000.0
Operating Expense,16607000.0,16942000.0,17472000.0,25161000.0
Other Operating Expenses,6326000.0,1516000.0,200000.0,239000.0
