,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,570.376693,0.0,0.0,Income Statement
1,Tax Rate For Calcs,0.211434,0.285188,0.292869,0.3,Income Statement
2,Normalized EBITDA,469191000.0,711378000.0,259617000.0,699826000.0,Income Statement
3,Total Unusual Items,,2000.0,,,Income Statement
4,Total Unusual Items Excluding Goodwill,,2000.0,,,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,370615000.0,508309000.0,182988000.0,720481000.0,Income Statement
6,Reconciled Depreciation,171000.0,271000.0,216000.0,85000.0,Income Statement
7,Reconciled Cost Of Revenue,13817000.0,25118000.0,19238000.0,17919000.0,Income Statement
8,EBIT,469020000.0,711109000.0,259401000.0,699741000.0,Income Statement
9,Net Interest Income,,8223000.0,4522000.0,3834000.0,Income Statement
10,Interest Expense,,0.0,627000.0,,Income Statement
11,Interest Income,,8223000.0,5149000.0,3834000.0,Income Statement
12,Normalized Income,370615000.0,508307570.376693,182988000.0,720481000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,370615000.0,508309000.0,182988000.0,720481000.0,Income Statement
14,Total Expenses,23222000.0,-59254000.0,-187538000.0,121377000.0,Income Statement
15,Rent Expense Supplemental,,851000.0,517000.0,467000.0,Income Statement
16,Diluted Average Shares,10900441.0,10900901.0,10901781.0,10901781.0,Income Statement
17,Basic Average Shares,10900441.0,10900901.0,10901781.0,10901781.0,Income Statement
18,Diluted EPS,34.0,46.63,16.79,66.09,Income Statement
19,Basic EPS,34.0,46.63,16.79,66.09,Income Statement
20,Diluted NI Availto Com Stockholders,370615000.0,508309000.0,182988000.0,720481000.0,Income Statement
21,Net Income Common Stockholders,370615000.0,508309000.0,182988000.0,720481000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,370615000.0,508309000.0,182988000.0,720481000.0,Income Statement
24,Minority Interests,0.0,0.0,0.0,0.0,Income Statement
25,Net Income Including Noncontrolling Interests,370615000.0,508309000.0,182987000.0,720481000.0,Income Statement
26,Net Income Continuous Operations,370615000.0,508309000.0,182987000.0,720481000.0,Income Statement
27,Tax Provision,99371000.0,202800000.0,75787000.0,-16896000.0,Income Statement
28,Pretax Income,469986000.0,711109000.0,258774000.0,703585000.0,Income Statement
