,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,1926751.318617,2304000.0,2726.083064
Tax Rate For Calcs,0.255637,0.20629,0.3,0.272608
Normalized EBITDA,1022190000.0,226500000.0,9370000.0,454600000.0
Total Unusual Items,,9340000.0,7680000.0,10000.0
Total Unusual Items Excluding Goodwill,,9340000.0,7680000.0,10000.0
Net Income From Continuing Operation Net Minority Interest,725340000.0,162520000.0,-14500000.0,316830000.0
Reconciled Depreciation,34980000.0,21290000.0,15540000.0,15880000.0
Reconciled Cost Of Revenue,6453780000.0,2372660000.0,875410000.0,2995620000.0
EBIT,987210000.0,214550000.0,1510000.0,438730000.0
Net Interest Income,-12860000.0,-11590000.0,6440000.0,-3290000.0
Interest Expense,12860000.0,9790000.0,3520000.0,3160000.0
Interest Income,,250000.0,11870000.0,1950000.0
Normalized Income,725340000.0,155106751.318617,-19876000.0,316822726.083064
Net Income From Continuing And Discontinued Operation,725340000.0,162520000.0,-14500000.0,316830000.0
Total Expenses,6778270000.0,2619430000.0,1074240000.0,3233510000.0
Rent Expense Supplemental,,1000000.0,1590000.0,1170000.0
Diluted Average Shares,54454955.0,52250000.0,52250000.0,52250000.0
Basic Average Shares,52257925.0,52250000.0,52250000.0,52250000.0
Diluted EPS,13.32,3.110431,-0.28,6.06
Basic EPS,13.88,3.110431,-0.28,6.06
Diluted NI Availto Com Stockholders,725340000.0,162520000.0,-14500000.0,316830000.0
Net Income Common Stockholders,725340000.0,162520000.0,-14500000.0,316830000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,725340000.0,162520000.0,-14500000.0,316830000.0
Minority Interests,70000.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,725270000.0,162520000.0,-14500000.0,316830000.0
Net Income Continuous Operations,725270000.0,162520000.0,-14500000.0,316830000.0
Tax Provision,249080000.0,42240000.0,12490000.0,118740000.0
Pretax Income,974350000.0,204760000.0,-2010000.0,435570000.0
Other Non Operating Income Expenses,32960000.0,1490000.0,380000.0,30000.0
Special Income Charges,,-1280000.0,-1380000.0,10000.0
Other Special Charges,,,-30000.0,-10000.0
Write Off,,1250000.0,0.0,0.0
Impairment Of Capital Assets,,30000.0,1410000.0,0.0
Net Non Operating Interest Income Expense,-12860000.0,-11590000.0,6440000.0,-3290000.0
Total Other Finance Cost,,2050000.0,1910000.0,2080000.0
Interest Expense Non Operating,12860000.0,9790000.0,3520000.0,3160000.0
Interest Income Non Operating,,250000.0,11870000.0,1950000.0
Operating Income,954250000.0,205550000.0,-17910000.0,436920000.0
Operating Expense,324490000.0,246770000.0,198830000.0,237890000.0
Other Operating Expenses,115100000.0,35090000.0,36360000.0,25160000.0
Depreciation And Amortization In Income Statement,34980000.0,21290000.0,15540000.0,15880000.0
Amortization,,790000.0,980000.0,100000.0
Depreciation Income Statement,34980000.0,20500000.0,14560000.0,15780000.0
Selling General And Administration,,23860000.0,18950000.0,16400000.0
Selling And Marketing Expense,,6600000.0,5810000.0,8470000.0
General And Administrative Expense,,17260000.0,13140000.0,7930000.0
Rent And Landing Fees,,1000000.0,1590000.0,1170000.0
Gross Profit,1278740000.0,452320000.0,180920000.0,674810000.0
Cost Of Revenue,6453780000.0,2372660000.0,875410000.0,2995620000.0
Total Revenue,7732520000.0,2824980000.0,1056330000.0,3670430000.0
Operating Revenue,7732520000.0,2824980000.0,1056330000.0,3670430000.0
Ordinary Shares Number,53025912.0,52250000.0,52250000.0,52250000.0
