,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,0.0,0.0,Income Statement
1,Tax Rate For Calcs,0.057474,0.045964,0.009405,Income Statement
2,Normalized EBITDA,-13719000.0,-14331000.0,-460035000.0,Income Statement
3,Total Unusual Items,,,0.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,,0.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,-26206000.0,-27481000.0,-518422000.0,Income Statement
6,Reconciled Depreciation,14085000.0,14474000.0,16471000.0,Income Statement
7,Reconciled Cost Of Revenue,0.0,0.0,298624000.0,Income Statement
8,EBIT,-27804000.0,-28805000.0,-476507000.0,Income Statement
9,Net Interest Income,0.0,194000.0,-49065000.0,Income Statement
10,Interest Expense,0.0,0.0,46837000.0,Income Statement
11,Interest Income,0.0,212000.0,2226000.0,Income Statement
12,Normalized Income,-26206000.0,-27481000.0,-518422000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,-26206000.0,-27481000.0,-518422000.0,Income Statement
14,Total Expenses,27804000.0,28999000.0,478834000.0,Income Statement
15,Rent Expense Supplemental,0.0,0.0,0.0,Income Statement
16,Diluted Average Shares,,762050.0,762050.0,Income Statement
17,Basic Average Shares,,762050.0,762050.0,Income Statement
18,Diluted EPS,,-36.0,-680.2,Income Statement
19,Basic EPS,,-36.0,-680.2,Income Statement
20,Diluted NI Availto Com Stockholders,-26206000.0,-27481000.0,-518422000.0,Income Statement
21,Net Income Common Stockholders,-26206000.0,-27481000.0,-518422000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,-26206000.0,-27481000.0,-518422000.0,Income Statement
24,Net Income Including Noncontrolling Interests,-26206000.0,-27481000.0,-518422000.0,Income Statement
25,Net Income Continuous Operations,-26206000.0,-27481000.0,-518422000.0,Income Statement
26,Tax Provision,-1598000.0,-1324000.0,-4922000.0,Income Statement
27,Pretax Income,-27804000.0,-28805000.0,-523344000.0,Income Statement
28,Special Income Charges,,,0.0,Income Statement
29,Net Non Operating Interest Income Expense,0.0,194000.0,-49065000.0,Income Statement
30,Total Other Finance Cost,,18000.0,4454000.0,Income Statement
31,Interest Expense Non Operating,0.0,0.0,46837000.0,Income Statement
32,Interest Income Non Operating,0.0,212000.0,2226000.0,Income Statement
33,Operating Income,-27804000.0,-28999000.0,-474279000.0,Income Statement
34,Operating Expense,27804000.0,28999000.0,180210000.0,Income Statement
35,Other Operating Expenses,,,79000.0,Income Statement
36,Depreciation And Amortization In Income Statement,14085000.0,14474000.0,16472000.0,Income Statement
37,Depreciation Income Statement,14085000.0,14474000.0,16472000.0,Income Statement
38,Selling General And Administration,8996000.0,11438000.0,152383000.0,Income Statement
39,Selling And Marketing Expense,0.0,0.0,137754000.0,Income Statement
40,General And Administrative Expense,8996000.0,11438000.0,14629000.0,Income Statement
41,Rent And Landing Fees,0.0,0.0,0.0,Income Statement
