,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,574226.247601,0.0,0.0
Tax Rate For Calcs,0.254685,0.028011,0.0,0.0
Normalized EBITDA,3364400000.0,2584100000.0,1251700000.0,-217800000.0
Total Unusual Items,,20500000.0,-4700000.0,1300000.0
Total Unusual Items Excluding Goodwill,,20500000.0,-4700000.0,1300000.0
Net Income From Continuing Operation Net Minority Interest,1853300000.0,1620500000.0,28700000.0,-1348800000.0
Reconciled Depreciation,95900000.0,94600000.0,311400000.0,263800000.0
Reconciled Cost Of Revenue,25442600000.0,14983800000.0,9453100000.0,10794000000.0
EBIT,3268500000.0,2510000000.0,935600000.0,-480300000.0
Net Interest Income,-781900000.0,-973400000.0,-1056300000.0,-985300000.0
Interest Expense,781900000.0,842800000.0,906900000.0,868500000.0
Interest Income,,22000000.0,20500000.0,36800000.0
Normalized Income,1853300000.0,1600574226.247601,33400000.0,-1350100000.0
Net Income From Continuing And Discontinued Operation,1853300000.0,1620500000.0,28700000.0,-1348800000.0
Total Expenses,31345500000.0,839300000.0,2799300000.0,3740100000.0
Rent Expense Supplemental,,15500000.0,17700000.0,30800000.0
Diluted Average Shares,,161091270.0,161101300.0,161101300.0
Basic Average Shares,,161091270.0,161101300.0,161101300.0
Diluted EPS,,10.08,0.18,-7.78
Basic EPS,,10.08,0.18,-7.78
Diluted NI Availto Com Stockholders,1853300000.0,1620500000.0,28700000.0,-1348800000.0
Net Income Common Stockholders,1853300000.0,1620500000.0,28700000.0,-1348800000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1853300000.0,1620500000.0,28700000.0,-1348800000.0
Net Income Including Noncontrolling Interests,1853300000.0,1620500000.0,28700000.0,-1348800000.0
Net Income Continuous Operations,1853300000.0,1620500000.0,28700000.0,-1348800000.0
Tax Provision,633300000.0,46700000.0,0.0,0.0
Pretax Income,2486600000.0,1667200000.0,28700000.0,-1348800000.0
Other Non Operating Income Expenses,143100000.0,83800000.0,48000000.0,37300000.0
Special Income Charges,,20500000.0,-4700000.0,1300000.0
Other Special Charges,,-20500000.0,4700000.0,-1300000.0
Impairment Of Capital Assets,,,,0.0
Net Non Operating Interest Income Expense,-781900000.0,-973400000.0,-1056300000.0,-985300000.0
Total Other Finance Cost,,152600000.0,169900000.0,153600000.0
Interest Expense Non Operating,781900000.0,842800000.0,906900000.0,868500000.0
Interest Income Non Operating,,22000000.0,20500000.0,36800000.0
Operating Income,3125400000.0,2546800000.0,1017700000.0,-404600000.0
Operating Expense,5902900000.0,-14144500000.0,-6653800000.0,-7053900000.0
Other Operating Expenses,4751000000.0,4216200000.0,3383100000.0,974100000.0
Depreciation And Amortization In Income Statement,95900000.0,94500000.0,311400000.0,263800000.0
Depreciation Income Statement,95900000.0,94500000.0,311400000.0,263800000.0
Selling General And Administration,,106800000.0,94500000.0,109700000.0
Selling And Marketing Expense,,19100000.0,4000000.0,20700000.0
General And Administrative Expense,,87700000.0,90500000.0,89000000.0
Rent And Landing Fees,,15500000.0,17700000.0,30800000.0
Gross Profit,9028300000.0,-11597700000.0,-5636100000.0,-7458500000.0
Cost Of Revenue,25442600000.0,14983800000.0,9453100000.0,10794000000.0
Total Revenue,34470900000.0,3386100000.0,3817000000.0,3335500000.0
Operating Revenue,34470900000.0,3386100000.0,3817000000.0,3335500000.0
Ordinary Shares Number,161101300.0,161101300.0,161101300.0,161101300.0
Share Issued,161101300.0,161101300.0,161101300.0,161101300.0
