,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,16232031.0,38275531.0,28032939.0
Tax Rate For Calcs,0.25086,0.2547,0.2569,0.2551
Normalized EBITDA,7881660000.0,6788270000.0,4475970000.0,3592350000.0
Total Unusual Items,,63730000.0,148990000.0,109890000.0
Total Unusual Items Excluding Goodwill,,63730000.0,148990000.0,109890000.0
Net Income From Continuing Operation Net Minority Interest,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Reconciled Depreciation,1140140000.0,1031930000.0,815930000.0,708950000.0
Reconciled Cost Of Revenue,16201600000.0,12205740000.0,8949330000.0,8690630000.0
EBIT,6741520000.0,5820070000.0,3809030000.0,2993290000.0
Net Interest Income,-211620000.0,-161530000.0,-112590000.0,-57950000.0
Interest Expense,211620000.0,215200000.0,2850000.0,188100000.0
Interest Income,,66090000.0,101610000.0,143600000.0
Normalized Income,4888200000.0,4126512031.0,2714895531.0,2007972939.0
Net Income From Continuing And Discontinued Operation,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Total Expenses,20396960000.0,15991400000.0,11795780000.0,11788860000.0
Rent Expense Supplemental,,240860000.0,209910000.0,225060000.0
Diluted Average Shares,50316006.0,51499198.0,52139649.0,54756009.0
Basic Average Shares,49495747.0,50569542.0,51932428.0,54741168.0
Diluted EPS,97.15,81.05,54.193333,38.166667
Basic EPS,98.76,82.54,54.406667,38.173333
Diluted NI Availto Com Stockholders,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Net Income Common Stockholders,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4888200000.0,4174010000.0,2825610000.0,2089830000.0
Minority Interests,-3610000.0,-3570000.0,-2600000.0,110000.0
Net Income Including Noncontrolling Interests,4891810000.0,4177580000.0,2828210000.0,2089720000.0
Net Income Continuous Operations,4891810000.0,4177580000.0,2828210000.0,2089720000.0
Tax Provision,1638090000.0,1427290000.0,977970000.0,715470000.0
Pretax Income,6529900000.0,5604870000.0,3806180000.0,2805190000.0
Other Non Operating Income Expenses,659510000.0,7770000.0,9280000.0,5890000.0
Special Income Charges,,-2270000.0,-5290000.0,-24630000.0
Other Special Charges,,1050000.0,3560000.0,12930000.0
Write Off,,1220000.0,1730000.0,11700000.0
Net Non Operating Interest Income Expense,-211620000.0,-161530000.0,-112590000.0,-57950000.0
Total Other Finance Cost,,12420000.0,211350000.0,13450000.0
Interest Expense Non Operating,211620000.0,215200000.0,2850000.0,188100000.0
Interest Income Non Operating,,66090000.0,101610000.0,143600000.0
Operating Income,6082010000.0,5612050000.0,3849130000.0,2571520000.0
Operating Expense,4195360000.0,3785660000.0,2846450000.0,3098230000.0
Other Operating Expenses,3055220000.0,1140600000.0,809850000.0,1313940000.0
Depreciation And Amortization In Income Statement,1140140000.0,1031930000.0,815930000.0,708920000.0
Amortization,,195370000.0,99440000.0,87400000.0
Depreciation Income Statement,1140140000.0,836560000.0,716490000.0,621520000.0
Selling General And Administration,,798160000.0,565620000.0,447030000.0
Selling And Marketing Expense,,9420000.0,4670000.0,
General And Administrative Expense,,788740000.0,560950000.0,447030000.0
Rent And Landing Fees,,240860000.0,209910000.0,225060000.0
Gross Profit,10277370000.0,9397710000.0,6695580000.0,5669750000.0
Cost Of Revenue,16201600000.0,12205740000.0,8949330000.0,8690630000.0
Total Revenue,26478970000.0,21603450000.0,15644910000.0,14360380000.0
Operating Revenue,26478970000.0,21603450000.0,15644910000.0,14360380000.0
Treasury Shares Number,,,3140722.0,1325407.0
Ordinary Shares Number,49025359.0,50739643.0,49193656.0,54149694.0
Share Issued,49025359.0,50739643.0,52334378.0,55475101.0
Total Debt,1935580000.0,1631240000.0,1747280000.0,1566020000.0
Tangible Book Value,12013730000.0,10666230000.0,9901200000.0,10324430000.0
Invested Capital,17158560000.0,15677330000.0,15013120000.0,13070820000.0
Working Capital,10339710000.0,9680480000.0,9175370000.0,9688840000.0
Net Tangible Assets,12013730000.0,10666230000.0,9901200000.0,10324430000.0
Capital Lease Obligations,1925730000.0,1629830000.0,1742350000.0,1557340000.0
Common Stock Equity,17148710000.0,15675920000.0,15008190000.0,13062140000.0
Total Capitalization,17155480000.0,15676420000.0,15009900000.0,13065290000.0
Total Equity Gross Minority Interest,17165540000.0,15688160000.0,15017140000.0,13068260000.0
Minority Interest,16830000.0,12240000.0,8950000.0,6120000.0
Stockholders Equity,17148710000.0,15675920000.0,15008190000.0,13062140000.0
Other Equity Interest,16668370000.0,106850000.0,145430000.0,185160000.0
Treasury Stock,,946200000.0,1069510000.0,1069510000.0
Retained Earnings,,14795370000.0,14376890000.0,12878670000.0
Additional Paid In Capital,,74020000.0,63390000.0,56280000.0
Capital Stock,480340000.0,330980000.0,340060000.0,361000000.0
Common Stock,480340000.0,330980000.0,340060000.0,361000000.0
Total Liabilities Net Minority Interest,5711900000.0,5010980000.0,5064300000.0,4291290000.0
Total Non Current Liabilities Net Minority Interest,2337490000.0,1992370000.0,2206400000.0,2233090000.0
Other Non Current Liabilities,13850000.0,35240000.0,29020000.0,
Derivative Product Liabilities,128000000.0,0.0,0.0,341010000.0
Non Current Pension And Other Postretirement Benefit Plans,548550000.0,544450000.0,562080000.0,443080000.0
Non Current Deferred Revenue,,35240000.0,,
Non Current Deferred Taxes Liabilities,138400000.0,147340000.0,175890000.0,129350000.0
Long Term Debt And Capital Lease Obligation,1508690000.0,1265340000.0,1439410000.0,1319650000.0
Long Term Capital Lease Obligation,1501920000.0,1264840000.0,1437700000.0,1316500000.0
Long Term Debt,6770000.0,500000.0,1710000.0,3150000.0
Current Liabilities,3374410000.0,3018610000.0,2857900000.0,2058200000.0
Other Current Liabilities,694170000.0,167080000.0,347930000.0,118170000.0
Current Debt And Capital Lease Obligation,426890000.0,365900000.0,307870000.0,246370000.0
Current Capital Lease Obligation,423810000.0,364990000.0,304650000.0,240840000.0
Current Debt,3080000.0,910000.0,3220000.0,5530000.0
Pensionand Other Post Retirement Benefit Plans Current,1367110000.0,1287300000.0,1041250000.0,879270000.0
Payables,279010000.0,445380000.0,670870000.0,511620000.0
Other Payable,,176070000.0,202530000.0,175650000.0
Dividends Payable,,300000.0,600000.0,740000.0
Total Tax Payable,98540000.0,102460000.0,238420000.0,196590000.0
Accounts Payable,180470000.0,166550000.0,229320000.0,138640000.0
Total Assets,22877440000.0,20699140000.0,20081440000.0,17359550000.0
Total Non Current Assets,9163320000.0,8000050000.0,8048170000.0,5612510000.0
Other Non Current Assets,55110000.0,37910000.0,35390000.0,
Non Current Prepaid Assets,,276930000.0,286880000.0,164010000.0
Non Current Deferred Taxes Assets,541370000.0,379920000.0,339730000.0,384250000.0
Financial Assets,4580000.0,24590000.0,25530000.0,0.0
Investmentin Financial Assets,410540000.0,19580000.0,2400000.0,2400000.0
Available For Sale Securities,410540000.0,19580000.0,2400000.0,2400000.0
Goodwill And Other Intangible Assets,5134980000.0,5009690000.0,5106990000.0,2737710000.0
Other Intangible Assets,1175150000.0,1256220000.0,1380740000.0,465610000.0
Goodwill,3959830000.0,3753470000.0,3726250000.0,2272100000.0
Net PPE,2798240000.0,2137610000.0,2178180000.0,2067720000.0
Accumulated Depreciation,,-2109190000.0,-1704200000.0,-1367590000.0
Gross PPE,2798240000.0,4246800000.0,3882380000.0,3435310000.0
Construction In Progress,208150000.0,21680000.0,4830000.0,7990000.0
Other Properties,2590090000.0,1194080000.0,1327470000.0,1281470000.0
Machinery Furniture Equipment,,2483620000.0,2008450000.0,1649380000.0
Buildings And Improvements,,525960000.0,519580000.0,474710000.0
Land And Improvements,,21460000.0,22050000.0,21760000.0
Properties,,0.0,0.0,0.0
Current Assets,13714120000.0,12699090000.0,12033270000.0,11747040000.0
Other Current Assets,410340000.0,626890000.0,679150000.0,
Hedging Assets Current,0.0,138270000.0,239030000.0,0.0
Restricted Cash,,430510000.0,620920000.0,7840000.0
Prepaid Assets,,388460000.0,304290000.0,1645510000.0
Inventory,4540000.0,5230000.0,3190000.0,3040000.0
Raw Materials,,5230000.0,3190000.0,3040000.0
Other Receivables,,1628810000.0,1111330000.0,1338050000.0
Taxes Receivable,18930000.0,380300000.0,261200000.0,132620000.0
Accounts Receivable,4404870000.0,3292710000.0,2930220000.0,2377840000.0
Allowance For Doubtful Accounts Receivable,,-18170000.0,-14370000.0,-13330000.0
Gross Accounts Receivable,,3310880000.0,2944590000.0,2391170000.0
Cash Cash Equivalents And Short Term Investments,8875440000.0,6434800000.0,6563090000.0,6242140000.0
Other Short Term Investments,4695370000.0,2232080000.0,3073480000.0,4497280000.0
Cash And Cash Equivalents,4180070000.0,4202720000.0,3489610000.0,1744860000.0
Cash Equivalents,,320000000.0,6490000.0,0.0
Cash Financial,,3882720000.0,3483120000.0,1744860000.0
Free Cash Flow,4018150000.0,3873300000.0,3257480000.0,2984800000.0
Repurchase Of Capital Stock,-3341020000.0,-3147090000.0,-1095000000.0,-2563750000.0
Repayment Of Debt,,-3510000.0,-8160000.0,
Issuance Of Debt,8190000.0,,,
Issuance Of Capital Stock,218620000.0,281960000.0,0.0,6320000.0
Capital Expenditure,-907590000.0,-608410000.0,-388210000.0,-343160000.0
End Cash Position,4180070000.0,4203020000.0,3490200000.0,1745610000.0
Beginning Cash Position,4203020000.0,3490200000.0,1745610000.0,1256240000.0
Effect Of Exchange Rate Changes,295940000.0,14670000.0,27220000.0,60840000.0
Changes In Cash,-318890000.0,698150000.0,1717370000.0,428530000.0
Financing Cash Flow,-4400680000.0,-4163390000.0,-1883070000.0,-3082350000.0
Net Other Financing Charges,-650950000.0,-682380000.0,-252470000.0,-32120000.0
Interest Paid Cff,-211370000.0,-215200000.0,-199920000.0,-188100000.0
Cash Dividends Paid,-33110000.0,-34160000.0,-34010000.0,-36100000.0
Common Stock Dividend Paid,,,,-36100000.0
Net Common Stock Issuance,-3122400000.0,-2865130000.0,-1095000000.0,-2557430000.0
Common Stock Payments,-3341020000.0,-3147090000.0,-1095000000.0,-2563750000.0
Common Stock Issuance,218620000.0,281960000.0,0.0,6320000.0
Net Issuance Payments Of Debt,8190000.0,-3510000.0,-8160000.0,-8070000.0
Net Long Term Debt Issuance,8190000.0,-3510000.0,-8160000.0,-8070000.0
Long Term Debt Payments,,-3510000.0,-8160000.0,
Long Term Debt Issuance,8190000.0,,,
Investing Cash Flow,-843950000.0,379830000.0,-45250000.0,182920000.0
Interest Received Cfi,64570000.0,42650000.0,129380000.0,214070000.0
Dividends Received Cfi,-160000.0,-260000.0,-100000.0,66500000.0
Net Investment Purchase And Sale,-7790000.0,1080660000.0,2373430000.0,237830000.0
Sale Of Investment,17190940000.0,14112500000.0,14501230000.0,13980400000.0
Purchase Of Investment,-17198730000.0,-13031840000.0,-12127800000.0,-13742570000.0
Net Business Purchase And Sale,0.0,-137980000.0,-2160710000.0,
Purchase Of Business,0.0,-137980000.0,-2160710000.0,
