,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-16108354.702807,-67007049.429038,-40650989.588997,Income Statement
1,Tax Rate For Calcs,0.349588,0.346059,0.327333,0.318691,Income Statement
2,Normalized EBITDA,2390518000.0,2094444000.0,2092985000.0,2513565000.0,Income Statement
3,Total Unusual Items,0.0,-46548000.0,-204706000.0,-127556000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,-46548000.0,-204706000.0,-127556000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,1718523000.0,927373000.0,876278000.0,1245864000.0,Income Statement
6,Reconciled Depreciation,567949000.0,557923000.0,550228000.0,517313000.0,Income Statement
7,Reconciled Cost Of Revenue,16236399000.0,14616894000.0,10103181000.0,9473456000.0,Income Statement
8,EBIT,1822569000.0,1489973000.0,1338051000.0,1868696000.0,Income Statement
9,Net Interest Income,-179396000.0,41434000.0,172996000.0,174829000.0,Income Statement
10,Interest Expense,179396000.0,122056000.0,110210000.0,134281000.0,Income Statement
11,Interest Income,,177327000.0,292153000.0,323528000.0,Income Statement
12,Normalized Income,1718523000.0,957812645.297193,1013976950.570962,1332769010.411003,Income Statement
13,Net Income From Continuing And Discontinued Operation,1718523000.0,927373000.0,876278000.0,1245864000.0,Income Statement
14,Total Expenses,21758647000.0,18613584000.0,13561178000.0,12986444000.0,Income Statement
15,Rent Expense Supplemental,,77408000.0,71506000.0,76245000.0,Income Statement
16,Diluted Average Shares,,170910932.0,171003846.0,171003846.0,Income Statement
17,Basic Average Shares,,170910932.0,171003846.0,171003846.0,Income Statement
18,Diluted EPS,,8.05,7.04,9.43,Income Statement
19,Basic EPS,,8.05,7.04,9.43,Income Statement
20,Diluted NI Availto Com Stockholders,1718523000.0,1380382000.0,1203298000.0,1612283000.0,Income Statement
21,Net Income Common Stockholders,1718523000.0,1380382000.0,1203298000.0,1612283000.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,1718523000.0,1380382000.0,1203298000.0,1612283000.0,Income Statement
24,Minority Interests,42173000.0,32836000.0,50350000.0,64191000.0,Income Statement
25,Net Income Including Noncontrolling Interests,1676350000.0,1347546000.0,1152948000.0,1548091000.0,Income Statement
26,Net Income Extraordinary,,453009000.0,327020000.0,366419000.0,Income Statement
27,Net Income Discontinuous Operations,0.0,0.0,0.0,0.0,Income Statement
28,Net Income Continuous Operations,1068740000.0,894537000.0,825928000.0,1181672000.0,Income Statement
29,Tax Provision,574433000.0,473380000.0,401913000.0,552743000.0,Income Statement
30,Pretax Income,1643173000.0,1367917000.0,1227841000.0,1734415000.0,Income Statement
31,Other Non Operating Income Expenses,366342000.0,61048000.0,40691000.0,52352000.0,Income Statement
32,Special Income Charges,0.0,-46548000.0,-209626000.0,-127556000.0,Income Statement
33,Other Special Charges,,-34376000.0,-1161000.0,-2076000.0,Income Statement
34,Write Off,,79461000.0,210650000.0,129478000.0,Income Statement
35,Impairment Of Capital Assets,,1463000.0,137000.0,154000.0,Income Statement
