,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,-1800621.8,345525.6
Tax Rate For Calcs,0.188673,0.33297,0.2518,0.1572
Normalized EBITDA,80009000.0,58921000.0,68845000.0,69786000.0
Total Unusual Items,0.0,0.0,-7151000.0,2198000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,-7151000.0,2198000.0
Net Income From Continuing Operation Net Minority Interest,34681000.0,17158000.0,17612000.0,24274000.0
Reconciled Depreciation,10125000.0,9799000.0,10224000.0,11124000.0
Reconciled Cost Of Revenue,720514000.0,467490000.0,313041000.0,318540000.0
EBIT,69884000.0,49122000.0,51470000.0,60860000.0
Net Interest Income,-27138000.0,-29956000.0,-33959000.0,-31601000.0
Interest Expense,27138000.0,23399000.0,27931000.0,28295000.0
Interest Income,,1595000.0,1435000.0,1612000.0
Normalized Income,34681000.0,17158000.0,22962378.2,22421525.6
Net Income From Continuing And Discontinued Operation,34681000.0,17158000.0,17612000.0,24274000.0
Total Expenses,869398000.0,516373000.0,402898000.0,399804000.0
Rent Expense Supplemental,,110000.0,314000.0,314000.0
Diluted Average Shares,,11752055.0,11779656.0,11779656.0
Basic Average Shares,,11752055.0,11779656.0,11779656.0
Diluted EPS,,1.46,1.5,2.06
Basic EPS,,1.46,1.5,2.06
Diluted NI Availto Com Stockholders,34681000.0,17158000.0,17612000.0,24274000.0
Net Income Common Stockholders,34681000.0,17158000.0,17612000.0,24274000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,34681000.0,17158000.0,17612000.0,24274000.0
Minority Interests,0.0,0.0,,
Net Income Including Noncontrolling Interests,34681000.0,17158000.0,17612000.0,24274000.0
Net Income Continuous Operations,34681000.0,17158000.0,17612000.0,24274000.0
Tax Provision,8065000.0,8565000.0,5927000.0,8291000.0
Pretax Income,42746000.0,25723000.0,23539000.0,32565000.0
Other Non Operating Income Expenses,1953000.0,903000.0,100000.0,25000.0
Special Income Charges,0.0,0.0,-7151000.0,2198000.0
Write Off,,0.0,7151000.0,-2198000.0
Net Non Operating Interest Income Expense,-27138000.0,-29956000.0,-33959000.0,-31601000.0
Total Other Finance Cost,,8152000.0,7463000.0,4918000.0
Interest Expense Non Operating,27138000.0,23399000.0,27931000.0,28295000.0
Interest Income Non Operating,,1595000.0,1435000.0,1612000.0
Operating Income,67931000.0,54931000.0,64737000.0,59090000.0
Operating Expense,148884000.0,48883000.0,89857000.0,81264000.0
Other Operating Expenses,102753000.0,3761000.0,30597000.0,17624000.0
