,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-203907072.046176,-319848639.704762,-304081354.316917,-112005000.0
Tax Rate For Calcs,0.26496,0.145123,0.16871,0.3
Normalized EBITDA,4281373000.0,4768078000.0,3420220000.0,2494900000.0
Total Unusual Items,-769576000.0,-2203987000.0,-1802390000.0,-373350000.0
Total Unusual Items Excluding Goodwill,-769576000.0,-2203987000.0,-1802390000.0,-373350000.0
Net Income From Continuing Operation Net Minority Interest,2419567000.0,1991328000.0,1129590000.0,970140000.0
Reconciled Depreciation,219133000.0,208558000.0,187530000.0,166900000.0
Reconciled Cost Of Revenue,640827000.0,2141702000.0,2177460000.0,6151980000.0
EBIT,3292664000.0,2355533000.0,1430300000.0,1954650000.0
Net Interest Income,-914000.0,208884000.0,55940000.0,-151320000.0
Interest Expense,914000.0,26160000.0,71460000.0,287220000.0
Interest Income,,237167000.0,135310000.0,144080000.0
Normalized Income,2985235927.953824,3875466360.295238,2627898645.683083,1231485000.0
Net Income From Continuing And Discontinued Operation,2419567000.0,1991328000.0,1129590000.0,970140000.0
Total Expenses,4702883000.0,-37181000.0,730370000.0,5405950000.0
Rent Expense Supplemental,,1520794000.0,1373090000.0,1558890000.0
Diluted Average Shares,70397643.0,70401627.0,70400000.0,70400000.0
Basic Average Shares,70397643.0,70401627.0,70400000.0,70400000.0
Diluted EPS,34.37,28.28,16.05,13.78
Basic EPS,34.37,28.28,16.05,13.78
Diluted NI Availto Com Stockholders,2419567000.0,1991328000.0,1129590000.0,970140000.0
Net Income Common Stockholders,2419567000.0,1991328000.0,1129590000.0,970140000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2419567000.0,1991328000.0,1129590000.0,970140000.0
Net Income Including Noncontrolling Interests,2419567000.0,1991328000.0,1129590000.0,970140000.0
Net Income Continuous Operations,2419567000.0,1991328000.0,1129590000.0,970140000.0
Tax Provision,872183000.0,338045000.0,229250000.0,697290000.0
Pretax Income,3291750000.0,2329373000.0,1358840000.0,1667430000.0
Other Non Operating Income Expenses,1582001000.0,16937000.0,28910000.0,17920000.0
Special Income Charges,-769576000.0,-2203987000.0,-1802390000.0,-373350000.0
Other Special Charges,,-3031000.0,-3780000.0,-1480000.0
Write Off,769576000.0,2203814000.0,1803610000.0,373990000.0
Impairment Of Capital Assets,,3204000.0,2560000.0,840000.0
Net Non Operating Interest Income Expense,-914000.0,208884000.0,55940000.0,-151320000.0
Total Other Finance Cost,,2123000.0,7910000.0,8180000.0
Interest Expense Non Operating,914000.0,26160000.0,71460000.0,287220000.0
Interest Income Non Operating,,237167000.0,135310000.0,144080000.0
Operating Income,2506782000.0,4304710000.0,3085180000.0,2201120000.0
Operating Expense,4062056000.0,-2178883000.0,-1447090000.0,-746030000.0
Other Operating Expenses,2125709000.0,-1504039000.0,-876180000.0,252710000.0
Depreciation And Amortization In Income Statement,218387000.0,207812000.0,186780000.0,166150000.0
Amortization,,3153000.0,,
Depreciation Income Statement,218387000.0,204659000.0,186780000.0,166150000.0
Selling General And Administration,,62421000.0,51220000.0,64840000.0
Selling And Marketing Expense,,10911000.0,10800000.0,12190000.0
General And Administrative Expense,,51510000.0,40420000.0,52650000.0
Rent And Landing Fees,,1520794000.0,1373090000.0,1558890000.0
Gross Profit,6568838000.0,2125827000.0,1638090000.0,1455090000.0
Cost Of Revenue,640827000.0,2141702000.0,2177460000.0,6151980000.0
Total Revenue,7209665000.0,4267529000.0,3815550000.0,7607070000.0
Operating Revenue,7209665000.0,4267529000.0,3815550000.0,7607070000.0
Ordinary Shares Number,70400000.0,70400000.0,70400000.0,70400000.0
Share Issued,70400000.0,70400000.0,70400000.0,70400000.0
Net Debt,,,,1979760000.0
Total Debt,1450020000.0,1495048000.0,1543930000.0,2586520000.0
Tangible Book Value,7855569000.0,6529488000.0,5577480000.0,4727010000.0
Invested Capital,9315059000.0,8035842000.0,7123460000.0,7325740000.0
Working Capital,4298775000.0,2232397000.0,1096150000.0,1047150000.0
Net Tangible Assets,7855569000.0,6529488000.0,5577480000.0,4727010000.0
Common Stock Equity,7865039000.0,6540794000.0,5579530000.0,4739220000.0
Total Capitalization,7865039000.0,6540794000.0,5622720000.0,4773130000.0
Total Equity Gross Minority Interest,7865039000.0,6540794000.0,5579530000.0,4739220000.0
Stockholders Equity,7865039000.0,6540794000.0,5579530000.0,4739220000.0
Other Equity Interest,7161039000.0,5836794000.0,,
Retained Earnings,,-987306000.0,-1948570000.0,-2788880000.0
Capital Stock,704000000.0,704000000.0,704000000.0,704000000.0
Common Stock,704000000.0,704000000.0,704000000.0,704000000.0
Total Liabilities Net Minority Interest,19019894000.0,13581912000.0,16898080000.0,17272280000.0
Total Non Current Liabilities Net Minority Interest,1052779000.0,1127127000.0,1041720000.0,933400000.0
Other Non Current Liabilities,111731000.0,79952000.0,61200000.0,
Non Current Pension And Other Postretirement Benefit Plans,904516000.0,1047175000.0,937330000.0,833600000.0
Tradeand Other Payables Non Current,,,,2640000.0
Non Current Deferred Revenue,,79952000.0,61200000.0,63250000.0
Long Term Debt And Capital Lease Obligation,,0.0,43190000.0,33910000.0
Long Term Debt,,0.0,43190000.0,33910000.0
Long Term Provisions,,1010482000.0,930050000.0,827900000.0
Current Liabilities,17967115000.0,12454785000.0,15856360000.0,16338880000.0
Other Current Liabilities,367051000.0,382350000.0,620850000.0,-750000.0
Current Debt And Capital Lease Obligation,1450020000.0,1495048000.0,1500740000.0,2552610000.0
Current Debt,1450020000.0,1495048000.0,1500740000.0,2552610000.0
Pensionand Other Post Retirement Benefit Plans Current,,205675000.0,60410000.0,32680000.0
Current Provisions,702458000.0,624638000.0,465730000.0,403150000.0
Payables,1944651000.0,8447054000.0,11852620000.0,11954870000.0
Other Payable,,6480662000.0,7298790000.0,5499100000.0
Dividends Payable,,13053000.0,8490000.0,8030000.0
Total Tax Payable,,302400000.0,545730000.0,149130000.0
Accounts Payable,1944651000.0,1650939000.0,3999610000.0,6298610000.0
Total Assets,26884933000.0,20122706000.0,22477610000.0,22011500000.0
Total Non Current Assets,4619043000.0,5435524000.0,5525100000.0,4625470000.0
Other Non Current Assets,10818000.0,5074000.0,-40000.0,
Defined Pension Benefit,,,,0.0
Non Current Prepaid Assets,,18672000.0,12980000.0,12820000.0
Non Current Deferred Taxes Assets,1785763000.0,2162386000.0,2286810000.0,2296960000.0
Investmentin Financial Assets,262155000.0,350530000.0,382900000.0,50050000.0
Available For Sale Securities,262155000.0,350530000.0,382900000.0,50050000.0
Long Term Equity Investment,193867000.0,206383000.0,143570000.0,112070000.0
Investmentsin Joint Venturesat Cost,193867000.0,206383000.0,143570000.0,112070000.0
Goodwill And Other Intangible Assets,9470000.0,11306000.0,2050000.0,12210000.0
Other Intangible Assets,9470000.0,11306000.0,2050000.0,12210000.0
Net PPE,1399532000.0,1389125000.0,1408800000.0,1264840000.0
Accumulated Depreciation,,-974277000.0,-779070000.0,-604610000.0
Gross PPE,1399532000.0,2363402000.0,2187870000.0,1869450000.0
Construction In Progress,818000.0,0.0,518250000.0,317080000.0
Other Properties,1329382000.0,78843000.0,58650000.0,55630000.0
Machinery Furniture Equipment,,1826870000.0,1486980000.0,1375070000.0
Buildings And Improvements,,387611000.0,53170000.0,50100000.0
Land And Improvements,69332000.0,70078000.0,70820000.0,71570000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,22265890000.0,14687182000.0,16952510000.0,17386030000.0
Other Current Assets,228888000.0,97637000.0,124180000.0,
Assets Held For Sale Current,4063000.0,27265000.0,30150000.0,29600000.0
Restricted Cash,,752598000.0,140220000.0,877110000.0
Prepaid Assets,,769144000.0,239430000.0,213840000.0
Inventory,51467000.0,59067000.0,51610000.0,70000000.0
