,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-12453213.797963,-7881789.361982,-21860027.05053
Tax Rate For Calcs,0.248229,0.260288,0.219922,0.256531
Normalized EBITDA,9276000000.0,7332538000.0,8790286000.0,6182633000.0
Total Unusual Items,-14250000.0,-47844000.0,-35839000.0,-85214000.0
Total Unusual Items Excluding Goodwill,-14250000.0,-47844000.0,-35839000.0,-85214000.0
Net Income From Continuing Operation Net Minority Interest,5165970000.0,4127579000.0,5494590000.0,3353983000.0
Reconciled Depreciation,1455570000.0,1586320000.0,1514625000.0,1369535000.0
Reconciled Cost Of Revenue,23072880000.0,19589040000.0,14550046000.0,13155604000.0
EBIT,7431060000.0,5698374000.0,7239822000.0,4727884000.0
Net Interest Income,-559330000.0,-103566000.0,-139054000.0,-206618000.0
Interest Expense,559330000.0,118391000.0,196179000.0,216623000.0
Interest Income,45140000.0,128541000.0,123787000.0,63620000.0
Normalized Income,5165970000.0,4162969786.202037,5522547210.638018,3417336972.94947
Net Income From Continuing And Discontinued Operation,5165970000.0,4127579000.0,5494590000.0,3353983000.0
Total Expenses,37825910000.0,31522775000.0,24804834000.0,21206107000.0
Rent Expense Supplemental,111610000.0,79666000.0,78251000.0,61397000.0
Diluted Average Shares,,248610000.0,250278000.0,255087000.0
Basic Average Shares,,247840000.0,249203000.0,254248000.0
Diluted EPS,,16.6,21.95,13.15
Basic EPS,,16.66,22.05,13.19
Diluted NI Availto Com Stockholders,5165970000.0,4127579000.0,5494590000.0,3353983000.0
Net Income Common Stockholders,5165970000.0,4127579000.0,5494590000.0,3353983000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,5165970000.0,4127579000.0,5494590000.0,3353983000.0
Minority Interests,0.0,-2000.0,,
Net Income Including Noncontrolling Interests,5165970000.0,4127581000.0,5494590000.0,3353983000.0
Net Income Continuous Operations,5165970000.0,4127581000.0,5494590000.0,3353983000.0
Tax Provision,1705760000.0,1452402000.0,1549053000.0,1157278000.0
Pretax Income,6871730000.0,5579983000.0,7043643000.0,4511261000.0
