,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,171234000.0,1829938000.0,1554647000.0,Income Statement
1,Tax Rate For Calcs,0.312467,0.3171,0.2453,0.1889,Income Statement
2,Normalized EBITDA,188850000000.0,172280000000.0,127100000000.0,99240000000.0,Income Statement
3,Total Unusual Items,0.0,540000000.0,7460000000.0,8230000000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,540000000.0,7460000000.0,8230000000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,105110000000.0,96290000000.0,79800000000.0,68050000000.0,Income Statement
6,Reconciled Depreciation,32640000000.0,29170000000.0,25310000000.0,22790000000.0,Income Statement
7,Reconciled Cost Of Revenue,109000000000.0,125000000000.0,102190000000.0,89240000000.0,Income Statement
8,EBIT,156210000000.0,143650000000.0,109250000000.0,84680000000.0,Income Statement
9,Net Interest Income,-3330000000.0,5480000000.0,5540000000.0,8760000000.0,Income Statement
10,Interest Expense,3330000000.0,2650000000.0,3510000000.0,780000000.0,Income Statement
11,Interest Income,,8380000000.0,9400000000.0,9880000000.0,Income Statement
12,Normalized Income,105110000000.0,95921234000.0,74169938000.0,61374647000.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,105110000000.0,96290000000.0,79800000000.0,68050000000.0,Income Statement
14,Total Expenses,190300000000.0,153190000000.0,129300000000.0,117410000000.0,Income Statement
15,Diluted Average Shares,,4225098728.0,4230000000.0,4230000000.0,Income Statement
16,Basic Average Shares,,4225098728.0,4230000000.0,4230000000.0,Income Statement
17,Diluted EPS,,22.79,18.89,16.11,Income Statement
18,Basic EPS,,22.79,18.89,16.11,Income Statement
19,Diluted NI Availto Com Stockholders,105110000000.0,96290000000.0,79800000000.0,68050000000.0,Income Statement
20,Net Income Common Stockholders,105110000000.0,96290000000.0,79800000000.0,68050000000.0,Income Statement
21,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
22,Net Income,105110000000.0,96290000000.0,79800000000.0,68050000000.0,Income Statement
23,Net Income Including Noncontrolling Interests,105110000000.0,96290000000.0,79800000000.0,68050000000.0,Income Statement
