,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-4644256.384459,-12500110.2,Income Statement
1,Tax Rate For Calcs,0.297593,0.255081,0.3,Income Statement
2,Normalized EBITDA,86734577.26,62778325.0,72405973.0,Income Statement
3,Total Unusual Items,0.0,-18207000.0,-41667034.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,-18207000.0,-41667034.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,40236464.0,10462568.0,327843.0,Income Statement
6,Reconciled Depreciation,4563055.0,4269335.0,4384703.0,Income Statement
7,Reconciled Cost Of Revenue,635005892.0,461514735.0,510890453.0,Income Statement
8,EBIT,82171522.26,40301990.0,26354236.0,Income Statement
9,Net Interest Income,-11912664.26,-13675038.0,-12485560.0,Income Statement
10,Interest Expense,24887807.26,26256751.0,25563183.0,Income Statement
11,Interest Income,12975143.0,12581713.0,13077623.0,Income Statement
12,Normalized Income,40236464.0,24025311.615541,29494766.8,Income Statement
13,Net Income From Continuing And Discontinued Operation,40236464.0,10462568.0,327843.0,Income Statement
14,Total Expenses,651077315.0,482658971.0,537818732.0,Income Statement
15,Rent Expense Supplemental,278087.0,245520.0,663300.0,Income Statement
16,Diluted Average Shares,10546213.0,10546213.0,10546213.0,Income Statement
17,Basic Average Shares,10546213.0,10546213.0,10546213.0,Income Statement
18,Diluted EPS,3.82,0.99,0.03,Income Statement
19,Basic EPS,3.82,0.99,0.03,Income Statement
20,Diluted NI Availto Com Stockholders,40236464.0,10462568.0,327843.0,Income Statement
21,Net Income Common Stockholders,40236464.0,10462568.0,327843.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
23,Net Income,40236464.0,10462568.0,327843.0,Income Statement
24,Net Income Including Noncontrolling Interests,40236464.0,10462568.0,327843.0,Income Statement
25,Net Income Continuous Operations,40236464.0,10462568.0,327843.0,Income Statement
26,Tax Provision,17047251.0,3582671.0,463210.0,Income Statement
27,Pretax Income,57283715.0,14045239.0,791053.0,Income Statement
28,Other Non Operating Income Expenses,473430.0,1524493.0,,Income Statement
29,Special Income Charges,0.0,-18207000.0,-41667034.0,Income Statement
30,Write Off,0.0,18207000.0,41667034.0,Income Statement
31,Net Non Operating Interest Income Expense,-11912664.26,-13675038.0,-12485560.0,Income Statement
32,Interest Expense Non Operating,24887807.26,26256751.0,25563183.0,Income Statement
33,Interest Income Non Operating,12975143.0,12581713.0,13077623.0,Income Statement
34,Operating Income,64290406.0,40417951.0,46295468.0,Income Statement
35,Operating Expense,16071423.0,21144236.0,26928279.0,Income Statement
36,Other Operating Expenses,2077478.0,1370424.0,5123619.0,Income Statement
37,Depreciation And Amortization In Income Statement,4563055.0,4269335.0,4384703.0,Income Statement
38,Amortization,1249684.0,1322426.0,1393249.0,Income Statement
39,Depreciation Income Statement,3313371.0,2946909.0,2991454.0,Income Statement
40,Selling General And Administration,30912557.0,11444307.0,14170198.0,Income Statement
41,Selling And Marketing Expense,26732441.0,8831560.0,10734621.0,Income Statement
42,General And Administrative Expense,4180116.0,2612747.0,3435577.0,Income Statement
43,Rent And Landing Fees,278087.0,245520.0,663300.0,Income Statement
