,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-4437331.294309,7461524.043233,15569190.185343,8249561.677556
Tax Rate For Calcs,0.325032,0.209164,0.321008,0.157639
Normalized EBITDA,501050000.0,235386000.0,110265000.0,311468000.0
Total Unusual Items,-13652000.0,35673000.0,48501000.0,52332000.0
Total Unusual Items Excluding Goodwill,-13652000.0,35673000.0,48501000.0,52332000.0
Net Income From Continuing Operation Net Minority Interest,2375561000.0,1606982000.0,738788000.0,781349000.0
Reconciled Depreciation,16156000.0,43998000.0,14954000.0,13304000.0
Reconciled Cost Of Revenue,0.0,37074000.0,314264000.0,381134000.0
EBIT,471242000.0,227061000.0,143812000.0,350496000.0
Net Interest Income,-4352000.0,-1595000.0,-200000.0,243000.0
Interest Expense,4352000.0,8434000.0,1535000.0,2752000.0
Interest Income,1449000.0,6839000.0,1335000.0,2995000.0
Normalized Income,2384775668.705691,1578770524.043233,705856190.185343,737266561.677556
Net Income From Continuing And Discontinued Operation,2375561000.0,1606982000.0,738788000.0,781349000.0
Total Expenses,454739000.0,602775000.0,490591000.0,618463000.0
Rent Expense Supplemental,14700000.0,13185000.0,31408000.0,49197000.0
Diluted Average Shares,,208292901.0,151103860.0,170009219.0
Basic Average Shares,,208292901.0,151103860.0,170009219.0
Diluted EPS,,7.72,4.89,4.595086
Basic EPS,,7.72,4.89,4.595086
Diluted NI Availto Com Stockholders,2375561000.0,1606982000.0,738788000.0,781349000.0
Net Income Common Stockholders,2375561000.0,1606982000.0,738788000.0,781349000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2375561000.0,1606982000.0,738788000.0,781349000.0
Minority Interests,0.0,24896000.0,,
Net Income Including Noncontrolling Interests,2375561000.0,1606982000.0,738788000.0,781350000.0
Net Income Continuous Operations,2375561000.0,1606982000.0,738788000.0,781350000.0
Tax Provision,151754000.0,45729000.0,45672000.0,54818000.0
Pretax Income,466890000.0,218627000.0,142277000.0,347744000.0
Other Non Operating Income Expenses,35207000.0,32580000.0,20863000.0,20923000.0
Special Income Charges,-13652000.0,1183000.0,0.0,0.0
Write Off,13652000.0,-1183000.0,,
Net Non Operating Interest Income Expense,-4352000.0,-1595000.0,-200000.0,243000.0
Interest Expense Non Operating,4352000.0,8434000.0,1535000.0,2752000.0
Interest Income Non Operating,1449000.0,6839000.0,1335000.0,2995000.0
Operating Income,449687000.0,151960000.0,47050000.0,256242000.0
Operating Expense,454739000.0,565701000.0,176327000.0,237329000.0
Other Operating Expenses,9857000.0,6719000.0,11525000.0,17829000.0
Depreciation And Amortization In Income Statement,16156000.0,43998000.0,14954000.0,13304000.0
Depreciation Income Statement,16156000.0,43998000.0,14954000.0,13304000.0
Selling General And Administration,133246000.0,153582000.0,96036000.0,128852000.0
Selling And Marketing Expense,30828000.0,28448000.0,12467000.0,28018000.0
General And Administrative Expense,133246000.0,125134000.0,83569000.0,100834000.0
Rent And Landing Fees,14700000.0,13185000.0,31408000.0,49197000.0
Gross Profit,904426000.0,717661000.0,223377000.0,493571000.0
Cost Of Revenue,0.0,37074000.0,314264000.0,381134000.0
Total Revenue,904426000.0,754735000.0,537641000.0,874705000.0
Operating Revenue,904426000.0,754735000.0,537641000.0,874705000.0
Ordinary Shares Number,222103860.0,222103860.0,170009219.0,170009219.0
Share Issued,222103860.0,222103860.0,170009219.0,170009219.0
Total Debt,182511000.0,31874000.0,36000000.0,21368000.0
Tangible Book Value,35684387000.0,30003341000.0,21931557000.0,18554597000.0
Invested Capital,35700419000.0,30020531000.0,21950296000.0,18572626000.0
Working Capital,334085000.0,242390000.0,252081000.0,258950000.0
Net Tangible Assets,35684387000.0,30003341000.0,21931557000.0,18554597000.0
Capital Lease Obligations,182511000.0,31874000.0,36000000.0,21368000.0
Common Stock Equity,35700419000.0,30020531000.0,21950296000.0,18572626000.0
Total Capitalization,35700419000.0,30020531000.0,21950296000.0,18572626000.0
Total Equity Gross Minority Interest,35700419000.0,30020531000.0,21950296000.0,18572626000.0
Stockholders Equity,35700419000.0,30020531000.0,21950296000.0,18572626000.0
Other Equity Interest,34589900000.0,664000.0,,
Retained Earnings,20278568000.0,12152787000.0,9240028000.0,7615305000.0
Additional Paid In Capital,3171164000.0,3171164000.0,,
Capital Stock,1110519000.0,1110519000.0,755519000.0,755519000.0
Common Stock,1110519000.0,1110519000.0,755519000.0,755519000.0
Total Liabilities Net Minority Interest,645062000.0,934564000.0,1110889000.0,648264000.0
Total Non Current Liabilities Net Minority Interest,635566000.0,918828000.0,1095582000.0,630000000.0
Other Non Current Liabilities,9084000.0,9540000.0,9108000.0,12689000.0
Derivative Product Liabilities,0.0,5109000.0,34412000.0,
Non Current Deferred Taxes Liabilities,399527000.0,833860000.0,978163000.0,561613000.0
Long Term Debt And Capital Lease Obligation,182511000.0,31874000.0,36000000.0,21368000.0
Long Term Capital Lease Obligation,182511000.0,31874000.0,36000000.0,21368000.0
Long Term Provisions,28088000.0,34263000.0,34972000.0,31112000.0
Current Liabilities,9496000.0,15736000.0,15307000.0,18264000.0
Payables,9496000.0,5024000.0,7016000.0,8693000.0
Accounts Payable,9496000.0,5024000.0,7016000.0,8693000.0
Total Assets,36345481000.0,30955095000.0,23061185000.0,19220890000.0
Total Non Current Assets,36001900000.0,30696971000.0,22793799000.0,18943681000.0
Other Non Current Assets,39390000.0,21069000.0,32781000.0,10623000.0
Financial Assets,33459000.0,,0.0,57574000.0
Investmentin Financial Assets,35550695000.0,18968270000.0,12596193000.0,11954266000.0
Held To Maturity Securities,,0.0,2262000.0,2262000.0
Available For Sale Securities,35550695000.0,16942702000.0,11813257000.0,10019793000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,165446000.0,780674000.0,1932211000.0
Trading Securities,,1860122000.0,,
Long Term Equity Investment,,11638910000.0,10096102000.0,6832657000.0
Investmentsin Associatesat Cost,,11638910000.0,10096102000.0,6832657000.0
Investment Properties,192993000.0,19511000.0,20718000.0,17126000.0
Goodwill And Other Intangible Assets,16032000.0,17190000.0,18739000.0,18029000.0
Other Intangible Assets,424000.0,1582000.0,3131000.0,2421000.0
Goodwill,15608000.0,15608000.0,15608000.0,15608000.0
Net PPE,202790000.0,53090000.0,62047000.0,53406000.0
Accumulated Depreciation,-32407000.0,-26470000.0,-21901000.0,-20580000.0
Gross PPE,202790000.0,79560000.0,83948000.0,73986000.0
Other Properties,202790000.0,30928000.0,36537000.0,25533000.0
Machinery Furniture Equipment,50919000.0,44462000.0,43864000.0,44959000.0
Buildings And Improvements,2976000.0,984000.0,361000.0,308000.0
Land And Improvements,3186000.0,3186000.0,3186000.0,3186000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,343581000.0,258126000.0,267388000.0,277214000.0
Hedging Assets Current,33459000.0,,,
Restricted Cash,3738000.0,2700000.0,2021000.0,2045000.0
Prepaid Assets,111685000.0,48127000.0,81676000.0,24105000.0
Other Receivables,651000.0,2458000.0,2408000.0,6967000.0
Taxes Receivable,74780000.0,12082000.0,16193000.0,68872000.0
Accounts Receivable,69070000.0,50481000.0,53678000.0,77410000.0
Allowance For Doubtful Accounts Receivable,-653000.0,-410000.0,-2682000.0,-3884000.0
Gross Accounts Receivable,69723000.0,50891000.0,56360000.0,81294000.0
Cash Cash Equivalents And Short Term Investments,165621000.0,142278000.0,111412000.0,97815000.0
Cash And Cash Equivalents,165621000.0,142278000.0,111412000.0,97815000.0
Cash Financial,161884000.0,142278000.0,111412000.0,97815000.0
Free Cash Flow,819667000.0,294956000.0,177449000.0,598874000.0
Issuance Of Capital Stock,0.0,3526164000.0,,
Capital Expenditure,-182794000.0,-3612000.0,-11812000.0,-22064000.0
End Cash Position,165621000.0,144978000.0,113433000.0,99860000.0
Other Cash Adjustment Outside Changein Cash,,,1000.0,
Beginning Cash Position,144978000.0,113433000.0,99860000.0,47555000.0
Changes In Cash,20643000.0,31545000.0,13572000.0,52305000.0
Financing Cash Flow,-729439000.0,3185188000.0,-79314000.0,-460313000.0
Interest Paid Cff,-3855000.0,-3691000.0,-1535000.0,-2752000.0
Cash Dividends Paid,-721842000.0,-333160000.0,-75555000.0,-455417000.0
Common Stock Dividend Paid,,,,-455417000.0
Net Common Stock Issuance,0.0,3526164000.0,,
Common Stock Issuance,0.0,3526164000.0,,
Investing Cash Flow,-252379000.0,-3452211000.0,-96375000.0,-108320000.0
Interest Received Cfi,11370000.0,3789000.0,174000.0,174000.0
Net Investment Purchase And Sale,-80955000.0,-3452388000.0,-85927000.0,-86482000.0
Net Business Purchase And Sale,,,,0.0
Sale Of Business,,,,0.0
Net PPE Purchase And Sale,-182794000.0,-3612000.0,-10622000.0,52000.0
Sale Of PPE,,0.0,1190000.0,52000.0
Purchase Of PPE,-182794000.0,-3612000.0,-11812000.0,
Capital Expenditure Reported,,,,-22064000.0
Operating Cash Flow,1002461000.0,298568000.0,189261000.0,620938000.0
Taxes Refund Paid,-148019000.0,-111181000.0,-38728000.0,-53836000.0
Dividend Received Cfo,806132000.0,,86401000.0,
Change In Working Capital,-54674000.0,29135000.0,38318000.0,31588000.0
Change In Other Current Liabilities,-11836000.0,2694000.0,-1291000.0,9803000.0
Change In Other Current Assets,-29349000.0,23160000.0,16462000.0,-3285000.0
Change In Payable,4471000.0,-1992000.0,-1676000.0,-1844000.0
Change In Receivables,-17960000.0,5273000.0,24823000.0,26914000.0
Other Non Cash Items,-8612000.0,-73000.0,787000.0,-22382000.0
Stock Based Compensation,633000.0,664000.0,,
Depreciation And Amortization,16156000.0,43998000.0,14954000.0,13304000.0
Depreciation,16156000.0,43998000.0,14954000.0,13304000.0
Pension And Employee Benefit Expense,84000.0,-4174000.0,1533000.0,1843000.0
Gain Loss On Investment Securities,-89854000.0,71691000.0,-56435000.0,302672000.0
Gain Loss On Sale Of PPE,73000.0,87000.0,154000.0,4000.0
Gain Loss On Sale Of Business,0.0,49795000.0,,
Net Income From Continuing Operations,466890000.0,218627000.0,142277000.0,347744000.0
