,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,-930763.253365,-12642745.5,-359494.5,Income Statement
1,Tax Rate For Calcs,0.262401,0.399298,0.3,0.3,Income Statement
2,Normalized EBITDA,170283000.0,78031000.0,92924366.0,79787730.0,Income Statement
3,Total Unusual Items,0.0,-2331000.0,-42142485.0,-1198315.0,Income Statement
4,Total Unusual Items Excluding Goodwill,0.0,-2331000.0,-42142485.0,-1198315.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,77858000.0,20523000.0,-21586147.0,3584444.0,Income Statement
6,Reconciled Depreciation,35788000.0,20318000.0,29184587.0,30550135.0,Income Statement
7,Reconciled Cost Of Revenue,0.0,1884000.0,852936.0,1340544.0,Income Statement
8,EBIT,134495000.0,55382000.0,21597294.0,48039280.0,Income Statement
9,Net Interest Income,-28939000.0,-21889000.0,-40443202.0,-37884189.0,Income Statement
10,Interest Expense,28939000.0,21202000.0,40841675.0,37653012.0,Income Statement
11,Interest Income,,996000.0,1682406.0,1063050.0,Income Statement
12,Normalized Income,77858000.0,21923236.746635,7913592.5,4423264.5,Income Statement
13,Net Income From Continuing And Discontinued Operation,77858000.0,20523000.0,-21586147.0,3584444.0,Income Statement
14,Total Expenses,379049000.0,458029000.0,371646223.0,497397835.0,Income Statement
15,Rent Expense Supplemental,,7974000.0,484050.0,3039192.0,Income Statement
16,Diluted Average Shares,40977895.0,41062770.0,41059200.0,41062770.0,Income Statement
17,Basic Average Shares,40977895.0,41062770.0,41059200.0,41062770.0,Income Statement
18,Diluted EPS,1.9,3.32,-0.52619,0.086905,Income Statement
19,Basic EPS,1.9,3.32,-0.52619,0.086905,Income Statement
20,Diluted NI Availto Com Stockholders,77858000.0,20523000.0,-21586147.0,3584444.0,Income Statement
21,Net Income Common Stockholders,77858000.0,20523000.0,-21586147.0,3584444.0,Income Statement
22,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
23,Net Income,77858000.0,20523000.0,-21586147.0,3584444.0,Income Statement
24,Minority Interests,,-9000.0,15063.0,,Income Statement
25,Net Income Including Noncontrolling Interests,77858000.0,20532000.0,-21601210.0,3584444.0,Income Statement
26,Net Income Continuous Operations,77858000.0,20532000.0,-21601210.0,3584444.0,Income Statement
27,Tax Provision,27698000.0,13648000.0,2356829.0,6801824.0,Income Statement
28,Pretax Income,105556000.0,34180000.0,-19244381.0,10386268.0,Income Statement
29,Other Non Operating Income Expenses,13411000.0,456000.0,12263510.0,73244.0,Income Statement
30,Special Income Charges,0.0,-2331000.0,-42142485.0,-1198315.0,Income Statement
31,Other Special Charges,,,39794871.0,-1124093.0,Income Statement
32,Write Off,,2331000.0,2347614.0,2322408.0,Income Statement
33,Net Non Operating Interest Income Expense,-28939000.0,-21889000.0,-40443202.0,-37884189.0,Income Statement
34,Total Other Finance Cost,,1683000.0,1283933.0,1294227.0,Income Statement
35,Interest Expense Non Operating,28939000.0,21202000.0,40841675.0,37653012.0,Income Statement
36,Interest Income Non Operating,,996000.0,1682406.0,1063050.0,Income Statement
37,Operating Income,121084000.0,55362000.0,54443114.0,49972916.0,Income Statement
38,Operating Expense,379049000.0,456145000.0,370793287.0,496057291.0,Income Statement
39,Other Operating Expenses,273763000.0,360312000.0,291600958.0,376536257.0,Income Statement
40,Depreciation And Amortization In Income Statement,35788000.0,20318000.0,29184587.0,30550135.0,Income Statement
41,Depreciation Income Statement,35788000.0,20318000.0,29184587.0,30550135.0,Income Statement
42,Selling General And Administration,,12042000.0,6796946.0,6911622.0,Income Statement
43,Selling And Marketing Expense,,582000.0,106496.0,1499937.0,Income Statement
44,General And Administrative Expense,,11460000.0,6690450.0,5411685.0,Income Statement
45,Rent And Landing Fees,,7974000.0,484050.0,3039192.0,Income Statement
46,Gross Profit,500133000.0,511507000.0,425236401.0,546030207.0,Income Statement
