,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,14009060.0,4180657.5,-72161.6
Tax Rate For Calcs,0.257506,0.26,0.2617,0.3032
Normalized EBITDA,6723875000.0,4207501000.0,2826176000.0,4955842000.0
Total Unusual Items,0.0,53881000.0,15975000.0,-238000.0
Total Unusual Items Excluding Goodwill,0.0,53881000.0,15975000.0,-238000.0
Net Income From Continuing Operation Net Minority Interest,4510192000.0,2719711000.0,1623765000.0,3221692000.0
Reconciled Depreciation,576791000.0,551172000.0,618459000.0,593325000.0
Reconciled Cost Of Revenue,24603080000.0,21476365000.0,16381672000.0,17857289000.0
EBIT,6147084000.0,3710210000.0,2223692000.0,4362279000.0
Net Interest Income,-72703000.0,264484000.0,199178000.0,249479000.0
Interest Expense,72703000.0,35029000.0,24476000.0,36621000.0
Interest Income,,301688000.0,223719000.0,286100000.0
Normalized Income,4510192000.0,2679839060.0,1611970657.5,3221857838.4
Net Income From Continuing And Discontinued Operation,4510192000.0,2719711000.0,1623765000.0,3221692000.0
Total Expenses,34127552000.0,29871697000.0,24029659000.0,25785788000.0
Rent Expense Supplemental,,34871000.0,22993000.0,32332000.0
Diluted Average Shares,11265060.0,11265008.0,11265070.0,11265070.0
Basic Average Shares,11265060.0,11265008.0,11265070.0,11265070.0
Diluted EPS,400.37,241.43,144.14,285.99
Basic EPS,400.37,241.43,144.14,285.99
Diluted NI Availto Com Stockholders,4510192000.0,2719711000.0,1623765000.0,3221692000.0
Net Income Common Stockholders,4510192000.0,2719711000.0,1623765000.0,3221692000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4510192000.0,2719711000.0,1623765000.0,3221692000.0
Net Income Including Noncontrolling Interests,4510192000.0,2719711000.0,1623765000.0,3221692000.0
Net Income Discontinuous Operations,,,,0.0
Net Income Continuous Operations,4510192000.0,2719711000.0,1623765000.0,3221692000.0
Tax Provision,1564189000.0,955470000.0,575451000.0,1103966000.0
Pretax Income,6074381000.0,3675181000.0,2199216000.0,4325658000.0
Other Non Operating Income Expenses,680959000.0,15582000.0,7679000.0,172856000.0
Special Income Charges,0.0,53881000.0,15975000.0,-238000.0
Other Special Charges,,-15963000.0,-15975000.0,238000.0
Write Off,,-37918000.0,,
Net Non Operating Interest Income Expense,-72703000.0,264484000.0,199178000.0,249479000.0
Total Other Finance Cost,,2175000.0,65000.0,
Interest Expense Non Operating,72703000.0,35029000.0,24476000.0,36621000.0
Interest Income Non Operating,,301688000.0,223719000.0,286100000.0
Operating Income,5466125000.0,3467692000.0,2001253000.0,4058294000.0
Operating Expense,9524472000.0,8395332000.0,7647987000.0,7928499000.0
Other Operating Expenses,4944267000.0,3169027000.0,2606874000.0,3107090000.0
Depreciation And Amortization In Income Statement,576791000.0,551172000.0,618459000.0,593325000.0
Amortization,,,1636000.0,2413000.0
