,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,64000.0,528000.0,-87000.0
Tax Rate For Calcs,0.261459,0.4,0.3,0.3
Total Unusual Items,0.0,160000.0,1760000.0,-290000.0
Total Unusual Items Excluding Goodwill,0.0,160000.0,1760000.0,-290000.0
Net Income From Continuing Operation Net Minority Interest,10292600000.0,8219090000.0,6033290000.0,4076940000.0
Reconciled Depreciation,539200000.0,331860000.0,285640000.0,300800000.0
Net Interest Income,20941200000.0,18152290000.0,15375280000.0,13195200000.0
Interest Expense,19869200000.0,20186310000.0,20715250000.0,21465920000.0
Interest Income,40810400000.0,38338600000.0,36090530000.0,34661120000.0
Normalized Income,10292600000.0,8218994000.0,6032058000.0,4077143000.0
Net Income From Continuing And Discontinued Operation,10292600000.0,8219090000.0,6033290000.0,4076940000.0
Diluted Average Shares,158351454.0,142471910.0,142505389.0,142505389.0
Basic Average Shares,158351454.0,142471910.0,142505389.0,142505389.0
Diluted EPS,64.998456,57.689267,42.337276,28.609023
Basic EPS,64.998456,57.689267,42.337276,28.609023
Diluted NI Availto Com Stockholders,10292600000.0,8219090000.0,6033290000.0,4076940000.0
Net Income Common Stockholders,10292600000.0,8219090000.0,6033290000.0,4076940000.0
Net Income,10292600000.0,8219090000.0,6033290000.0,4076940000.0
Net Income Including Noncontrolling Interests,10292600000.0,8219090000.0,6033290000.0,4076940000.0
Net Income Extraordinary,0.0,,,
Net Income Continuous Operations,10292600000.0,8219090000.0,6033290000.0,4076940000.0
Tax Provision,3643800000.0,,,
Pretax Income,13936400000.0,8219090000.0,6033290000.0,4076940000.0
Special Income Charges,0.0,160000.0,1760000.0,-290000.0
Other Special Charges,,-160000.0,-1760000.0,290000.0
Gain On Sale Of Security,,677980000.0,1550680000.0,674250000.0
Operating Expense,11503900000.0,11110350000.0,9796540000.0,8509110000.0
Other Operating Expenses,5317200000.0,3113560000.0,2550980000.0,2581680000.0
Depreciation And Amortization In Income Statement,,331850000.0,285640000.0,300800000.0
Depreciation Income Statement,,331850000.0,285640000.0,300800000.0
Selling General And Administration,,92490000.0,66150000.0,96210000.0
Selling And Marketing Expense,,59920000.0,44880000.0,71710000.0
General And Administrative Expense,,32570000.0,21270000.0,24500000.0
Insurance And Claims,,497390000.0,453670000.0,349910000.0
Rent And Landing Fees,,895850000.0,820580000.0,807440000.0
Total Revenue,27232300000.0,26377880000.0,21817010000.0,18459660000.0
Operating Revenue,27232300000.0,26377880000.0,21817010000.0,18459660000.0
Ordinary Shares Number,158351454.0,158351454.0,158351454.0,158351454.0
Share Issued,158351454.0,158351454.0,158351454.0,158351454.0
Total Debt,5250000000.0,,,
Tangible Book Value,69283400000.0,53357070000.0,45799820000.0,39796460000.0
Invested Capital,74533400000.0,,,
Net Tangible Assets,69283400000.0,53357070000.0,45799820000.0,39796460000.0
Common Stock Equity,69283400000.0,53357070000.0,45799820000.0,39796460000.0
Total Capitalization,74533400000.0,,,
Total Equity Gross Minority Interest,69283400000.0,53357070000.0,45799820000.0,39796460000.0
Stockholders Equity,69283400000.0,53357070000.0,45799820000.0,39796460000.0
Retained Earnings,,2263160000.0,799930000.0,507140000.0
Capital Stock,1583500000.0,1425110000.0,1425110000.0,1425110000.0
Common Stock,1583500000.0,1425110000.0,1425110000.0,1425110000.0
Total Liabilities Net Minority Interest,509670200000.0,475227810000.0,429471870000.0,387791510000.0
Long Term Debt And Capital Lease Obligation,5250000000.0,,,
Payables,,5135730000.0,5072020000.0,3815700000.0
Other Payable,,3695820000.0,2683940000.0,1364190000.0
