,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,437200.0,176306.867788,355848.069106
Tax Rate For Calcs,0.4,0.4,0.086467,0.281081
Normalized EBITDA,1717100000.0,6373541000.0,-2900000.0,-4483000.0
Total Unusual Items,0.0,1093000.0,2039000.0,1266000.0
Total Unusual Items Excluding Goodwill,0.0,1093000.0,2039000.0,1266000.0
Net Income From Continuing Operation Net Minority Interest,1671600000.0,6337142000.0,-44574000.0,-33956000.0
Reconciled Depreciation,500000.0,481000.0,481000.0,481000.0
Reconciled Cost Of Revenue,2100000.0,2016000.0,1857000.0,1788000.0
EBIT,1716600000.0,6374153000.0,-1342000.0,-3698000.0
Net Interest Income,-56300000.0,-51032000.0,-46629000.0,-43541000.0
Interest Expense,56300000.0,51722000.0,47451000.0,43534000.0
Interest Income,,690000.0,822000.0,
Normalized Income,1671600000.0,6336486200.0,-46436693.132212,-34866151.930894
Net Income From Continuing And Discontinued Operation,1671600000.0,6337142000.0,-44574000.0,-33956000.0
Total Expenses,-73000000.0,5203000.0,4612000.0,5088000.0
Rent Expense Supplemental,,125000.0,125000.0,125000.0
Diluted Average Shares,10257732.0,10258021.0,10258326.0,10258326.0
Basic Average Shares,10257732.0,10258021.0,10258326.0,10258326.0
Diluted EPS,162.96,617.78,-4.35,-3.31
Basic EPS,162.96,617.78,-4.35,-3.31
Diluted NI Availto Com Stockholders,1671600000.0,6337142000.0,-44574000.0,-33956000.0
Net Income Common Stockholders,1671600000.0,6337142000.0,-44574000.0,-33956000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1671600000.0,6337142000.0,-44574000.0,-33956000.0
Net Income Including Noncontrolling Interests,1671600000.0,6337142000.0,-44574000.0,-33956000.0
Net Income Continuous Operations,1671600000.0,6337142000.0,-44574000.0,-33956000.0
Tax Provision,-11300000.0,-14711000.0,-4219000.0,-13276000.0
Pretax Income,1660300000.0,6322431000.0,-48793000.0,-47232000.0
Other Non Operating Income Expenses,100000.0,24000.0,57000.0,691000.0
Special Income Charges,0.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-56300000.0,-51032000.0,-46629000.0,-43541000.0
Total Other Finance Cost,,,,7000.0
Interest Expense Non Operating,56300000.0,51722000.0,47451000.0,43534000.0
Interest Income Non Operating,,690000.0,822000.0,
Operating Income,73000000.0,-5203000.0,-3763000.0,-5088000.0
Operating Expense,-75100000.0,3187000.0,2755000.0,3300000.0
Other Operating Expenses,3000000.0,1207000.0,900000.0,1369000.0
Depreciation And Amortization In Income Statement,500000.0,481000.0,481000.0,481000.0
Depreciation Income Statement,500000.0,481000.0,481000.0,481000.0
Selling General And Administration,,1323000.0,1198000.0,1251000.0
Selling And Marketing Expense,,141000.0,150000.0,172000.0
General And Administrative Expense,,1182000.0,1048000.0,1079000.0
Rent And Landing Fees,,125000.0,125000.0,125000.0
Gross Profit,-2100000.0,-2016000.0,-1008000.0,-1788000.0
Cost Of Revenue,2100000.0,2016000.0,1857000.0,1788000.0
Total Revenue,0.0,0.0,849000.0,0.0
Operating Revenue,0.0,0.0,849000.0,0.0
Ordinary Shares Number,10258326.0,10258326.0,10258326.0,10258326.0
Share Issued,10258326.0,10258326.0,10258326.0,10258326.0
Net Debt,682700000.0,626200000.0,574500000.0,
Total Debt,682800000.0,626400000.0,574700000.0,
Tangible Book Value,19912400000.0,18235004000.0,237779000.0,229978000.0
Invested Capital,20607500000.0,18247323000.0,250098000.0,242297000.0
Working Capital,,18674836000.0,397367000.0,382150000.0
Net Tangible Assets,19912400000.0,18235004000.0,237779000.0,229978000.0
Common Stock Equity,19924700000.0,18247323000.0,250098000.0,242297000.0
Total Capitalization,20607500000.0,18247323000.0,250098000.0,242297000.0
Total Equity Gross Minority Interest,19924700000.0,18247323000.0,250098000.0,242297000.0
Stockholders Equity,19924700000.0,18247323000.0,250098000.0,242297000.0
Other Equity Interest,19822100000.0,18144800000.0,147500000.0,139714000.0
Retained Earnings,,5546747000.0,-790395000.0,
Capital Stock,102600000.0,102583000.0,102583000.0,102583000.0
Common Stock,102600000.0,102583000.0,102583000.0,102583000.0
Total Liabilities Net Minority Interest,877600000.0,832744000.0,804615000.0,743805000.0
