,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,3664298.87124,0.0,45869.893814
Tax Rate For Calcs,0.247227,0.252136,0.271535,0.259152
Normalized EBITDA,1302758000.0,1501071000.0,866013000.0,620816000.0
Total Unusual Items,0.0,14533000.0,0.0,177000.0
Total Unusual Items Excluding Goodwill,0.0,14533000.0,0.0,177000.0
Net Income From Continuing Operation Net Minority Interest,662879000.0,848416000.0,421532000.0,259240000.0
Reconciled Depreciation,249517000.0,146810000.0,127703000.0,135141000.0
Reconciled Cost Of Revenue,14086722000.0,16982474000.0,12184460000.0,7664644000.0
EBIT,1053241000.0,1368794000.0,738310000.0,485852000.0
Net Interest Income,-198342000.0,-162052000.0,-159652000.0,-137198000.0
Interest Expense,198342000.0,235249000.0,159652000.0,136937000.0
Interest Income,,2939000.0,,4755000.0
Normalized Income,662879000.0,837547298.87124,421532000.0,259108869.893814
Net Income From Continuing And Discontinued Operation,662879000.0,848416000.0,421532000.0,259240000.0
Total Expenses,17197189000.0,18350014000.0,13582107000.0,8747273000.0
Rent Expense Supplemental,,7397000.0,,69000.0
Diluted Average Shares,24929635.0,24150527.0,22483000.0,19147630.0
Basic Average Shares,24148597.0,24150527.0,22483000.0,19147630.0
Diluted EPS,26.59,35.13,18.766979,13.5
Basic EPS,27.45,35.13,18.766979,13.5
Diluted NI Availto Com Stockholders,662879000.0,848416000.0,421532000.0,259240000.0
Net Income Common Stockholders,662879000.0,848416000.0,421532000.0,259240000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,662879000.0,848416000.0,421532000.0,259240000.0
Minority Interests,19334000.0,679000.0,,747000.0
Net Income Including Noncontrolling Interests,643545000.0,847737000.0,421532000.0,258493000.0
Net Income Discontinuous Operations,,0.0,,0.0
Net Income Continuous Operations,643545000.0,847737000.0,421532000.0,258493000.0
Tax Provision,211354000.0,285808000.0,157126000.0,90422000.0
Pretax Income,854899000.0,1133545000.0,578658000.0,348915000.0
Other Non Operating Income Expenses,67146000.0,63707000.0,48125000.0,66884000.0
Special Income Charges,0.0,14115000.0,0.0,177000.0
Other Special Charges,,-14115000.0,,-177000.0
Impairment Of Capital Assets,,0.0,,
Net Non Operating Interest Income Expense,-198342000.0,-162052000.0,-159652000.0,-137198000.0
Total Other Finance Cost,,-70258000.0,,5016000.0
Interest Expense Non Operating,198342000.0,235249000.0,159652000.0,136937000.0
Interest Income Non Operating,,2939000.0,,4755000.0
Operating Income,986095000.0,1228915000.0,690185000.0,425188000.0
Operating Expense,3110467000.0,1367540000.0,1397647000.0,1082629000.0
Other Operating Expenses,2565081000.0,1020909000.0,1130222000.0,711620000.0
Depreciation And Amortization In Income Statement,249517000.0,146810000.0,127703000.0,135141000.0
Amortization,,445000.0,,
Depreciation Income Statement,249517000.0,146365000.0,127703000.0,135141000.0
Research And Development,,1317000.0,,241000.0
Selling General And Administration,,314143000.0,,111844000.0
Selling And Marketing Expense,,230939000.0,,62579000.0
General And Administrative Expense,,83204000.0,,49265000.0
Rent And Landing Fees,,7397000.0,,69000.0
Gross Profit,4096562000.0,2596455000.0,2087832000.0,1507817000.0
Cost Of Revenue,14086722000.0,16982474000.0,12184460000.0,7664644000.0
Total Revenue,18183284000.0,19578929000.0,14272292000.0,9172461000.0
Operating Revenue,18183284000.0,19578929000.0,14272292000.0,9172461000.0
Ordinary Shares Number,24150000.0,24150000.0,24150000.0,19150000.0
Share Issued,24150000.0,24150000.0,24150000.0,19150000.0
Net Debt,4358546000.0,2394944000.0,1509618000.0,1611098000.0
Total Debt,4376079000.0,2574831000.0,1571640000.0,1746274000.0
Tangible Book Value,4799402000.0,3664727000.0,2845562000.0,2174470000.0
Invested Capital,9181043000.0,6241339000.0,4418336000.0,3920158000.0
Working Capital,1540869000.0,1258504000.0,1801420000.0,1320915000.0
Net Tangible Assets,4799402000.0,3664727000.0,2845562000.0,2174470000.0
Capital Lease Obligations,0.0,0.0,,758000.0
Common Stock Equity,4804964000.0,3666508000.0,2846696000.0,2174642000.0
Total Capitalization,7095435000.0,4676347000.0,3427174000.0,2796543000.0
Total Equity Gross Minority Interest,4903112000.0,3783990000.0,2871664000.0,2174996000.0
Minority Interest,98148000.0,117482000.0,24968000.0,354000.0
Stockholders Equity,4804964000.0,3666508000.0,2846696000.0,2174642000.0
Other Equity Interest,4563464000.0,-7000.0,2605196000.0,4000.0
Fixed Assets Revaluation Reserve,,4667000.0,,4756000.0
Additional Paid In Capital,,783750000.0,,533750000.0
Capital Stock,241500000.0,241500000.0,241500000.0,191500000.0
Common Stock,241500000.0,241500000.0,241500000.0,191500000.0
Total Liabilities Net Minority Interest,6052119000.0,3791113000.0,3448935000.0,3820455000.0
Total Non Current Liabilities Net Minority Interest,2439241000.0,1206033000.0,763427000.0,828134000.0
Preferred Securities Outside Stock Equity,,30000000.0,,30000000.0
Non Current Pension And Other Postretirement Benefit Plans,,,,17033000.0
Non Current Deferred Taxes Liabilities,85740000.0,114779000.0,126334000.0,127636000.0
Long Term Debt And Capital Lease Obligation,2290471000.0,1009839000.0,580478000.0,622659000.0
Long Term Capital Lease Obligation,,0.0,,758000.0
Long Term Debt,2290471000.0,1009839000.0,580478000.0,621901000.0
Long Term Provisions,26612000.0,20840000.0,19722000.0,
Current Liabilities,3612878000.0,2585080000.0,2685508000.0,2992321000.0
Other Current Liabilities,123401000.0,7000.0,183624000.0,
Current Debt And Capital Lease Obligation,2085608000.0,1564992000.0,991162000.0,1123615000.0
Current Capital Lease Obligation,0.0,0.0,,
Current Debt,2085608000.0,1564992000.0,991162000.0,1123615000.0
Pensionand Other Post Retirement Benefit Plans Current,,19635000.0,,10718000.0
Current Provisions,7135000.0,4862000.0,5452000.0,60017000.0
Payables,1323632000.0,953034000.0,1118515000.0,1704713000.0
Other Payable,,103773000.0,,184534000.0
Dividends Payable,,4615000.0,,1858000.0
Total Tax Payable,84949000.0,57646000.0,123197000.0,
Accounts Payable,1238683000.0,787000000.0,995318000.0,1518321000.0
Total Assets,10955231000.0,7575103000.0,6320599000.0,5995451000.0
Total Non Current Assets,5801484000.0,3731519000.0,1833671000.0,1682215000.0
Other Non Current Assets,214329000.0,-2000.0,214947000.0,8000.0
Non Current Prepaid Assets,,483868000.0,,155083000.0
Non Current Deferred Taxes Assets,0.0,0.0,0.0,
Investmentin Financial Assets,74370000.0,50227000.0,40204000.0,43155000.0
Available For Sale Securities,74370000.0,50227000.0,40204000.0,43155000.0
Investment Properties,224007000.0,236569000.0,4057000.0,4319000.0
Goodwill And Other Intangible Assets,5562000.0,1781000.0,1134000.0,172000.0
Other Intangible Assets,5562000.0,1781000.0,1134000.0,172000.0
Goodwill,0.0,0.0,0.0,0.0
Net PPE,5283216000.0,2959076000.0,1573329000.0,1479478000.0
Accumulated Depreciation,,-1342315000.0,,-1075384000.0
Gross PPE,5283216000.0,4301391000.0,1573329000.0,2554862000.0
Construction In Progress,2123550000.0,1662955000.0,286960000.0,192033000.0
Other Properties,3159666000.0,726000.0,1286369000.0,1415000.0
Machinery Furniture Equipment,,2269260000.0,,2036897000.0
Buildings And Improvements,,222061000.0,,222020000.0
Land And Improvements,,146389000.0,,102497000.0
Properties,,0.0,,0.0
Current Assets,5153747000.0,3843584000.0,4486928000.0,4313236000.0
Other Current Assets,904089000.0,395000.0,218164000.0,5354000.0
Assets Held For Sale Current,0.0,0.0,52777000.0,52777000.0
Restricted Cash,,30838000.0,,1858000.0
Prepaid Assets,,658377000.0,,175580000.0
Inventory,3205062000.0,1956410000.0,2508433000.0,3326854000.0
Other Inventories,,-2000.0,,
Finished Goods,,746984000.0,,1531302000.0
Work In Process,,411613000.0,,449416000.0
Raw Materials,,797815000.0,,1346136000.0
Other Receivables,,41000.0,,5166000.0
Accounts Receivable,931460000.0,1016732000.0,1347599000.0,299082000.0
Allowance For Doubtful Accounts Receivable,,-4430000.0,,-30000.0
Gross Accounts Receivable,,1021163000.0,,299112000.0
Cash Cash Equivalents And Short Term Investments,113136000.0,180791000.0,359955000.0,446565000.0
Other Short Term Investments,95603000.0,904000.0,297933000.0,312147000.0
Cash And Cash Equivalents,17533000.0,179887000.0,62022000.0,134418000.0
Cash Equivalents,,166000.0,,54549000.0
Cash Financial,,179721000.0,,79869000.0
Free Cash Flow,-2218921000.0,-749416000.0,-175052000.0,210039000.0
Repayment Of Debt,,,-237348000.0,
Issuance Of Debt,,500158000.0,,
Issuance Of Capital Stock,490620000.0,362558000.0,300000000.0,96581000.0
Capital Expenditure,-2564695000.0,-1699951000.0,-222246000.0,-133374000.0
End Cash Position,17533000.0,150569000.0,62022000.0,136276000.0
Other Cash Adjustment Outside Changein Cash,,-1000.0,,
Beginning Cash Position,179887000.0,62022000.0,80064000.0,135356000.0
Changes In Cash,-162354000.0,88548000.0,-18042000.0,920000.0
Financing Cash Flow,2056567000.0,620769000.0,62652000.0,-210019000.0
Net Other Financing Charges,,90639000.0,,-3554000.0
Interest Paid Cff,-177306000.0,-176629000.0,,-148087000.0
Cash Dividends Paid,-27994000.0,-65318000.0,,-10036000.0
Common Stock Dividend Paid,,,,-10036000.0
Net Common Stock Issuance,490620000.0,362558000.0,300000000.0,96581000.0
Common Stock Issuance,490620000.0,362558000.0,300000000.0,96581000.0
Net Issuance Payments Of Debt,1771247000.0,409519000.0,-237348000.0,-144923000.0
Net Long Term Debt Issuance,,409519000.0,-237348000.0,-144923000.0
Long Term Debt Payments,,,-237348000.0,
Long Term Debt Issuance,,500158000.0,,
Investing Cash Flow,-2564695000.0,-1482756000.0,-127888000.0,-132474000.0
Net Investment Purchase And Sale,0.0,217195000.0,94063000.0,
Sale Of Investment,0.0,217195000.0,94063000.0,
Net PPE Purchase And Sale,0.0,-1699951000.0,295000.0,900000.0
Sale Of PPE,0.0,,295000.0,900000.0
Purchase Of PPE,,-1699951000.0,,
Capital Expenditure Reported,-2564695000.0,-1670632000.0,-222246000.0,-133374000.0
Operating Cash Flow,345774000.0,950535000.0,47194000.0,343413000.0
Taxes Refund Paid,-223001000.0,-365552000.0,-59261000.0,-57500000.0
Change In Working Capital,-733741000.0,-127872000.0,-762698000.0,-231072000.0
Change In Payable,476269000.0,-350190000.0,-458864000.0,155405000.0
Change In Inventory,-1248652000.0,552023000.0,818421000.0,-664488000.0
Change In Receivables,38642000.0,-329705000.0,-1122255000.0,278011000.0
Other Non Cash Items,198342000.0,176629000.0,163087000.0,148087000.0
Depreciation And Amortization,249517000.0,146810000.0,127703000.0,135141000.0
Amortization Cash Flow,,445000.0,,
Depreciation,249517000.0,146365000.0,127703000.0,135141000.0
Gain Loss On Investment Securities,-242000.0,,-295000.0,-158000.0
Gain Loss On Sale Of PPE,,-13025000.0,,-158000.0
Net Income From Continuing Operations,854899000.0,1133545000.0,578658000.0,348915000.0
