,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,1635777594.827049,-713760000.0,-2565361971.501776,-256075.342164
Tax Rate For Calcs,0.115417,0.4,0.290439,0.000528
Normalized EBITDA,4749500000.0,4937600000.0,-213000000.0,-335600000.0
Total Unusual Items,14172700000.0,-1784400000.0,-8832700000.0,-484900000.0
Total Unusual Items Excluding Goodwill,14172700000.0,-1784400000.0,-8832700000.0,-484900000.0
Net Income From Continuing Operation Net Minority Interest,15622700000.0,-2623800000.0,-7892800000.0,-2271100000.0
Reconciled Depreciation,52900000.0,53100000.0,56900000.0,65000000.0
Reconciled Cost Of Revenue,34032900000.0,106633200000.0,285855000000.0,232950500000.0
EBIT,18869300000.0,3100100000.0,-9102600000.0,-885500000.0
Net Interest Income,-1208200000.0,-2200200000.0,-1938400000.0,-1295400000.0
Interest Expense,1208200000.0,2089300000.0,2020900000.0,1386800000.0
Interest Income,,47000000.0,88500000.0,113400000.0
Normalized Income,3085777594.827049,-1553160000.0,-1625461971.501776,-1786456075.342164
Net Income From Continuing And Discontinued Operation,15622700000.0,-2623800000.0,-7892800000.0,-2271100000.0
Total Expenses,36415800000.0,107630200000.0,300298500000.0,241319200000.0
Rent Expense Supplemental,,10000000.0,19700000.0,50800000.0
Diluted Average Shares,1499299424.0,1492601156.0,1500000000.0,1500000000.0
Basic Average Shares,1499299424.0,1492601156.0,1500000000.0,1500000000.0
Diluted EPS,10.42,-1.73,-5.26,-1.95
Basic EPS,10.42,-1.73,-5.26,-1.95
Diluted NI Availto Com Stockholders,15622700000.0,-2623800000.0,-7892800000.0,-2271100000.0
Net Income Common Stockholders,15622700000.0,-2623800000.0,-7892800000.0,-2271100000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,15622700000.0,-2623800000.0,-7892800000.0,-2271100000.0
Minority Interests,,0.0,0.0,
Net Income Including Noncontrolling Interests,15622700000.0,-2623800000.0,-7892800000.0,-2271100000.0
Net Income Continuous Operations,15622700000.0,-2623800000.0,-7892800000.0,-2271100000.0
Tax Provision,2038400000.0,3634600000.0,-3230700000.0,-1200000.0
Pretax Income,17661100000.0,1010800000.0,-11123500000.0,-2272300000.0
Other Non Operating Income Expenses,931100000.0,129500000.0,87500000.0,84400000.0
Special Income Charges,14172700000.0,-1784400000.0,-8832700000.0,-484900000.0
Other Special Charges,,1784000000.0,8758800000.0,68500000.0
Write Off,,400000.0,73900000.0,416400000.0
Net Non Operating Interest Income Expense,-1208200000.0,-2200200000.0,-1938400000.0,-1295400000.0
Total Other Finance Cost,,157900000.0,6000000.0,22000000.0
Interest Expense Non Operating,1208200000.0,2089300000.0,2020900000.0,1386800000.0
Interest Income Non Operating,,47000000.0,88500000.0,113400000.0
Operating Income,-1134000000.0,4792800000.0,-567400000.0,-758700000.0
