,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-146791.473716,-8195827.114428,-33010.546792
Tax Rate For Calcs,0.259207,0.259349,0.296488,0.01653
Normalized EBITDA,409275000.0,353072000.0,359539000.0,385768000.0
Total Unusual Items,,-566000.0,-27643000.0,-1997000.0
Total Unusual Items Excluding Goodwill,,-566000.0,-27643000.0,-1997000.0
Net Income From Continuing Operation Net Minority Interest,72194000.0,63656000.0,43553000.0,106676000.0
Reconciled Depreciation,76891000.0,73308000.0,70831000.0,66133000.0
Reconciled Cost Of Revenue,4209706000.0,3644557000.0,2581761000.0,3460472000.0
EBIT,332384000.0,279198000.0,261065000.0,317638000.0
Net Interest Income,-234929000.0,-227408000.0,-217874000.0,-242663000.0
Interest Expense,234929000.0,193252000.0,199157000.0,209169000.0
Interest Income,,7755000.0,10458000.0,13520000.0
Normalized Income,72194000.0,64075208.526284,63000172.885572,108639989.453208
Net Income From Continuing And Discontinued Operation,72194000.0,63656000.0,43553000.0,106676000.0
Total Expenses,4944088000.0,4069447000.0,2927100000.0,3857433000.0
Rent Expense Supplemental,,7362000.0,6275000.0,7431000.0
Diluted Average Shares,,12964562.0,12927780.0,12927780.0
Basic Average Shares,,12964562.0,12927780.0,12927780.0
Diluted EPS,,4.91,3.42,8.251687
Basic EPS,,4.91,3.42,8.251687
Diluted NI Availto Com Stockholders,72194000.0,63656000.0,43553000.0,106676000.0
Net Income Common Stockholders,72194000.0,63656000.0,43553000.0,106676000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,72194000.0,63656000.0,43553000.0,106676000.0
Net Income Including Noncontrolling Interests,72194000.0,63656000.0,43553000.0,106676000.0
Net Income Discontinuous Operations,,0.0,,
Net Income Continuous Operations,72194000.0,63656000.0,43553000.0,106676000.0
Tax Provision,25261000.0,22290000.0,18355000.0,1793000.0
Pretax Income,97455000.0,85946000.0,61908000.0,108469000.0
Other Non Operating Income Expenses,13921000.0,1792000.0,1556000.0,1441000.0
Special Income Charges,,-1647000.0,-28027000.0,-1997000.0
Other Special Charges,,255000.0,,1997000.0
Write Off,,1392000.0,28027000.0,
