,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,191472120.0,214271860.0,207036780.0,Income Statement
1,Tax Rate For Calcs,0.246259,0.252,0.254,0.218,Income Statement
2,Normalized EBITDA,25955570000.0,22020740000.0,18500440000.0,17295740000.0,Income Statement
3,Total Unusual Items,,759810000.0,843590000.0,949710000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,,759810000.0,843590000.0,949710000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,16379220000.0,14308890000.0,12168050000.0,11848370000.0,Income Statement
6,Reconciled Depreciation,3252420000.0,2907520000.0,2417880000.0,2316310000.0,Income Statement
7,Reconciled Cost Of Revenue,80757800000.0,68712250000.0,59035510000.0,51335330000.0,Income Statement
8,EBIT,22703150000.0,19873030000.0,16926150000.0,15929140000.0,Income Statement
9,Net Interest Income,-972580000.0,-391570000.0,-332230000.0,-196270000.0,Income Statement
10,Interest Expense,972580000.0,744030000.0,620070000.0,775340000.0,Income Statement
11,Interest Income,,352460000.0,287840000.0,579070000.0,Income Statement
12,Normalized Income,16379220000.0,13740552120.0,11538731860.0,11105696780.0,Income Statement
13,Net Income From Continuing And Discontinued Operation,16379220000.0,14308890000.0,12168050000.0,11848370000.0,Income Statement
14,Total Expenses,116897810000.0,101345910000.0,81612330000.0,74247840000.0,Income Statement
15,Diluted Average Shares,,189245999.0,188857332.0,187799223.0,Income Statement
16,Basic Average Shares,,187338178.0,186674485.0,186374412.0,Income Statement
17,Diluted EPS,,75.61,64.43,63.09,Income Statement
18,Basic EPS,,76.38,65.18,63.57,Income Statement
19,Diluted NI Availto Com Stockholders,16379220000.0,14308890000.0,12168050000.0,11848370000.0,Income Statement
20,Net Income Common Stockholders,16379220000.0,14308890000.0,12168050000.0,11848370000.0,Income Statement
21,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,Income Statement
22,Net Income,16379220000.0,14308890000.0,12168050000.0,11848370000.0,Income Statement
23,Minority Interests,0.0,0.0,0.0,0.0,Income Statement
24,Net Income Including Noncontrolling Interests,16379220000.0,14308890000.0,12168050000.0,11848370000.0,Income Statement
25,Net Income Continuous Operations,16379220000.0,14308890000.0,12168050000.0,11848370000.0,Income Statement
26,Tax Provision,5351350000.0,4820110000.0,4138030000.0,3305430000.0,Income Statement
27,Pretax Income,21730570000.0,19129000000.0,16306080000.0,15153800000.0,Income Statement
28,Other Non Operating Income Expenses,1615990000.0,6770000.0,105030000.0,102210000.0,Income Statement
29,Special Income Charges,,4970000.0,4310000.0,16330000.0,Income Statement
30,Other Special Charges,,-4970000.0,-4310000.0,-16330000.0,Income Statement
31,Net Non Operating Interest Income Expense,-972580000.0,-391570000.0,-332230000.0,-196270000.0,Income Statement
32,Interest Expense Non Operating,972580000.0,744030000.0,620070000.0,775340000.0,Income Statement
33,Interest Income Non Operating,,352460000.0,287840000.0,579070000.0,Income Statement
34,Operating Income,21087160000.0,18268530000.0,15610780000.0,14187530000.0,Income Statement
35,Operating Expense,36140010000.0,32633660000.0,22576820000.0,22912510000.0,Income Statement
36,Other Operating Expenses,32887590000.0,20285990000.0,16429980000.0,16748510000.0,Income Statement
37,Depreciation And Amortization In Income Statement,3252420000.0,2907520000.0,2417880000.0,2316310000.0,Income Statement
38,Amortization,,575870000.0,297600000.0,293910000.0,Income Statement
39,Depreciation Income Statement,3252420000.0,2331650000.0,2120280000.0,2022400000.0,Income Statement
40,Selling General And Administration,,3666340000.0,3728960000.0,3847690000.0,Income Statement
41,General And Administrative Expense,,3666340000.0,3728960000.0,3847690000.0,Income Statement
42,Gross Profit,57227170000.0,50902190000.0,38187600000.0,37100040000.0,Income Statement
43,Cost Of Revenue,80757800000.0,68712250000.0,59035510000.0,51335330000.0,Income Statement
44,Total Revenue,137984970000.0,119614440000.0,97223110000.0,88435370000.0,Income Statement
45,Operating Revenue,137984970000.0,119614440000.0,97223110000.0,88435370000.0,Income Statement
0,Ordinary Shares Number,188413882.0,187817716.0,187042033.0,186535807.0,Balance Sheet
1,Share Issued,188413882.0,187817716.0,187042033.0,186535807.0,Balance Sheet
2,Total Debt,10527660000.0,12519320000.0,11811020000.0,12953850000.0,Balance Sheet
3,Tangible Book Value,48199310000.0,40387860000.0,42866950000.0,36003990000.0,Balance Sheet
