,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.24884,0.2362,0.236,0.2467
Normalized EBITDA,2068843000.0,2155163000.0,1600071000.0,718208000.0
Total Unusual Items,0.0,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,2459307000.0,2014242000.0,966587000.0,1749453000.0
Reconciled Depreciation,2771000.0,3514000.0,4483000.0,3970000.0
Reconciled Cost Of Revenue,669372000.0,364512000.0,334070000.0,442434000.0
EBIT,2066072000.0,2151649000.0,1595588000.0,714238000.0
Net Interest Income,,-236721000.0,-197727000.0,1961000.0
Interest Expense,,237535000.0,198643000.0,430726000.0
Interest Income,,814000.0,916000.0,1961000.0
Normalized Income,2459307000.0,2014242000.0,966587000.0,1749453000.0
Net Income From Continuing And Discontinued Operation,2459307000.0,2014242000.0,966587000.0,1749453000.0
Total Expenses,717929000.0,426178000.0,399442000.0,542012000.0
Rent Expense Supplemental,,5229000.0,7792000.0,4909000.0
Diluted Average Shares,11072473.0,11072131.0,11072250.0,11072250.0
Basic Average Shares,11072473.0,11072131.0,11072250.0,11072250.0
Diluted EPS,222.11,181.92,87.3,158.0
Basic EPS,222.11,181.92,87.3,158.0
Diluted NI Availto Com Stockholders,2459307000.0,2014242000.0,966587000.0,1749453000.0
Net Income Common Stockholders,2459307000.0,2014242000.0,966587000.0,1749453000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2459307000.0,2014242000.0,966587000.0,1749453000.0
Net Income Including Noncontrolling Interests,2459307000.0,2014242000.0,966587000.0,1749453000.0
Net Income Continuous Operations,2459307000.0,2014242000.0,966587000.0,1749453000.0
Tax Provision,516526000.0,451195000.0,329582000.0,175963000.0
Pretax Income,2075733000.0,1914114000.0,1396945000.0,716200000.0
Other Non Operating Income Expenses,9661000.0,2472000.0,8893000.0,1000.0
Special Income Charges,0.0,0.0,0.0,0.0
Write Off,,,,53706000.0
Net Non Operating Interest Income Expense,,-236721000.0,-197727000.0,1961000.0
Interest Expense Non Operating,,237535000.0,198643000.0,430726000.0
Interest Income Non Operating,,814000.0,916000.0,1961000.0
Operating Income,2066072000.0,2148364000.0,1585776000.0,714238000.0
Operating Expense,48557000.0,61666000.0,65372000.0,99578000.0
Other Operating Expenses,48269000.0,47906000.0,49386000.0,86562000.0
Depreciation And Amortization In Income Statement,2771000.0,3514000.0,4483000.0,3970000.0
Depreciation Income Statement,2771000.0,3514000.0,4483000.0,3970000.0
Selling General And Administration,,1023000.0,893000.0,958000.0
General And Administrative Expense,,1023000.0,893000.0,958000.0
Rent And Landing Fees,,5229000.0,7792000.0,4909000.0
Gross Profit,2114629000.0,2210030000.0,1651148000.0,813816000.0
Cost Of Revenue,669372000.0,364512000.0,334070000.0,442434000.0
Total Revenue,2784001000.0,2574542000.0,1985218000.0,1256250000.0
Operating Revenue,2784001000.0,2574542000.0,1985218000.0,1256250000.0
Ordinary Shares Number,11072250.0,11072250.0,11072250.0,11072250.0
Share Issued,11072250.0,11072250.0,11072250.0,11072250.0
Net Debt,7343014000.0,10616430000.0,8087522000.0,4157798000.0
Total Debt,7357394000.0,10662962000.0,8100334000.0,4200000000.0
Tangible Book Value,111694744000.0,111022675000.0,98490198000.0,51109457000.0
Invested Capital,119052138000.0,121685637000.0,106590532000.0,55309457000.0
Working Capital,21375172000.0,14688265000.0,16290020000.0,11234341000.0
Net Tangible Assets,111694744000.0,111022675000.0,98490198000.0,51109457000.0
Common Stock Equity,111694744000.0,111022675000.0,98490198000.0,51109457000.0
Total Capitalization,119052138000.0,112772675000.0,102440198000.0,52109457000.0
Total Equity Gross Minority Interest,111694744000.0,111022675000.0,98490198000.0,51109457000.0
Stockholders Equity,111694744000.0,111022675000.0,98490198000.0,51109457000.0
Other Equity Interest,111584021000.0,110911952000.0,98379475000.0,
Retained Earnings,,20190112000.0,,16747711000.0
Capital Stock,110723000.0,110723000.0,110723000.0,79088000.0
Common Stock,110723000.0,110723000.0,110723000.0,79088000.0
Total Liabilities Net Minority Interest,12467575000.0,16083460000.0,12012319000.0,5346379000.0
