,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,134537978.975536,104056136.393968,185084099.80596
Tax Rate For Calcs,0.267147,0.239421,0.226278,0.175753
Normalized EBITDA,4832638000.0,4893110000.0,3268510000.0,3493850000.0
Total Unusual Items,,561930000.0,459860000.0,1053090000.0
Total Unusual Items Excluding Goodwill,,561930000.0,459860000.0,1053090000.0
Net Income From Continuing Operation Net Minority Interest,2501570000.0,3060570000.0,2203350000.0,2485300000.0
Reconciled Depreciation,668359000.0,634560000.0,458760000.0,407310000.0
Reconciled Cost Of Revenue,6320002000.0,5812250000.0,3529010000.0,3190100000.0
EBIT,4164279000.0,4820480000.0,3269610000.0,3993850000.0
Net Interest Income,1269340000.0,942680000.0,422800000.0,19160000.0
Interest Expense,755545000.0,799450000.0,422270000.0,979000000.0
Interest Income,2024885000.0,1966180000.0,926020000.0,1047060000.0
Normalized Income,2501570000.0,2633177978.975536,1847546136.393968,1617294099.80596
Net Income From Continuing And Discontinued Operation,2501570000.0,3060570000.0,2203350000.0,2485300000.0
Total Expenses,9539575000.0,8119630000.0,5325320000.0,4840370000.0
Rent Expense Supplemental,,88330000.0,78230000.0,104370000.0
Diluted Average Shares,306564951.0,307903924.0,318960136.0,320041050.0
Basic Average Shares,304327251.0,303326561.0,316337518.0,319297473.0
Diluted EPS,8.16,9.94,6.91,7.31
Basic EPS,8.22,10.09,6.97,7.33
Diluted NI Availto Com Stockholders,2501570000.0,3060570000.0,2203350000.0,2339760000.0
Net Income Common Stockholders,2501570000.0,3060570000.0,2203350000.0,2339760000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2501570000.0,3060570000.0,2203350000.0,2339760000.0
Minority Interests,3469000.0,2260000.0,300000.0,320000.0
Net Income Including Noncontrolling Interests,2498101000.0,3058310000.0,2203050000.0,2339440000.0
Net Income Extraordinary,,,0.0,-145540000.0
Net Income Continuous Operations,2498101000.0,3058310000.0,2203050000.0,2484980000.0
Tax Provision,910633000.0,962720000.0,644290000.0,529870000.0
Pretax Income,3408734000.0,4021030000.0,2847340000.0,3014850000.0
Other Non Operating Income Expenses,183042000.0,88710000.0,93350000.0,170910000.0
Special Income Charges,,128720000.0,175250000.0,1165370000.0
Other Special Charges,,-128720000.0,-175250000.0,-1165370000.0
Net Non Operating Interest Income Expense,1269340000.0,942680000.0,422800000.0,19160000.0
Total Other Finance Cost,,224050000.0,80950000.0,48900000.0
Interest Expense Non Operating,755545000.0,799450000.0,422270000.0,979000000.0
Interest Income Non Operating,2024885000.0,1966180000.0,926020000.0,1047060000.0
Operating Income,1956352000.0,2409510000.0,1835420000.0,1763420000.0
Operating Expense,3219573000.0,2307380000.0,1796310000.0,1650270000.0
Other Operating Expenses,,356280000.0,381260000.0,252260000.0
Depreciation And Amortization In Income Statement,668359000.0,634560000.0,458760000.0,553090000.0
Amortization,,250550000.0,33970000.0,31660000.0
Depreciation Income Statement,668359000.0,384010000.0,424790000.0,521430000.0
Selling General And Administration,2551214000.0,1052860000.0,743900000.0,604300000.0
Selling And Marketing Expense,,618330000.0,411830000.0,379910000.0
General And Administrative Expense,2551214000.0,434530000.0,332070000.0,224390000.0
Rent And Landing Fees,,88330000.0,78230000.0,104370000.0
Gross Profit,5175925000.0,4716890000.0,3631730000.0,3413690000.0
Cost Of Revenue,6320002000.0,5812250000.0,3529010000.0,3190100000.0
Total Revenue,11495927000.0,10529140000.0,7160740000.0,6603790000.0
Operating Revenue,11495927000.0,10529140000.0,7160740000.0,6603790000.0
Ordinary Shares Number,305528966.0,303936230.0,302935330.0,319609462.0
Share Issued,305528966.0,303936230.0,302935330.0,319609462.0
Net Debt,3164032000.0,,135270000.0,1187540000.0
Total Debt,4858432000.0,6360800000.0,2915880000.0,4822070000.0
Tangible Book Value,12775541000.0,10890930000.0,8525490000.0,8763600000.0
Invested Capital,18361224000.0,17890170000.0,12593260000.0,13385740000.0
Working Capital,33172303000.0,7093490000.0,5370840000.0,5089330000.0
Net Tangible Assets,12775541000.0,10890930000.0,8525490000.0,8763600000.0
Capital Lease Obligations,,290390000.0,,234220000.0
Common Stock Equity,13502792000.0,11819760000.0,9677380000.0,8797890000.0
Total Capitalization,18361224000.0,13569970000.0,11576160000.0,12091490000.0
Total Equity Gross Minority Interest,13497484000.0,11817920000.0,9675750000.0,8796560000.0
