,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-27152150.779922,9375012.5,-1490878.9,17905032.042158
Tax Rate For Calcs,0.245999,0.2443,0.2009,0.090192
Normalized EBITDA,3345844000.0,2947912000.0,2319322000.0,2967199000.0
Total Unusual Items,-110375000.0,38375000.0,-7421000.0,198522000.0
Total Unusual Items Excluding Goodwill,-110375000.0,38375000.0,-7421000.0,198522000.0
Net Income From Continuing Operation Net Minority Interest,1859581000.0,2422078000.0,1349679000.0,2030853000.0
Reconciled Depreciation,670998000.0,639626000.0,612412000.0,624109000.0
Reconciled Cost Of Revenue,12101252000.0,10644159000.0,8024651000.0,6962685000.0
EBIT,2564471000.0,2346661000.0,1699489000.0,2541612000.0
Net Interest Income,-37039000.0,-106164000.0,-201165000.0,-234738000.0
Interest Expense,37039000.0,124513000.0,258984000.0,278687000.0
Interest Income,,28545000.0,72554000.0,48368000.0
Normalized Income,1942803849.220078,2393078012.5,1355609121.1,1850236032.042158
Net Income From Continuing And Discontinued Operation,1859581000.0,2422078000.0,1349679000.0,2030853000.0
Total Expenses,21359804000.0,17364895000.0,13468245000.0,12545909000.0
Rent Expense Supplemental,,2432000.0,2055000.0,1775000.0
Diluted Average Shares,135537974.0,135538780.0,135535000.0,135535390.0
Basic Average Shares,135537974.0,135538780.0,135535000.0,135535390.0
Diluted EPS,13.72,17.87,1.992,14.984
Basic EPS,13.72,17.87,1.992,14.984
Diluted NI Availto Com Stockholders,1859581000.0,2422078000.0,1349679000.0,2030853000.0
Net Income Common Stockholders,1859581000.0,2422078000.0,1349679000.0,2030853000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1859581000.0,2422078000.0,1349679000.0,2030853000.0
Minority Interests,-46105000.0,-33339000.0,-63199000.0,-74487000.0
Net Income Including Noncontrolling Interests,1905686000.0,2455417000.0,1412878000.0,2105340000.0
Net Income Continuous Operations,1905686000.0,2455417000.0,1412878000.0,2105340000.0
Tax Provision,621746000.0,542841000.0,289396000.0,204097000.0
Pretax Income,2527432000.0,2222148000.0,1440505000.0,2262925000.0
Other Non Operating Income Expenses,288924000.0,18368000.0,50051000.0,65508000.0
Special Income Charges,-110375000.0,-8833000.0,-84739000.0,99136000.0
Other Special Charges,,-21155000.0,60119000.0,-109385000.0
Write Off,,29988000.0,24620000.0,10249000.0
Net Non Operating Interest Income Expense,-37039000.0,-106164000.0,-201165000.0,-234738000.0
Total Other Finance Cost,,10196000.0,14735000.0,4419000.0
Interest Expense Non Operating,37039000.0,124513000.0,258984000.0,278687000.0
Interest Income Non Operating,,28545000.0,72554000.0,48368000.0
Operating Income,2316065000.0,2179475000.0,1584531000.0,2202500000.0
Operating Expense,9258552000.0,6720736000.0,5443594000.0,5583224000.0
Other Operating Expenses,6762965000.0,4437371000.0,3284984000.0,3397514000.0
Depreciation And Amortization In Income Statement,670998000.0,639626000.0,612411000.0,624109000.0
Amortization,,3156000.0,3229000.0,3268000.0
Depreciation Income Statement,670998000.0,636470000.0,609182000.0,620841000.0
Selling General And Administration,,141701000.0,107133000.0,75000000.0
Selling And Marketing Expense,,75994000.0,40245000.0,40560000.0
General And Administrative Expense,,65707000.0,66888000.0,34440000.0
Rent And Landing Fees,,2432000.0,2055000.0,1775000.0
