,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,-95140.745827,24900.0,2130176.4
Tax Rate For Calcs,0.266656,0.075329,0.3,0.3
Normalized EBITDA,-183727000.0,91053000.0,73444000.0,78216432.0
Total Unusual Items,0.0,-1263000.0,83000.0,7100588.0
Total Unusual Items Excluding Goodwill,0.0,-1263000.0,83000.0,7100588.0
Net Income From Continuing Operation Net Minority Interest,-169302000.0,30970000.0,823000.0,-1755038.0
Reconciled Depreciation,31831000.0,38553000.0,45487000.0,53937488.0
Reconciled Cost Of Revenue,1525534000.0,1894242000.0,1801094000.0,1270445726.0
EBIT,-215558000.0,51237000.0,28040000.0,31379532.0
Net Interest Income,-15305000.0,-16605000.0,-32161000.0,-35171498.0
Interest Expense,15305000.0,17744000.0,29802000.0,31000327.0
Interest Income,,1478000.0,975000.0,1161021.0
Normalized Income,-169302000.0,32137859.254173,764900.0,-6725449.6
Net Income From Continuing And Discontinued Operation,-169302000.0,30970000.0,823000.0,-1755038.0
Total Expenses,1711721000.0,1908669000.0,1916287000.0,1373205011.0
Rent Expense Supplemental,,396000.0,528000.0,528000.0
Diluted Average Shares,,11100358.0,11106000.0,11106000.0
Basic Average Shares,,11100358.0,11106000.0,11106000.0
Diluted EPS,,2.79,0.07,-0.14
Basic EPS,,2.79,0.07,-0.14
Diluted NI Availto Com Stockholders,-169302000.0,30970000.0,823000.0,-1755038.0
Net Income Common Stockholders,-169302000.0,30970000.0,823000.0,-1755038.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-169302000.0,30970000.0,823000.0,-1755038.0
Net Income Including Noncontrolling Interests,-169302000.0,30970000.0,823000.0,-1755038.0
Net Income Continuous Operations,-169302000.0,30970000.0,823000.0,-1755038.0
Tax Provision,-61561000.0,2523000.0,-2585000.0,2134243.0
Pretax Income,-230863000.0,33493000.0,-1762000.0,379205.0
Other Non Operating Income Expenses,2875000.0,2611000.0,1255000.0,
Special Income Charges,0.0,-1796000.0,-1816000.0,-1965933.0
Other Special Charges,,-195000.0,,2023384.0
Write Off,,1991000.0,1816000.0,-57451.0
Impairment Of Capital Assets,,,,0.0
Net Non Operating Interest Income Expense,-15305000.0,-16605000.0,-32161000.0,-35171498.0
Total Other Finance Cost,,339000.0,3334000.0,5332192.0
Interest Expense Non Operating,15305000.0,17744000.0,29802000.0,31000327.0
Interest Income Non Operating,,1478000.0,975000.0,1161021.0
Operating Income,-218434000.0,49171000.0,11473000.0,-1555019.0
Operating Expense,186187000.0,14427000.0,115193000.0,102759285.0
Other Operating Expenses,137639000.0,2149000.0,2633000.0,8269895.0
Depreciation And Amortization In Income Statement,31831000.0,38553000.0,45487000.0,53937488.0
Depreciation Income Statement,31831000.0,38553000.0,45487000.0,53937488.0
Selling General And Administration,,19055000.0,176698000.0,178970893.0
Selling And Marketing Expense,,7704000.0,163180000.0,168380312.0
General And Administrative Expense,,11351000.0,13518000.0,10590581.0
Rent And Landing Fees,,396000.0,528000.0,528000.0
Gross Profit,-32247000.0,63598000.0,126666000.0,101204266.0
Cost Of Revenue,1525534000.0,1894242000.0,1801094000.0,1270445726.0
Total Revenue,1493287000.0,1957840000.0,1927760000.0,1371649992.0
Operating Revenue,1493287000.0,1957840000.0,1927760000.0,1371649992.0
Ordinary Shares Number,11106000.0,11106000.0,11106000.0,11106000.0
Share Issued,11106000.0,11106000.0,11106000.0,11106000.0
Net Debt,7171000.0,141244000.0,316228000.0,397771429.0
Total Debt,15093000.0,148269000.0,320374000.0,411400322.0
Tangible Book Value,155039000.0,323893000.0,292623000.0,291715828.0
Invested Capital,165190000.0,472162000.0,612997000.0,703116150.0
Working Capital,95005000.0,136575000.0,108452000.0,13773956.0
Net Tangible Assets,155039000.0,323893000.0,292623000.0,291715828.0
Capital Lease Obligations,4942000.0,,,
Common Stock Equity,155039000.0,323893000.0,292623000.0,291715828.0
Total Capitalization,165190000.0,405063000.0,408895000.0,351965080.0
Total Equity Gross Minority Interest,155039000.0,323893000.0,292623000.0,291715828.0
Stockholders Equity,155039000.0,323893000.0,292623000.0,291715828.0
Other Equity Interest,43979000.0,212832000.0,181563000.0,
Retained Earnings,,169533000.0,138563000.0,137515828.0
Additional Paid In Capital,,43140000.0,43140000.0,43140000.0
