,item,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,0.0,590400.0,879907.849097,1250680.227757,Income Statement
1,Tax Rate For Calcs,0.300577,0.4,0.285592,0.300644,Income Statement
2,Total Unusual Items,0.0,1476000.0,3081000.0,4160000.0,Income Statement
3,Total Unusual Items Excluding Goodwill,0.0,1476000.0,3081000.0,4160000.0,Income Statement
4,Net Income From Continuing Operation Net Minority Interest,7753100000.0,448081000.0,619106000.0,1045896000.0,Income Statement
5,Reconciled Depreciation,874900000.0,840205000.0,826506000.0,777015000.0,Income Statement
6,Net Interest Income,30120800000.0,22397572000.0,24069077000.0,23174990000.0,Income Statement
7,Interest Expense,42211000000.0,43467803000.0,48985370000.0,54462991000.0,Income Statement
8,Interest Income,72331800000.0,65865375000.0,73054447000.0,77637981000.0,Income Statement
9,Normalized Income,7753100000.0,447195400.0,616904907.849097,1042986680.227757,Income Statement
10,Net Income From Continuing And Discontinued Operation,7753100000.0,448081000.0,619106000.0,1045896000.0,Income Statement
11,Diluted Average Shares,2095432432.0,2134285714.0,1805550831.0,1809708162.0,Income Statement
12,Basic Average Shares,2095432432.0,2134285714.0,1805550831.0,1809708162.0,Income Statement
13,Diluted EPS,3.7,0.21,0.34,0.58,Income Statement
14,Basic EPS,3.7,0.21,0.34,0.58,Income Statement
15,Diluted NI Availto Com Stockholders,7753100000.0,449800000.0,619106000.0,1045896000.0,Income Statement
16,Net Income Common Stockholders,7753100000.0,449800000.0,619106000.0,1045896000.0,Income Statement
17,Otherunder Preferred Stock Dividend,,-1719000.0,,,Income Statement
18,Net Income,7753100000.0,448081000.0,619106000.0,1045896000.0,Income Statement
19,Net Income Including Noncontrolling Interests,7753100000.0,447366000.0,619122000.0,1045855000.0,Income Statement
20,Net Income Extraordinary,0.0,0.0,0.0,,Income Statement
21,Net Income Continuous Operations,7753100000.0,447366000.0,619122000.0,1045855000.0,Income Statement
22,Tax Provision,3331900000.0,-1369700000.0,247500000.0,449600000.0,Income Statement
23,Pretax Income,11085000000.0,-922334000.0,866622000.0,1495455000.0,Income Statement
24,Special Income Charges,0.0,1476000.0,3081000.0,4160000.0,Income Statement
25,Other Special Charges,,-1476000.0,-3081000.0,-4160000.0,Income Statement
26,Gain On Sale Of Security,,3303758000.0,4195401000.0,3901492000.0,Income Statement
27,Operating Expense,23158300000.0,19625176000.0,19762332000.0,17496238000.0,Income Statement
28,Other Operating Expenses,10078000000.0,4140465000.0,4059571000.0,4827754000.0,Income Statement
29,Depreciation And Amortization In Income Statement,,840205000.0,826506000.0,777015000.0,Income Statement
30,Depreciation Income Statement,,840205000.0,826506000.0,777015000.0,Income Statement
31,Selling General And Administration,,194372000.0,209144000.0,284586000.0,Income Statement
32,Selling And Marketing Expense,,27803000.0,30480000.0,121089000.0,Income Statement
33,General And Administrative Expense,,166569000.0,178664000.0,163497000.0,Income Statement
34,Insurance And Claims,,1159449000.0,1130094000.0,935208000.0,Income Statement
35,Rent And Landing Fees,,1287967000.0,1235528000.0,1242482000.0,Income Statement
36,Total Revenue,38234500000.0,31766666000.0,34006673000.0,30262533000.0,Income Statement
37,Operating Revenue,38234500000.0,31766666000.0,34006673000.0,30262533000.0,Income Statement
0,Ordinary Shares Number,2092741018.0,2092741018.0,2092741018.0,1809722151.0,Balance Sheet
1,Share Issued,2092741018.0,2092741018.0,2092741018.0,1809722151.0,Balance Sheet
2,Total Debt,69938500000.0,34196892000.0,42137620000.0,64345393000.0,Balance Sheet
3,Tangible Book Value,66747300000.0,58542497000.0,58092432000.0,54773477000.0,Balance Sheet
4,Invested Capital,136685800000.0,92739389000.0,100230052000.0,119118870000.0,Balance Sheet
5,Net Tangible Assets,66747300000.0,58542497000.0,58092432000.0,54773477000.0,Balance Sheet
6,Common Stock Equity,66747300000.0,58542497000.0,58092432000.0,54773477000.0,Balance Sheet
7,Total Capitalization,136685800000.0,92739389000.0,100230052000.0,119118870000.0,Balance Sheet
8,Total Equity Gross Minority Interest,66747300000.0,58542497000.0,58092432000.0,54773477000.0,Balance Sheet
9,Stockholders Equity,66747300000.0,58542497000.0,58092432000.0,54773477000.0,Balance Sheet
10,Other Equity Interest,1100000.0,12905000.0,20824000.0,25472000.0,Balance Sheet
11,Fixed Assets Revaluation Reserve,,,3169907000.0,3210934000.0,Balance Sheet
12,Retained Earnings,,-380422000.0,46278000.0,1259535000.0,Balance Sheet
13,Additional Paid In Capital,,17668966000.0,17668966000.0,15551985000.0,Balance Sheet
14,Capital Stock,2092700000.0,2092741000.0,2092741000.0,1809722000.0,Balance Sheet
15,Common Stock,2092700000.0,2092741000.0,2092741000.0,1809722000.0,Balance Sheet
16,Total Liabilities Net Minority Interest,1010224300000.0,941976186000.0,883399302000.0,915555529000.0,Balance Sheet
17,Long Term Debt And Capital Lease Obligation,69938500000.0,34196892000.0,42137620000.0,64345393000.0,Balance Sheet
18,Payables,,1801206000.0,1864137000.0,2027138000.0,Balance Sheet
19,Accounts Payable,,1801206000.0,1864137000.0,2027138000.0,Balance Sheet
20,Total Assets,1076971600000.0,1000518683000.0,941491734000.0,970329006000.0,Balance Sheet
21,Defined Pension Benefit,,245714000.0,,,Balance Sheet
22,Investments And Advances,246413000000.0,214445128000.0,203210845000.0,206252745000.0,Balance Sheet
23,Investmentin Financial Assets,246413000000.0,214445128000.0,203210845000.0,206252745000.0,Balance Sheet
24,Available For Sale Securities,,13523768000.0,4884559000.0,7645912000.0,Balance Sheet
25,Trading Securities,,,4250000000.0,13944000.0,Balance Sheet
26,Long Term Equity Investment,,0.0,0.0,0.0,Balance Sheet
27,Net PPE,8779300000.0,8110697000.0,7951667000.0,8000419000.0,Balance Sheet
28,Accumulated Depreciation,,-6649566000.0,-5976175000.0,-5428414000.0,Balance Sheet
29,Gross PPE,,14760263000.0,13927842000.0,13428833000.0,Balance Sheet
30,Construction In Progress,,590470000.0,405046000.0,242360000.0,Balance Sheet
31,Other Properties,,8222551000.0,7575854000.0,7239505000.0,Balance Sheet
32,Properties,,5947242000.0,5946942000.0,5946968000.0,Balance Sheet
33,Prepaid Assets,,3073835000.0,2672209000.0,4317815000.0,Balance Sheet
34,Receivables,,61196854000.0,38324235000.0,54927749000.0,Balance Sheet
35,Cash And Cash Equivalents,70804900000.0,113943176000.0,100076663000.0,80667617000.0,Balance Sheet
36,Cash Equivalents,,0.0,0.0,0.0,Balance Sheet
37,Cash Financial,46392200000.0,5723146000.0,4229122000.0,4621363000.0,Balance Sheet
0,Free Cash Flow,-73735200000.0,42496731000.0,57271345000.0,5723826000.0,Cash Flow
1,Issuance Of Capital Stock,,,2400000000.0,866000.0,Cash Flow
2,Capital Expenditure,-1127000000.0,-1018864000.0,-812710000.0,-836126000.0,Cash Flow
3,End Cash Position,70804900000.0,112034276000.0,87678781000.0,41897617000.0,Cash Flow
4,Beginning Cash Position,112034300000.0,87678781000.0,41897617000.0,48227548000.0,Cash Flow
5,Changes In Cash,-41229400000.0,24355495000.0,45781164000.0,-6329931000.0,Cash Flow
6,Financing Cash Flow,35239300000.0,-1754131000.0,-1380939000.0,2885031000.0,Cash Flow
7,Interest Paid Cff,-1754300000.0,-1754131000.0,-1780939000.0,-1570418000.0,Cash Flow
8,Cash Dividends Paid,,,,-545417000.0,Cash Flow
9,Common Stock Dividend Paid,,,,-545417000.0,Cash Flow
10,Net Common Stock Issuance,,,2400000000.0,866000.0,Cash Flow
11,Common Stock Issuance,,,2400000000.0,866000.0,Cash Flow
12,Net Issuance Payments Of Debt,36993600000.0,,-2000000000.0,5000000000.0,Cash Flow
13,Net Long Term Debt Issuance,36993600000.0,,-2000000000.0,5000000000.0,Cash Flow
14,Investing Cash Flow,-3860500000.0,-17405969000.0,-10921952000.0,-15774914000.0,Cash Flow
15,Net Investment Purchase And Sale,-2771100000.0,-17035646000.0,-10165556000.0,-14965089000.0,Cash Flow
16,Net PPE Purchase And Sale,-1089400000.0,-370323000.0,-756396000.0,-809825000.0,Cash Flow
17,Sale Of PPE,37600000.0,648541000.0,56314000.0,26301000.0,Cash Flow
18,Purchase Of PPE,-1127000000.0,-1018864000.0,-812710000.0,-836126000.0,Cash Flow
19,Operating Cash Flow,-72608200000.0,43515595000.0,58084055000.0,6559952000.0,Cash Flow
20,Taxes Refund Paid,-2189300000.0,-395738000.0,979006000.0,-1285039000.0,Cash Flow
21,Change In Working Capital,-95595800000.0,23635534000.0,37197917000.0,-11376462000.0,Cash Flow
22,Change In Other Current Liabilities,7021600000.0,-68617000.0,259187000.0,-1198796000.0,Cash Flow
23,Change In Other Current Assets,11930800000.0,-2147654000.0,5502643000.0,-19248754000.0,Cash Flow
24,Other Non Cash Items,4878400000.0,4319608000.0,2909232000.0,1982460000.0,Cash Flow
25,Stock Based Compensation,1100000.0,1983000.0,-4647000.0,9783000.0,Cash Flow
26,Provisionand Write Offof Assets,5366500000.0,12104411000.0,14312293000.0,12229407000.0,Cash Flow
27,Depreciation And Amortization,874900000.0,840205000.0,826506000.0,777015000.0,Cash Flow
28,Depreciation,874900000.0,840205000.0,826506000.0,777015000.0,Cash Flow
29,Pension And Employee Benefit Expense,,,0.0,,Cash Flow
30,Gain Loss On Sale Of PPE,1200000.0,-1476000.0,-3081000.0,-4160000.0,Cash Flow
31,Net Income From Continuing Operations,11085000000.0,448081000.0,619106000.0,1045896000.0,Cash Flow
