,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
0,Tax Effect Of Unusual Items,1278800.0,397850.607138,1269000.0,Income Statement
1,Tax Rate For Calcs,0.4,0.321886,0.3,Income Statement
2,Normalized EBITDA,933449000.0,613493000.0,379111000.0,Income Statement
3,Total Unusual Items,3197000.0,1236000.0,4230000.0,Income Statement
4,Total Unusual Items Excluding Goodwill,3197000.0,1236000.0,4230000.0,Income Statement
5,Net Income From Continuing Operation Net Minority Interest,601604000.0,82929000.0,-78806000.0,Income Statement
6,Reconciled Depreciation,155125000.0,147474000.0,145716000.0,Income Statement
7,Reconciled Cost Of Revenue,3478525000.0,3363408000.0,2985799000.0,Income Statement
8,EBIT,781521000.0,467255000.0,237625000.0,Income Statement
9,Net Interest Income,-322791000.0,-356572000.0,-417389000.0,Income Statement
10,Interest Expense,309718000.0,344960000.0,403040000.0,Income Statement
11,Normalized Income,599685800.0,82090850.607138,-81767000.0,Income Statement
12,Net Income From Continuing And Discontinued Operation,601604000.0,82929000.0,-78806000.0,Income Statement
13,Total Expenses,3880012000.0,3626548000.0,3312275000.0,Income Statement
14,Rent Expense Supplemental,873000.0,887000.0,872000.0,Income Statement
15,Diluted Average Shares,375560000.0,187780000.0,179805000.0,Income Statement
16,Basic Average Shares,375560000.0,187780000.0,179805000.0,Income Statement
17,Diluted EPS,1.601885,0.441629,-0.438,Income Statement
18,Basic EPS,1.601885,0.441629,-0.438,Income Statement
19,Diluted NI Availto Com Stockholders,601604000.0,82929000.0,-78806000.0,Income Statement
20,Net Income Common Stockholders,601604000.0,82929000.0,-78806000.0,Income Statement
21,Otherunder Preferred Stock Dividend,0.0,0.0,0.0,Income Statement
22,Net Income,601604000.0,82929000.0,-78806000.0,Income Statement
23,Net Income Including Noncontrolling Interests,601604000.0,82930000.0,-78806000.0,Income Statement
24,Net Income Continuous Operations,601604000.0,82930000.0,-78806000.0,Income Statement
25,Tax Provision,-129801000.0,39365000.0,-86609000.0,Income Statement
26,Pretax Income,471803000.0,122295000.0,-165415000.0,Income Statement
27,Other Non Operating Income Expenses,10663000.0,3178000.0,10168000.0,Income Statement
28,Special Income Charges,3197000.0,1236000.0,4230000.0,Income Statement
29,Other Special Charges,-3197000.0,-1236000.0,-4230000.0,Income Statement
30,Write Off,0.0,,,Income Statement
31,Net Non Operating Interest Income Expense,-322791000.0,-356572000.0,-417389000.0,Income Statement
32,Total Other Finance Cost,13073000.0,11612000.0,14349000.0,Income Statement
33,Interest Expense Non Operating,309718000.0,344960000.0,403040000.0,Income Statement
34,Operating Income,779361000.0,474453000.0,237130000.0,Income Statement
35,Operating Expense,401487000.0,263140000.0,326476000.0,Income Statement
36,Other Operating Expenses,35946000.0,93976000.0,169070000.0,Income Statement
37,Depreciation And Amortization In Income Statement,155125000.0,147474000.0,145716000.0,Income Statement
38,Depreciation Income Statement,155125000.0,147474000.0,145716000.0,Income Statement
39,Selling General And Administration,54194000.0,46031000.0,39324000.0,Income Statement
40,Selling And Marketing Expense,29280000.0,21628000.0,14389000.0,Income Statement
41,General And Administrative Expense,24914000.0,24403000.0,24935000.0,Income Statement
42,Rent And Landing Fees,873000.0,887000.0,872000.0,Income Statement
43,Gross Profit,1180848000.0,737593000.0,563606000.0,Income Statement
44,Cost Of Revenue,3478525000.0,3363408000.0,2985799000.0,Income Statement
45,Total Revenue,4659373000.0,4101001000.0,3549405000.0,Income Statement
46,Operating Revenue,4659373000.0,4101001000.0,3549405000.0,Income Statement
0,Ordinary Shares Number,187780000.0,187780000.0,187780000.0,Balance Sheet
1,Share Issued,187780000.0,187780000.0,187780000.0,Balance Sheet
2,Net Debt,3582726000.0,3278851000.0,3393649000.0,Balance Sheet
3,Total Debt,3704355000.0,3762573000.0,3468148000.0,Balance Sheet
4,Tangible Book Value,2825885000.0,2260052000.0,2218258000.0,Balance Sheet
5,Invested Capital,6530240000.0,6022625000.0,5686406000.0,Balance Sheet
6,Working Capital,556304000.0,446473000.0,207248000.0,Balance Sheet
7,Net Tangible Assets,2825885000.0,2260052000.0,2218258000.0,Balance Sheet
8,Capital Lease Obligations,0.0,,,Balance Sheet
9,Common Stock Equity,2825885000.0,2260052000.0,2218258000.0,Balance Sheet
10,Total Capitalization,3722815000.0,3284345000.0,3144887000.0,Balance Sheet
11,Total Equity Gross Minority Interest,2825885000.0,2260052000.0,2218258000.0,Balance Sheet
12,Stockholders Equity,2825885000.0,2260052000.0,2218258000.0,Balance Sheet
13,Other Equity Interest,2450325000.0,1884493000.0,,Balance Sheet
14,Retained Earnings,2144430000.0,1580381000.0,1535008000.0,Balance Sheet
15,Additional Paid In Capital,296639000.0,296639000.0,296639000.0,Balance Sheet
16,Capital Stock,375560000.0,375560000.0,375560000.0,Balance Sheet
17,Common Stock,375560000.0,375560000.0,375560000.0,Balance Sheet
18,Total Liabilities Net Minority Interest,4869672000.0,4860197000.0,4501988000.0,Balance Sheet
19,Total Non Current Liabilities Net Minority Interest,925850000.0,1059786000.0,946290000.0,Balance Sheet
20,Other Non Current Liabilities,,2000.0,,Balance Sheet
21,Non Current Pension And Other Postretirement Benefit Plans,28920000.0,27351000.0,19661000.0,Balance Sheet
22,Non Current Deferred Taxes Liabilities,0.0,8140000.0,0.0,Balance Sheet
23,Long Term Debt And Capital Lease Obligation,896930000.0,1024293000.0,926629000.0,Balance Sheet
24,Long Term Capital Lease Obligation,0.0,,,Balance Sheet
25,Long Term Debt,896930000.0,1024293000.0,926629000.0,Balance Sheet
26,Long Term Provisions,28920000.0,27351000.0,,Balance Sheet
27,Current Liabilities,3943822000.0,3800411000.0,3555698000.0,Balance Sheet
28,Other Current Liabilities,-1000.0,302303000.0,,Balance Sheet
29,Current Deferred Taxes Liabilities,34744000.0,21137000.0,,Balance Sheet
30,Current Debt And Capital Lease Obligation,2807425000.0,2738280000.0,2541519000.0,Balance Sheet
31,Current Debt,2807425000.0,2738280000.0,2541519000.0,Balance Sheet
32,Pensionand Other Post Retirement Benefit Plans Current,1705000.0,1474000.0,1141000.0,Balance Sheet
33,Current Provisions,74005000.0,60168000.0,,Balance Sheet
34,Payables,1035939000.0,1007307000.0,911179000.0,Balance Sheet
35,Other Payable,60815000.0,302303000.0,290004000.0,Balance Sheet
36,Dividends Payable,37556000.0,37556000.0,,Balance Sheet
37,Total Tax Payable,0.0,0.0,,Balance Sheet
38,Accounts Payable,937568000.0,667448000.0,621175000.0,Balance Sheet
39,Total Assets,7695557000.0,7120249000.0,6720246000.0,Balance Sheet
40,Total Non Current Assets,3195432000.0,2873364000.0,2957300000.0,Balance Sheet
41,Non Current Prepaid Assets,50957000.0,38476000.0,50412000.0,Balance Sheet
42,Non Current Deferred Taxes Assets,135268000.0,0.0,10088000.0,Balance Sheet
